name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
		LongTermDebtAndCapitalLeaseObligation,"377,183,000","233,198,000","250,743,000","242,432,000","250,725,000","29,187,000","31,553,000","31,826,000","34,948,000","34,645,000","34,977,000","32,015,000","31,587,000","31,542,000","32,737,000","32,859,000","33,649,000","223,221,000","24,106,000","25,557,000","27,494,000","30,833,000","21,673,000","173,083,000","175,894,000","246,218,000","319,501,000","423,442,000","491,049,000","532,407,000","599,053,000","676,077,000","425,139,000","149,775,000","177,120,000","160,636,000","217,413,000","220,570,000","376,204,000","461,535,000","656,998,000","655,181,000","847,964,000","998,251,000","1,174,876,000","1,242,302,000","1,600,884,000","1,589,712,000","2,753,441,000","2,869,466,000","3,769,956,000","3,955,243,000","2,765,327,000","2,857,046,000","554,094,000","584,962,000","639,129,000","678,112,000","642,434,000","682,551,000","546,896,000","420,751,000","463,785,000","397,440,000","333,787,000","374,779,000","224,010,000","240,910,000","317,391,000"
			LongTermDebt,"175,195,000","40,880,000","49,050,000","49,375,000","56,980,000","29,187,000","31,553,000","31,826,000","34,948,000","34,586,000","34,977,000","32,015,000","31,587,000","31,507,000","32,737,000","32,859,000","33,649,000","223,050,000","24,106,000","25,557,000","27,494,000","30,104,000","21,673,000","173,083,000","175,894,000","244,747,000","319,501,000","423,442,000","491,049,000","530,860,000","599,053,000","676,077,000","425,139,000","149,675,000","177,120,000","160,636,000","217,413,000","220,310,000","376,204,000","461,535,000","656,998,000","654,774,000","847,964,000","998,251,000","1,174,876,000","1,242,302,000","1,600,884,000","1,589,712,000","2,753,441,000","2,869,466,000","3,769,956,000","3,955,243,000","2,765,327,000","2,857,046,000","554,094,000","584,962,000","639,129,000","678,112,000","642,434,000","682,551,000","546,896,000","420,751,000","463,785,000","397,440,000","333,787,000","374,779,000","224,010,000","240,910,000","317,391,000"
			LongTermCapitalLeaseObligation,"201,988,000","192,318,000","201,693,000","193,057,000","193,745,000","0",,,,"59,000",,,,"35,000",,,,"171,000",,,,"729,000",,,,"1,471,000",,,,"1,547,000",,,,"100,000",,,,"260,000",,,,"407,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"419,888,000","336,982,000","380,809,000","355,302,000","364,938,000","379,039,000","474,135,000","472,965,000","413,135,000","457,970,000","507,612,000","536,157,000","557,764,000","550,657,000","629,828,000","661,377,000","681,655,000","750,325,000","745,803,000","712,447,000","721,893,000","714,123,000","700,336,000","710,151,000","744,204,000","751,105,000","717,706,000","672,918,000","696,401,000","749,235,000","781,588,000","791,006,000","797,324,000","828,545,000","852,279,000","929,052,000","931,752,000","934,226,000","885,230,000","849,072,000","839,869,000","860,787,000","872,861,000","867,000,000","1,037,656,000","1,053,838,000","1,111,196,000","1,150,807,000","1,224,758,000","1,233,836,000","1,360,203,000","1,358,852,000","978,204,000","991,945,000","361,974,000","354,716,000","359,371,000","353,395,000","350,474,000","362,331,000","346,105,000","371,975,000","413,963,000","396,804,000","395,172,000","418,333,000","383,975,000","298,635,000","296,198,000"
			NonCurrentDeferredTaxesLiabilities,"419,888,000","336,982,000","380,809,000","355,302,000","364,938,000","379,039,000","474,135,000","472,965,000","413,135,000","457,970,000","507,612,000","536,157,000","557,764,000","550,657,000","629,828,000","661,377,000","681,655,000","750,325,000","745,803,000","712,447,000","721,893,000","714,123,000","700,336,000","710,151,000","744,204,000","751,105,000","717,706,000","672,918,000","696,401,000","749,235,000","781,588,000","791,006,000","797,324,000","828,545,000","852,279,000","929,052,000","931,752,000","934,226,000","885,230,000","849,072,000","839,869,000","860,787,000","872,861,000","867,000,000","1,037,656,000","1,053,838,000","1,111,196,000","1,150,807,000","1,224,758,000","1,233,836,000","1,360,203,000","1,358,852,000","978,204,000","991,945,000","361,974,000","354,716,000","359,371,000","353,395,000","350,474,000","362,331,000","346,105,000","371,975,000","413,963,000","396,804,000","395,172,000","418,333,000","383,975,000","298,635,000","296,198,000"
		TradeandOtherPayablesNonCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"2,065,000","1,222,000","1,524,000",,"6,352,000",,,,"4,796,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,,"230,466,000",,,,"193,579,000",,,,"193,256,000",,,,"191,875,000",,,,"214,710,000",,,,"262,286,000",,,,"251,654,000",,,,"49,221,000",,,,"170,725,000",,,,"156,713,000",,,,"145,164,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,"144,993,000",,,,"115,087,000",,,,"125,012,000",,,,"125,161,000",,,,"135,880,000",,,,"164,217,000",,,,"169,215,000",,,,"49,221,000",,,,"170,725,000",,,,"156,713,000",,,,"145,164,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"13,738,000",,,,"0",,,,"20,533,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"254,536,000","20,917,000","239,921,000","240,749,000","228,306,000","19,550,000","215,586,000","214,599,000","220,085,000","24,040,000","222,315,000","220,176,000","215,272,000","21,742,000","228,339,000","228,634,000","233,450,000","16,466,000","261,158,000","269,925,000","284,201,000","23,579,000","285,993,000","284,168,000","281,510,000","25,603,000","307,392,000","292,715,000","308,084,000","174,112,000","206,340,000","204,156,000","232,736,000","44,883,000","228,256,000","216,956,000","213,428,000","34,978,000","193,202,000","190,644,000","196,845,000","29,582,000","202,024,000","211,783,000","225,145,000","223,142,000","291,091,000","308,538,000","564,134,000","550,411,000","295,381,000","311,785,000","278,098,000","279,117,000","244,182,000","208,828,000","203,273,000","199,547,000","209,370,000","210,031,000","204,171,000","208,521,000","254,670,000","241,612,000","239,192,000","226,495,000","175,115,000","269,544,000","272,766,000"
TotalEquityGrossMinorityInterest,"11,413,673,000","12,186,372,000","12,156,205,000","12,150,196,000","12,216,173,000","11,875,492,000","11,786,997,000","11,526,714,000","11,849,812,000","11,580,970,000","11,592,443,000","11,447,309,000","11,637,545,000","11,413,072,000","11,620,880,000","11,630,488,000","11,966,790,000","11,866,056,000","12,122,158,000","12,612,002,000","12,842,613,000","12,806,314,000","12,840,339,000","12,942,023,000","12,861,305,000","12,469,866,000","12,227,953,000","11,889,853,000","11,892,469,000","11,560,326,000","11,351,906,000","10,877,678,000","11,674,670,000","11,172,943,000","10,989,093,000","11,152,095,000","11,033,750,000","10,550,580,000","10,348,845,000","9,821,807,000","9,942,533,000","9,720,836,000","9,601,511,000","9,206,571,000","8,930,940,000","8,701,887,000","9,258,433,000","8,901,828,000","8,137,977,000","7,529,850,000","7,057,681,000","6,525,417,000","6,230,930,000","5,701,630,000","5,058,877,000","4,523,691,000","4,255,968,000","3,775,873,000","3,538,672,000","3,181,156,000","3,008,210,000","2,661,195,000","2,155,123,000","1,973,699,000","2,006,824,000","1,961,264,000","1,949,952,000","1,928,395,000","1,912,360,000"
	StockholdersEquity,"11,222,321,000","11,988,958,000","11,955,266,000","11,941,498,000","12,005,132,000","11,782,882,000","11,691,657,000","11,431,575,000","11,750,621,000","11,482,185,000","11,495,733,000","11,341,154,000","11,530,615,000","11,287,417,000","11,484,349,000","11,468,566,000","11,808,693,000","11,713,344,000","11,967,491,000","12,456,552,000","12,691,796,000","12,654,114,000","12,686,366,000","12,793,540,000","12,724,313,000","12,290,420,000","12,048,287,000","11,724,417,000","11,735,821,000","11,388,016,000","11,172,365,000","10,699,313,000","10,985,560,000","10,506,227,000","10,344,372,000","10,469,669,000","10,377,206,000","9,902,359,000","9,699,612,000","9,203,282,000","9,322,599,000","9,092,164,000","8,982,765,000","8,637,036,000","8,399,259,000","8,176,571,000","8,686,199,000","8,324,767,000","7,561,184,000","7,006,277,000","6,579,922,000","6,097,860,000","5,843,378,000","5,338,619,000","4,730,622,000","4,219,166,000","3,960,498,000","3,507,802,000","3,286,318,000","2,963,276,000","2,829,827,000","2,495,924,000","2,007,473,000","1,859,365,000","1,888,437,000","1,841,280,000","1,824,484,000","1,735,082,000","1,722,972,000"
		CapitalStock,"1,180,537,000","1,180,537,000",,"1,180,537,000",,"1,180,537,000",,"1,180,537,000","1,180,537,000","1,180,537,000",,,"1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000",,"1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000",,,"1,180,537,000","1,180,537,000",,,"1,180,537,000",,,,"1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,288,000",,"875,401,000","875,401,000"
			CommonStock,"1,180,537,000","1,180,537,000",,"1,180,537,000",,"1,180,537,000",,"1,180,537,000","1,180,537,000","1,180,537,000",,,"1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000",,"1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000",,,"1,180,537,000","1,180,537,000",,,"1,180,537,000",,,,"1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,537,000","1,180,288,000",,"875,401,000","875,401,000"
		AdditionalPaidInCapital,"609,733,000","609,733,000",,"609,733,000",,"609,733,000",,"609,733,000","609,733,000","609,733,000",,,"609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000",,"609,733,000","609,733,000","609,733,000","-163,361,000",,"609,733,000","609,733,000",,,"609,733,000","609,733,000",,,"609,733,000",,,,"609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,733,000","609,269,000",,,
		RetainedEarnings,"10,714,714,000","11,374,782,000",,"11,269,931,000",,"11,116,116,000",,"10,796,834,000","10,959,056,000","10,718,853,000",,,"10,863,263,000","10,658,136,000","10,777,806,000","10,761,203,000","11,128,630,000","11,110,469,000","11,334,204,000","11,689,108,000","11,976,955,000","11,721,873,000","11,652,036,000","11,570,827,000","11,517,103,000","11,094,598,000","10,838,627,000",,"10,474,801,000","10,050,024,000","9,845,807,000","9,409,376,000","9,243,421,000","8,799,581,000","8,553,477,000",,,"7,869,807,000","7,702,369,000",,,"7,143,823,000",,,,"6,489,899,000","6,549,716,000","5,979,081,000","5,286,744,000","4,813,701,000","4,420,629,000","4,019,677,000","3,877,888,000","3,397,584,000","2,822,834,000","2,343,729,000","2,076,191,000","1,656,503,000","1,425,471,000","1,106,574,000","992,547,000","536,459,000","621,893,000","406,732,000","352,980,000","304,612,000",,"135,187,000","100,526,000"
		GainsLossesNotAffectingRetainedEarnings,"-1,282,663,000","-1,176,094,000",,"-1,118,703,000",,"-1,123,504,000",,"-1,155,529,000","-998,706,000","-1,026,938,000",,,"-1,122,918,000","-1,160,989,000","-1,083,727,000","-1,082,907,000","-1,110,207,000","-1,187,395,000","-1,156,983,000","-1,022,826,000","-1,075,429,000","-858,029,000","-755,940,000","-567,557,000","-583,060,000","-594,448,000","-580,610,000",,"-529,250,000","-452,278,000","-463,712,000","272,761,000",,"-83,624,000",,,,"242,282,000","75,067,000",,,"29,533,000",,,,"-223,779,000","346,213,000","555,416,000","484,170,000","402,306,000","369,023,000","287,913,000","175,220,000","150,765,000","117,518,000","85,167,000","94,037,000","61,029,000","70,577,000","66,432,000","47,010,000","169,195,000","-404,690,000","-337,637,000","-254,813,000","-252,889,000","1,824,484,000","724,494,000","747,045,000"
			ForeignCurrencyTranslationAdjustments,"-1,058,559,000","-957,246,000",,"-914,440,000",,"-919,248,000",,"-941,725,000","-797,061,000","-824,423,000",,,"-933,344,000","-965,955,000","-896,913,000","-896,414,000","-922,986,000","-1,006,767,000","-959,488,000","-823,988,000","-874,490,000","-658,284,000","-569,674,000","-382,856,000","-393,398,000","-406,744,000","-382,068,000",,"-335,517,000","-317,425,000",,,,"-211,366,000",,,,"108,419,000","75,067,000",,,"29,533,000",,,,"-223,779,000","211,016,000","417,035,000","345,984,000","266,049,000","230,441,000","141,928,000","29,023,000","3,954,000","-29,371,000","-62,218,000","-54,818,000","-59,743,000","-47,477,000","-51,622,000","-71,126,000","-30,020,000","-51,049,000","-57,558,000","-36,225,000","-34,194,000",,"-73,648,000","-51,097,000"
			OtherEquityAdjustments,"-224,104,000","-218,848,000",,"-204,263,000",,"-204,256,000",,"-213,804,000","-201,645,000","-202,515,000",,,"-189,574,000","-195,034,000","-186,814,000","-186,493,000","-187,221,000","-180,628,000","-197,495,000","-198,838,000","-200,939,000","-199,745,000","-186,266,000","-184,701,000","-189,662,000","-187,704,000","-198,542,000",,"-193,733,000","-134,853,000",,,,"127,742,000",,,,"133,863,000",,,,,,,,,"135,197,000","138,381,000","138,186,000","136,257,000","138,582,000","145,985,000","146,197,000","146,811,000","146,889,000","147,385,000","148,855,000","120,772,000","118,054,000","118,054,000","118,136,000","199,215,000","-353,641,000","-280,079,000","-218,588,000","-218,695,000",,"798,142,000","798,142,000"
		OtherEquityInterest,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,"561,602,000",,"625,000",,,,"131,906,000",,,"128,538,000",,,,"120,181,000",,,,,,,,,,,,,,,,,,,,,,,
	MinorityInterest,"191,352,000","197,414,000","200,939,000","208,698,000","211,041,000","92,610,000","95,340,000","95,139,000","99,191,000","98,785,000","96,710,000","106,155,000","106,930,000","125,655,000","136,531,000","161,922,000","158,097,000","152,712,000","154,667,000","155,450,000","150,817,000","152,200,000","153,973,000","148,483,000","136,992,000","179,446,000","179,666,000","165,436,000","156,648,000","172,310,000","179,541,000","178,365,000","689,110,000","666,716,000","644,721,000","682,426,000","656,544,000","648,221,000","649,233,000","618,525,000","619,934,000","628,672,000","618,746,000","569,535,000","531,681,000","525,316,000","572,234,000","577,061,000","576,793,000","523,573,000","477,759,000","427,557,000","387,552,000","363,011,000","328,255,000","304,525,000","295,470,000","268,071,000","252,354,000","217,880,000","178,383,000","165,271,000","147,650,000","114,334,000","118,387,000","119,984,000","125,468,000","193,313,000","189,388,000"
TotalCapitalization,"11,397,516,000","12,029,838,000","12,004,316,000","11,990,873,000","12,062,112,000","11,812,069,000","11,723,210,000","11,463,401,000","11,785,569,000","11,516,771,000","11,530,710,000","11,373,169,000","11,562,202,000","11,318,924,000","11,517,086,000","11,501,425,000","11,842,342,000","11,936,394,000","11,991,597,000","12,482,109,000","12,719,290,000","12,684,218,000","12,708,039,000","12,966,623,000","12,900,207,000","12,535,167,000","12,367,788,000","12,147,859,000","12,226,870,000","11,918,876,000","11,771,418,000","11,375,390,000","11,410,699,000","10,655,902,000","10,521,492,000","10,630,305,000","10,594,619,000","10,122,669,000","10,075,816,000","9,664,817,000","9,979,597,000","9,746,938,000","9,830,729,000","9,635,287,000","9,574,135,000","9,418,873,000","10,287,083,000","9,914,479,000","10,314,625,000","9,875,743,000","10,349,878,000","10,053,103,000","8,608,705,000","8,195,665,000","5,284,716,000","4,804,128,000","4,599,627,000","4,185,914,000","3,928,752,000","3,645,827,000","3,376,723,000","2,916,675,000","2,471,258,000","2,256,805,000","2,222,224,000","2,216,059,000","2,048,494,000","1,975,992,000","2,040,363,000"
CommonStockEquity,"11,222,321,000","11,988,958,000","11,955,266,000","11,941,498,000","12,005,132,000","11,782,882,000","11,691,657,000","11,431,575,000","11,750,621,000","11,482,185,000","11,495,733,000","11,341,154,000","11,530,615,000","11,287,417,000","11,484,349,000","11,468,566,000","11,808,693,000","11,713,344,000","11,967,491,000","12,456,552,000","12,691,796,000","12,654,114,000","12,686,366,000","12,793,540,000","12,724,313,000","12,290,420,000","12,048,287,000","11,724,417,000","11,735,821,000","11,388,016,000","11,172,365,000","10,699,313,000","10,985,560,000","10,506,227,000","10,344,372,000","10,469,669,000","10,377,206,000","9,902,359,000","9,699,612,000","9,203,282,000","9,322,599,000","9,092,164,000","8,982,765,000","8,637,036,000","8,399,259,000","8,176,571,000","8,686,199,000","8,324,767,000","7,561,184,000","7,006,277,000","6,579,922,000","6,097,860,000","5,843,378,000","5,338,619,000","4,730,622,000","4,219,166,000","3,960,498,000","3,507,802,000","3,286,318,000","2,963,276,000","2,829,827,000","2,495,924,000","2,007,473,000","1,859,365,000","1,888,437,000","1,841,280,000","1,824,484,000","1,735,082,000","1,722,972,000"
CapitalLeaseObligations,"246,357,000","230,167,000","239,474,000","227,488,000","229,704,000","44,000",,,,"197,000",,,,"165,000",,,,"542,000",,,,"1,215,000",,,,"2,046,000",,,,"2,177,000",,,,"260,000",,,,"423,000",,,,"586,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"9,752,216,000","10,427,399,000","10,389,375,000","10,365,937,000","10,428,696,000","10,316,917,000","10,100,678,000","9,817,532,000","10,114,836,000","9,821,326,000","9,766,342,000","9,579,468,000","9,725,939,000","9,424,590,000","9,513,354,000","9,436,154,000","9,721,281,000","9,569,892,000","9,747,531,000","9,782,032,000","9,982,329,000","9,896,484,000","9,712,454,000","9,799,844,000","9,696,349,000","9,223,184,000","8,952,876,000","8,592,650,000","8,574,810,000","8,188,100,000","7,929,725,000","7,412,525,000","7,654,782,000","7,130,297,000","6,910,334,000","6,960,165,000","6,828,900,000","6,320,543,000","6,156,104,000","5,626,941,000","5,687,164,000","5,421,244,000","5,274,851,000","4,900,215,000","4,638,295,000","4,349,584,000","4,338,326,000","3,897,281,000","3,091,824,000","2,463,925,000","1,679,272,000","1,172,192,000","3,016,737,000","2,494,121,000","4,564,949,000","4,054,173,000","3,800,751,000","3,348,703,000","3,126,282,000","2,801,669,000","2,672,094,000","2,446,713,000","1,952,052,000","1,801,746,000","1,834,120,000","1,787,243,000","1,770,667,000","1,690,297,000","1,690,033,000"
WorkingCapital,"3,104,800,000","3,890,150,000","3,876,923,000","3,795,460,000","3,807,060,000","3,745,829,000","3,596,179,000","3,313,191,000","3,417,081,000","3,310,255,000","3,259,523,000","3,136,439,000","3,337,982,000","3,237,441,000","3,337,974,000","3,363,414,000","3,757,696,000","3,988,256,000","4,199,692,000","4,570,836,000","4,910,100,000","4,793,493,000","4,835,902,000","4,948,888,000","5,006,316,000","4,805,743,000","4,650,321,000","4,437,544,000","4,490,960,000","4,157,742,000","3,977,814,000","3,654,749,000","4,133,438,000","3,989,522,000","3,788,203,000","3,712,596,000","3,848,381,000","3,576,990,000","3,729,176,000","3,502,968,000","3,791,617,000","3,651,371,000","3,820,348,000","3,596,735,000","3,777,294,000","3,462,400,000","3,530,426,000","3,061,171,000","3,242,160,000","2,801,859,000","3,370,960,000","3,096,521,000","3,634,539,000","3,263,328,000","2,942,702,000","2,565,039,000","2,411,476,000","2,074,183,000","1,854,932,000","1,608,270,000","1,412,983,000","1,012,246,000","842,707,000","782,676,000","743,174,000","707,218,000","431,046,000","412,773,000","588,260,000"
InvestedCapital,"11,920,719,000","12,811,110,000","12,878,138,000","12,835,799,000","12,684,847,000","12,321,845,000","12,425,787,000","12,272,070,000","12,756,216,000","12,447,847,000","12,327,266,000","12,194,019,000","12,238,846,000","12,127,488,000","12,230,308,000","12,288,612,000","12,808,315,000","12,684,318,000","12,966,389,000","13,717,247,000","13,873,932,000","13,652,139,000","13,813,558,000","13,879,748,000","13,636,420,000","13,219,309,000","13,305,363,000","13,241,669,000","13,366,669,000","13,130,031,000","13,114,477,000","12,401,858,000","12,223,954,000","11,436,843,000","11,515,823,000","11,699,978,000","11,718,680,000","11,146,432,000","10,789,519,000","10,416,003,000","10,722,853,000","10,538,342,000","11,424,804,000","10,655,259,000","11,224,618,000","12,283,588,000","11,691,134,000","11,459,234,000","11,278,398,000","11,026,522,000","11,489,667,000","10,920,152,000","9,241,563,000","8,989,862,000","5,605,933,000","5,209,517,000","4,929,330,000","4,518,094,000","4,312,723,000","4,127,799,000","3,955,638,000","3,755,266,000","3,210,079,000","2,967,762,000","2,807,323,000","2,674,931,000","2,561,551,000","2,520,896,000","2,437,645,000"
TangibleBookValue,"9,752,216,000","10,427,399,000","10,389,375,000","10,365,937,000","10,428,696,000","10,316,917,000","10,100,678,000","9,817,532,000","10,114,836,000","9,821,326,000","9,766,342,000","9,579,468,000","9,725,939,000","9,424,590,000","9,513,354,000","9,436,154,000","9,721,281,000","9,569,892,000","9,747,531,000","9,782,032,000","9,982,329,000","9,896,484,000","9,712,454,000","9,799,844,000","9,696,349,000","9,223,184,000","8,952,876,000","8,592,650,000","8,574,810,000","8,188,100,000","7,929,725,000","7,412,525,000","7,654,782,000","7,130,297,000","6,910,334,000","6,960,165,000","6,828,900,000","6,320,543,000","6,156,104,000","5,626,941,000","5,687,164,000","5,421,244,000","5,274,851,000","4,900,215,000","4,638,295,000","4,349,584,000","4,338,326,000","3,897,281,000","3,091,824,000","2,463,925,000","1,679,272,000","1,172,192,000","3,016,737,000","2,494,121,000","4,564,949,000","4,054,173,000","3,800,751,000","3,348,703,000","3,126,282,000","2,801,669,000","2,672,094,000","2,446,713,000","1,952,052,000","1,801,746,000","1,834,120,000","1,787,243,000","1,770,667,000","1,690,297,000","1,690,033,000"
TotalDebt,"944,755,000","1,052,319,000","1,162,346,000","1,121,789,000","909,419,000","539,007,000","734,130,000","840,495,000","1,005,595,000","965,859,000","831,533,000","852,865,000","708,231,000","840,236,000","745,959,000","820,046,000","999,622,000","971,516,000","998,898,000","1,260,695,000","1,182,136,000","999,240,000","1,127,192,000","1,086,208,000","912,107,000","930,935,000","1,257,076,000","1,517,252,000","1,630,848,000","1,744,192,000","1,942,112,000","1,702,545,000","1,238,394,000","930,876,000","1,171,451,000","1,230,309,000","1,341,474,000","1,244,496,000","1,089,907,000","1,212,721,000","1,400,254,000","1,446,764,000","2,442,039,000","2,018,223,000","2,825,359,000","4,107,017,000","3,004,935,000","3,134,467,000","3,717,214,000","4,020,245,000","4,909,745,000","4,822,292,000","3,398,185,000","3,651,243,000","875,311,000","990,351,000","968,832,000","1,010,292,000","1,026,405,000","1,164,523,000","1,125,811,000","1,259,342,000","1,202,606,000","1,108,397,000","918,886,000","833,651,000","737,067,000","785,814,000","714,673,000"
NetDebt,,,,,,"110,602,000","497,827,000","412,535,000","676,920,000","635,441,000","395,174,000","581,641,000","280,612,000","440,334,000","277,346,000","425,695,000","467,860,000","684,427,000","501,145,000","741,465,000","506,517,000","580,380,000","542,922,000","443,826,000","252,342,000","314,360,000","653,935,000","898,817,000","682,071,000","913,557,000","1,154,572,000","959,927,000","161,591,000","106,873,000","406,664,000","806,022,000","437,660,000","400,212,000","170,880,000",,,,"700,687,000","395,315,000","844,773,000","2,568,248,000","1,515,148,000","1,796,629,000","2,636,659,000","3,057,748,000","3,257,965,000","3,931,133,000","1,763,373,000","2,278,914,000",,"214,205,000","57,841,000","302,936,000","458,632,000","713,937,000","648,705,000","947,763,000","915,182,000","839,428,000","697,918,000","585,817,000","528,475,000","636,851,000","324,622,000"
ShareIssued,"1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,537,000","1,180,536,830","1,180,536,830","1,180,536,830","1,180,537,000","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,537,000","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,537,000","1,180,536,830","1,180,536,830","1,180,536,830",,"1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830",,,"1,160,700,790","1,160,700,790"
OrdinarySharesNumber,"1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,537,000","1,180,536,830","1,180,536,830","1,180,536,830","1,180,537,000","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,537,000","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,537,000","1,180,536,830","1,180,536,830","1,180,536,830",,"1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830","1,180,536,830",,,"1,160,700,790","1,160,700,790"
