name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
DilutedNIAvailtoComStockholders,"172,090,000","254,652,000","206,364,000","91,220,000","52,616,000","61,049,000","71,469,000","45,420,000","430,820,000","71,487,000","87,367,000"
BasicEPS,,,"1.85","1.47","1.69","1.85","2.17","1.38","0.6","0.099","0.121"
DilutedEPS,,,"1.83","1.47","1.69","1.85","2.17","1.38","0.6","0.099","0.121"
BasicAverageShares,,,"111,743,000","62,061,000","31,084,000","33,063,000","32,937,000","32,840,000","723,181,000","723,181,000","723,181,000"
DilutedAverageShares,,,"115,119,000","120,915,000","120,832,000","122,384,000","122,313,000","122,319,000","723,181,000","723,181,000","723,181,000"
TotalExpenses,"4,856,101,000","4,428,240,000","3,906,143,000","3,536,801,000","3,231,513,000","2,702,816,000","2,392,236,000","2,051,539,000","1,266,026,000","1,235,522,000","1,171,873,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"172,090,000","254,652,000","206,364,000","91,220,000","52,616,000","61,049,000","71,469,000","45,420,000","430,820,000","71,487,000","87,367,000"
NormalizedIncome,"248,344,876.771","267,705,873","245,548,530","91,220,000","52,616,000","5,173,770","29,567,000","248,192,940","444,461,550","110,969,647.853","87,367,000"
NetInterestIncome,"2,900,000","2,673,000","1,639,000","577,000","184,000","192,000","-1,160,000","476,000","2,446,000","2,926,000","-40,238,000"
EBIT,"326,565,000","333,819,000","321,250,000","348,489,000","318,516,000","274,004,000","316,196,000","271,698,000","169,695,000","134,665,000","125,994,000"
EBITDA,"326,565,000"
ReconciledCostOfRevenue,"4,332,860,000","3,937,969,000","3,489,200,000","3,146,361,000","2,869,750,000","2,408,905,000","2,142,186,000","1,817,948,000","1,124,675,000","1,090,454,000","1,020,500,000"
ReconciledDepreciation,,"31,424,000","26,391,000","3,953,000","3,972,000","4,107,000","4,090,000","3,462,000","4,370,000","4,219,000","3,242,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"172,090,000","254,652,000","206,364,000","91,220,000","52,616,000","2,990,000","29,567,000","45,420,000","430,820,000","71,487,000","87,367,000"
TotalUnusualItemsExcludingGoodwill,"-98,748,000","-16,503,000","-50,889,000",,"0","-3,334,000","0","-209,260,000","-20,987,000","-52,292,000","0"
TotalUnusualItems,"-98,748,000","-16,503,000","-50,889,000",,"0","-3,334,000","0","-209,260,000","-20,987,000","-52,292,000","0"
NormalizedEBITDA,"425,313,000","381,746,000","398,530,000","352,442,000","322,488,000","281,445,000","320,286,000","484,420,000","195,052,000","191,176,000","129,236,000"
TaxRateForCalcs,"0.228","0.209","0.23","0.4","0.343","0.345","0.253","0.031","0.35","0.245","0.35"
TaxEffectOfUnusualItems,"-22,493,123.229","-3,449,127","-11,704,470","0","0","-1,150,230","0","-6,487,060","-7,345,450","-12,809,352.147","0"
