name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
BasicEPS,,,"13.84","10.576","5.277","0.519","-12.034","-0.57","-0.232"
DilutedEPS,,,"13.18","10.054","5","0.39","-12.034","-0.57","-0.232"
BasicAverageShares,,,"203,504,938","197,274,662","188,667,962","171,323,141","42,646,888","186,478,055","186,478,055"
DilutedAverageShares,,,"216,541,822","207,632,539","203,520,582","200,698,274","42,646,888","186,478,055","186,478,055"
TotalOperatingIncomeAsReported,"3,554,699,000","3,554,699,000","3,266,292,000","2,355,982,245.54","1,003,281,886.8","36,445,077.48","-162,130,163.33","-56,711,725.92","-23,981,034.02"
TotalExpenses,"13,460,390,000","13,460,390,000","10,142,129,000","6,250,600,449.45","2,837,320,005.6","833,380,900.68","439,749,456.28","75,674,216.88","23,981,034.02"
NetIncomeFromContinuingAndDiscontinuedOperation,"2,970,890,000","2,970,890,000","2,815,775,000","2,079,818,658.54","1,008,586,950","88,918,458.54","-157,651,532.35","-56,517,798.24","-23,962,308.59"
NormalizedIncome,"2,983,011,111.61","2,983,011,111.61","2,850,187,534.95","2,103,456,795.13","1,047,218,513.431","88,918,458.54","-157,651,532.35","-56,517,798.24","-23,962,308.59"
InterestIncome,"407,542,000","407,542,000","272,946,000","141,248,208.15","56,897,497.2","50,668,655.1","4,478,630.98","193,927.68","18,725.43"
InterestExpense,"78,611,000","78,611,000","56,503,000",,,,,,
NetInterestIncome,"328,931,000","328,931,000","216,443,000","141,248,208.15","56,897,497.2","50,668,655.1","4,478,630.98","193,927.68","18,725.43"
EBIT,"3,946,530,000","3,946,530,000","3,496,038,000","2,355,982,245.54","1,003,281,886.8","36,445,077.48","-162,130,163.33","-56,711,725.92","-23,981,034.02"
EBITDA,"4,302,721,000"
ReconciledCostOfRevenue,"8,492,096,000","8,492,096,000","7,182,897,000","4,238,915,199.75","1,676,670,779.4","196,780,047.84","97,773,104.58","17,738,322.48","0"
ReconciledDepreciation,"356,191,000","356,191,000","241,268,000","81,190,788.84","58,355,695.2","43,144,635.72","17,399,667.45","5,102,722.08","917,546.07"
NetIncomeFromContinuingOperationNetMinorityInterest,"2,970,890,000","2,970,890,000","2,815,775,000","2,079,818,658.54","1,008,586,950","88,918,458.54","-157,651,532.35","-56,517,798.24","-23,962,308.59"
TotalUnusualItemsExcludingGoodwill,"-15,711,000","-15,711,000","-43,200,000","-28,634,834.34","-40,031,007",,,,
TotalUnusualItems,"-15,711,000","-15,711,000","-43,200,000","-28,634,834.34","-40,031,007",,,,
NormalizedEBITDA,"4,318,432,000","4,318,432,000","3,780,506,000","2,465,807,868.72","1,101,668,589","79,589,713.2","-144,730,495.88","-51,609,003.84","-23,063,487.95"
TaxRateForCalcs,"0.228","0.228","0.203","0.174","0.035","0.007","0","0","0"
TaxEffectOfUnusualItems,"-3,589,888.39","-3,589,888.39","-8,787,465.05","-4,996,697.75","-1,399,443.569","0","0","0","0"
