name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
TaxProvision,"38,469,000","38,469,000","9,517,000","101,545,000","27,200,000","21,614,000","17,312,000","14,776,000","11,379,000","8,439,000","2,787,000","879,000"
NetIncomeCommonStockholders,"261,057,000","261,057,000","240,256,000","72,760,000","99,266,000","84,456,000","69,641,000","61,994,000","51,143,000","11,765,000","14,310,000","3,904,000"
	NetIncome,"261,057,000","261,057,000","240,256,000","72,760,000","99,266,000","84,456,000","69,641,000","61,994,000","54,484,000","44,353,000","28,308,000","13,528,000"
		NetIncomeIncludingNoncontrollingInterests,"261,057,000","261,057,000","240,256,000","72,760,000","99,266,000","84,456,000","69,641,000","61,994,000","54,484,000","44,353,000","28,308,000","13,528,000"
			NetIncomeContinuousOperations,"261,057,000","261,057,000","240,256,000","72,760,000","99,266,000","84,456,000","69,641,000","61,994,000","54,484,000","44,353,000","28,308,000","13,528,000"
	OtherunderPreferredStockDividend,,,,,,,"0","0","3,341,000","32,588,000","13,998,000","9,624,000"
AverageDilutionEarnings,,,,,,,,"0","261,000",,,
DilutedNIAvailtoComStockholders,"261,057,000","261,057,000","240,256,000","72,760,000","99,266,000","84,456,000","69,641,000","61,994,000","51,404,000","11,765,000","14,310,000","3,904,000"
BasicEPS,,,"4.48","1.4","1.97","1.73","1.48","1.35","1.27","0.69","0.84","0.23"
DilutedEPS,,,"4.24","1.32","1.87","1.62","1.4","1.28","1.17","0.63","0.79","0.22"
BasicAverageShares,,,"53,623,000","52,077,000","50,309,000","48,721,000","47,189,000","45,754,000","40,190,000","17,094,000","17,056,000","16,719,000"
DilutedAverageShares,,,"56,673,000","54,984,000","53,215,000","51,986,000","49,723,000","48,358,000","43,821,000","20,473,000","19,314,000","18,474,000"
TotalOperatingIncomeAsReported,"302,850,000","302,850,000","245,764,000","172,946,000","133,696,000","105,967,000","86,183,000","76,493,000","66,006,000","55,008,000","32,790,000","15,982,000"
TotalExpenses,"1,990,948,000","1,990,948,000","1,597,148,000","1,277,502,000","1,026,436,000","808,161,000","641,603,000","478,624,000","367,793,000","277,823,000","189,034,000","133,957,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"261,057,000","261,057,000","240,256,000","72,760,000","99,266,000","84,456,000","69,641,000","61,994,000","54,484,000","44,353,000","28,308,000","13,528,000"
NormalizedIncome,"271,563,728","271,563,728","239,787,506","74,705,200","108,747,230","88,139,888","74,639,240","64,256,400","56,207,468","48,714,199.102","30,293,520.116","15,046,343.583"
InterestIncome,,,,,,,,,,"1,315,000","562,000","227,000"
InterestExpense,,,,,,,,,,"37,000","76,000","185,000"
NetInterestIncome,"8,725,000","8,725,000","3,522,000","4,601,000","4,848,000","4,731,000","4,769,000","3,077,000","1,941,000","1,278,000","486,000","42,000"
EBIT,"302,850,000","302,850,000","245,764,000","172,946,000","133,696,000","105,967,000","88,424,000","76,493,000","66,006,000","52,829,000","31,171,000","14,592,000"
EBITDA,"404,026,000"
ReconciledCostOfRevenue,"1,432,339,000","1,432,339,000","1,186,921,000","921,352,000","737,186,000","566,913,000","456,530,000","347,650,000","270,361,000","205,336,000","132,528,000","88,027,000"
ReconciledDepreciation,"101,176,000","101,176,000","36,640,000","28,562,000","23,387,000","17,395,000","17,483,000","15,120,000","10,882,000","7,538,000","6,242,000","5,618,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"261,057,000","261,057,000","240,256,000","72,760,000","99,266,000","84,456,000","69,641,000","61,994,000","54,484,000","44,353,000","28,308,000","13,528,000"
TotalUnusualItemsExcludingGoodwill,"-12,049,000","-12,049,000","487,000","-3,242,000","-12,078,000","-4,628,000","-6,240,000","-2,800,000","-2,084,000","-5,191,000","-2,181,000","-1,617,000"
TotalUnusualItems,"-12,049,000","-12,049,000","487,000","-3,242,000","-12,078,000","-4,628,000","-6,240,000","-2,800,000","-2,084,000","-5,191,000","-2,181,000","-1,617,000"
NormalizedEBITDA,"416,075,000","416,075,000","281,917,000","204,750,000","169,161,000","127,990,000","112,147,000","94,413,000","78,972,000","65,558,000","39,594,000","21,827,000"
TaxRateForCalcs,"0.128","0.128","0.038","0.4","0.215","0.204","0.199","0.192","0.173","0.16","0.09","0.061"
TaxEffectOfUnusualItems,"-1,542,272","-1,542,272","18,506","-1,296,800","-2,596,770","-944,112","-1,241,760","-537,600","-360,532","-829,800.898","-195,479.884","-98,656.417"
