name,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011
					IncomeTaxPayable,"34,000,000","77,600,000","60,300,000","51,600,000","25,507,000","47,385,000","9,074,000","8,199,000","18,701,000"
				OtherPayable,,,,,,,,,"17,286,000"
			CurrentAccruedExpenses,"447,000,000","302,200,000","148,600,000","165,500,000","132,132,000","129,032,000","58,094,000","52,200,000",
				InterestPayable,"10,000,000","8,700,000",,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,"26,100,000"
		CurrentDebtAndCapitalLeaseObligation,"630,000,000","200,000,000","133,100,000",,,,,"22,674,000","12,765,000"
			CurrentDebt,"630,000,000","200,000,000","133,100,000",,,,,"22,674,000","12,765,000"
				LineOfCredit,,"200,000,000",,,,,"0","22,674,000","12,765,000"
				OtherCurrentBorrowings,,,"133,100,000",,,,,,
		CurrentDeferredLiabilities,"13,000,000","24,400,000","17,900,000","43,300,000","8,822,000",,"1,094,000",,
			CurrentDeferredTaxesLiabilities,,,,,"3,741,000",,,,
			CurrentDeferredRevenue,"13,000,000","24,400,000","17,900,000","43,300,000","5,081,000",,"1,094,000",,
		OtherCurrentLiabilities,"183,000,000","7,700,000","400,000","5,500,000","600,000",,"5,374,000","9,971,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,676,000,000","1,077,200,000","248,800,000","131,800,000","120,847,000","102,472,000","78,071,000","53,182,000","146,450,000"
		LongTermDebtAndCapitalLeaseObligation,"1,936,000,000","674,400,000",,"2,300,000",,,,,"101,650,000"
			LongTermDebt,"1,936,000,000","674,400,000",,"2,300,000",,,,,"101,650,000"
		NonCurrentDeferredLiabilities,"570,000,000","314,700,000","217,800,000","109,900,000","98,810,000","82,672,000","70,149,000","49,592,000","34,876,000"
			NonCurrentDeferredTaxesLiabilities,"438,000,000","186,300,000","80,000,000","3,500,000","10,490,000","5,887,000","13,163,000","6,300,000","5,495,000"
			NonCurrentDeferredRevenue,,,,,,,,,"29,381,000"
		DuetoRelatedPartiesNonCurrent,,,,,,,,"0",
		PreferredSecuritiesOutsideStockEquity,"4,000,000",,,,,,,,
		RestrictedCommonStock,,,,,,,,,"6,706,000"
		OtherNonCurrentLiabilities,"166,000,000","88,100,000","31,000,000","19,600,000","22,037,000","19,800,000","7,922,000","3,590,000","3,218,000"
TotalEquityGrossMinorityInterest,"2,432,000,000","2,021,500,000","1,595,000,000","1,999,500,000","2,240,965,000","1,806,131,000","1,047,246,000","456,237,000","125,320,000"
	StockholdersEquity,"2,429,000,000","2,017,700,000","1,592,600,000","1,995,700,000","2,240,965,000","1,806,131,000","1,047,246,000","456,237,000","125,320,000"
		CapitalStock,"0","0","0","0","0","0","0","0","0"
			PreferredStock,,,,,,,,"0","0"
			CommonStock,"0","0","0","0","0","0","0","0","0"
		AdditionalPaidInCapital,"1,011,000,000","831,100,000","767,800,000","718,900,000","636,732,000","527,213,000","424,454,000","228,321,000","40,000,000"
		RetainedEarnings,"4,707,000,000","4,152,000,000","3,560,300,000","3,007,800,000","2,168,761,000","1,287,738,000","626,253,000","228,651,000","81,287,000"
		TreasuryStock,"3,223,000,000","3,015,900,000","2,654,900,000","1,650,100,000","497,724,000","2,447,000",,,
		GainsLossesNotAffectingRetainedEarnings,"-66,000,000","50,500,000","-80,600,000","-80,900,000","-66,804,000","-6,373,000","-3,461,000","-735,000","4,033,000"
	MinorityInterest,"3,000,000","3,800,000","2,400,000","3,800,000",,,,,
TotalCapitalization,"4,365,000,000","2,692,100,000","1,592,600,000","1,998,000,000","2,240,965,000","1,806,131,000","1,047,246,000","456,237,000","226,970,000"
CommonStockEquity,"2,429,000,000","2,017,700,000","1,592,600,000","1,995,700,000","2,240,965,000","1,806,131,000","1,047,246,000","456,237,000","125,320,000"
NetTangibleAssets,"-1,523,000,000","-65,700,000","1,054,800,000","1,905,100,000","2,165,419,000","1,744,092,000","1,012,261,000","428,086,000","95,519,000"
WorkingCapital,"187,000,000","301,800,000","598,900,000","1,234,300,000","1,687,350,000","1,468,799,000","824,941,000","299,057,000","117,673,000"
InvestedCapital,"4,995,000,000","2,892,100,000","1,725,700,000","1,998,000,000","2,240,965,000","1,806,131,000","1,047,246,000","478,911,000","239,735,000"
TangibleBookValue,"-1,523,000,000","-65,700,000","1,054,800,000","1,905,100,000","2,165,419,000","1,744,092,000","1,012,261,000","428,086,000","95,519,000"
TotalDebt,"2,566,000,000","874,400,000","133,100,000","2,300,000",,,,"22,674,000","114,415,000"
NetDebt,"2,394,000,000","711,300,000",,,,,,,"93,350,000"
ShareIssued,"216,050,939","210,991,091","209,332,493","208,084,175","206,486,699","204,321,110","201,454,408","192,731,390","192,731,390"
OrdinarySharesNumber,"150,932,306","149,698,407","155,833,304","176,441,891","199,656,833","204,291,345","201,454,408","192,731,390","192,731,390"
TreasurySharesNumber,"65,118,633","61,292,684","53,499,189","31,642,284","6,829,866","29,765",,,
