name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
TotalOperatingIncomeAsReported,"305,000,000","346,800,000","496,800,000","400,400,000","298,800,000","184,600,000","-400,000"
TotalExpenses,"2,677,700,000","2,727,900,000","2,840,200,000","2,603,000,000","2,433,200,000","2,493,100,000","2,825,400,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"112,000,000","690,100,000","245,300,000","151,300,000","57,700,000","24,900,000","-142,100,000"
NormalizedIncome,"119,243,193.384","696,905,000","274,540,000","208,020,000","51,329,400","24,720,000","10,680,000"
InterestIncome,"6,600,000","5,700,000","3,700,000","4,600,000","3,000,000","1,800,000","2,000,000"
InterestExpense,"139,900,000","141,200,000","150,300,000","234,600,000","216,300,000","212,600,000","173,100,000"
NetInterestIncome,"-149,800,000","-152,100,000","-172,200,000","-230,000,000","-213,300,000","-210,800,000","-171,100,000"
EBIT,"297,100,000","340,000,000","453,800,000","344,100,000","309,200,000","254,300,000","48,100,000"
EBITDA,"518,100,000"
ReconciledCostOfRevenue,"1,901,300,000","1,944,600,000","2,017,000,000","1,823,700,000","1,686,200,000","1,709,000,000","2,015,200,000"
ReconciledDepreciation,"221,000,000","222,200,000","218,500,000","212,200,000","240,800,000","269,900,000","248,500,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"112,900,000","690,700,000","245,900,000","150,600,000","45,300,000","24,900,000","-91,800,000"
TotalUnusualItemsExcludingGoodwill,"-7,700,000","-8,500,000","-32,000,000","-95,700,000","-7,800,000","300,000","-170,800,000"
TotalUnusualItems,"-7,700,000","-8,500,000","-32,000,000","-95,700,000","-7,800,000","300,000","-170,800,000"
NormalizedEBITDA,"525,800,000","570,700,000","704,300,000","652,000,000","557,800,000","523,900,000","467,400,000"
TaxRateForCalcs,"0.176","0.27","0.105","0.4","0.227","0.4","0.4"
TaxEffectOfUnusualItems,"-1,356,806.616","-2,295,000","-3,360,000","-38,280,000","-1,770,600","120,000","-68,320,000"
