name,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
		CurrentDeferredAssets,"1,990,000,000","1,643,000,000","1,935,000,000","1,399,000,000","1,065,000,000","1,001,000,000","825,000,000","645,000,000",,,,,,
			CurrentDeferredTaxesAssets,,,"652,000,000","451,000,000","256,000,000","191,000,000","208,000,000","97,000,000",,,,,,
		OtherCurrentAssets,"6,408,000,000","5,920,000,000","1,575,000,000","2,214,000,000","923,000,000","503,000,000","388,000,000","177,000,000","569,966,000","595,718,000","529,496,000","309,175,000","7,837,000","395,000"
	TotalNonCurrentAssets,"694,803,000,000","460,269,000,000","324,296,000,000","230,380,000,000","113,325,000,000","43,716,000,000","20,624,000,000","19,311,000,000","2,054,371,000","1,665,125,000","1,313,848,000","772,277,000","1,428,791,000","0"
		NetPPE,"98,449,000,000","75,866,000,000","24,897,000,000","16,505,000,000","12,244,000,000","7,241,000,000","5,703,000,000","4,164,000,000","732,759,000","781,145,000","783,122,000","375,975,000",,
			GrossPPE,"132,394,000,000","96,305,000,000","37,158,000,000","24,686,000,000","18,010,000,000","10,821,000,000","8,389,000,000","6,380,000,000","1,350,045,000","1,236,132,000","1,063,898,000","580,354,000",,
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0",,
				LandAndImprovements,"6,419,000,000","9,377,000,000","4,691,000,000","2,876,000,000","3,105,000,000","1,660,000,000","1,895,000,000","1,701,000,000",,,"168,625,000","44,164,000",,
				BuildingsAndImprovements,"61,940,000,000","45,909,000,000","10,529,000,000","6,155,000,000","2,828,000,000","2,434,000,000","892,000,000","863,000,000","320,282,000","511,755,000","322,838,000","0",,
				MachineryFurnitureEquipment,"57,076,000,000","35,909,000,000","19,311,000,000","13,772,000,000","10,259,000,000","5,947,000,000","3,882,000,000","3,114,000,000","756,131,000","696,398,000","567,877,000","326,977,000",,
				OtherProperties,"92,030,000,000","66,489,000,000",,"13,629,000,000","9,139,000,000",,,,,"1,208,153,000","1,059,340,000","371,141,000",,
				ConstructionInProgress,"6,959,000,000","5,110,000,000","2,627,000,000","1,883,000,000","1,818,000,000","780,000,000","1,720,000,000","702,000,000","74,690,000","27,979,000","4,558,000","209,213,000",,
				Leases,,,,,,,,,"198,942,000",,,,,
			AccumulatedDepreciation,"-33,945,000,000","-20,439,000,000","-12,261,000,000","-8,181,000,000","-5,766,000,000","-3,580,000,000","-2,686,000,000","-2,216,000,000","-617,286,000","-454,987,000","-280,776,000","-204,379,000",,
		GoodwillAndOtherIntangibleAssets,"333,211,000,000","189,614,000,000","139,528,000,000","87,015,000,000","48,508,000,000","13,699,000,000","11,628,000,000","11,791,000,000","679,155,000","599,322,000","368,137,000",,,
			Goodwill,"264,935,000,000","162,149,000,000","125,420,000,000","81,645,000,000","41,933,000,000","11,793,000,000","11,294,000,000","11,436,000,000","455,207,000","367,787,000","202,631,000",,,
			OtherIntangibleAssets,"68,276,000,000","27,465,000,000","14,108,000,000","5,370,000,000","6,575,000,000","1,906,000,000","334,000,000","355,000,000","223,948,000","231,535,000","165,506,000",,,
		InvestmentsAndAdvances,"241,544,000,000","177,892,000,000","151,820,000,000","120,853,000,000","48,488,000,000","20,689,000,000","1,797,000,000","1,890,000,000","234,563,000","64,063,000","26,188,000","31,719,000","1,428,791,000","0"
			LongTermEquityInvestment,"84,454,000,000","139,700,000,000","120,368,000,000","91,461,000,000","33,877,000,000","17,666,000,000","1,555,000,000","1,642,000,000","12,970,000","12,723,000","3,802,000","31,719,000",,
				InvestmentsinAssociatesatCost,,,,,,,,,"12,970,000","12,723,000","3,802,000","31,719,000",,
			InvestmentinFinancialAssets,"157,090,000,000","38,192,000,000","31,452,000,000","29,392,000,000","14,611,000,000","3,023,000,000","242,000,000","248,000,000","221,593,000","51,340,000","22,386,000",,,
				AvailableForSaleSecurities,,,,,,,,,"221,593,000","51,340,000","22,386,000",,,
		FinancialAssets,"331,000,000","542,000,000","436,000,000",,"0","138,000,000","0","0",,,,,,
		NonCurrentNoteReceivables,,"344,000,000","451,000,000","451,000,000","534,000,000","503,000,000","345,000,000","136,000,000",,,,,,
		NonCurrentDeferredAssets,"2,814,000,000","2,370,000,000","500,000,000","178,000,000","306,000,000","210,000,000","176,000,000","161,000,000","150,056,000","101,332,000","73,165,000","310,025,000",,
			NonCurrentDeferredTaxesAssets,"2,533,000,000","2,182,000,000","386,000,000","30,000,000","157,000,000","66,000,000","52,000,000","43,000,000",,"101,332,000","73,165,000","310,025,000",,
		NonCurrentPrepaidAssets,"14,848,000,000","11,717,000,000","5,710,000,000","4,712,000,000","2,569,000,000","1,099,000,000","867,000,000","1,089,000,000","153,228,000","74,059,000","4,234,000","10,768,000",,
		OtherNonCurrentAssets,"3,606,000,000","1,924,000,000","954,000,000","666,000,000","676,000,000","137,000,000","108,000,000","80,000,000","104,610,000","45,204,000","59,002,000","43,790,000",,
TotalLiabilitiesNetMinorityInterest,"356,493,000,000","280,686,000,000","185,683,000,000","114,911,000,000","98,021,000,000","70,848,000,000","52,826,000,000","12,827,000,000","7,775,296,000","6,902,075,000","4,438,593,000","2,924,521,000","87,672,000","435,000"
	CurrentLiabilities,"207,669,000,000","135,810,000,000","93,771,000,000","52,039,000,000","39,672,000,000","37,384,000,000","23,995,000,000","11,751,000,000","6,961,114,000","6,384,609,000","4,097,065,000","2,818,181,000","87,672,000","435,000"
		PayablesAndAccruedExpenses,"123,070,000,000","88,363,000,000","46,731,000,000","25,749,000,000","18,374,000,000","12,282,000,000","8,457,000,000","4,339,000,000","1,238,132,000","2,190,449,000","864,375,000","667,650,000","87,672,000","435,000"
			Payables,"46,507,000,000","27,704,000,000","13,729,000,000","6,240,000,000","4,962,000,000","5,580,000,000","3,524,000,000","2,036,000,000","875,723,000","2,190,449,000","864,375,000","667,650,000","87,672,000","435,000"
				AccountsPayable,,,,,,,,,"16,430,000","15,981,000","23,907,000","15,576,000",,
				TotalTaxPayable,"21,133,000,000","16,071,000,000","7,674,000,000","3,733,000,000","3,368,000,000","1,972,000,000","1,112,000,000","745,000,000","472,425,000","104,933,000","34,676,000","156,723,000",,
					IncomeTaxPayable,"17,685,000,000","13,689,000,000","6,125,000,000","2,790,000,000","2,733,000,000","1,267,000,000","259,000,000","375,000,000",,,,,,
				DividendsPayable,,,,,,,,,"0","943,695,000",,,,
				DuetoRelatedPartiesCurrent,"4,570,000,000","1,996,000,000","2,167,000,000","1,456,000,000","927,000,000","300,000,000","400,000,000","754,000,000","386,868,000",,,,,
				OtherPayable,"20,804,000,000","9,637,000,000","3,888,000,000","1,051,000,000","667,000,000","3,308,000,000","2,012,000,000","537,000,000",,"1,125,840,000","805,792,000","495,351,000",,
			CurrentAccruedExpenses,"76,563,000,000","60,659,000,000","33,002,000,000","19,509,000,000","13,412,000,000","6,702,000,000","4,933,000,000","2,303,000,000","362,409,000",,,,,
				InterestPayable,"924,000,000","885,000,000","445,000,000","571,000,000","535,000,000","402,000,000","126,000,000","2,000,000",,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,"467,376,000",,,,,
		CurrentDebtAndCapitalLeaseObligation,"22,466,000,000","6,028,000,000","14,897,000,000","4,304,000,000","1,990,000,000","10,364,000,000","5,448,000,000","1,283,000,000","1,286,489,000","92,718,000",,,,
			CurrentDebt,"22,466,000,000","6,028,000,000","14,897,000,000","4,304,000,000","1,990,000,000","10,364,000,000","5,448,000,000","1,283,000,000","1,286,489,000","92,718,000",,,,
				OtherCurrentBorrowings,"22,466,000,000","6,028,000,000","14,897,000,000","4,304,000,000","1,990,000,000","10,364,000,000","5,448,000,000","1,283,000,000",,,,,,
		CurrentDeferredLiabilities,"55,305,000,000","38,953,000,000","28,575,000,000","19,436,000,000","16,835,000,000","12,806,000,000","9,034,000,000","5,533,000,000","3,969,117,000",,,,,
			CurrentDeferredRevenue,"52,004,000,000","38,146,000,000","26,264,000,000","19,114,000,000","16,506,000,000","12,363,000,000","8,917,000,000","5,533,000,000","3,969,117,000",,,,,
		OtherCurrentLiabilities,"6,828,000,000","2,466,000,000","3,568,000,000","2,550,000,000","2,473,000,000","1,932,000,000","1,056,000,000","596,000,000",,"4,101,442,000","3,232,690,000","2,150,531,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"148,824,000,000","144,876,000,000","91,912,000,000","62,872,000,000","58,349,000,000","33,464,000,000","28,831,000,000","1,076,000,000","814,182,000","517,466,000","341,528,000","106,340,000","0","0"
		LongTermDebtAndCapitalLeaseObligation,"111,834,000,000","119,525,000,000","76,835,000,000","53,467,000,000","50,603,000,000","30,711,000,000","22,462,000,000",,,,,,,
			LongTermDebt,"111,834,000,000","119,525,000,000","76,835,000,000","53,467,000,000","50,603,000,000","30,711,000,000","22,462,000,000",,,,,,,
		NonCurrentDeferredLiabilities,"27,856,000,000","20,713,000,000","11,425,000,000","8,740,000,000","6,891,000,000","2,618,000,000","1,032,000,000","1,046,000,000","694,193,000","463,800,000","273,926,000","106,340,000",,
			NonCurrentDeferredTaxesLiabilities,"22,517,000,000","19,312,000,000","10,154,000,000","6,471,000,000","4,493,000,000","2,136,000,000","643,000,000","413,000,000","240,179,000","130,855,000","69,641,000",,,
			NonCurrentDeferredRevenue,"1,467,000,000","993,000,000","641,000,000","418,000,000","445,000,000","428,000,000","389,000,000","529,000,000","454,014,000","332,945,000","204,285,000","106,340,000",,
		TradeandOtherPayablesNonCurrent,,,,,,,,,"119,989,000","53,666,000","67,602,000",,,
		PreferredSecuritiesOutsideStockEquity,"6,819,000,000","3,001,000,000","2,992,000,000","350,000,000",,"0","5,191,000,000","0",,,,,,
		OtherNonCurrentLiabilities,"2,315,000,000","1,637,000,000","660,000,000","315,000,000","855,000,000","135,000,000","146,000,000","30,000,000",,,,,,
TotalEquityGrossMinorityInterest,"608,583,000,000","436,438,000,000","321,129,000,000","249,539,000,000","157,413,000,000","40,701,000,000","10,960,000,000","34,383,000,000","7,520,172,000","5,803,065,000","5,018,149,000","4,968,409,000","3,108,420,000","-22,000"
	StockholdersEquity,"492,257,000,000","365,822,000,000","278,799,000,000","216,987,000,000","145,439,000,000","39,622,000,000","10,423,000,000","31,488,000,000","7,417,780,000","5,753,249,000","4,977,090,000","4,968,409,000","3,108,420,000","-22,000"
		CapitalStock,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","10,285,000,000","10,448,000,000","1,000,000","481,000","485,000","485,000","486,000","0","0"
			PreferredStock,,,,,"0","10,284,000,000","10,447,000,000","0",,,,,,
			CommonStock,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","481,000","485,000","485,000","486,000","0","0"
		AdditionalPaidInCapital,"231,783,000,000","186,764,000,000","164,585,000,000","132,206,000,000","117,142,000,000","27,043,000,000","21,655,000,000","20,778,000,000",,,,,"2,809,905,000","0"
		RetainedEarnings,"257,886,000,000","172,353,000,000","108,558,000,000","78,752,000,000","24,842,000,000","1,183,000,000","-20,491,000,000","12,552,000,000",,,,,"298,029,000","-22,000"
		TreasuryStock,"0","2,233,000,000","2,823,000,000","0","0","0","0","0",,,,,,
		GainsLossesNotAffectingRetainedEarnings,"2,636,000,000","9,100,000,000","8,541,000,000","6,200,000,000","3,865,000,000","1,651,000,000","-337,000,000","-1,024,000,000","7,417,299,000","5,752,764,000","4,976,605,000","4,967,923,000",,
			UnrealizedGainLoss,"257,000,000","8,677,000,000","8,703,000,000","4,894,000,000","3,397,000,000","321,000,000","-8,000,000","1,000,000",,,,,,
			ForeignCurrencyTranslationAdjustments,"-2,592,000,000","-3,594,000,000","-3,618,000,000","-1,050,000,000","-1,095,000,000","-1,144,000,000","-1,666,000,000","-2,121,000,000",,,,,,
			OtherEquityAdjustments,"4,971,000,000","4,017,000,000","3,456,000,000","2,356,000,000","1,563,000,000","2,474,000,000","1,337,000,000","1,096,000,000",,,,,,
		OtherEquityInterest,"-49,000,000","-163,000,000","-63,000,000","-172,000,000","-411,000,000","-540,000,000","-852,000,000","-819,000,000",,,,,"486,000",
	MinorityInterest,"116,326,000,000","70,616,000,000","42,330,000,000","32,552,000,000","11,974,000,000","1,079,000,000","537,000,000","2,895,000,000","102,392,000","49,816,000","41,059,000",,,
TotalCapitalization,"604,091,000,000","485,347,000,000","355,634,000,000","270,454,000,000","196,042,000,000","70,333,000,000","32,885,000,000","31,488,000,000","7,417,780,000","5,753,249,000","4,977,090,000","4,968,409,000","3,108,420,000","-22,000"
PreferredStockEquity,,,,,,"10,284,000,000","10,447,000,000",,,,,,,
CommonStockEquity,"492,257,000,000","365,822,000,000","278,799,000,000","216,987,000,000","145,439,000,000","29,338,000,000","-24,000,000","31,488,000,000","7,417,780,000","5,753,249,000","4,977,090,000","4,968,409,000","3,108,420,000","-22,000"
NetTangibleAssets,"159,046,000,000","176,208,000,000","139,271,000,000","129,972,000,000","96,931,000,000","25,923,000,000","-1,205,000,000","19,697,000,000","6,738,625,000","5,153,927,000","4,608,953,000","4,968,409,000","3,108,420,000","-22,000"
WorkingCapital,"62,604,000,000","121,045,000,000","88,745,000,000","82,031,000,000","102,437,000,000","30,449,000,000","19,167,000,000","16,148,000,000","6,279,983,000","4,655,406,000","4,045,829,000","4,302,472,000","1,679,629,000","-22,000"
InvestedCapital,"626,557,000,000","491,375,000,000","370,531,000,000","274,758,000,000","198,032,000,000","70,413,000,000","27,886,000,000","32,771,000,000","8,704,269,000","5,845,967,000","4,977,090,000","4,968,409,000","3,108,420,000","-22,000"
TangibleBookValue,"159,046,000,000","176,208,000,000","139,271,000,000","129,972,000,000","96,931,000,000","15,639,000,000","-11,652,000,000","19,697,000,000","6,738,625,000","5,153,927,000","4,608,953,000","4,968,409,000","3,108,420,000","-22,000"
TotalDebt,"134,300,000,000","125,553,000,000","91,732,000,000","57,771,000,000","52,593,000,000","41,075,000,000","27,910,000,000","1,283,000,000","1,286,489,000","92,718,000",,,,
NetDebt,,,,,,"8,030,000,000",,,,,,,,
ShareIssued,"20,696,476,576","20,575,438,744","20,234,913,512","19,791,422,872","19,963,992,288","19,885,498,432",,,,,,,,"19,720,047,728"
OrdinarySharesNumber,"20,696,476,576","20,575,438,744","20,234,913,512","19,791,422,872","19,963,992,288","19,885,498,432",,,,,,,,"19,720,047,728"
