name,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016
			Goodwill,"41,691,000,000","40,089,000,000","39,920,000,000","38,910,000,000","8,406,000,000"
			OtherIntangibleAssets,"18,107,000,000","22,270,000,000","28,265,000,000","35,053,000,000","8,577,000,000"
		InvestmentsAndAdvances,"864,000,000","1,005,000,000","4,163,000,000","3,802,000,000","114,000,000"
			InvestmentinFinancialAssets,"864,000,000","1,005,000,000","4,163,000,000","3,802,000,000","114,000,000"
				AvailableForSaleSecurities,"864,000,000","1,005,000,000","1,317,000,000","1,311,000,000","114,000,000"
				HeldToMaturitySecurities,,,"2,846,000,000","2,491,000,000",
		NonCurrentAccountsReceivable,"4,848,000,000","4,224,000,000","3,724,000,000","2,651,000,000","2,177,000,000"
		NonCurrentDeferredAssets,"6,958,000,000",,,,
			NonCurrentDeferredTaxesAssets,"5,960,000,000",,,,
		OtherNonCurrentAssets,"1,690,000,000","2,835,000,000","1,862,000,000","1,364,000,000","626,000,000"
TotalLiabilitiesNetMinorityInterest,"115,706,000,000","112,762,000,000","107,294,000,000","99,197,000,000","43,656,000,000"
	CurrentLiabilities,"52,456,000,000","44,972,000,000","45,892,000,000","38,135,000,000","25,310,000,000"
		PayablesAndAccruedExpenses,"23,560,000,000","20,964,000,000","19,930,000,000","15,770,000,000","14,472,000,000"
			Payables,"21,832,000,000","20,609,000,000","19,563,000,000","15,365,000,000","14,091,000,000"
				AccountsPayable,"20,065,000,000","19,213,000,000","18,334,000,000","14,422,000,000","12,881,000,000"
				TotalTaxPayable,"1,767,000,000","1,396,000,000","1,229,000,000","943,000,000","1,210,000,000"
			CurrentAccruedExpenses,"1,728,000,000","355,000,000","367,000,000","405,000,000","381,000,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"3,717,000,000","3,646,000,000","2,948,000,000","2,641,000,000","941,000,000"
		CurrentDebtAndCapitalLeaseObligation,"8,169,000,000","4,320,000,000","7,873,000,000","6,329,000,000","2,981,000,000"
			CurrentDebt,"7,737,000,000","4,320,000,000","7,873,000,000","6,329,000,000","2,981,000,000"
				OtherCurrentBorrowings,"7,737,000,000",,,,
			CurrentCapitalLeaseObligation,"432,000,000",,,,
		CurrentDeferredLiabilities,"14,881,000,000","12,944,000,000","12,024,000,000","10,265,000,000","3,632,000,000"
			CurrentDeferredRevenue,"14,881,000,000","12,944,000,000","12,024,000,000","10,265,000,000","3,632,000,000"
		OtherCurrentLiabilities,"2,129,000,000","3,098,000,000","3,117,000,000","3,130,000,000","3,284,000,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"63,250,000,000","67,790,000,000","61,402,000,000","61,062,000,000","18,346,000,000"
		LongTermDebtAndCapitalLeaseObligation,"45,679,000,000","49,201,000,000","43,998,000,000","43,061,000,000","10,650,000,000"
			LongTermDebt,"44,319,000,000","49,201,000,000","43,998,000,000","43,061,000,000","10,650,000,000"
			LongTermCapitalLeaseObligation,"1,360,000,000",,,,
		NonCurrentDeferredLiabilities,"16,029,000,000","11,066,000,000","16,333,000,000","13,914,000,000","5,028,000,000"
			NonCurrentDeferredTaxesLiabilities,"3,110,000,000",,"6,110,000,000","5,483,000,000","939,000,000"
			NonCurrentDeferredRevenue,"12,919,000,000","11,066,000,000","10,223,000,000","8,431,000,000","4,089,000,000"
		PreferredSecuritiesOutsideStockEquity,"629,000,000","1,196,000,000","384,000,000","231,000,000","106,000,000"
		OtherNonCurrentLiabilities,"913,000,000","6,327,000,000","687,000,000","3,856,000,000","2,562,000,000"
TotalEquityGrossMinorityInterest,"3,155,000,000","-942,000,000","14,987,000,000","19,009,000,000","1,466,000,000"
	StockholdersEquity,"-1,574,000,000","-5,765,000,000","9,326,000,000","13,243,000,000","1,466,000,000"
		CapitalStock,"16,091,000,000","16,114,000,000","19,889,000,000","20,199,000,000","5,727,000,000"
			CommonStock,"16,091,000,000","16,114,000,000","19,889,000,000","20,199,000,000","5,727,000,000"
		RetainedEarnings,"-16,891,000,000","-21,349,000,000","-9,253,000,000","-5,609,000,000","-3,937,000,000"
		TreasuryStock,"65,000,000","63,000,000","1,440,000,000","752,000,000","0"
		GainsLossesNotAffectingRetainedEarnings,"-709,000,000","-467,000,000","130,000,000","-595,000,000","-324,000,000"
			UnrealizedGainLoss,"0",,,,
			MinimumPensionLiabilities,"-45,000,000",,,,
			ForeignCurrencyTranslationAdjustments,"-678,000,000",,,,
			OtherEquityAdjustments,"14,000,000",,,,
	MinorityInterest,"4,729,000,000","4,823,000,000","5,661,000,000","5,766,000,000","0"
TotalCapitalization,"42,745,000,000","43,436,000,000","53,324,000,000","56,304,000,000","12,116,000,000"
CommonStockEquity,"-1,574,000,000","-5,765,000,000","9,326,000,000","13,243,000,000","1,466,000,000"
CapitalLeaseObligations,"1,792,000,000",,,,
NetTangibleAssets,"-61,372,000,000","-68,124,000,000","-58,859,000,000","-60,720,000,000","-15,517,000,000"
WorkingCapital,"-15,588,000,000","-8,834,000,000","-6,935,000,000","-7,362,000,000","-1,737,000,000"
InvestedCapital,"50,482,000,000","47,756,000,000","61,197,000,000","62,633,000,000","15,097,000,000"
TangibleBookValue,"-61,372,000,000","-68,124,000,000","-58,859,000,000","-60,720,000,000","-15,517,000,000"
TotalDebt,"53,848,000,000","53,521,000,000","51,871,000,000","49,390,000,000","13,631,000,000"
NetDebt,"42,754,000,000","43,845,000,000","37,929,000,000","39,916,000,000","7,309,000,000"
ShareIssued,"745,000,000","721,000,000","718,434,605","718,434,605","718,434,605"
OrdinarySharesNumber,"745,000,000","719,000,000","718,434,605","718,434,605","718,434,605"
TreasurySharesNumber,,"2,000,000",,,
