name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
EBIT,"264,126,000","216,598,000","222,432,000","225,625,000","212,483,000","223,716,000","199,169,000","121,270,000","70,255,000","-25,363,000","8,862,000"
EBITDA,"472,783,000"
ReconciledCostOfRevenue,"3,776,582,000","3,655,862,000","3,457,157,000","3,314,487,000","2,864,379,000","2,541,403,000","2,082,221,000","1,665,427,000","1,228,741,000","772,462,000","353,651,000"
ReconciledDepreciation,"208,657,000","204,646,000","110,749,000","96,744,000","80,414,000","69,169,000","60,362,000","47,217,000","35,773,000","54,645,000","14,163,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"185,047,000","149,629,000","158,536,000","158,440,000","124,306,000","128,991,000","107,692,000","51,326,000","19,500,000","-27,445,000","4,861,000"
TotalUnusualItemsExcludingGoodwill,"-6,373,000","-7,458,000","-12,076,000","-1,126,000","-228,000","-7,283,000","-1,863,000","-20,772,000","-3,147,000","-6,382,000","-354,000"
TotalUnusualItems,"-6,373,000","-7,458,000","-12,076,000","-1,126,000","-228,000","-7,283,000","-1,863,000","-20,772,000","-3,147,000","-6,382,000","-354,000"
NormalizedEBITDA,"479,156,000","428,702,000","345,257,000","323,495,000","293,125,000","300,168,000","261,394,000","189,259,000","109,175,000","35,664,000","23,379,000"
TaxRateForCalcs,"0.243","0.237","0.19","0.229","0.374","0.374","0.382","0.39","0.35","0.393","0.35"
TaxEffectOfUnusualItems,"-1,547,221.155","-1,767,546","-2,294,440","-257,966.6","-85,294.8","-2,722,385.4","-710,734.5","-8,090,694","-1,101,450","-2,504,935","-123,900"
