name,ttm,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017
NetNonOperatingInterestIncomeExpense,"-104,410,000","-24,168,000","-25,670,000","-26,783,000","-27,789,000","-52,153,000","-26,783,000","-40,396,000","-45,203,000","-67,574,000","-43,723,000","-43,467,000","-64,070,000"
	InterestExpenseNonOperating,"99,238,000","22,965,000","24,347,000","25,460,000","26,466,000","25,425,000","25,460,000","38,602,000","43,087,000","44,397,000","41,501,000","41,404,000","39,897,000"
	TotalOtherFinanceCost,"5,172,000","1,203,000","1,323,000","1,323,000","1,323,000","26,728,000","1,323,000","1,794,000","2,116,000","23,177,000","2,222,000","2,063,000","24,173,000"
OtherIncomeExpense,"-3,820,000","-1,788,000","-2,032,000",,,,"-6,246,000","-19,159,000",,,"1,402,000","-353,000",
	SpecialIncomeCharges,"-3,820,000","-1,788,000","-2,032,000","0",,,"-6,246,000","-19,159,000",,,"1,402,000","-353,000",
		OtherSpecialCharges,"3,820,000","1,788,000","2,032,000",,,,"6,246,000","19,159,000",,,"-1,402,000","353,000",
PretaxIncome,"243,969,000","55,888,000","73,230,000","71,958,000","42,893,000","83,134,000","57,298,000","-20,881,000","19,367,000","46,222,000","38,219,000","30,961,000","-91,854,000"
TaxProvision,"56,212,000","13,705,000","18,034,000","17,665,000","6,808,000","19,421,000","2,730,000","-15,391,000","5,066,000","-21,852,000","15,346,000","11,146,000","-33,067,000"
NetIncomeCommonStockholders,"187,176,000","41,763,000","55,092,000","54,523,000","35,798,000","64,307,000","54,431,000","-5,614,000","14,137,000","66,708,000","22,775,000","19,712,000","-58,894,000"
	NetIncome,"187,176,000","41,763,000","55,092,000","54,523,000","35,798,000","64,307,000","54,431,000","-5,614,000","14,137,000","66,708,000","22,775,000","19,712,000","-58,894,000"
		NetIncomeIncludingNoncontrollingInterests,"187,176,000","41,763,000","55,092,000","54,523,000","35,798,000","64,307,000","54,431,000","-5,614,000","14,137,000","66,708,000","22,775,000","19,712,000","-58,894,000"
			NetIncomeContinuousOperations,"187,757,000","42,183,000","55,196,000","54,293,000","36,085,000","63,713,000","54,568,000","-5,490,000","14,301,000","68,074,000","22,873,000","19,815,000","-58,787,000"
			NetIncomeDiscontinuousOperations,"-581,000","-420,000","-104,000","230,000","-287,000","594,000","-137,000","-124,000","-164,000","-1,366,000","-98,000","-103,000","-107,000"
DilutedNIAvailtoComStockholders,"187,176,000","41,763,000","55,092,000","54,523,000","35,798,000","64,307,000","54,431,000","-5,614,000","14,137,000","66,708,000","22,775,000","19,712,000","-58,894,000"
BasicEPS,,"0.31","0.41","0.4","0.26","0.47","0.4","-0.05","0.21",,"0.181","0.156","-0.467"
DilutedEPS,,"0.3","0.4","0.39","0.25","0.46","0.39","-0.05","0.2",,"0.174","0.151","-0.467"
BasicAverageShares,,"135,793,000","135,521,000","136,571,000","136,810,000","135,910,000","135,010,000","106,915,000","126,053,000",,"126,053,000","126,053,000","126,053,000"
DilutedAverageShares,,"138,266,000","138,192,000","139,516,000","140,463,000","139,708,000","139,360,000","106,915,000","130,792,000",,"130,792,000","130,792,000","130,792,000"
TotalOperatingIncomeAsReported,"352,199,000","81,844,000","100,932,000","98,741,000","70,682,000","109,882,000","90,327,000","38,674,000","64,570,000","92,735,000","80,540,000","74,781,000","-27,784,000"
TotalExpenses,"12,838,508,000","3,390,481,000","3,128,472,000","3,247,101,000","3,072,454,000","3,307,000,000","3,131,336,000","3,268,431,000","2,997,127,000","3,463,254,000","3,003,705,000","3,092,746,000","2,974,612,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"187,176,000","41,763,000","55,092,000","54,523,000","35,798,000","64,307,000","54,431,000","-5,614,000","14,137,000","66,708,000","22,775,000","19,712,000","-58,894,000"
NormalizedIncome,"190,698,400","43,532,542.013","56,728,128","54,293,000","36,085,000","63,713,000","60,514,192","8,496,070","14,301,000","68,074,000","22,031,800","20,040,920","-58,787,000"
InterestExpense,"99,238,000","22,965,000","24,347,000","25,460,000","26,466,000","25,425,000","25,460,000","38,602,000","43,087,000","44,397,000","41,501,000","41,404,000","39,897,000"
NetInterestIncome,"-104,410,000","-24,168,000","-25,670,000","-26,783,000","-27,789,000","-52,153,000","-26,783,000","-40,396,000","-45,203,000","-67,574,000","-43,723,000","-43,467,000","-64,070,000"
EBIT,"343,207,000","78,853,000","97,577,000","97,418,000","69,359,000","108,559,000","82,758,000","17,721,000","62,454,000","90,619,000","79,720,000","72,365,000","-51,957,000"
EBITDA,"500,207,000"
ReconciledCostOfRevenue,"10,763,926,000","2,850,106,000","2,611,758,000","2,733,085,000","2,568,977,000","2,787,937,000","2,629,575,000","2,718,602,000","2,510,338,000","2,934,702,000","2,523,297,000","2,614,187,000","2,441,306,000"
ReconciledDepreciation,"157,000,000","40,080,000","39,249,000","39,001,000","38,670,000","39,789,000","39,936,000","41,076,000","41,422,000","40,657,000","41,116,000","41,237,000","41,051,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"187,757,000","42,183,000","55,196,000","54,293,000","36,085,000","63,713,000","54,568,000","-5,490,000","14,301,000","68,074,000","22,873,000","19,815,000","-58,787,000"
TotalUnusualItemsExcludingGoodwill,"-3,820,000","-1,788,000","-2,032,000","0",,,"-6,246,000","-19,159,000",,,"1,402,000","-353,000",
TotalUnusualItems,"-3,820,000","-1,788,000","-2,032,000","0",,,"-6,246,000","-19,159,000",,,"1,402,000","-353,000",
NormalizedEBITDA,"504,027,000","120,721,000","138,858,000","136,419,000","108,029,000","148,348,000","128,940,000","77,956,000","103,876,000","131,276,000","119,434,000","113,955,000","-10,906,000"
TaxRateForCalcs,"0.23","0.245","0.246","0.245","0.159","0.234","0.048","0.27","0.36","0.27","0.4","0.36","0.262"
TaxEffectOfUnusualItems,"-878,600","-438,457.987","-499,872","0","0","0","-299,808","-5,172,930","0","0","560,800","-127,080","0"
