name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
			NetIncomeContinuousOperations,"182,000,000","385,000,000","407,000,000","444,294,000","209,794,000","167,518,000","-72,914,000","-57,206,000","-51,173,000"
			NetIncomeDiscontinuousOperations,,"0",,,,,,,
DilutedNIAvailtoComStockholders,"182,000,000","385,000,000","407,000,000","444,294,000","209,794,000","167,518,000","-72,914,000","-57,206,000","-51,173,000"
BasicEPS,,,"1.88","2","1.05","0.88","-0.381","-0.299","-0.268"
DilutedEPS,,,"1.87","1.97","1.03","0.87","-0.381","-0.299","-0.268"
BasicAverageShares,,,"216,112,021","222,383,038","200,129,868","191,248,181","191,248,181","191,248,181","191,248,181"
DilutedAverageShares,,,"217,825,545","225,663,785","204,024,726","192,748,285","192,748,285","192,748,285","192,748,285"
TotalOperatingIncomeAsReported,"442,000,000","699,000,000","658,000,000","573,824,000","413,821,000","189,828,000","252,256,000","320,499,000","334,510,000"
TotalExpenses,"25,805,000,000","25,240,000,000","23,516,000,000","23,573,908,000","22,451,522,000","22,764,997,000","22,767,545,000","21,968,293,000","21,321,488,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"182,000,000","385,000,000","407,000,000","444,294,000","209,794,000","167,518,000","-72,914,000","-57,206,000","-51,173,000"
NormalizedIncome,"182,000,000","385,000,000","407,820,000","443,951,400","274,052,200","67,648,090","-72,914,000","-24,587,700","-24,948,100"
InterestExpense,"194,000,000","184,000,000","175,000,000","169,582,000","229,080,000","285,175,000","289,202,000","306,087,000","311,812,000"
NetInterestIncome,"-194,000,000","-184,000,000","-175,000,000","-169,582,000","-229,080,000","-285,175,000","-289,202,000","-306,087,000","-311,812,000"
EBIT,"442,000,000","695,000,000","671,000,000","573,824,000","360,189,000","477,328,000","252,256,000","278,703,000","303,087,000"
EBITDA,"824,000,000"
ReconciledCostOfRevenue,"21,646,000,000","21,352,000,000","19,869,000,000","19,929,618,000","18,865,536,000","19,114,293,000","19,222,092,000","18,474,039,000","17,971,949,000"
ReconciledDepreciation,"382,000,000","362,000,000","340,000,000","377,877,000","421,371,000","399,247,000","411,549,000","388,188,000","355,892,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"182,000,000","385,000,000","407,000,000","444,294,000","209,794,000","167,518,000","-72,914,000","-57,206,000","-51,173,000"
TotalUnusualItemsExcludingGoodwill,,"0","-1,000,000","571,000","-107,097,000","114,793,000","0","-50,182,000","-40,346,000"
TotalUnusualItems,,"0","-1,000,000","571,000","-107,097,000","114,793,000","0","-50,182,000","-40,346,000"
NormalizedEBITDA,"824,000,000","1,057,000,000","1,012,000,000","951,130,000","888,657,000","761,782,000","663,805,000","717,073,000","699,325,000"
TaxRateForCalcs,"0.266","0.25","0.18","0.4","0.4","0.13","0.35","0.35","0.35"
TaxEffectOfUnusualItems,"0","0","-180,000","228,400","-42,838,800","14,923,090","0","-17,563,700","-14,121,100"
