name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998
TotalAssets,"29,776,384,000","27,880,000,000","29,711,705,000","28,025,389,000","27,396,356,000","26,186,000,000","26,220,000,000","20,700,000,000","20,168,990,000","19,324,000,000","18,077,000,000","18,800,000,000","16,873,400,650.215","16,482,293,151.217","16,184,870,870.69","15,456,425,590.726","21,783,307,634.673","21,311,284,803.934","23,725,762,357.961","24,647,747,426.339","26,270,181,650.644","26,155,507,737.227","27,822,081,851.494","27,497,297,072.503","28,837,562,154.462","28,216,130,303.482","27,545,388,195.564","30,439,382,502.61","27,168,380,538.661","26,855,851,243.152","25,297,374,397.145","27,050,750,730.977","26,447,314,710.544","26,045,415,101.35","27,476,026,864.377","27,117,718,318.988","27,182,216,246.448","26,962,375,952.234","25,417,201,049.749","25,904,924,322.354","26,037,186,661.999","25,700,547,574.299","24,105,594,374.106","22,209,356,292.244","22,549,817,399.701","23,043,230,531.021","23,578,243,975.559","24,518,559,896.434","22,967,035,334.796","21,939,971,324.06","21,178,064,621.413","21,036,632,848.44","20,775,204,756.463","20,901,602,175.384","20,303,015,127.575","20,126,153,594.832","19,912,476,196.421","18,871,904,930.262","18,173,715,917.053","18,351,686,957.959","18,913,545,098.892","17,580,269,038","17,599,416,097.654","18,490,782,704.615","18,052,480,430.266","18,529,601,076.161","17,958,183,623.545","16,735,073,168.366","17,518,176,451.164","18,126,542,144.703","18,481,573,230.526","18,880,266,944.078","18,743,278,097.284","18,264,523,124.744","18,933,142,374.371","19,038,727,327.023","19,322,495,251.045","21,103,710,406.427","20,737,486,942.622","21,398,566,179.507","21,002,270,903.233","21,101,328,640.938","23,411,511,926.329","5,581,089,639.821","15,359,421,774.154"
	CurrentAssets,"6,581,254,000","6,289,000,000","6,366,998,000","6,986,968,000","6,383,986,000","6,449,000,000","6,855,000,000","4,786,000,000","4,545,421,000","4,163,000,000","3,766,000,000","4,238,000,000","4,782,008,538.469","4,513,136,290.213","4,293,346,259.034","4,277,101,617.434","11,158,121,982.089","4,496,114,773.488","5,043,342,728.069","6,234,871,746.307","6,486,973,123.035","5,671,071,266.389","6,021,276,296.517","6,277,196,373.723","7,402,809,026.497","6,461,389,376.678","6,250,528,819.995","7,115,414,793.526","4,803,217,587.95","4,195,387,694.901","4,034,838,661.266","4,833,734,408.732","4,864,250,779.75","4,463,759,765.09","4,283,769,757.296","4,700,075,215.56","4,886,980,064.953","4,880,049,413.218","4,295,643,161.418","4,790,577,221.892","5,068,339,117.331","5,533,944,774.466","4,826,931,204.827","4,825,020,436.797","4,689,467,843.443","4,324,837,819.083","5,063,985,710.145","4,884,807,688.041","4,539,460,434.74","3,870,493,580.806","3,391,051,102.964","3,457,100,548.846","3,082,486,449.854","3,257,699,606.104","3,096,674,930.452","3,077,566,318.312","2,527,482,628.519","2,349,015,673.684","2,412,396,601.59","2,552,892,240.387","2,734,346,120.125","2,380,869,640.465","2,199,383,382.556","2,374,521,291.622","1,927,577,961.037","1,949,708,620.726","2,657,969,776.533","1,950,558,737.417","1,698,860,790.68","1,869,672,666.935","1,728,458,159.023","1,739,350,442.307","1,707,555,345.578","1,593,324,195.894","1,699,452,366.991","1,566,920,614.635","1,604,033,100.046","2,153,771,244.337","2,102,317,113.369","2,046,636,529.452","1,998,984,298.243","2,153,528,169.64","3,991,221,752.146","539,821,323.759","1,290,162,140.445"
		CashCashEquivalentsAndShortTermInvestments,"2,059,380,000",,"1,582,690,000","2,056,384,000","2,046,670,000",,,,"1,580,543,000",,,,"2,796,486,527.019",,"1,894,523,500.326",,"1,759,435,189.815",,,,"2,962,945,555.891",,,,"4,480,517,141.619",,"3,701,450,464.466","4,189,699,964.182","2,145,731,030.734","1,652,210,282.343","1,413,248,276.433","2,242,969,040.131","2,351,011,024.267","1,790,537,138.03","1,586,957,211.589","2,042,153,599.381","2,025,570,619.114","1,555,556,928.145","1,286,997,946.143","1,960,833,701.011","2,239,833,198.606","2,456,659,657.543","1,791,251,401.791","2,196,047,206.267","1,352,001,099.019","979,672,911.87","224,847,059.698","975,529,622.387","188,304,363.884","772,841,552.919","716,583,662.326","766,573,735.063","734,360,564.283","1,014,304,240.047","878,235,820.279","837,350,539.15","653,637,830.129","537,237,346.385","802,371,159.412","935,258,756.505","935,207,650.518","696,398,366.402","610,529,458.139","716,814,887.387","494,138,934.748","576,812,103.935","532,523,310.869","55,250,865.528","271,152,824.212","318,413,744.38","355,301,104.586","290,129,672.173","317,238,058.432","236,017,740.509","266,330,089.771","191,077,705.607","197,584,443.778","610,471,724.525","201,073,890.578","340,438,561.65","367,522,832.38",,,,"34,560,529.528"
			CashAndCashEquivalents,"1,938,997,000",,"1,409,450,000","1,925,533,000","1,904,285,000",,,,"1,472,763,000",,,,"2,692,955,913.744",,"1,681,490,113.592",,"1,671,080,310.695",,,,"2,812,830,041.867",,,,"3,052,136,378.048",,"2,254,438,768.357","3,060,383,612.922","1,749,055,231.123","1,649,100,294.985","1,411,262,306.452","2,240,723,870.141","2,349,202,368.326","1,790,537,138.03","1,586,957,211.589","2,024,275,389.474","2,009,232,025.321","1,551,791,229.154","1,286,997,946.143","1,960,833,701.011","2,236,889,525.864","2,419,984,837.58","1,752,101,701.752","2,195,831,116.267","1,187,497,329.97","952,340,672.762","196,383,888.989","92,460,381.344","164,615,058.269","178,026,828.758","90,452,970.182","93,797,344.33","717,244,609.276","99,103,695.682","95,718,001.01","106,861,106.303","643,324,881.879","104,752,512.655","72,856,102.309","90,122,615.467","913,028,884.096","93,210,829.304","86,495,962.967","67,920,585.697","475,374,978.353","557,157,810.669","514,369,793.297","52,642,856.785","269,010,737.707","61,080,271.456","44,631,397.586","66,661,413.814","316,939,759.89","43,844,119.391","36,589,609.444","61,432,373.796","46,191,877.696","583,936,651.729","201,073,890.578","340,438,561.65","353,327,560.591",,,,"15,522,949.703"
				CashFinancial,,,"2,728,000","1,815,000","4,647,000",,,,"8,410,000",,,,"2,057,915.077",,"14,513,645.764",,"10,882,814.252",,,,"2,086,195.636",,,,"1,206,009.799",,,,"34,574,752.209",,,,,,,,,,,,,,,,"209,139,714.762","121,038,085.478","196,383,888.989",,"164,615,058.269",,,,"187,413,544.391",,,,"138,609,993.307",,,,"101,689,944.386",,,,"44,354,730.302",,,,"66,880,610.209",,,,"55,303,522.704",,,,,,,,,,,,
				CashEquivalents,,,"1,406,722,000","1,923,718,000","1,899,638,000",,,,"1,464,353,000",,,,"2,690,897,998.667",,"1,666,976,467.828",,"1,660,197,496.443",,,,"2,810,743,846.23",,,,"3,050,930,368.249",,,,"1,714,480,478.914",,,,,,,,,,,,,,,,"978,357,615.207","831,302,587.284",,,,,,,"529,831,064.885",,,,"504,714,888.572",,,,"811,338,939.709",,,,"431,020,248.051",,,,"202,130,127.498",,,,"261,636,237.185",,,,,,,,,,,,
			OtherShortTermInvestments,"120,383,000",,"173,240,000","130,851,000","142,385,000",,,,"107,780,000",,,,"103,530,613.274",,"213,033,386.734",,"88,354,879.12",,,,"150,115,514.024",,,,"1,428,380,763.572",,"1,447,011,696.109","1,129,316,351.26","396,675,799.611","3,109,987.358","1,985,969.981","2,245,169.99","1,808,655.941",,,"17,878,209.907","16,338,593.794","3,765,698.991",,,"2,943,672.742","36,674,819.963","39,149,700.039","216,090","164,503,769.049","27,332,239.108","28,463,170.709","883,069,241.043","23,689,305.615","594,814,724.161","626,130,692.143","672,776,390.732","17,115,955.007","915,200,544.365","782,517,819.269","730,489,432.847","10,312,948.25","432,484,833.73","729,515,057.104","845,136,141.038","22,178,766.423","603,187,537.098","524,033,495.172","648,894,301.691","18,763,956.395","19,654,293.266","18,153,517.571","2,608,008.742","2,142,086.505","257,333,472.924","310,669,706.999","223,468,258.358","298,298.542","192,173,621.118","229,740,480.327","129,645,331.811","151,392,566.082","26,535,072.796",,,"14,195,271.789",,,,"19,037,579.825"
		Receivables,"3,628,147,000",,"3,931,583,000","4,099,088,000","3,616,353,000",,,,"2,520,701,000",,,,"1,709,670,508.67",,"2,146,234,642.885",,"1,606,205,845.674",,,,"2,987,656,242.83",,,,"2,449,894,630.75",,"2,186,429,429.01","2,501,780,551.102","2,271,006,241.013","1,836,070,375.053","1,878,887,791.963","1,959,335,931.379","1,950,512,591.488","2,112,051,257.677","2,221,227,978.227","2,154,674,468.796","2,212,410,978.018","2,937,220,506.485","2,703,373,649.779","2,542,450,459.437","2,502,848,234.951","2,822,132,037.178","2,748,598,652.749","2,355,711,990.995","2,201,669,485.989","2,346,963,023.271","3,124,130,329.009","2,595,877,661.298","2,512,764,261.584","2,294,311,922.597","2,168,407,549.767","2,049,781,539.433","1,886,955,438.215","1,805,795,244.355","1,719,153,989.181","1,750,215,248.466","1,482,311,908.659","1,284,938,066.857","1,164,814,490.901","1,064,782,196.775","1,453,330,752.373","1,165,909,435.467","1,143,490,923.973","1,266,795,785.02","1,090,060,000.641","951,704,602.79","895,861,936.003","714,884,386.113","1,077,895,780.91","919,844,651.034","854,340,208.615","926,864,027.542","1,033,662,097.139","882,305,362.885","979,563,305.304","975,360,266.556","956,048,780.846","894,438,115.951","1,279,108,660.359","1,085,398,237.733","1,006,744,407.795",,,,"655,185,631.822"
			AccountsReceivable,"3,504,457,000",,"2,660,346,000","2,775,552,000","2,264,869,000",,,,"1,791,262,000",,,,"1,231,044,835.941",,"1,795,573,721.929",,"1,063,945,485.114",,,,"1,849,481,400.878",,,,"1,624,702,707.475",,"1,696,805,803.711","1,922,412,253.897","1,533,971,701.691","1,836,070,375.053","1,819,731,362.531","61,254,749.73","1,882,568,904.578","2,112,051,257.677","2,221,227,978.227","2,154,674,468.796","2,212,410,978.018","42,219,477.043","55,332,420.508","40,915,805.022","37,477,051.401","2,529,741,757.47","2,436,294,602.436","2,099,410,386.431","1,782,362,704.081","1,891,725,284.472","2,243,107,943.031","2,038,088,984.792","1,982,666,004.321","1,989,789,164.491","2,000,249,410.389","1,906,628,587.876","1,768,067,520.711","1,510,328,441.706","1,385,235,015.829","1,433,174,931.988","1,365,781,831.914","1,146,016,427.205","1,031,999,959.769","950,635,513.9","1,066,597,787.267","888,517,056.822","837,000,248.193","860,655,472.673","944,215,311.004","772,957,269.886","740,280,014.198","626,358,992.075","724,002,753.237","560,117,505.559","648,748,359.182","780,571,343.883","905,060,202.8","697,145,362.997","783,735,659.419","817,238,887.621","923,002,603.957",,,,,,,,
				GrossAccountsReceivable,,,"3,388,548,000","2,775,552,000","3,017,469,000",,,,"2,342,813,000",,,,"1,494,804,751.642",,,,"1,486,887,172.054",,,,"2,105,399,415.415",,,,"1,904,280,128.096",,,,"1,840,302,935.511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,"-728,202,000",,"-752,600,000",,,,"-551,551,000",,,,"-263,759,915.701",,,,"-422,941,686.94",,,,"-255,918,014.537",,,,"-279,577,420.62",,,,"-306,331,233.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,323,222.858","23,823,226.564","22,521,592.731","17,909,339.992","14,981,506.392","14,021,904.917","9,671,957.178","10,378,702.978","7,819,762.763","6,896,172.554","7,032,882.426","5,227,003.705","4,751,838.252","5,072,775.448","4,236,855.877","5,206,650.154","6,676,171.48","14,607,074.035","7,786,362.03","7,101,828.719","5,942,902.145","6,866,336.562","7,878,056.889","8,249,226.871","8,276,639.059","17,659,649.271","13,983,307.476","15,214,508.396","12,255,590.111",,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,135,012.378","18,528,972.073","31,901,891.673",,"23,772,944.839",,,,"14,025,283.439",,,,"6,931,021.287",,,,"5,090,425.159",,,,"14,065,938.639",,,,"7,122,312.364",,,,"17,653,927.666",,,,,,,,,,,,
			TaxesReceivable,"107,321,000",,"59,307,000","48,887,000","50,994,000",,,,"47,393,000",,,,"123,130,810.995",,"132,461,526.786",,"66,910,968.906",,,,"182,444,660.114",,,,"399,256,068.301",,"409,225,616.071","505,034,435.505","430,449,953.823",,,,,,,,,"285,515,750.463","252,768,903.088","292,934,834.737","221,098,802.15","256,388,859.744","278,530,450.279","224,289,414.619","209,933,889.744","224,885,280.888",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"16,369,000",,"12,935,000","13,209,000","14,337,000",,,,"7,403,000",,,,"45,679,329.131",,"218,199,394.17",,"5,029,371.287",,,,"30,428,210.802",,,,"64,637,190.535",,"80,398,009.228","74,333,861.699","67,378,978.224",,"59,156,429.432",,"67,943,686.909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,"1,298,817,000","1,261,440,000","1,332,904,000",,,,"677,854,000",,,,"314,097,674.456",,,,"471,907,117.773",,,,"937,246,581.658",,,,"379,770,952.72",,,,"265,684,621.55",,,"1,898,081,181.648",,,,,,"2,609,485,278.979","2,395,272,326.183","2,208,599,819.678","2,244,272,381.4","36,001,419.964","33,773,600.034","32,012,189.946","197,237,879.786","211,823,485.837","849,120,494.305","529,465,453.649","482,502,085.86","282,001,165.376","150,248,799.386","128,171,445.165","90,840,729.148","285,794,845.471","323,540,270.374","309,220,553.715","102,702,882.904","131,888,757.226","127,587,527.427","109,394,844.623","376,569,764.498","273,155,522.767","301,284,025.626","399,464,140.866","117,171,676.963","170,960,970.874","148,480,093.085","82,582,491.893","339,904,378.748","351,849,088.586","197,342,622.561","138,016,044.601","93,288,317.403","171,176,692.413","180,613,137.489","145,865,788.825","33,046,176.889",,,,,,,,
			ReceivablesAdjustmentsAllowances,,,"-99,822,000",,"-46,751,000",,,,"-3,211,000",,,,"-4,282,141.853",,,,"-1,587,097.406",,,,"-11,944,610.622",,,,"-18,472,288.282",,,,"-26,479,014.275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"396,239,000",,"383,380,000","359,733,000","339,398,000",,,,"246,089,000",,,,"99,327,026.613",,"114,605,231.794",,"134,031,634.422",,,,"220,308,252.668",,,,"147,787,234.352",,"133,785,668.716","154,433,489.042","170,298,165.175","210,370,838.601","183,267,008.241","167,294,309.264","150,061,218.965","158,287,429.826","156,026,249.173","132,254,499.312","130,942,061.229","130,144,121.886","122,347,101.78","110,809,722.036","111,005,277.609","181,730,639.818","193,626,550.194","204,337,104.653","163,173,342.42","189,194,586.747","193,753,943.016","212,037,845.326","211,722,583.476","206,374,470.574","161,675,206.375","142,931,047.74","123,776,323.363","133,531,006.688","132,004,406.583","135,838,054.338","137,135,158.888","148,380,342.419","119,447,224.803","94,677,290.271","91,766,366.266","126,929,751.512","116,645,356.056","116,125,893.242","74,526,382.439","88,025,037.903","82,379,827.229","81,993,925.18","83,811,121.794","94,243,750.971","106,481,285.887","112,529,615.011","113,730,703.519","124,272,101.913","124,495,100.987","122,951,986.696","123,949,474.783","200,931,129.512","157,275,617.383",,"196,902,350.781",,,,"181,686,851.56"
			OtherInventories,,,,,,,,,"220,100,000",,,,"592,823.82",,"1,018,102.393",,"1,229,638.437",,,,"2,096,037.886",,,,"10,449,656.09",,,,"10,221,664.767",,,,"43,736,960.243",,,,"42,090,466.068",,,,"2,574,896.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,429,354.087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,783,656.318","29,110,899.971","19,014,300.019","14,714,699.975","91,994,501.461","105,427,736.416","128,547,648.684","144,345,483.177","101,116,209.044","86,637,117.982","87,678,142.817","95,528,593.934","96,610,741.454","106,263,091.311","111,693,906.766","114,524,134.385","70,957,459.985","82,431,970.686","79,031,232.698","90,539,845.188","81,020,137.752","64,495,013.263","54,098,584.43","51,289,082.635","27,673,094.957","27,605,429.368","28,288,522.092","29,786,054.491","10,640,432.912","10,763,233.46","15,178,220.891","14,438,291.993","20,523,282.248","11,825,500.602","17,561,448.575","15,868,492.35","16,044,470.668",,,,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"486,643,557.059","320,109,702.15",,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"284,896,755.162","373,827,486.411","315,680,548.611","273,117,569.049","244,334,839.731","269,445,688.572","322,966,908.321","288,393,542.402",,,,,,,,"87,079,162.553","146,926,508.58","151,655,777.447","155,650,288.276","137,365,556.62","113,275,625.48","110,022,805.281","104,219,826.793","115,602,825.984","106,462,771.721","117,027,118.528","98,271,646.478","104,849,170.104","79,748,594.112","73,760,908.563","85,984,174.609","108,010,289.736","112,922,227.074","89,492,610.531","91,291,321.01","116,831,336.71","113,722,446.49","90,904,199.56","90,506,679.392","72,114,640.194","53,026,656.187","59,856,168.323","61,289,767.473","35,492,483.696","40,440,156.581","60,239,467.974","87,490,794.693","82,995,830.592",,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"284,896,755.162","373,827,486.411","315,680,548.611","273,117,569.049","244,334,839.731","269,445,688.572","322,966,908.321","288,393,542.402",,,,,,,,"87,079,162.553","146,926,508.58","151,655,777.447","155,650,288.276","137,365,556.62","113,275,625.48","110,022,805.281","104,219,826.793","115,602,825.984","106,462,771.721","117,027,118.528","98,271,646.478","104,849,170.104","79,748,594.112","73,760,908.563","85,984,174.609","108,010,289.736","112,922,227.074","89,492,610.531","91,291,321.01","116,831,336.71","113,722,446.49","90,904,199.56","90,506,679.392","72,114,640.194","53,026,656.187","59,856,168.323","61,289,767.473","35,492,483.696","40,440,156.581","60,239,467.974","87,490,794.693","82,995,830.592",,,,,,,,
		AssetsHeldForSaleCurrent,"11,326,000",,"5,916,000","5,986,000","5,825,000",,,,"0",,,,"0",,"0",,"7,506,749,572.692",,,,"13,165,288.864",,,,"0",,"0","0","0","0",,"0","0","0","0",,"154,436,975.946",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,,,"63,165,000","67,462,000","68,008,000",,,,"2,572,000",,,,"32,903,138.392",,"2,324,184.435",,"7,895,169.489",,,,"13,985,899.859",,,,"55,575,165.244",,,,"105,827.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"486,162,000",,"400,264,000","398,315,000","307,732,000",,,,"195,516,000",,,,"143,621,337.775",,"135,658,699.595",,"143,804,569.996",,,,"288,911,882.922",,,,"269,034,854.531",,"228,863,257.803","269,500,789.2","216,076,323.989","211,839,443.742","185,608,098.218","148,454,579.347","139,548,375.981","158,549,099.826","50,112,629.734","48,025,739.75","75,225,888.245","257,127,856.702","182,924,463.715","176,483,339.408","191,868,749.848","44,311,539.956","74,440,300.074","54,209,434.908","793,550,252.001","556,653,052.199","1,241,050,952.292","801,366,787.576","1,388,187,460.132","397,052,891.254","146,683,736.398","298,065,805.884","125,180,556.555","91,343,251.982","138,559,689.115","141,366,695.495","78,591,100.754","216,279,353.224","172,971,585.212","281,649,977.038","65,010,923.48","214,214,846.747","185,126,449.426","132,204,322.327","124,348,211.543","191,839,000.24","541,368,423.722","658,027,124.564","183,245,990.658","473,380,630.903","337,301,170.721","334,099,068.115","186,908,720.543","298,463,333.405","251,262,954.381","174,171,368.733","227,410,099.379","447,930,274.35","464,858,945.049","620,799,730.069","427,814,707.287",,,,"418,729,127.534"
	TotalNonCurrentAssets,"23,195,130,000","21,591,000,000","23,344,707,000","21,038,421,000","21,012,370,000","19,737,000,000","19,365,000,000","15,914,000,000","15,623,569,000","15,161,000,000","14,311,000,000","14,562,000,000","12,091,392,111.747","11,969,156,861.004","11,891,524,611.656","11,179,323,973.292","10,625,185,652.585","16,815,170,030.446","18,682,421,189.892","18,412,875,680.031","19,783,208,527.609","20,484,436,470.837","21,800,805,554.977","21,220,100,698.78","21,434,753,127.965","21,754,740,926.804","21,294,859,375.569","23,323,969,828.851","22,365,162,950.711","22,660,463,548.251","21,262,535,735.88","22,217,016,322.245","21,583,063,930.794","21,581,655,336.26","23,192,257,107.081","22,417,643,103.428","22,295,236,181.495","22,082,326,539.016","21,121,557,888.331","21,114,347,100.462","20,968,847,544.667","20,166,602,799.833","19,278,663,169.279","17,384,335,855.447","17,860,349,556.258","18,718,392,711.938","18,514,258,265.414","19,633,752,208.393","18,427,574,900.056","18,069,477,743.254","17,787,013,518.449","17,579,532,299.594","17,692,718,306.609","17,643,902,569.28","17,206,340,197.123","17,048,587,276.52","17,384,993,567.902","16,522,889,256.579","15,761,319,315.463","15,798,794,717.572","16,179,198,978.766","15,199,399,397.535","15,400,032,715.098","16,116,261,412.993","16,124,902,469.23","16,579,892,455.436","15,300,213,847.011","14,784,514,430.949","15,819,315,660.485","16,256,869,477.768","16,753,115,071.504","17,140,916,501.772","17,035,722,751.706","16,671,198,928.85","17,233,690,007.38","17,471,806,712.388","17,718,462,150.998","18,949,939,162.09","18,635,169,829.253","19,351,929,650.055","19,003,286,604.99","18,947,800,471.298","19,420,290,174.183","5,041,268,316.062","14,069,259,633.71"
		NetPPE,"9,019,237,000",,"9,122,368,000","8,848,985,000","8,686,827,000",,,,"8,092,467,000",,,,"7,703,166,521.136",,"7,587,459,211.503",,"7,055,028,934.187",,,,"13,586,455,848.038",,,,"14,124,217,563.376",,"13,759,276,737.911","14,867,164,496.721","14,776,985,179.074","14,929,310,998.736","14,065,002,244.976","14,383,973,996.711","13,947,326,994.584","13,882,000,314.73","14,566,258,722.799","14,109,460,116.631","14,111,555,954.838","14,238,886,143.71","13,709,752,015.822","13,736,068,215.389","13,529,084,464.387","15,816,031,124.184","14,997,139,714.997","13,443,176,682.147","15,785,609,747.16","16,263,085,152.239","16,168,492,988.435","17,004,272,203.02","16,078,750,940.472","15,637,272,664.046","15,333,323,906.697","15,109,939,723.723","15,188,207,525.236","15,193,058,321.495","14,813,692,723.367","14,770,481,637.035","14,848,774,563.047","13,904,649,452.897","13,328,220,471.096","13,409,516,274.238","13,832,679,384.939","13,095,455,934.963","13,253,664,405.979","13,826,022,392.733","13,618,078,401.788","13,987,607,984.829","13,076,925,683.088","12,812,844,559.123","13,712,687,864.758","13,754,487,420.066","13,868,869,808.804","14,122,456,721.576","14,138,543,879.413","14,003,057,249.864","14,368,336,708.735","14,544,050,320.257","14,717,831,400.976","15,746,908,700.397","15,785,295,825.666","16,232,911,651.405","15,785,560,561.961","18,947,800,471.298","19,420,290,174.183","5,041,268,316.062","11,621,222,125.45"
			GrossPPE,,,"16,567,230,000","15,837,523,000","15,700,505,000",,,,"12,994,643,000",,,,"12,535,460,866.519",,"12,422,336,273.193",,"11,437,924,939.101",,,,"23,596,917,126.82",,,,"24,855,925,527.144",,,,"26,040,414,397.031",,,,"24,285,135,290.726",,,,"24,078,829,064.961",,,,"22,566,130,901.561","15,816,031,124.184","14,997,139,714.997","13,443,176,682.147","28,050,500,888.235","29,089,572,831.904","28,654,964,561.573","30,094,378,562.503","28,218,587,262.77","27,370,876,550.645","26,632,851,064.239","26,065,074,312.784","26,008,993,492.279","25,836,045,282.237","25,050,980,558.944","24,895,117,727.332","24,862,452,900.189","23,585,625,245.723","22,385,840,093.02","22,352,522,666.187","22,924,114,243.407","21,460,956,338.278","21,502,347,641.255","22,240,341,010.534","21,762,489,561.508","22,057,198,802.72","20,397,013,378.036","19,670,126,588.483","13,760,779,690.951","20,607,953,503.156","20,647,341,436.792","20,870,983,935.571","14,175,484,683.878","20,333,205,884.153","20,790,761,065.266","20,882,260,079.962","21,005,722,302.677","21,562,701,045.684","21,950,898,193.189","22,532,026,331.826","21,750,744,230.261","23,745,118,643.129","24,214,530,125.898","9,851,804,600.917","16,303,880,990.701"
				OtherProperties,,,"15,350,741,000","14,643,643,000","14,641,435,000",,,,"12,165,084,000",,,,"11,685,720,146.361",,"11,487,908,803.43",,"10,581,702,105.748",,,,"20,733,973,697.779",,,,"22,541,124,377.059",,,,"24,282,070,340.097",,,,"22,220,393,320.756",,,,"22,385,900,602.944",,,,"21,163,728,928.606",,,,,,,"30,094,378,562.503","28,218,587,262.77","27,370,876,550.645","26,632,851,064.239","26,065,074,312.784","26,008,993,492.279","25,836,045,282.237","25,050,980,558.944","24,895,117,727.332","24,862,452,900.189","23,585,625,245.723","22,385,840,093.02","22,352,522,666.187","22,924,114,243.407","21,460,956,338.278","21,502,347,641.255","22,240,341,010.534","21,762,489,561.508","21,671,497,334.657","20,397,013,378.036","19,670,126,588.483",,"20,607,953,503.156","20,647,341,436.792","20,870,983,935.571","13,615,770,632.957","20,333,205,884.153","20,790,761,065.266","20,882,260,079.962",,,,,,,,,
				ConstructionInProgress,,,"1,216,489,000","1,193,880,000","1,059,070,000",,,,"829,559,000",,,,"849,740,720.158",,"934,427,469.763",,"856,222,833.354",,,,"2,862,943,429.041",,,,"2,314,801,150.085",,,,"1,758,344,056.933",,,,"2,064,741,969.971",,,,"1,692,928,462.017",,,,"1,401,374,723.23",,,,,,,,,,,,,,,,,,,,,,,,,"385,701,468.063",,,,,,,"559,714,050.921",,,,,,,,,,,,
				Leases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,027,249.726",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
