name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
	NetIncome,"159,100,000","159,100,000","269,400,000","18,400,000","-36,620,000","-351,200,000","-135,023,000"
		NetIncomeIncludingNoncontrollingInterests,"159,100,000","159,100,000","269,400,000","18,500,000","-31,290,000","-352,000,000","-135,925,000"
			NetIncomeContinuousOperations,"159,100,000","159,100,000","269,400,000","18,500,000","-31,290,000","-352,000,000","-135,925,000"
		MinorityInterests,"0","0","0","-100,000","-5,330,000","800,000","902,000"
DilutedNIAvailtoComStockholders,"159,100,000","159,100,000","269,400,000","18,400,000","-36,620,000","-351,200,000","-135,023,000"
BasicEPS,,,"1.34","0.1","-0.193","-1.851","-0.712"
DilutedEPS,,,"1.29","0.1","-0.193","-1.851","-0.712"
BasicAverageShares,,,"201,044,776","184,000,000","189,732,248","189,732,248","189,732,248"
DilutedAverageShares,,,"208,837,209","184,000,000","189,732,248","189,732,248","189,732,248"
TotalOperatingIncomeAsReported,"275,300,000","275,300,000","443,000,000","108,700,000","104,344,000","-205,400,000","48,233,000"
TotalExpenses,"2,102,800,000","2,102,800,000","2,236,800,000","2,250,500,000","1,782,809,000","1,905,100,000","2,238,864,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"159,100,000","159,100,000","269,400,000","18,400,000","-36,620,000","-351,200,000","-135,023,000"
NormalizedIncome,"220,742,000","220,742,000","277,958,100","78,820,000","-5,250,200","58,912,000","48,867,200"
InterestExpense,"88,900,000","88,900,000","99,600,000","140,700,000","170,338,000","162,900,000","164,376,000"
NetInterestIncome,"-88,900,000","-88,900,000","-99,600,000","-140,700,000","-170,338,000","-162,900,000","-164,376,000"
EBIT,"279,800,000","279,800,000","449,100,000","28,000,000","107,188,000","-203,800,000","51,447,000"
EBITDA,"404,100,000"
ReconciledCostOfRevenue,"1,540,200,000","1,540,200,000","1,677,300,000","1,477,500,000","1,222,705,000","1,347,800,000","1,633,224,000"
ReconciledDepreciation,"124,300,000","124,300,000","125,800,000","118,900,000","124,178,000","115,400,000","113,265,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"159,100,000","159,100,000","269,400,000","18,400,000","-36,620,000","-351,200,000","-135,023,000"
TotalUnusualItemsExcludingGoodwill,"-74,000,000","-74,000,000","-11,100,000","-100,700,000","-52,283,000","-427,200,000","-282,908,000"
TotalUnusualItems,"-74,000,000","-74,000,000","-11,100,000","-100,700,000","-52,283,000","-427,200,000","-282,908,000"
NormalizedEBITDA,"478,100,000","478,100,000","586,000,000","247,600,000","283,649,000","338,800,000","447,620,000"
TaxRateForCalcs,"0.167","0.167","0.229","0.4","0.4","0.04","0.35"
TaxEffectOfUnusualItems,"-12,358,000","-12,358,000","-2,541,900","-40,280,000","-20,913,200","-17,088,000","-99,017,800"
