name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986
BasicEPS,,"-25.19",,"6.27","20.46","30.4",,"19.07","19.44","11.15",,"-20.38","6.6","9.68",,"10.09","4.99","10",,"6.07","11.41","7.82",,"11.4","9.06","12.28",,"6.75","6.78","11.67",,"7.41","6.46","51.17",,"2.17","1.69","7.671",,"4.069","7.126","6.132",,"5.286","4.912","4.633",,"-0.966","1.819","10.677",,"7.668","6.652","11.613",,"5.588","8.306","6.675",,"-10.407","3.534","6.873",,"-5.328","5.528","7.06",,"8.552","0.691","0.888",,"2.502","1.012","2.937",,"-25.045","-1.058","51.674",,"1.842","9.305","0.056",,"6.197","2.285","1.74",,"1.776","2.558","2.986",,"3.223","3.68","1.387",,"2.108","2.437","1.828",,"2.501","1.836","0.088",,"2.421","3.936","2.221",,"2.261","2.373","3.696",,"1.948","2.245","1.387",,"2.333","1.307","0.281",,"1.579","2.894","1.227",,"1.627","1.86","0.762",,"1.483","1.483","0.521",,"3.271","0.617","1.106",,"1.483","2.02","0.77"
DilutedEPS,,"-25.37",,"6.27","20.46","30.39",,"19.07","19.44","11.04",,"-20.9","6.6","9.67",,"10.09","4.99","9.96",,"6.07","11.4","7.82",,"11.4","9.06","12.28",,"6.75","6.78","11.67",,"7.41","6.45","51.06",,"2.03","1.68","7.671",,"4.069","7.126","6.132",,"5.286","4.806","4.364",,"-0.966","1.819","9.96",,"7.271","6.495","10.994",,"5.371","8.242","6.657",,"-10.407","3.525","6.855",,"-5.328","5.511","7.034",,"8.526","0.683","0.879",,"2.494","0.929","2.912",,"-25.045","-1.058","50.911",,"1.826","9.193","0.048",,"6.109","2.245","1.708",,"1.749","2.512","2.96",,"3.223","3.68","1.387",,"2.108","2.437","1.828",,"2.501","1.836","0.088",,"2.421","3.936","2.221",,"2.261","2.373","3.696",,"1.948","2.245","1.387",,"2.333","1.307","0.281",,"1.579","2.894","1.227",,"1.627","1.86","0.762",,"1.483","1.483","0.521",,"3.271","0.617","1.106",,"1.483","2.02","0.77"
BasicAverageShares,,"14,340,669",,"14,422,581","14,439,545","14,481,255",,"14,937,135","15,180,075","15,389,283",,"15,416,014","15,419,034","15,413,698",,"15,438,399","15,438,859","15,452,191",,"15,900,759","15,994,969","16,014,223",,"16,496,537","16,442,566","16,683,864",,"16,766,192","16,781,461","16,822,056",,"16,931,811","16,930,548","16,928,664",,"8,811,807","8,916,620","9,300,143",,"9,006,002","9,213,252","9,486,456",,"9,359,883","8,902,610","8,774,766",,"8,822,378","8,851,430","8,839,498",,"8,824,952","8,815,057","8,796,147",,"8,775,385","8,773,529","8,868,951",,"8,888,420","8,882,778","8,892,526",,"8,816,522","8,810,760","8,790,128",,"8,750,595","8,709,455","8,685,680",,"8,681,893","8,762,899","8,784,211",,"8,817,522","8,830,127","8,813,304",,"9,024,557","9,189,062","9,256,302",,"9,149,460","9,147,307","9,197,130",,"11,150,519","11,218,271","11,454,177",,"9,308,660","9,212,526","9,301,126",,"9,438,200","9,355,197","9,191,065",,"9,355,204","9,368,821","9,071,802",,"9,169,338","8,993,187","8,961,179",,"9,023,456","8,975,939","9,010,218",,"8,983,048","9,043,364","9,084,821",,"9,001,567","9,029,968","9,266,107",,"9,117,756","9,191,080","8,967,946",,"9,401,281","9,355,203","9,191,074",,"9,439,487","9,439,487","8,827,472",,"9,630,358","10,043,704","9,581,173",,"9,776,611","9,899,684","9,874,930"
DilutedAverageShares,,"14,356,108",,"14,422,581","14,439,545","14,485,236",,"14,937,135","15,180,075","15,418,664",,"15,458,324","15,419,034","15,420,468",,"15,438,399","15,438,859","15,464,489",,"15,900,759","16,003,023","16,014,223",,"16,496,537","16,442,566","16,683,864",,"16,766,192","16,781,461","16,822,056",,"16,931,811","16,950,337","16,928,664",,"8,822,556","8,921,972","9,300,143",,"9,006,002","9,223,679","9,486,456",,"9,359,883","9,103,708","9,882,248",,"8,864,208","8,851,430","9,479,188",,"9,307,129","9,028,223","9,288,178",,"9,130,543","8,841,018","8,893,634",,"8,888,420","8,907,746","8,892,526",,"8,816,522","8,841,613","8,823,271",,"8,780,995","8,781,587","8,786,308",,"8,710,540","9,577,967","8,862,916",,"8,817,522","8,830,127","8,945,231",,"9,094,708","9,300,179","9,988,440",,"9,281,539","9,310,655","9,369,844",,"11,318,193","11,423,840","11,555,993",,"9,308,660","9,212,526","9,301,126",,"9,438,200","9,355,197","9,191,065",,"9,355,204","9,368,821","9,071,802",,"9,169,338","8,993,187","8,961,179",,"9,023,456","8,975,939","9,010,218",,"8,983,048","9,043,364","9,084,821",,"9,001,567","9,029,968","9,266,107",,"9,117,756","9,191,080","8,967,946",,"9,401,281","9,355,203","9,191,074",,"9,439,487","9,439,487","8,827,472",,"9,630,358","10,043,704","9,581,173",,"9,776,611","9,899,684","9,874,930"
TotalExpenses,"8,101,356,000","1,949,118,000","2,239,099,000","2,030,655,000","1,882,484,000","1,764,842,000","2,117,855,000","1,827,543,000","1,525,820,000","1,376,350,000","1,459,816,000","2,189,809,000","1,413,798,000","1,324,542,000","1,360,651,000","1,407,441,000","1,448,493,000","1,266,629,000","1,138,790,000","1,055,894,000","1,055,386,000","992,040,000","1,106,756,000","1,086,029,000","1,088,796,000","1,018,319,000","1,055,536,000","1,041,488,000","1,049,228,000","970,166,000","932,794,000","1,078,596,000","1,089,839,000","437,767,000","228,090,000","199,589,000","204,694,000","158,627,000","178,477,000","189,795,000","162,422,000","177,287,000","157,833,000","207,835,000","233,773,000","190,455,000","183,244,000","284,384,000","232,944,000","264,637,000","256,670,000","238,812,000","243,004,000","215,775,000","223,239,000","216,321,000","206,426,000","200,268,000","223,578,000","437,975,000","188,364,000","254,271,000","144,822,000","418,066,000","259,603,000","248,309,000","268,106,000","247,007,000","135,675,000","127,078,000","161,183,000","129,001,000","118,002,000","111,267,000","84,704,000","91,817,000","223,287,000","204,100,000","240,247,000","165,686,000","303,903,000","309,971,000","952,659,000","89,100,000","90,900,000","77,000,000","602,777,000","77,800,000","81,400,000","84,300,000","36,424,000","246,000,000","231,900,000","217,100,000","1,284,183,000","228,900,000","148,600,000","135,300,000","1,018,734,000","227,400,000","202,500,000","215,200,000","954,611,000","243,500,000","261,500,000","309,700,000","327,300,000","294,400,000","266,800,000","256,500,000","290,300,000","266,000,000","265,200,000","242,200,000","210,300,000","267,000,000","249,800,000","184,700,000","206,600,000","209,700,000","215,500,000","201,700,000","265,700,000","142,200,000",,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"56,356,000","-361,218,000","31,683,000","90,432,000","295,459,000","440,227,000","-712,052,000","284,900,000","295,116,000","171,575,000","153,303,000","-314,157,000","101,811,000","149,176,000","69,514,000","155,831,000","77,071,000","154,505,000","156,098,000","96,530,000","182,478,000","125,209,000","139,064,000","186,315,000","148,980,000","204,880,000","205,251,000","113,167,000","113,709,000","196,294,000","-92,612,000","125,444,000","109,309,000","560,103,000","37,671,000","19,158,000","15,082,000","71,340,000","37,430,000","36,632,000","66,271,000","58,169,000","130,936,000","49,488,000","46,001,000","44,574,000","38,486,000","-4,215,000","20,435,000","98,721,000","63,943,000","71,976,000","62,940,000","106,418,000","65,441,000","53,397,000","73,200,000","59,206,000","52,550,000","-92,489,000","31,402,000","60,871,000","53,913,000","-47,004,000","48,723,000","62,064,000","73,788,000","74,870,000","5,996,000","7,724,000","-1,611,000","21,720,000","8,896,000","25,808,000","-1,043,000","-220,818,000","-9,318,000","455,409,000","-33,723,000","16,604,000","85,494,000","482,000","6,605,000","56,700,000","20,900,000","16,000,000","13,406,000","19,800,000","28,700,000","34,200,000","28,767,000","30,000,000","33,900,000","12,900,000","27,548,000","19,900,000","22,800,000","16,800,000","43,900,000","23,400,000","17,200,000","800,000","13,806,000","22,200,000","18,600,000","19,900,000","22,500,000","20,400,000","21,300,000","33,300,000","13,300,000","17,500,000","20,300,000","12,600,000","28,600,000","21,000,000","11,800,000","2,600,000","16,600,000","14,400,000","26,600,000","11,000,000","15,300,000","15,300,000","17,400,000","7,000,000","13,400,000","14,000,000","14,000,000","4,600,000","12,900,000","31,500,000","6,200,000","10,600,000","37,400,000","14,500,000","20,000,000","7,600,000"
NormalizedIncome,"56,356,000","-361,218,000","31,683,000","90,432,000","295,459,000","440,227,000","-712,052,000","284,900,000","295,116,000","171,575,000","153,303,000","-314,157,000","101,811,000","149,176,000","69,514,000","155,831,000","77,071,000","154,505,000","156,098,000","96,530,000","182,478,000","125,209,000","139,064,000","186,315,000","148,980,000","204,880,000","205,251,000","113,167,000","113,709,000","196,294,000","-92,612,000","125,444,000","109,309,000","560,103,000","37,671,000","19,158,000","15,082,000","71,340,000","37,430,000","36,632,000","66,271,000","58,169,000","130,936,000","49,488,000","46,001,000","44,574,000","-54,168,000","-8,833,000","13,021,000","98,721,000","63,943,000","71,976,000","62,940,000","106,418,000","65,441,000","53,397,000","73,200,000","59,206,000","52,787,000","-104,960,000","36,927,000","60,871,000","54,165,000","-47,004,000","48,723,000","62,064,000","73,788,000","74,870,000","5,996,000","7,724,000","-1,611,000","21,720,000","8,896,000","25,808,000","-1,373,000","-36,808,000","-9,318,000","460,475,000","-43,601,000","8,283,000","85,494,000","482,000","6,605,000","56,700,000","20,900,000","16,000,000","13,381,000","19,800,000","17,200,000","13,000,000","-25,500,000","30,000,000","33,900,000","12,900,000","27,548,000","19,900,000","22,800,000","16,800,000","43,900,000","23,400,000","17,200,000","800,000","13,841,000","21,200,000","16,300,000","19,900,000","22,500,000","20,400,000","21,300,000","33,300,000","13,300,000","17,500,000","20,300,000","12,600,000","-13,600,000","21,000,000","11,800,000","2,600,000","16,600,000","14,400,000","26,600,000","11,000,000","15,300,000","15,300,000","17,400,000","7,000,000","13,400,000","14,000,000","14,000,000","4,600,000","12,900,000","31,500,000","10,900,000","10,900,000","37,400,000","14,500,000","20,000,000","7,600,000"
InterestExpense,"94,782,000","18,356,000","25,594,000","25,703,000","25,129,000","23,531,000","24,727,000","22,189,000","22,277,000","21,531,000","20,342,000","20,804,000","20,989,000","20,935,000","20,215,000","20,682,000","20,433,000","20,269,000","22,620,000","22,691,000","23,375,000","23,092,000","23,638,000","22,671,000","21,932,000","21,811,000","21,703,000","21,516,000","21,785,000","21,736,000","21,840,000","21,764,000","15,743,000","9,077,000","4,377,000","4,329,000","4,268,000","4,452,000","3,567,000","696,000","216,000","219,000","133,000","168,000","169,000","163,000","166,000","198,000","179,000","226,000","313,000","192,000","251,000","723,000","1,351,000","1,369,000","1,805,000","1,101,000","932,000","877,000","1,000,000","1,352,000","895,000","1,346,000","1,315,000","1,244,000","1,387,000","1,381,000","1,468,000","1,278,000","1,404,000","1,845,000","1,623,000","1,673,000","2,363,000","3,482,000","3,970,000","4,014,000","4,921,000","5,765,000","5,575,000","7,699,000","7,437,000","8,100,000","9,000,000","7,800,000","8,571,000","8,300,000","8,100,000","7,300,000","4,411,000","9,800,000","8,900,000","9,000,000","9,839,000","9,400,000","6,700,000","6,200,000","3,882,000","11,000,000","7,300,000","6,800,000","7,485,000","7,900,000","6,800,000","35,200,000","36,500,000","35,500,000","35,700,000","36,700,000","37,800,000","40,500,000","42,200,000","43,900,000","46,400,000","49,000,000","50,900,000","52,500,000","53,800,000","50,900,000","48,900,000","48,200,000","34,100,000","5,300,000",,,,,,,,,,,,,,
NetInterestIncome,"-94,782,000","-18,356,000","-25,594,000","-25,703,000","-25,129,000","-23,531,000","-24,727,000","-22,189,000","-22,277,000","-21,531,000","-20,342,000","-20,804,000","-20,989,000","-20,935,000","-20,215,000","-20,682,000","-20,433,000","-20,269,000","-22,620,000","-22,691,000","-23,375,000","-23,092,000","-23,638,000","-22,671,000","-21,932,000","-21,811,000","-21,703,000","-21,516,000","-21,785,000","-21,736,000","-21,840,000","-21,764,000","-15,743,000","-9,077,000","-4,377,000","-4,329,000","-4,268,000","-4,452,000","-3,567,000","-696,000","-216,000","-219,000","-133,000","-168,000","-169,000","-163,000","-166,000","-198,000","-179,000","-226,000","-313,000","-192,000","-251,000","-723,000","-1,351,000","-1,369,000","-1,805,000","-1,101,000","-932,000","-877,000","-1,000,000","-1,352,000","-895,000","-1,346,000","-1,315,000","-1,244,000","-1,387,000","-1,381,000","-1,468,000","-1,278,000","-1,404,000","-1,845,000","-1,623,000","-1,673,000","-2,363,000","-3,482,000","-3,970,000","-4,014,000","-4,921,000","-5,765,000","-5,575,000","-7,699,000","-7,437,000","-8,100,000","-9,000,000","-7,800,000","-8,571,000","-8,300,000","-8,100,000","-7,300,000","-4,411,000","-9,800,000","-8,900,000","-9,000,000","-9,839,000","-9,400,000","-6,700,000","-6,200,000","-3,882,000","-11,000,000","-7,300,000","-6,800,000","-7,485,000","-7,900,000","-6,800,000","-35,200,000","-36,500,000","-35,500,000","-35,700,000","-36,700,000","-37,800,000","-40,500,000","-42,200,000","-43,900,000","-46,400,000","-49,000,000","-50,900,000","-52,500,000","-53,800,000","-50,900,000","-48,900,000","-48,200,000","-34,100,000","-5,300,000",,,,,,,,,,,,,,
EBIT,"195,812,000","-447,836,000","87,325,000","155,005,000","401,318,000","579,945,000","-866,001,000","372,061,000","394,121,000","230,135,000","231,328,000","-501,522,000","161,109,000","228,845,000","114,986,000","227,857,000","153,971,000","232,590,000","236,210,000","155,834,000","268,427,000","188,675,000","218,917,000","288,558,000","224,352,000","290,134,000","328,576,000","169,499,000","168,776,000","275,125,000","-165,460,000","172,688,000","160,295,000","620,177,000","58,297,000","37,270,000","18,735,000","93,961,000","58,018,000","61,064,000","88,403,000","74,584,000","199,002,000","80,663,000","65,838,000","50,510,000","-66,140,000","-20,897,000","20,580,000","149,244,000","106,365,000","121,297,000","91,043,000","160,554,000","102,431,000","87,453,000","109,005,000","69,648,000","84,267,000","-167,403,000","53,481,000","95,160,000","80,284,000","-78,148,000","75,769,000","97,022,000","113,638,000","109,224,000","10,159,000","12,860,000","1,015,000","6,944,000","15,066,000","40,924,000","3,750,000","-229,034,000","-11,300,000","758,820,000","-62,100,000","18,703,000","75,258,000","7,492,000","169,341,000","8,100,000","9,000,000","7,800,000","99,587,000","8,300,000","8,100,000","7,300,000","69,641,000","9,800,000","8,900,000","9,000,000","136,921,000","9,400,000","6,700,000","6,200,000","124,958,000","11,000,000","7,300,000","6,800,000","100,479,000","7,900,000","6,800,000","35,200,000","36,500,000","35,500,000","35,700,000","36,700,000","37,800,000","40,500,000","42,200,000","43,900,000","46,400,000","49,000,000","50,900,000","52,500,000","53,800,000","50,900,000","48,900,000","48,200,000","34,100,000","5,300,000",,,,,,,,,,,,,,
ReconciledDepreciation,"124,939,000","33,158,000","34,570,000","28,001,000","29,210,000","27,732,000","31,947,000","30,917,000","31,403,000","33,107,000","28,832,000","36,474,000","34,060,000","35,663,000","45,449,000","40,267,000","39,848,000","34,905,000","38,529,000","38,040,000","44,410,000","42,083,000","46,669,000","48,768,000","49,106,000","34,406,000","49,629,000","58,221,000","73,549,000","65,199,000","106,251,000","140,605,000","172,855,000","45,146,000","7,146,000","6,454,000","6,670,000","6,775,000","8,383,000","7,388,000","7,458,000","10,587,000","481,000","15,530,000","8,605,000","7,742,000","8,275,000","6,165,000","6,149,000","5,085,000","5,446,000","3,329,000","3,473,000","2,269,000","2,151,000","1,727,000","2,314,000","2,329,000","33,146,000","5,050,000","1,836,000","10,796,000","9,223,000","13,750,000","12,196,000","10,632,000","13,907,000","5,966,000","5,090,000","4,923,000","4,375,000","4,105,000","5,436,000","4,629,000","7,182,000","4,037,000","4,544,000","3,979,000","4,192,000","3,452,000","5,541,000","5,809,000","17,210,000","5,200,000","5,200,000","5,200,000","4,100,000","1,900,000","6,200,000","6,200,000","-17,200,000","14,100,000","14,700,000","12,600,000","14,700,000","12,700,000","11,700,000","12,500,000","11,800,000","11,000,000","10,800,000","10,500,000","12,800,000","9,700,000","9,700,000","12,600,000","11,500,000","10,900,000","12,100,000","10,800,000","14,600,000","10,400,000","21,400,000","10,100,000","7,300,000","9,600,000","8,300,000","6,800,000","6,500,000","6,300,000","5,700,000","6,300,000","10,400,000",,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"56,356,000","-361,218,000","31,683,000","90,432,000","295,459,000","440,227,000","-712,052,000","284,900,000","295,116,000","171,575,000","153,303,000","-314,157,000","101,811,000","149,176,000","69,514,000","155,831,000","77,071,000","154,505,000","156,098,000","96,530,000","182,478,000","125,209,000","139,064,000","186,315,000","148,980,000","204,880,000","205,251,000","113,167,000","113,709,000","196,294,000","-92,612,000","125,444,000","109,309,000","560,103,000","37,671,000","19,158,000","15,082,000","71,340,000","37,430,000","36,632,000","66,271,000","58,169,000","130,936,000","49,488,000","46,001,000","44,574,000","-54,168,000","-8,833,000","13,021,000","98,721,000","63,943,000","71,976,000","62,940,000","106,418,000","65,441,000","53,397,000","73,200,000","59,206,000","52,787,000","-104,960,000","36,927,000","60,871,000","54,165,000","-47,004,000","48,723,000","62,064,000","73,788,000","74,870,000","5,996,000","7,724,000","-1,611,000","21,720,000","8,896,000","25,808,000","-1,373,000","-36,808,000","-9,318,000","460,475,000","-43,601,000","8,283,000","85,494,000","482,000","6,605,000","56,700,000","20,900,000","16,000,000","13,381,000","19,800,000","17,200,000","13,000,000","-25,500,000","30,000,000","33,900,000","12,900,000","27,548,000","19,900,000","22,800,000","16,800,000","43,900,000","23,400,000","17,200,000","800,000","13,841,000","21,200,000","16,300,000","19,900,000","22,500,000","20,400,000","21,300,000","33,300,000","13,300,000","17,500,000","20,300,000","12,600,000","-13,600,000","21,000,000","11,800,000","2,600,000","16,600,000","14,400,000","26,600,000","11,000,000","15,300,000","15,300,000","17,400,000","7,000,000","13,400,000","14,000,000","14,000,000","4,600,000","12,900,000","31,500,000","10,900,000","10,900,000","37,400,000","14,500,000","20,000,000","7,600,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalUnusualItems,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxRateForCalcs,"0.2","0.225","0.27","0.217","0.19","0.195","0.209","0.173","0.198","0.179","0.249","0.4","0.267","0.282","0.262","0.233","0.4","0.272","0.267","0.271","0.253","0.243","0.284","0.299","0.263","0.237","0.329","0.234","0.226","0.225","0.35","0.169","0.244","0.083","0.301","0.35","0.35","0.203","0.313","0.393","0.249","0.218","0.342","0.385","0.3","0.115","0.183","0.35","0.362","0.293","0.351","0.374","0.268","0.319","0.327","0.359","0.306","0.136","0.367","0.376","0.296","0.351","0.318","0.4","0.346","0.352","0.343","0.306","0.31","0.333","0.4","0.4","0.338","0.342","0.4","0.4","0.39","0.39","0.349","0.36","0.4","0.4","0.01","0","0","0","0.067","0","0","0","0.4","0","0","0","0.083","0","0","0","0.186","0","0","0","0.056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
