name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
DilutedEPS,,,"4.77","3.99","2.41","1.72","1.03","0.7","-0.35","-0.873","-0.717"
BasicAverageShares,,,"97,403,000","93,330,000","90,913,000","90,351,000","83,986,000","14,044,000","38,447,000","38,447,000","38,447,000"
DilutedAverageShares,,,"97,974,000","95,211,000","92,245,000","91,738,000","85,602,000","18,103,000","38,447,000","38,447,000","38,447,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"555,713,000","555,713,000","467,363,000","379,747,000","222,606,000","157,331,000","88,497,000","65,413,000","-13,543,000","-33,555,000","-27,574,000"
NormalizedIncome,"555,713,000","555,713,000","467,363,000","379,747,000","222,606,000","157,331,000","88,497,000","65,413,000","-13,543,000","-33,555,000","-27,574,000"
EBIT,"669,212,000","669,212,000","556,878,000","403,746,000",,,,,,,
ReconciledDepreciation,"3,769,000","3,769,000","3,404,000","3,923,000","4,064,000","3,219,000","2,464,000","2,252,000","15,156,000","13,591,000","6,636,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"555,713,000","555,713,000","467,363,000","379,747,000","222,606,000","157,331,000","88,497,000","65,413,000","-13,543,000","-33,555,000","-27,574,000"
TaxRateForCalcs,"0.157","0.157","0.16","0.047","0.286","0.311","0.349","0.127","0.024","0.026","0.002"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0"
InterestExpense,"10,151,000","10,151,000","10,179,000","5,178,000",,,,,,,
