name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
BasicEPS,,,"1.5","1.28","1.32","1.16","0.1","0.27","0.348"
DilutedEPS,,,"1.5","1.28","1.32","1.16","0.1","0.27","0.348"
BasicAverageShares,,,"220,300,000","180,400,000","169,400,000","140,900,000","135,000,000","134,950,136","134,950,136"
DilutedAverageShares,,,"220,300,000","180,400,000","169,400,000","140,900,000","135,000,000","134,950,136","134,950,136"
TotalOperatingIncomeAsReported,"215,000,000","215,000,000","212,200,000","200,100,000","160,500,000","197,800,000","101,300,000",,"47,100,000"
TotalExpenses,"288,000,000","288,000,000","312,500,000","269,900,000","130,700,000","128,700,000","80,900,000","75,900,000","66,500,000"
NetInterestIncome,"-92,000,000","-92,000,000","-62,500,000","-32,200,000","-12,300,000","-4,300,000","-200,000",,"0"
NetIncomeFromContinuingAndDiscontinuedOperation,"528,000,000","528,000,000","464,100,000","295,300,000","244,900,000","167,100,000","13,400,000","36,500,000","47,000,000"
NormalizedIncome,"514,000,000","514,000,000","397,355,343.828","258,009,517.734","228,900,000","161,580,000","12,801,104.972","22,980,000","48,197,452.229"
EBIT,"215,000,000","215,000,000","212,200,000","200,200,000","160,600,000","197,800,000","101,500,000","15,700,000","48,300,000"
EBITDA,"264,000,000"
ReconciledCostOfRevenue,"209,000,000","209,000,000","240,500,000","194,700,000","91,300,000","86,400,000","58,600,000","59,100,000","51,800,000"
ReconciledDepreciation,"49,000,000","49,000,000","45,900,000","45,000,000","23,700,000","21,600,000","11,600,000","6,900,000","5,800,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"528,000,000","528,000,000","464,100,000","295,300,000","244,900,000","167,100,000","13,400,000","36,500,000","47,000,000"
TotalUnusualItemsExcludingGoodwill,"14,000,000","14,000,000","66,800,000","37,300,000","16,000,000","9,200,000","600,000","20,800,000","-1,200,000"
TotalUnusualItems,"14,000,000","14,000,000","66,800,000","37,300,000","16,000,000","9,200,000","600,000","20,800,000","-1,200,000"
NormalizedEBITDA,"250,000,000","250,000,000","191,300,000","207,900,000","168,300,000","210,200,000","112,500,000","1,800,000","55,300,000"
TaxRateForCalcs,"0","0","0.001","0","0","0.4","0.002","0.35","0.002"
TaxEffectOfUnusualItems,"0","0","55,343.828","9,517.734","0","3,680,000","1,104.972","7,280,000","-2,547.771"
