name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
InterestExpense,"301,652,000","316,170,000","322,731,000","282,347,000","184,014,000","140,644,000","137,370,000"
NetInterestIncome,"-301,652,000","-316,170,000","-322,731,000","-282,347,000","-184,014,000","-140,644,000","-137,370,000"
EBIT,"664,403,000","697,000,000","750,044,000","542,599,000","178,181,000","272,361,000","314,906,000"
EBITDA,"1,235,346,000"
ReconciledCostOfRevenue,"117,485,000","106,633,000","42,169,000","4,073,000","44,572,000","54,440,000","58,014,000"
ReconciledDepreciation,"570,943,000","578,057,000","615,413,000","592,773,000","448,076,000","300,470,000","258,489,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"337,504,000","352,687,000","349,555,000","344,598,000","-13,517,000","111,089,000","149,467,000"
TotalUnusualItemsExcludingGoodwill,"19,425,000","23,628,000","51,794,000","26,828,000","-86,437,000","-29,078,000","-19,512,000"
TotalUnusualItems,"19,425,000","23,628,000","51,794,000","26,828,000","-86,437,000","-29,078,000","-19,512,000"
NormalizedEBITDA,"1,215,921,000","1,251,429,000","1,313,663,000","1,108,544,000","712,694,000","601,909,000","592,907,000"
TaxRateForCalcs,"0.07","0.072","0.165","0.358","0.008","0.031","0.035"
TaxEffectOfUnusualItems,"1,351,954.853","1,708,304.4","8,561,548.2","9,615,155.2","-708,783.4","-892,694.6","-684,871.2"
