name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003
				TotalTaxPayable,"17,000,000","40,000,000","25,700,000","42,000,000","52,600,000","59,700,000","43,826,000","15,854,000","31,415,000","15,383,000","40,298,000","37,302,000",,,,,
					IncomeTaxPayable,"17,000,000","40,000,000","25,700,000","42,000,000","52,600,000","59,700,000","43,826,000","15,854,000","31,415,000","15,383,000","40,298,000","37,302,000",,,,,
			CurrentAccruedExpenses,"324,300,000","303,900,000","250,700,000","236,900,000","228,700,000","252,100,000","267,501,000","181,523,000","152,744,000","141,867,000","172,986,000","165,424,000","168,150,000","149,575,000","126,167,000","114,243,000","78,796,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"121,600,000","137,900,000","117,300,000","125,800,000","128,800,000","69,600,000","111,905,000","95,220,000","76,435,000","69,376,000",,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"61,500,000","678,900,000","102,400,000","9,500,000","229,500,000","100,000,000","81,250,000","56,302,000","1,542,000","3,120,000","157,091,000","145,486,000","4,661,000","5,599,000","9,816,000","120,291,000","72,377,000"
			CurrentDebt,"24,100,000","678,900,000","102,400,000","9,500,000","229,500,000","100,000,000","81,250,000","56,302,000","1,542,000","3,120,000","157,091,000","145,486,000","4,661,000","5,599,000","9,816,000","120,291,000","72,377,000"
				OtherCurrentBorrowings,"24,100,000",,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"37,400,000",,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"64,300,000","65,600,000","65,200,000","50,100,000","63,800,000","70,000,000","68,079,000","49,432,000","31,702,000","35,145,000","22,261,000","12,603,000",,,,,
			CurrentDeferredRevenue,"64,300,000","65,600,000","65,200,000","50,100,000","63,800,000","70,000,000","68,079,000","49,432,000","31,702,000","35,145,000",,,,,,,
		OtherCurrentLiabilities,"294,100,000","281,400,000","277,700,000","261,200,000","249,900,000","251,000,000","266,952,000","243,351,000","197,756,000","162,141,000",,"142,972,000","167,430,000","128,328,000","110,318,000","112,478,000","102,523,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,104,200,000","1,924,400,000","2,323,000,000","1,577,600,000","1,507,000,000","1,834,500,000","1,000,077,000","566,298,000","337,332,000","274,192,000","356,773,000","477,688,000","509,381,000","339,551,000","383,456,000","512,890,000","389,954,000"
		LongTermDebtAndCapitalLeaseObligation,"1,948,800,000","1,774,900,000","2,165,700,000","1,438,400,000","1,392,500,000","1,711,700,000","850,019,000","431,305,000","202,079,000","175,046,000","237,931,000","336,514,000","360,491,000","179,839,000","253,276,000","365,926,000","252,917,000"
			LongTermDebt,"1,778,900,000","1,774,900,000","2,165,700,000","1,438,400,000","1,392,500,000","1,711,700,000","850,019,000","431,305,000","202,079,000","175,046,000","237,931,000","336,514,000","360,491,000","179,839,000","253,276,000","365,926,000","252,917,000"
			LongTermCapitalLeaseObligation,"169,900,000",,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,"65,300,000","44,000,000","58,200,000","103,252,000","92,436,000","96,050,000","75,739,000","94,242,000","117,654,000","107,584,000","126,152,000","112,714,000","130,346,000","111,910,000"
			NonCurrentDeferredTaxesLiabilities,,,,"15,300,000","400,000","15,300,000","66,026,000","62,982,000","72,348,000","55,572,000","77,613,000","103,675,000","107,584,000","126,152,000","112,714,000","130,346,000","111,910,000"
		OtherNonCurrentLiabilities,"155,400,000","149,500,000","157,300,000","73,900,000","70,500,000","64,600,000","46,806,000","42,557,000","39,203,000","23,407,000","24,600,000","23,520,000","41,306,000","33,560,000","17,466,000","16,618,000","25,127,000"
TotalEquityGrossMinorityInterest,"-390,000,000","-723,400,000","-334,700,000","196,300,000","-53,500,000","-334,400,000","551,446,000","420,755,000","560,188,000","487,212,000","359,311,000","241,731,000","182,244,000","353,890,000","168,888,000","64,342,000","237,788,000"
	StockholdersEquity,"-390,000,000","-723,400,000","-334,700,000","196,300,000","-53,500,000","-334,400,000","551,446,000","420,755,000","560,188,000","487,212,000","359,311,000","241,731,000","182,244,000","353,890,000","168,888,000","64,342,000","237,788,000"
		CapitalStock,"100,000","100,000","100,000","100,000","100,000","100,000","101,000","107,000","116,000","118,000","120,000","123,000","129,000","143,000","140,000","137,000","102,000"
			PreferredStock,,,,,,,,,,,,,,,,,"102,000"
			CommonStock,"100,000","100,000","100,000","100,000","100,000","100,000","101,000","107,000","116,000","118,000","120,000","123,000","129,000","143,000","140,000","137,000","0"
		AdditionalPaidInCapital,"366,600,000","341,500,000","407,300,000","467,600,000","438,200,000","409,100,000","323,860,000","303,975,000","291,950,000","257,375,000","222,882,000","197,715,000","160,872,000","132,755,000","89,524,000","74,593,000","183,407,000"
		RetainedEarnings,"-215,300,000","-526,300,000","-248,100,000","-66,300,000","-326,300,000","-665,400,000","247,279,000","148,368,000","305,931,000","257,004,000","159,705,000","72,507,000","25,190,000","221,774,000","78,829,000","-14,311,000","50,852,000"
		TreasuryStock,"328,900,000","328,900,000","328,600,000",,,,,,,,,,,,"210,000",,
		GainsLossesNotAffectingRetainedEarnings,"-212,500,000","-209,800,000","-165,400,000","-205,100,000","-165,500,000","-78,200,000","-19,794,000","-31,695,000","-37,809,000","-27,285,000","-23,396,000","-28,614,000","-3,947,000","-782,000","605,000","3,923,000","3,427,000"
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,"-2,913,000",,,,
			OtherEquityAdjustments,,,,,,,,,,,,,"-1,034,000",,,,
TotalCapitalization,"1,388,900,000","1,051,500,000","1,831,000,000","1,634,700,000","1,339,000,000","1,377,300,000","1,401,465,000","852,060,000","762,267,000","662,258,000","597,242,000","578,245,000","542,735,000","533,729,000","422,164,000","430,268,000","490,705,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,"102,000"
CommonStockEquity,"-390,000,000","-723,400,000","-334,700,000","196,300,000","-53,500,000","-334,400,000","551,446,000","420,755,000","560,188,000","487,212,000","359,311,000","241,731,000","182,244,000","353,890,000","168,888,000","64,342,000","237,686,000"
CapitalLeaseObligations,"207,300,000",,,,,,,,,,,,,,,,
NetTangibleAssets,"-791,600,000","-1,126,400,000","-741,700,000","-203,700,000","-455,500,000","-747,000,000","135,155,000","4,079,000","142,934,000","73,419,000","-55,014,000","-179,006,000","-239,293,000","-71,139,000","-280,226,000","-432,187,000","-252,948,000"
WorkingCapital,"523,800,000","216,200,000","953,500,000","671,000,000","541,900,000","518,600,000","720,942,000","246,957,000","220,130,000","124,770,000","83,536,000","82,869,000","111,478,000","132,215,000","14,094,000","-1,556,000","1,521,000"
InvestedCapital,"1,413,000,000","1,730,400,000","1,933,400,000","1,644,200,000","1,568,500,000","1,477,300,000","1,482,715,000","908,362,000","763,809,000","665,378,000","754,333,000","723,731,000","547,396,000","539,328,000","431,980,000","550,559,000","562,980,000"
TangibleBookValue,"-791,600,000","-1,126,400,000","-741,700,000","-203,700,000","-455,500,000","-747,000,000","135,155,000","4,079,000","142,934,000","73,419,000","-55,014,000","-179,006,000","-239,293,000","-71,139,000","-280,226,000","-432,187,000","-253,050,000"
TotalDebt,"2,010,300,000","2,453,800,000","2,268,100,000","1,447,900,000","1,622,000,000","1,811,700,000","931,269,000","487,607,000","203,621,000","178,166,000","395,022,000","482,000,000","365,152,000","185,438,000","263,092,000","486,217,000","325,294,000"
NetDebt,"963,600,000","1,254,900,000","989,300,000","603,900,000","732,200,000","1,166,300,000",,"154,073,000",,,"244,221,000","331,153,000","177,745,000","31,115,000","174,844,000","284,640,000","174,615,000"
ShareIssued,"147,400,000","152,800,000","174,600,000","186,200,000","185,400,000","184,400,000","202,200,000","213,800,000","231,600,000","235,600,000","240,800,000","245,600,000","257,600,000","286,400,000","279,600,000","274,523,336","263,777,164"
OrdinarySharesNumber,"137,400,000","142,800,000","164,600,000","186,200,000","185,400,000","184,400,000","202,200,000","213,800,000","231,600,000","235,600,000","240,800,000","245,600,000","257,600,000","286,400,000","279,600,000","274,523,336","263,777,164"
TreasurySharesNumber,"10,000,000","10,000,000","10,000,000",,,,,,,,,,,,,,
