name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
	NetNonOperatingInterestIncomeExpense,"-47,962,000","-47,801,000","-40,978,000","-35,987,000","-32,214,000","-29,108,000","-19,247,000","-15,301,000","-9,066,000","-12,082,000","-14,899,000","-19,819,000","-27,215,000","-42,607,000"
		InterestExpenseNonOperating,"47,962,000","47,801,000","40,978,000","35,987,000","32,214,000","29,108,000","19,247,000","15,301,000","9,066,000","12,082,000","14,899,000","19,819,000","27,215,000","42,607,000"
	IncomefromAssociatesandOtherParticipatingInterests,,"2,836,000",,,,,,,,,,,,
	OtherOperatingExpenses,"1,057,355,000","993,910,000","969,983,000","950,675,000","920,199,000","885,238,000","890,875,000","942,520,000","887,623,000","799,413,000","841,498,000","937,723,000","1,088,993,000","1,337,262,000"
PretaxIncome,"835,672,000","905,018,000","609,538,000","445,331,000","477,581,000","432,765,000","350,560,000","310,708,000","467,406,000","130,293,000","212,106,000","204,345,000","-115,915,000","-208,833,000"
TaxProvision,"171,782,000","195,170,000","133,640,000","23,468,000","134,105,000","143,895,000","116,345,000","123,644,000","165,678,000","51,714,000","83,150,000","70,068,000","-43,433,000","-86,387,000"
NetIncomeCommonStockholders,"661,039,000","707,410,000","474,496,000","423,049,000","342,993,000","287,765,000","233,020,000","186,043,000","300,359,000","78,276,000","127,829,000","122,389,000","-84,005,000","-142,983,000"
	NetIncome,"661,039,000","707,410,000","474,496,000","423,049,000","342,993,000","288,086,000","233,534,000","186,367,000","301,041,000","78,276,000","127,829,000","122,389,000","-84,005,000","-142,983,000"
		NetIncomeIncludingNoncontrollingInterests,"663,890,000","709,848,000","475,898,000","421,863,000","343,476,000","288,870,000","234,215,000","187,064,000","301,728,000","78,579,000","128,956,000","134,277,000","-72,482,000","-122,446,000"
			NetIncomeContinuousOperations,"663,890,000","709,848,000","475,898,000","421,863,000","343,476,000","288,870,000","234,215,000","187,064,000","301,728,000","78,579,000","128,956,000","134,277,000","-72,482,000","-122,446,000"
		MinorityInterests,"-2,851,000","-2,438,000","-1,402,000","1,186,000","-483,000","-784,000","-681,000","-697,000","-687,000","-303,000","-1,127,000","-11,888,000","-11,523,000","-20,537,000"
	OtherunderPreferredStockDividend,,,,,,"321,000","514,000","324,000","682,000",,,,,
DilutedNIAvailtoComStockholders,"661,039,000","707,410,000","474,496,000","423,049,000","342,993,000","287,765,000","233,020,000","186,043,000","300,359,000","78,276,000","127,829,000","122,389,000","-84,005,000","-142,983,000"
BasicEPS,,"6.26","4.21","3.79","3.1","2.65","2.18","1.74","2.83","0.74","1.23","1.177","-0.808","-1.375"
DilutedEPS,,"6.22","4.19","3.76","3.09","2.62","2.15","1.71","2.77","0.73","1.2","1.177","-0.808","-1.375"
BasicAverageShares,,"113,080,000","112,613,000","111,668,000","110,548,000","108,427,000","106,884,000","106,991,000","106,307,000","105,197,000","104,134,000","104,006,000","104,006,000","104,006,000"
DilutedAverageShares,,"113,655,000","113,279,000","112,435,000","111,156,000","109,826,000","108,688,000","109,102,000","108,542,000","106,914,000","106,177,000","104,006,000","104,006,000","104,006,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"661,039,000","707,410,000","474,496,000","423,049,000","342,993,000","288,086,000","233,534,000","186,367,000","301,041,000","78,276,000","127,829,000","122,389,000","-84,005,000","-142,983,000"
NormalizedIncome,"661,039,000","707,410,000","474,496,000","423,049,000","342,993,000","288,086,000","233,534,000","186,367,000","301,041,000","78,276,000","127,829,000","122,389,000","-84,005,000","-142,983,000"
EBIT,"883,634,000","952,819,000","650,516,000","481,318,000","509,795,000","461,873,000","369,807,000","326,009,000","476,472,000","142,375,000","227,005,000","224,164,000","-88,700,000","-166,226,000"
ReconciledDepreciation,"127,536,000","129,021,000","125,927,000","128,053,000","99,047,000","85,596,000","85,597,000","74,916,000","74,950,000","76,889,000","78,911,000","82,475,000","95,242,000","94,816,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"661,039,000","707,410,000","474,496,000","423,049,000","342,993,000","288,086,000","233,534,000","186,367,000","301,041,000","78,276,000","127,829,000","122,389,000","-84,005,000","-142,983,000"
TaxRateForCalcs,"0.206","0.216","0.219","0.053","0.281","0.333","0.332","0.398","0.354","0.397","0.392","0.343","0.375","0.35"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
InterestExpense,"47,962,000","47,801,000","40,978,000","35,987,000","32,214,000","29,108,000","19,247,000","15,301,000","9,066,000","12,082,000","14,899,000","19,819,000","27,215,000","42,607,000"
