name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
BasicEPS,,"4.39","4.02","3","0.83","2.12","3.066","2.828","2.828"
DilutedEPS,,"4.35","3.97","2.97","0.83","2.12","3.066","2.828","2.828"
BasicAverageShares,,"41,800,000","42,000,000","42,100,000","42,100,000","42,072,000","42,072,000","42,072,000","42,072,000"
DilutedAverageShares,,"42,200,000","42,600,000","42,500,000","42,300,000","42,072,000","42,072,000","42,072,000","42,072,000"
TotalExpenses,"988,100,000","993,700,000","870,700,000","769,600,000","747,900,000","801,000,000","830,000,000","788,000,000","737,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"206,300,000","183,700,000","169,100,000","126,500,000","35,200,000","80,000,000","129,000,000","119,000,000","119,000,000"
NormalizedIncome,"214,776,996.928","206,429,200","179,186,000","135,225,500","67,840,000","91,160,000","126,400,000","119,000,000","119,000,000"
InterestIncome,"7,700,000","7,700,000","3,400,000","2,300,000","1,400,000",,,,
InterestExpense,"55,200,000","54,600,000","33,200,000","18,100,000","19,300,000","21,000,000","16,000,000","13,000,000","12,000,000"
NetInterestIncome,"-47,500,000","-46,900,000","-29,800,000","-15,800,000","-17,900,000","-21,000,000","-16,000,000","-13,000,000","-12,000,000"
EBIT,"315,600,000","282,500,000","255,000,000","192,900,000","106,300,000","159,000,000","219,000,000","197,000,000","201,000,000"
EBITDA,"406,400,000"
ReconciledCostOfRevenue,"804,800,000","810,900,000","716,800,000","643,400,000","633,900,000","687,000,000","718,000,000","685,000,000","642,000,000"
ReconciledDepreciation,"90,800,000","85,000,000","57,000,000","40,400,000","38,800,000","35,000,000","33,000,000","33,000,000","32,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"206,300,000","183,700,000","169,100,000","126,500,000","35,200,000","80,000,000","129,000,000","119,000,000","119,000,000"
TotalUnusualItemsExcludingGoodwill,"-10,700,000","-28,200,000","-12,300,000","-10,500,000","-54,400,000","-18,000,000","4,000,000","0","0"
TotalUnusualItems,"-10,700,000","-28,200,000","-12,300,000","-10,500,000","-54,400,000","-18,000,000","4,000,000","0","0"
NormalizedEBITDA,"417,100,000","395,700,000","324,300,000","243,800,000","199,500,000","212,000,000","248,000,000","230,000,000","233,000,000"
TaxRateForCalcs,"0.208","0.194","0.18","0.169","0.4","0.38","0.35","0.36","0.35"
TaxEffectOfUnusualItems,"-2,223,003.072","-5,470,800","-2,214,000","-1,774,500","-21,760,000","-6,840,000","1,400,000","0","0"
