name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
			CurrentDebt,,,,,"299,000,000",,,,,,"78,128,000"
				CurrentNotesPayable,,,,,,,,,,"0","78,128,000"
				LineOfCredit,,,,"0","299,000,000",,,,,,
			CurrentCapitalLeaseObligation,,,,,,,"662,000","9,537,000",,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"5,840,396,000","4,120,363,000","1,187,625,000","995,294,000","676,895,000","643,572,000","139,747,000","206,065,000","255,381,000","240,581,000","150,735,000"
		LongTermDebtAndCapitalLeaseObligation,"5,761,999,000","4,081,639,000","1,167,352,000","985,732,000","669,061,000","636,461,000","133,733,000","203,305,000","135,235,000","135,235,000","57,107,000"
			LongTermDebt,"5,761,999,000","4,081,639,000","1,167,352,000","985,732,000","493,401,000","492,633,000",,,"135,235,000","135,235,000","57,107,000"
			LongTermCapitalLeaseObligation,,,,,"175,660,000","143,828,000","133,733,000","203,305,000",,,
		NonCurrentDeferredLiabilities,,,,"0","0","0","0","0","112,218,000","97,373,000","86,415,000"
			NonCurrentDeferredTaxesLiabilities,,,,"0","0","0","0","0","112,218,000","97,373,000","86,415,000"
		OtherNonCurrentLiabilities,"78,397,000","38,724,000","20,273,000","9,562,000","7,834,000","7,111,000","6,014,000","2,760,000","7,928,000","7,973,000","7,213,000"
TotalEquityGrossMinorityInterest,"5,658,762,000","4,813,299,000","2,148,958,000","1,993,554,000","1,567,712,000","691,039,000","644,188,000","471,213,000","173,633,000","125,523,000","102,656,000"
	TotalPartnershipCapital,"5,201,593,000","4,813,299,000","2,148,958,000","1,993,554,000","1,567,712,000","691,039,000","644,188,000","471,213,000","173,633,000","125,523,000","102,656,000"
		LimitedPartnershipCapital,"5,201,593,000","4,783,673,000","2,147,706,000","2,008,510,000","1,598,675,000","718,536,000","642,435,000","459,076,000",,,
		GeneralPartnershipCapital,"0","29,626,000","1,252,000","-14,956,000","-30,963,000","-27,497,000","1,753,000","12,137,000",,,
	StockholdersEquity,"0","0","0","0","0","0","0","0","0","0","0"
	MinorityInterest,"457,169,000","0","173,472,000",,,,,,,,
TotalCapitalization,"10,963,592,000","8,894,938,000","3,316,310,000","2,979,286,000","2,061,113,000","1,183,672,000","644,188,000","471,213,000","308,868,000","260,758,000","159,763,000"
CommonStockEquity,"5,201,593,000","4,813,299,000","2,148,958,000","1,993,554,000","1,567,712,000","691,039,000","644,188,000","471,213,000","173,633,000","125,523,000","102,656,000"
CapitalLeaseObligations,,,,,"175,660,000","143,828,000","134,395,000","212,842,000",,,
NetTangibleAssets,"-1,284,137,000","-1,699,926,000","0","0","0","0","0","0","0","0","0"
WorkingCapital,"-20,988,000","-235,645,000","-64,917,000","85,067,000","58,322,000","93,593,000","-82,503,000","10,305,000","-60,968,000","11,885,000","-86,427,000"
InvestedCapital,"10,963,592,000","8,894,938,000","3,316,310,000","2,979,286,000","2,360,113,000","1,183,672,000","644,188,000","471,213,000","308,868,000","260,758,000","237,891,000"
TangibleBookValue,"3,917,456,000","3,113,373,000","2,148,958,000","1,993,554,000","1,567,712,000","691,039,000","644,188,000","471,213,000","173,633,000","125,523,000","102,656,000"
TotalDebt,"5,761,999,000","4,081,639,000","1,167,352,000","985,732,000","968,061,000","636,461,000","134,395,000","212,842,000","135,235,000","135,235,000","135,235,000"
NetDebt,"5,746,239,000","4,064,124,000","1,164,795,000","925,364,000","441,587,000","366,458,000",,,"135,235,000","120,894,000","115,957,000"
ShareIssued,"207,457,630","120,457,638","80,581,758","80,581,758","77,520,181","60,687,170","47,808,620","34,679,436","34,679,436","34,679,436","34,679,436"
OrdinarySharesNumber,"207,457,630","120,457,638","80,581,758","80,581,758","77,520,181","60,687,170","47,808,620","34,679,436","34,679,436","34,679,436","34,679,436"
