name,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2004,01/31/2003
		LongTermDebtAndCapitalLeaseObligation,"1,698,718,000",,,,,,,,,,,"88,047,000","74,770,000","50,737,000","45,381,000",,
			LongTermDebt,,,,,,,,,,,,"88,047,000","74,770,000","50,737,000","45,381,000",,
			LongTermCapitalLeaseObligation,"1,698,718,000",,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"89,367,000","518,844,000","467,319,000","452,689,000","381,316,000","368,625,000","328,348,000","264,364,000","207,658,000","164,598,000","134,670,000","118,904,000",,,,,
			NonCurrentDeferredTaxesLiabilities,"89,367,000","83,864,000","59,403,000","86,498,000","59,527,000","74,498,000","66,718,000","56,361,000","44,195,000","30,026,000","20,952,000","17,616,000",,,,,
			NonCurrentDeferredRevenue,,,,,,,,,,"134,572,000","113,718,000","101,288,000",,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,"4,792,000","4,792,000",,
		OtherNonCurrentLiabilities,"36,432,000","28,374,000","24,985,000","19,628,000","10,489,000","7,442,000","4,474,000","2,876,000",,,,,"71,235,000","50,367,000","40,449,000",,
TotalEquityGrossMinorityInterest,"1,902,094,000","1,820,218,000","1,774,217,000","1,550,218,000","1,442,886,000","1,247,509,000","1,003,094,000","786,942,000","584,704,000","402,533,000","292,608,000","244,968,000","211,503,000","148,760,000","123,015,000","92,778,000","87,359,000"
	StockholdersEquity,"1,902,094,000","1,820,218,000","1,774,217,000","1,550,218,000","1,442,886,000","1,247,509,000","1,003,094,000","786,942,000","584,704,000","402,533,000","292,608,000","244,968,000","211,503,000","148,760,000","123,015,000","92,778,000","87,359,000"
		CapitalStock,"573,000","592,000","614,000","627,000","641,000","647,000","647,000","645,000","627,000","606,000","586,000","582,000","574,000","223,164,000","208,534,000",,
			PreferredStock,,,,,,,,,,,,,,"223,047,000","208,463,000",,
			CommonStock,"573,000","592,000","614,000","627,000","641,000","647,000","647,000","645,000","627,000","606,000","586,000","582,000","574,000","117,000","71,000",,
		AdditionalPaidInCapital,"807,492,000","738,671,000","698,917,000","658,330,000","621,715,000","576,982,000","548,194,000","496,930,000","404,698,000","339,576,000","300,701,000","293,052,000","284,951,000","15,501,000","6,533,000",,
		RetainedEarnings,"1,128,477,000","1,105,863,000","1,093,453,000","905,785,000","832,215,000","679,593,000","462,378,000","296,861,000","186,794,000","66,530,000","-4,500,000","-43,856,000","-69,124,000","-83,240,000","-91,199,000",,
		TreasuryStock,"34,448,000","24,908,000","18,767,000","14,524,000","11,685,000","9,713,000","8,125,000","7,494,000","7,415,000","4,179,000","4,179,000","4,179,000","4,179,000","2,217,000",,,
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,,,,"0","-631,000","-719,000","-4,448,000","-853,000",,
TotalCapitalization,"1,902,094,000","1,820,218,000","1,774,217,000","1,550,218,000","1,442,886,000","1,247,509,000","1,003,094,000","786,942,000","584,704,000","402,533,000","292,608,000","333,015,000","286,273,000","199,497,000","168,396,000","92,778,000","87,359,000"
PreferredStockEquity,,,,,,,,,,,,,,"223,047,000","208,463,000",,
CommonStockEquity,"1,902,094,000","1,820,218,000","1,774,217,000","1,550,218,000","1,442,886,000","1,247,509,000","1,003,094,000","786,942,000","584,704,000","402,533,000","292,608,000","244,968,000","211,503,000","-74,287,000","-85,448,000","92,778,000","87,359,000"
CapitalLeaseObligations,"1,938,347,000",,,,,,,,,,,,,,,,
NetTangibleAssets,"1,887,833,000","1,805,031,000","1,774,217,000","1,550,218,000","1,442,886,000","1,247,509,000","1,003,094,000","786,942,000","584,704,000","402,533,000","292,608,000","244,968,000","211,503,000","148,760,000","123,015,000","92,778,000","87,359,000"
WorkingCapital,"918,056,000","1,091,125,000","1,051,577,000","1,006,894,000","978,946,000","900,761,000","735,886,000","568,257,000","415,377,000","241,032,000","136,417,000","159,695,000","117,039,000","88,105,000","76,473,000",,
InvestedCapital,"1,902,094,000","1,820,218,000","1,774,217,000","1,550,218,000","1,442,886,000","1,247,509,000","1,003,094,000","786,942,000","584,704,000","402,533,000","292,608,000","351,015,000","286,273,000","-23,550,000","-40,067,000","92,778,000","87,359,000"
TangibleBookValue,"1,887,833,000","1,805,031,000","1,774,217,000","1,550,218,000","1,442,886,000","1,247,509,000","1,003,094,000","786,942,000","584,704,000","402,533,000","292,608,000","244,968,000","211,503,000","-74,287,000","-85,448,000","92,778,000","87,359,000"
TotalDebt,"1,938,347,000",,,,,,,,,,,"106,047,000","74,770,000","50,737,000","45,381,000",,
NetDebt,,,,,,,,,,,,"102,409,000","70,981,000","47,092,000","42,542,000",,
ShareIssued,"57,285,000","59,232,000","61,441,000","62,733,000","64,131,000","64,762,000","64,793,000","64,565,000","62,764,000","60,707,000","58,674,000","58,176,142","56,906,000","56,673,125","56,673,125","56,673,125","56,673,125"
OrdinarySharesNumber,"56,609,000","58,584,000","60,822,000","62,129,000","63,540,000","64,184,000","64,231,000","64,009,000","62,209,000","60,202,000","58,169,000","57,671,142","56,906,000","56,673,125","56,673,125","56,673,125","56,673,125"
TreasurySharesNumber,"676,000","648,000","619,000","604,000","591,000","578,000","562,000","556,000","555,000","505,000","505,000","505,000",,,,,
