name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
NetIncomeFromContinuingAndDiscontinuedOperation,"322,054,000","697,241,000","369,429,000","376,607,000","345,772,000","87,863,000","221,911,000","160,165,000","2,809,000","75,643,000","126,068,000","77,345,000","126,320,000","36,562,000"
NormalizedIncome,"679,775,200","827,566,300","594,184,740","392,549,960","359,538,940","362,108,600","221,911,000","160,165,000","4,101,000","75,677,310.681","128,038,984.314","77,303,005.752","126,169,915.033","36,571,787.276"
EBIT,"631,417,000","1,124,458,000","637,501,000","722,683,000","721,980,000","50,708,000","466,175,000","336,764,000","164,678,000","237,709,000","166,439,000","97,572,000","178,339,000","63,699,000"
EBITDA,"1,133,045,000"
ReconciledCostOfRevenue,"935,082,000","927,502,000","769,457,000","1,199,567,000","767,127,000","772,598,000","621,112,000","510,201,000","453,340,000","327,371,000","157,049,000","51,136,000","332,882,000","112,282,000"
ReconciledDepreciation,"501,628,000","483,255,000","337,536,000","290,874,000","272,933,000","244,163,000","183,156,000","145,916,000","117,261,000","111,904,000","72,793,000","40,065,000","71,040,000","30,785,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"322,054,000","697,241,000","369,429,000","376,607,000","345,772,000","87,863,000","221,911,000","160,165,000","2,809,000","75,643,000","126,068,000","77,345,000","126,320,000","36,562,000"
TotalUnusualItemsExcludingGoodwill,"-596,202,000","-132,985,000","-227,026,000","-16,104,000","-13,906,000","-457,076,000",,,"-1,700,000","-44,000","-2,123,000","42,000","199,000","-15,000"
TotalUnusualItems,"-596,202,000","-132,985,000","-227,026,000","-16,104,000","-13,906,000","-457,076,000",,,"-1,700,000","-44,000","-2,123,000","42,000","199,000","-15,000"
NormalizedEBITDA,"1,729,247,000","1,740,698,000","1,202,063,000","1,029,661,000","1,008,819,000","751,947,000","649,331,000","482,680,000","283,639,000","349,657,000","241,355,000","137,595,000","249,180,000","94,499,000"
TaxRateForCalcs,"0.4","0.02","0.01","0.01","0.01","0.4","0.01","0.01","0.24","0.22","0.072","0","0.246","0.348"
TaxEffectOfUnusualItems,"-238,480,800","-2,659,700","-2,270,260","-161,040","-139,060","-182,830,400","0","0","-408,000","-9,689.319","-152,015.686","5.752","48,915.033","-5,212.724"
