name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
			AccruedInterestReceivable,,,,,,,,,,,,,"81,999,660",,,,"71,558,995",,,,"39,436,993",,,,"55,861,029",,,,"36,543,547",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"2,779,000,000",,"2,398,000,000",,"1,642,000,000",,,,"373,776,048",,,,"787,603,986",,"757,996,350",,"961,791,458",,,"12,730,274","10,568,937",,,,"21,774,669",,,,"5,328,170",,,"4,994,560",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"2,977,000,000",,,,"1,551,000,000",,,,"659,598,003",,,,"207,182,863",,,,"221,221,736",,,,"65,310,413",,,,"28,303,638",,,,"279,147,338",,,,,,,"3,216,628",,,"2,287,965",,,,"3,012,023",,,,"12,092,040.483",,,,"17,605,164.31",,,,"602,291.174","610,969.521","707,425.865","136,796.429","59,254.998",,,"747,111.316","611,747.007"
		PrepaidAssets,"8,801,000,000","17,979,000,000","9,988,000,000","11,660,000,000","7,278,000,000","14,394,000,000","10,351,000,000","8,642,000,000","5,000,284,603","9,975,341,849","7,096,517,421","5,774,923,880","5,621,083,507","8,881,650,473","6,751,382,429","6,461,434,493","6,243,904,867","5,020,969,006","3,223,484,751","2,303,000,378","2,306,144,597","3,022,529,945","1,811,252,378","1,459,578,058","1,098,824,212","1,820,705,017","957,350,902","745,785,290","655,879,881","931,971,381","558,883,123","561,193,151","744,337,793","382,437,042","356,304,464","352,614,489","401,343,732","137,063,662","132,030,199","169,721,056","93,357,800","75,415,222","92,138,483","67,699,680.21","67,791,547.385","66,841,858.444","46,319,349.976","106,853,800.896","61,110,926.235","54,877,740.103","39,917,843.118","66,944,480.219","44,842,233.583","38,487,773.246","26,245,366.094","41,487,300.958","20,662,610.082","15,716,506.517","18,503,784.456","14,985,910.111","7,288,348.161","6,984,001.976","7,132,197.417"
		RestrictedCash,"1,824,000,000","3,905,000,000","3,901,000,000","5,170,000,000","4,244,000,000","3,990,000,000","2,462,000,000","1,119,000,000","1,748,796,431","2,024,575,239","1,967,095,499","2,207,070,084","1,744,490,307","1,981,091,232","2,417,447,550","2,417,966,589","2,286,882,592","1,076,345,583","1,167,673,256","865,772,402","836,394,951","821,226,443","1,209,087,347","737,981,100","739,543,614","739,168,630","735,970,778","737,745,826","768,228,577","1,299,837,969","213,856,633","211,636,294","209,747,411","229,125,562","228,053,355","224,179,126","160,894,895","115,341,638","113,150,289","51,638,252","51,991,541","6,600,000","6,600,000","6,587,469.328","6,596,408.398","6,601,283.02","6,609,482.977","6,602,821.616","6,592,629.882","6,597,948.614","6,594,415.928","6,594,403.446","6,600,955.83","6,603,100.562","6,602,702.064",,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,"295,665,926","271,169,275","255,928,867","193,503,366","137,502,681","112,223,898","105,555,297","96,979,500","98,208,774","103,005,234","72,365,245","61,840,526","53,488,098","39,014,008","39,782,201","39,437,172","35,092,520","35,725,362","37,136,184","34,979,527","31,308,917","23,446,059","12,313,554","11,356,543","10,077,240","8,840,772","12,891,285.023","12,908,778.251","12,179,183.562","11,291,966.207","4,529,390.536","4,064,808.29","3,688,087.186","2,913,684.028","3,953,933.294","3,060,989.902","2,650,733.253","2,136,046.263","1,903,915.775","1,539,429.608","722,127.859","1,009,404.498","1,157,889.675","903,824.973","686,896.053","541,391.01"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,"295,665,926","271,169,275","255,928,867","193,503,366","137,502,681","112,223,898","105,555,297","96,979,500","98,208,774","103,005,234","72,365,245","61,840,526","53,488,098","39,014,008","39,782,201","39,437,172","35,092,520","35,725,362","37,136,184","34,979,527","31,308,917","23,446,059","12,313,554","11,356,543","10,077,240","8,840,772","12,891,285.023","12,908,778.251","12,179,183.562","11,291,966.207","4,529,390.536","4,064,808.29","3,688,087.186","2,913,684.028","3,953,933.294","3,060,989.902","2,650,733.253","2,136,046.263","1,903,915.775","1,539,429.608","722,127.859","1,009,404.498","1,157,889.675","903,824.973","686,896.053","541,391.01"
		OtherCurrentAssets,"932,000,000",,,,"728,000,000",,,,"512,382,566",,,,"296,719,656",,,,"213,280,229",,,,"58,815,332",,,,"32,767,408",,,,"22,249,774",,,,,,,,,,,,,,,,,,"5,169,417.947",,,,"5,293,972.27",,,,"17,247,708.696",,,,,,,,
	TotalNonCurrentAssets,"132,214,000,000","127,505,000,000","115,107,000,000","113,878,000,000","106,436,000,000","104,906,000,000","106,347,000,000","102,866,000,000","102,821,657,164","99,986,100,763","99,895,681,288","99,324,570,314","98,502,459,828","83,336,194,635","83,067,030,893","79,838,959,656","78,241,723,529","23,500,516,625","19,045,898,792","15,141,692,967","14,214,234,089","12,073,373,341","9,081,280,991","6,703,168,428","6,452,754,594","4,534,201,700","4,153,628,225","4,166,065,070","4,026,531,495","3,795,568,061","3,388,823,542","3,362,892,263","3,291,920,750","3,414,142,376","3,366,894,787","3,545,295,563","3,172,827,264","2,479,099,214","1,850,463,881","1,760,228,701","1,674,006,207","975,113,714","929,259,312","601,754,494.326","602,571,063.699","607,590,541.928","578,131,898.771","551,797,605.904","528,662,823.873","450,355,684.627","398,048,323.905","343,123,833.136","275,775,832.349","195,989,167.376","184,661,936.1","142,086,532.223","99,810,805.213","90,566,313.651","69,851,435.329","66,445,398.79","61,572,945.925","57,701,834.641","48,021,043.183"
		NetPPE,"7,433,000,000","7,063,000,000","7,030,000,000","6,758,000,000","5,966,000,000","5,932,000,000","5,917,000,000","5,881,000,000","5,712,261,793","5,728,928,840","5,745,683,366","5,663,753,358","5,691,504,853","5,674,409,292","5,669,675,063","5,664,609,305","5,658,287,680","5,417,683,422","5,454,780,382","5,360,800,480","5,325,195,329","3,584,654,872","2,201,313,155","1,617,841,712","1,520,420,487","1,476,212,239","1,440,881,979","1,412,242,196","1,234,596,475","736,282,355","686,403,058","683,903,870","650,687,294","643,444,995","638,836,798","653,678,980","612,880,727","623,460,333","550,506,595","473,135,623","397,440,374","352,862,570","346,117,083","265,115,132.608","265,474,888.787","261,220,146.589","267,578,659.235","262,254,471.312","252,598,884.486","192,287,079.898","153,560,502.91","106,261,472.571","81,892,147.817","58,031,733.723","53,574,147.447","33,794,237.973","33,667,583.732","32,364,503.585","31,897,665.593","29,860,131.421","28,671,413.916","29,063,086.305","23,283,331.644"
			GrossPPE,"10,023,000,000","7,063,000,000","7,030,000,000","6,758,000,000","8,093,000,000","5,932,000,000","5,917,000,000","5,881,000,000","7,373,543,877","5,728,928,840","5,745,683,366","5,663,753,358","6,948,264,356","5,674,409,292","5,669,675,063","5,664,609,305","6,432,756,278","5,417,683,422","5,454,780,382","5,360,800,480","5,860,665,659","3,584,654,872","2,201,313,155","1,617,841,712","1,909,728,910","1,476,212,239","1,440,881,979","1,412,242,196","1,557,080,506",,,"928,474,808",,,,"842,479,225",,,"690,104,002",,,,"434,416,791","313,787,920.285","317,382,283.378","313,121,872.04","319,514,746.426","294,031,102.232","284,831,223.494","224,518,130.837","185,784,467.005","126,650,326.846","102,534,426.672","78,738,582.145","74,417,906.072","49,551,940.032","49,787,799.068","48,484,718.921","48,017,880.93","40,084,457.93","38,895,740.424","39,287,412.814","33,507,658.152"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0",,,,"0",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0"
				LandAndImprovements,"94,000,000","92,000,000","93,000,000","93,000,000","97,000,000","95,000,000","95,000,000","96,000,000","99,761,364","97,457,215","98,153,068","98,848,921","102,544,772","100,240,625","100,936,477","101,632,329","104,528,181","103,024,034","103,719,867","103,785,228","107,468,868","105,197,516","105,909,243","106,699,743","110,659,284","108,224,205","108,970,499","109,716,237","113,460,899",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,"5,423,000,000",,,,"5,418,000,000",,,,"5,162,445,022",,,,"5,148,644,010",,,,"5,048,349,531",,,,"1,928,090,705",,,,"1,050,102,815",,,,"892,430,743",,,"535,764,434",,,,"509,340,453",,,"147,248,314",,,,"147,248,314",,,,"154,813,448.476",,,,"13,577,389.078",,,,"11,731,982.305",,,,"13,994,113.237",,,,"10,975,841.8"
				MachineryFurnitureEquipment,"3,100,000,000",,,,"2,423,000,000",,,,"1,963,561,588",,,,"1,571,021,532",,,,"1,139,246,279",,,,"759,312,367",,,,"504,767,383",,,,"441,272,128",,,"375,226,385",,,,"317,583,367",,,"239,771,886",,,,"212,829,174",,,,"153,123,337.862",,,,"84,963,353.425",,,,"52,427,621.639",,,,"33,402,409.753",,,,"21,906,377.285"
				OtherProperties,"1,207,000,000","6,971,000,000","6,937,000,000","6,665,000,000","5,872,000,000","5,837,000,000","5,822,000,000","5,785,000,000","5,615,500,429","5,631,471,625","5,647,530,298","5,564,904,437","5,591,960,081","5,574,168,667","5,568,738,586","5,562,976,976","5,555,959,499","5,314,659,388","5,351,060,515","5,257,015,252","5,220,626,461","3,479,457,356","2,095,403,912","1,511,141,969","1,412,943,693","1,367,988,034","1,331,911,480","1,302,525,959","1,123,937,191",,,,,,,,,,,,,,,,,,"11,106,928.53",,,,"5,318,347.255",,,,"5,159,418.616",,"49,464,231.019",,"621,357.939",,,,"625,439.067"
				ConstructionInProgress,"11,000,000",,,,"9,000,000",,,,"7,554,107",,,,"10,056,257",,,,"11,231,274",,,,"3,014,154,910",,,,"199,363,516",,,,"81,050,521",,,"1,764,477",,,,"0",,,"293,914,287",,,,"66,605,760",,,,"471,031.558",,,,"81,925,377.248",,,,"5,098,883.513",,"323,568.049",,,,,,
				Leases,"188,000,000",,,,"146,000,000",,,,"140,221,796",,,,"115,997,785",,,,"129,401,013",,,,"51,638,809",,,,"44,835,912",,,,"28,866,215",,,"15,719,512",,,,"15,555,405",,,"9,169,515",,,,"7,733,543",,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-2,590,000,000",,,,"-2,127,000,000",,,,"-1,661,282,084",,,,"-1,256,759,503",,,,"-774,468,598",,,,"-535,470,330",,,,"-389,308,423",,,,"-322,484,031",,,"-244,570,938",,,,"-188,800,245",,,"-139,597,407",,,,"-88,299,708","-48,672,787.677","-51,907,394.591","-51,901,725.451","-51,936,087.192","-31,776,630.92","-32,232,339.008","-32,231,050.939","-32,223,964.095","-20,388,854.275","-20,642,278.855","-20,706,848.423","-20,843,758.625","-15,757,702.059","-16,120,215.336","-16,120,215.336","-16,120,215.336","-10,224,326.509","-10,224,326.509","-10,224,326.509","-10,224,326.509"
		GoodwillAndOtherIntangibleAssets,"71,481,000,000","71,196,000,000","71,308,000,000","71,422,000,000","71,749,000,000","71,875,000,000","71,525,000,000","70,203,000,000","69,996,367,213","70,056,371,860","69,954,795,231","69,843,584,559","69,939,955,521","57,321,922,178","57,311,279,500","57,387,522,879","56,698,356,074","3,761,454,592","3,599,512,435","3,558,488,857","2,560,710,079","1,610,820,905","1,606,683,343","1,607,154,031","1,329,184,206","1,302,999,135","1,146,996,351","1,148,619,514","1,144,068,761","1,236,295,533","1,215,610,036","1,218,482,858","1,211,301,953","1,200,871,582","1,158,878,978","1,161,529,338","1,161,746,866","496,571,581","498,710,810","432,505,909","433,152,962","174,552,914","199,698,730","127,616,038.376","127,789,210.906","128,275,918.379","82,717,144.839","80,055,181.12","80,272,620.638","80,678,630.854","84,032,402.103","14,583,477.969","9,517,227.906","9,520,321.951","10,323,116.187","14,679,193.54","14,919,726.301","10,617,091.614","10,738,209.226","10,863,457.636","10,986,711.011","11,109,426.307","11,233,068.755"
			Goodwill,"58,308,000,000","57,915,000,000","57,920,000,000","57,920,000,000","58,026,000,000","58,107,000,000","57,657,000,000","56,488,000,000","56,246,051,292","56,265,595,482","56,218,081,472","56,015,185,590","56,015,185,590","46,431,214,140","46,392,118,214","46,440,453,882","45,690,440,903","2,719,036,781","2,535,966,703","2,560,115,471","1,892,507,708","1,185,513,074","1,180,513,074","1,180,513,074","972,531,184","944,779,314","828,989,339","828,989,339","822,585,341","801,585,341","798,601,767","798,601,767","798,601,767","788,196,542","758,231,441","758,231,441","758,231,441","322,936,838","322,936,838","322,936,838","322,936,838","63,689,736","63,689,736","14,568,143.32","14,587,912.013","14,598,680.548","14,616,822.233","14,602,080.568","14,579,551.577","14,591,316.017","14,583,508.3","14,583,477.969","9,517,227.906","9,520,321.951","9,519,738.349",,,,,,,,
			OtherIntangibleAssets,"13,173,000,000","13,281,000,000","13,388,000,000","13,502,000,000","13,723,000,000","13,768,000,000","13,868,000,000","13,715,000,000","13,750,315,921","13,790,776,378","13,736,713,759","13,828,398,969","13,924,769,931","10,890,708,038","10,919,161,286","10,947,068,997","11,007,915,171","1,042,417,811","1,063,545,732","998,373,386","668,202,371","425,307,831","426,170,269","426,640,957","356,653,022","358,219,821","318,007,012","319,630,175","321,483,420","434,710,192","417,008,269","419,881,091","412,700,186","412,675,040","400,647,537","403,297,897","403,515,425","173,634,743","175,773,972","109,569,071","110,216,124","110,863,178","136,008,994","113,047,895.055","113,201,298.893","113,677,237.831","68,100,322.606","65,453,100.552","65,693,069.061","66,087,314.837","69,448,893.803",,,,"803,377.838","14,679,193.54","14,919,726.301","10,617,091.614","10,738,209.226","10,863,457.636","10,986,711.011","11,109,426.307","11,233,068.755"
		InvestmentsAndAdvances,"51,278,000,000","47,647,000,000","35,000,000,000","34,244,000,000","26,874,000,000","25,416,000,000","27,008,000,000","25,224,000,000","25,573,785,268","22,609,358,318","22,166,556,356","21,478,148,266","20,532,822,365","18,285,751,277","17,977,129,465","14,743,122,934","13,870,523,498","11,855,647,100","8,558,036,064","5,203,328,079","5,318,756,447","5,067,386,530","3,030,398,888","2,739,370,065","2,857,213,480","1,528,385,821","1,368,876,743","1,413,670,522","1,437,247,949","1,435,620,564","1,328,462,640","1,305,145,043","1,271,948,031","1,412,844,621","1,569,179,011","1,730,087,245","1,398,199,671","1,359,067,300","801,246,476","786,105,830","632,282,851","424,270,361","383,443,499",,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"25,000,000","26,000,000","23,000,000","23,000,000","229,000,000","229,000,000","222,000,000","230,000,000","218,353,359","325,487,591","427,828,839","814,640,214","599,913,241","939,232,153","566,089,873","912,448,425","543,911,586","1,040,172,587","1,018,119,578","513,220,507","510,039,284","187,195,951","189,131,150","191,550,417","8,166,667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,"21,000,000",,,,"0",,,,"19,000,000",,,,"215,673,057",,"367,127,221",,"578,524,154",,,"195,065,148","192,871,939",,,,"178,584,102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DuefromRelatedPartiesNonCurrent,"25,000,000",,"23,000,000",,"229,000,000",,,,"218,353,359",,,,"599,913,241",,"566,089,873",,"543,911,586",,,"513,220,507","510,039,284",,,,"8,166,667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"976,000,000","979,000,000","758,000,000","649,000,000","850,000,000","764,000,000","706,000,000","642,000,000","461,969,275","418,407,590","403,491,741","380,088,976","375,311,594","415,598,898","483,788,972","445,749,505","405,334,569",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"976,000,000","979,000,000","758,000,000","649,000,000","850,000,000","764,000,000","706,000,000","642,000,000","461,969,275","418,407,590","403,491,741","380,088,976","375,311,594","415,598,898","483,788,972","445,749,505","405,334,569",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,"850,000,000","594,000,000","988,000,000","782,000,000","604,000,000","690,000,000","969,000,000","686,000,000","592,230,504","847,546,564","1,197,325,755","1,144,354,941","1,023,050,976","699,280,837","691,940,799","685,506,608","424,388,935","1,425,558,924","415,450,333","310,789,896","188,893,749","1,623,315,083","2,053,754,455","547,252,203","407,851,024","226,604,505","196,873,152","191,532,838","160,213,421","387,369,609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"150,000,000",,,,"164,000,000",,,,"247,689,752",,,,"124,228,221",,,,"62,397,033",,,,"117,767,262",,,,"151,334,628",,,,"50,404,889",,"158,347,808","155,360,492","157,983,472","156,981,178",,,,,,"68,481,339","211,130,020","23,427,869",,"209,023,323.342","209,306,964.006","218,094,476.96","227,836,094.698","209,487,953.472","195,791,318.75","177,389,973.876","160,455,418.893","222,278,882.595","184,366,456.626","128,437,111.702","120,764,672.466","93,613,100.71","51,223,495.179","47,584,718.453","27,215,560.51","25,721,809.733","21,914,820.998","17,529,322.029","13,504,642.784"
TotalLiabilitiesNetMinorityInterest,"94,466,000,000","100,374,000,000","101,210,000,000","99,329,000,000","97,097,000,000","99,383,000,000","89,674,000,000","80,467,000,000","75,575,447,910","79,562,069,116","74,378,035,070","69,935,349,857","68,893,149,166","64,301,604,297","52,527,535,667","49,805,702,218","55,157,663,979","36,365,780,356","34,329,995,945","21,352,200,640","20,913,189,425","18,304,855,428","14,758,637,787","12,676,853,597","12,088,388,503","6,764,478,341","6,160,021,582","5,453,200,863","5,084,871,395","5,348,008,328","2,588,310,203","2,616,368,945","2,212,553,999","2,043,626,840","1,678,051,962","1,926,281,225","1,755,472,575","1,617,459,385","1,170,051,399","950,816,041","854,748,199","650,281,889","629,478,118","588,838,364.878","589,637,407.31","693,316,608.575","674,633,985.248","672,878,447.496","548,920,441.145","456,074,542.954","423,124,631.65","308,519,791.477","317,424,359.39","291,245,225.747","270,424,603.27","149,755,100.754","123,041,131.862","141,517,614.98","138,743,764.2","87,317,893.087","61,704,585.067","59,771,198.3","63,928,443.839"
