name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
BasicAverageShares,,"56,100,000","56,100,000","56,100,000","56,100,000","52,557,555","52,563,674","53,006,183","53,072,060","53,775,509","55,824,561","56,047,397","56,059,481","56,100,000","56,100,000","56,100,000"
DilutedAverageShares,,"56,100,000","56,100,000","56,100,000","56,100,000","52,557,555","52,563,674","53,006,183","53,072,060","53,775,509","55,824,561","56,047,397","56,059,481","56,100,000","56,100,000","56,100,000"
TotalOperatingIncomeAsReported,"8,280,720,000","8,017,238,000","7,244,652,000","6,281,731,000","5,234,892,000","4,088,600,000","2,765,089,000","2,373,177,000","2,113,502,000","1,643,542,000","1,559,352,000","1,293,862,000","1,448,046,000","-1,585,405,000","1,235,253,000","1,147,015,000"
TotalExpenses,"9,235,004,000","8,208,783,000","6,878,238,000","6,153,287,000","5,874,499,000","4,234,226,000","2,781,063,000","2,854,659,000","2,831,165,000","3,295,192,000","2,814,317,000","1,972,378,000","2,042,739,000","5,062,729,000","1,700.553","1,549,249,000"
InterestIncome,,,"439,293,000","363,230,000","198,625,000","84,954,000","55,895,000","124,223,000","122,078,000","140,259,000","192,874,000","185,343,000","163,071,000","20,076,000","75,132,000","93,464,000"
InterestExpense,,,"896,225,000","600,813,000","357,086,000","198,567,000","65,730,000","179,145,000","121,319,000","93,753,000","135,268,000","75,564,000","57,518,000","172,882,000",,
NetInterestIncome,"-603,621,000","-671,132,000","-551,655,000","-232,833,000","-170,397,000","-118,173,000","-7,864,000","-54,922,000","759,000","46,506,000","57,606,000","109,779,000","105,553,000","-152,806,000","75,132,000","93,464,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"5,940,033,000","5,529,519,000","5,037,368,000","4,649,120,000","3,281,884,000","2,726,020,000","2,242,520,000","2,246,230,000","1,772,030,000","1,484,441,000","1,500,160,000","1,199,444,000","1,540,842,000","1,402,819,000","894,396,000","685,494,000"
NormalizedIncome,"5,940,033,000","5,529,519,000","4,806,017,074","4,493,768,752","3,594,648,430","2,820,023,520","2,242,622,060","2,242,579,890","1,784,446,880","1,489,221,678.847","1,500,160,000","1,199,444,000","1,540,842,000","1,402,819,000","894,396,000","685,494,000"
EBIT,"8,280,720,000","8,017,238,000","7,903,897,000","6,772,535,000","4,977,218,000","3,816,653,000","2,822,829,000","2,501,163,000","2,220,798,000","1,791,613,000","1,730,880,000","1,415,925,000","1,727,985,000","-1,507,514,000","2,935,804,299.447","1,147,015,000"
EBITDA,"10,117,313,000"
ReconciledCostOfRevenue,"7,305,905,000","6,427,802,000","5,463,563,000","4,866,460,000","4,806,795,000","3,553,328,000","2,368,682,000","2,452,914,000","2,457,465,000","2,021,105,000","963,872,000","869,315,000","1,070,955,000","964,976,000",,
ReconciledDepreciation,"1,836,593,000","1,776,137,000","1,569,637,000","1,443,562,000","1,348,387,000","1,156,435,000","925,220,000","883,235,000","827,230,000","944,094,000","879,941,000","828,835,000","798,251,000","754,097,000","717,171,000","642,132,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"5,940,033,000","5,529,519,000","5,037,368,000","4,649,120,000","3,281,884,000","2,726,020,000","2,242,520,000","2,246,230,000","1,772,030,000","1,484,441,000","1,500,160,000","1,199,444,000","1,540,842,000","1,402,819,000","894,396,000","685,494,000"
TotalUnusualItemsExcludingGoodwill,,,"315,622,000","202,544,000","-430,805,000","-122,720,000","-126,000","3,763,000","-14,782,000","-5,468,000",,,,,,
TotalUnusualItems,,,"315,622,000","202,544,000","-430,805,000","-122,720,000","-126,000","3,763,000","-14,782,000","-5,468,000",,,,,,
NormalizedEBITDA,"10,117,313,000","9,793,375,000","9,157,912,000","8,013,553,000","6,756,410,000","5,095,808,000","3,748,175,000","3,380,635,000","3,062,810,000","2,741,175,000","2,610,821,000","2,244,760,000","2,526,236,000","-753,417,000","3,652,975,299.447","1,789,147,000"
TaxRateForCalcs,"0.236","0.257","0.267","0.233","0.274","0.234","0.19","0.03","0.16","0.126","0.3","0.105","0.28","0.165","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","84,271,074","47,192,752","-118,040,570","-28,716,480","-23,940","112,890","-2,365,120","-687,321.153","0","0","0","0","0","0"
