name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
		SellingAndMarketingExpense,,,,,,,,,,"210,603,000","199,828,000","197,144,000","271,952,000","324,524,000"
	NetNonOperatingInterestIncomeExpense,"-79,946,000","-77,136,000","-66,294,000","-55,353,000","-47,571,000","-46,555,000","-34,570,000","-35,018,000","-33,101,000","-27,968,000","-20,872,000",,,
		InterestExpenseNonOperating,"79,946,000","77,136,000","66,294,000","55,353,000","47,571,000","46,555,000","34,570,000","35,018,000","33,101,000","27,968,000","20,872,000",,,
	SpecialIncomeCharges,,,,,,,,,,,"0","0","-194,992,000","0"
		ImpairmentOfCapitalAssets,,,,,,,,,,,"0","0","194,992,000","0"
	OtherOperatingExpenses,"237,351,000","237,144,000","229,607,000","189,300,000","181,615,000","169,530,000","174,363,000","187,208,000","164,716,000","165,525,000","180,779,000","514,269,000","297,263,000","457,694,000"
PretaxIncome,"469,289,000","477,111,000","416,084,000","379,520,000","337,595,000","290,981,000","275,722,000","251,198,000","266,888,000","275,844,000","399,143,000","759,955,000","353,036,000","913,172,000"
TaxProvision,"109,594,000","110,720,000","91,990,000","29,265,000","118,181,000","101,110,000","95,888,000","88,473,000","93,082,000","97,568,000","141,365,000","265,366,000","185,354,000","319,538,000"
NetIncomeCommonStockholders,"359,695,000","366,391,000","322,201,000","347,729,000","217,579,000","188,299,000","177,796,000","160,054,000","169,156,000","178,276,000","257,778,000","494,589,000","167,682,000","593,634,000"
	NetIncome,"359,695,000","366,391,000","324,094,000","350,255,000","219,414,000","189,871,000","181,412,000","162,725,000","173,806,000","178,276,000","257,778,000","494,589,000","167,682,000","593,634,000"
		NetIncomeIncludingNoncontrollingInterests,"359,695,000","366,391,000","324,094,000","350,255,000","219,414,000","189,871,000","181,412,000","162,725,000","173,806,000","178,276,000","257,778,000","494,589,000","167,682,000","593,634,000"
			NetIncomeContinuousOperations,"359,695,000","366,391,000","324,094,000","350,255,000","219,414,000","189,871,000","179,834,000","162,725,000","173,806,000","178,276,000","257,778,000","494,589,000","167,682,000","593,634,000"
			NetIncomeDiscontinuousOperations,,,,,,"0","1,578,000",,,,,,,
	OtherunderPreferredStockDividend,,,"1,893,000","2,526,000","1,835,000","1,572,000","3,616,000","2,671,000","4,650,000",,,,,
DilutedNIAvailtoComStockholders,"359,695,000","366,391,000","322,206,000","347,734,000","217,581,000","188,300,000","177,797,000","160,085,000","169,245,000","178,276,000","257,778,000","494,589,000","167,682,000","593,634,000"
BasicEPS,,"8.65","7.35","7.63","4.59","3.7","3.29","2.87","2.77","2.39","3.43","6.59","2.236","7.915"
DilutedEPS,,"8.62","7.33","7.61","4.59","3.7","3.29","2.83","2.71","2.36","3.4","6.59","2.236","7.915"
BasicAverageShares,,"42,181,000","43,854,102","45,598,180","47,411,000","50,881,078","54,567,006","55,834,008","61,059,000","72,283,000","72,099,000","75,000,000","75,000,000","75,000,000"
DilutedAverageShares,,"42,314,000","43,985,148","45,689,192","47,453,000","50,912,796","54,598,376","56,624,865","62,401,000","73,107,000","72,882,000","75,000,000","75,000,000","75,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"359,695,000","366,391,000","324,094,000","350,255,000","219,414,000","189,871,000","181,412,000","162,725,000","173,806,000","178,276,000","257,778,000","494,589,000","167,682,000","593,634,000"
NormalizedIncome,"359,695,000","366,391,000","324,094,000","350,255,000","219,414,000","189,871,000","179,834,000","162,725,000","173,806,000","178,276,000","257,778,000","494,589,000","294,426,800","593,634,000"
EBIT,"549,235,000","554,247,000","482,378,000","434,873,000","385,166,000","337,536,000","310,292,000","286,216,000","299,989,000","303,812,000","420,015,000",,,
ReconciledDepreciation,"18,084,000","18,300,000","12,417,000","13,551,000","14,595,000","10,998,000","12,266,000","10,803,000","10,095,000","10,731,000","10,063,000","10,342,000","12,938,000","12,415,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"359,695,000","366,391,000","324,094,000","350,255,000","219,414,000","189,871,000","179,834,000","162,725,000","173,806,000","178,276,000","257,778,000","494,589,000","167,682,000","593,634,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,"0","0","-194,992,000","0"
TotalUnusualItems,,,,,,,,,,,"0","0","-194,992,000","0"
TaxRateForCalcs,"0.234","0.232","0.221","0.077","0.35","0.347","0.348","0.352","0.349","0.354","0.354","0.349","0.35","0.35"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","-68,247,200","0"
InterestExpense,"79,946,000","77,136,000","66,294,000","55,353,000","47,571,000","46,555,000","34,570,000","35,018,000","33,101,000","27,968,000","20,872,000",,,
