name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
		HedgingAssetsCurrent,"12,467,000,000","7,149,000,000","6,835,000,000","7,022,000,000","6,062,000,000","7,193,000,000","7,724,000,000","7,415,000,000","6,034,000,000","5,304,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,055,000,611.1",,
		OtherCurrentAssets,,"1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,276,000,000",,,,"20,011,000,000",,,,,,,,,,"32,505,000,000"
	TotalNonCurrentAssets,"308,988,000,000","311,647,000,000","309,588,000,000","315,794,000,000","315,835,000,000","301,712,000,000","300,743,000,000","303,722,000,000","312,673,000,000","311,693,000,000","321,158,000,000","322,733,000,000","325,566,000,000","324,706,000,000","332,550,000,000","332,046,000,000","335,054,000,000","246,799,000,000","243,449,000,000","255,933,000,000","250,301,000,000","253,236,000,000","254,010,000,000","258,711,000,000","262,170,000,000","254,169,000,000","247,954,000,000","241,632,000,000","241,251,000,000","245,591,000,000","238,181,000,000","229,055,000,000","231,315,000,000",,"219,447,000,000","221,911,000,000","214,984,000,000","209,666,000,000","207,681,000,000","194,662,000,000","197,166,000,000","195,724,000,000","190,593,000,000","183,691,000,000","166,839,000,000","165,831,000,000","170,718,000,000","166,824,000,000","161,312,000,000","154,073,000,000","147,945,000,000","139,277,000,000","146,989,000,000","143,391,000,000","134,918,000,000","131,789,000,000","124,865,000,000","121,624,000,000","119,930,000,000","120,991,000,000","123,905,000,000","125,396,999,146.6","122,477,000,000","119,621,000,000"
		NetPPE,"232,099,000,000","238,349,000,000","236,921,000,000","239,066,000,000","239,189,000,000","223,175,000,000","224,172,000,000","223,287,000,000","226,328,000,000","226,380,000,000","230,360,000,000","231,544,000,000","233,822,000,000","236,098,000,000","241,059,000,000","242,907,000,000","245,133,000,000","182,838,000,000","181,681,000,000","192,633,000,000","189,263,000,000","192,472,000,000","190,842,000,000","193,069,000,000","194,608,000,000","191,897,000,000","186,541,000,000","180,863,000,000","180,244,000,000","172,293,000,000","162,401,000,000","155,526,000,000","155,239,000,000",,"147,027,000,000","148,057,000,000","144,835,000,000","142,705,000,000","139,863,000,000","133,179,000,000","133,669,000,000","131,619,000,000","127,207,000,000","121,708,000,000","113,255,000,000","112,038,000,000","114,193,000,000","109,191,000,000","105,806,000,000","101,521,000,000","96,611,000,000","90,584,000,000","103,624,000,000","100,988,000,000","96,133,000,000","94,102,000,000","88,537,000,000","87,558,000,000","85,601,000,000","84,816,000,000","85,778,000,000","87,918,000,608.5","97,430,000,000","95,165,000,000"
			GrossPPE,,"439,160,000,000",,,,"414,837,000,000",,,,"424,069,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"285,525,000,000",,,,"270,816,000,000","127,207,000,000",,,"233,312,000,000","114,193,000,000","109,191,000,000","105,806,000,000","235,278,000,000","96,611,000,000","90,584,000,000","103,624,000,000","219,176,000,000","96,133,000,000","94,102,000,000","88,537,000,000","190,809,000,000","85,601,000,000","189,528,000,000","190,490,000,000","189,447,000,323.9","97,430,000,000","95,165,000,000"
				Properties,,"18,596,000,000",,,,"21,181,000,000",,,,"23,575,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"200,731,000,000",,,,"186,226,000,000",,,,,,,,"0",,,,"0",,,,"0","0","0",,"112,432,000,867.2","0","0"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150,740,000,000",,,,"141,652,000,000",,,,"117,841,000,000",,,,,,
				MachineryFurnitureEquipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,574,000,000",,,,"55,573,000,000",,,,,,,,"53,596,000,000",,,,"49,285,000,000",,,,"45,078,000,000","0","0",,,"0","0"
				OtherProperties,,"420,564,000,000",,,,"393,656,000,000",,,,"400,494,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,220,000,000",,,,"29,017,000,000","127,207,000,000",,,,"114,193,000,000","109,191,000,000","105,806,000,000","30,942,000,000","96,611,000,000","90,584,000,000","103,624,000,000","28,239,000,000","96,133,000,000","94,102,000,000","88,537,000,000","27,890,000,000","85,601,000,000","84,816,000,000","85,779,000,000","77,014,999,456.7","97,430,000,000","95,165,000,000"
				ConstructionInProgress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0"
			AccumulatedDepreciation,,"-200,811,000,000",,,,"-191,662,000,000",,,,"-197,689,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-142,820,000,000",,,,"-139,197,000,000",,,,"-121,274,000,000",,,,"-133,757,000,000",,,,"-118,188,000,000",,,,"-103,251,000,000",,"-104,712,000,000","-104,712,000,000","-101,528,999,715.4",,
		GoodwillAndOtherIntangibleAssets,"23,218,000,000","23,486,000,000","23,116,000,000","23,471,000,000","23,644,000,000","23,586,000,000","23,684,000,000","23,968,000,000","24,312,000,000","24,180,000,000","24,425,000,000","24,507,000,000","23,705,000,000","23,967,000,000","23,871,000,000","21,093,000,000","21,327,000,000","6,283,000,000","6,300,000,000","6,779,000,000","6,852,000,000","7,076,000,000","7,135,000,000","7,423,000,000","7,482,000,000","4,394,000,000","4,348,000,000","4,384,000,000","4,456,000,000","4,470,000,000","4,478,000,000","4,425,000,000","4,545,000,000",,"4,500,000,000","4,668,000,000","4,725,000,000","5,039,000,000","5,171,000,000","5,171,000,000","5,296,000,000","5,356,000,000","5,288,000,000","5,197,000,000","4,961,000,000","5,021,000,000","5,541,000,000","5,336,000,000","5,282,000,000","5,366,000,000","5,307,000,000","5,126,000,000","5,117,000,000","4,808,000,000","4,697,000,000","4,721,000,000","4,444,000,000","4,350,000,000","4,361,000,000","4,403,000,000","4,428,000,000","4,528,000,262.5","4,338,000,000","4,380,000,000"
			Goodwill,,"14,205,000,000",,,,"13,716,000,000",,,,"13,662,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,933,000,000",,,,,"0","0",,"0","0","0"
			OtherIntangibleAssets,,"9,281,000,000",,,,"9,870,000,000",,,,"10,518,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,"4,668,000,000","4,725,000,000","5,039,000,000","5,171,000,000","5,171,000,000","5,296,000,000","5,356,000,000","5,288,000,000","5,197,000,000","4,961,000,000","5,021,000,000","5,541,000,000","5,336,000,000","5,282,000,000","5,366,000,000","5,307,000,000","5,126,000,000","5,117,000,000","1,875,000,000","4,697,000,000","4,721,000,000","4,444,000,000","4,350,000,000","4,361,000,000","4,403,000,000","4,428,000,000","4,528,000,262.5","4,338,000,000","4,380,000,000"
		InvestmentProperties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0"
		FinancialAssets,"1,212,000,000","689,000,000","853,000,000","762,000,000","568,000,000","574,000,000","623,000,000","614,000,000","1,284,000,000","919,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,
			NonCurrentDeferredTaxesAssets,"10,706,000,000","10,524,000,000","11,287,000,000","11,977,000,000","11,657,000,000","12,097,000,000","11,565,000,000","12,782,000,000","13,247,000,000","13,791,000,000","16,402,000,000","16,045,000,000","15,482,000,000","14,425,000,000","16,709,000,000","15,812,000,000","15,311,000,000","11,033,000,000","10,258,000,000","7,969,000,000","8,439,000,000","8,029,000,000","7,465,000,000","6,557,000,000","6,177,000,000","5,785,000,000","5,514,000,000","5,097,000,000","4,641,000,000","4,045,000,000","4,246,000,000","4,141,000,000","4,666,000,000",,"5,512,000,000","5,612,000,000","5,661,000,000","5,361,000,000","5,372,000,000","4,480,000,000","4,563,000,000","4,533,000,000","4,309,000,000","4,144,000,000","3,464,000,000","3,418,000,000","3,978,000,000","4,089,000,000","3,409,000,000","3,253,000,000","3,375,000,000","3,108,000,000","3,135,000,000","2,968,000,000","2,664,000,000","2,259,000,000","2,393,000,000","2,562,000,000","3,039,000,000","2,961,000,000","2,775,000,000","2,789,000,648.1",,
		NonCurrentPrepaidAssets,,"1,440,000,000",,,,"1,820,000,000",,,,"1,623,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,"11,171,000,000","10,874,000,000",,"10,383,000,000","9,316,000,000","9,705,000,000","10,009,000,000",,"9,640,000,000","5,575,000,000",,,,,,,,,,,,,,,,,,,
		DefinedPensionBenefit,"8,352,000,000","4,717,000,000","2,708,000,000","3,963,000,000","4,766,000,000","6,051,000,000","4,121,000,000","4,082,000,000","3,256,000,000","2,799,000,000","3,451,000,000","4,403,000,000","2,513,000,000","1,456,000,000","785,000,000","1,645,000,000","3,108,000,000","4,362,000,000","2,366,000,000",,"1,912,000,000","1,682,000,000","2,405,000,000",,"3,197,000,000","3,574,000,000","3,205,000,000","3,649,000,000","3,502,000,000","12,575,000,000","12,461,000,000","11,542,000,000","11,816,000,000",,"11,132,000,000",,,,,,,,"9,691,000,000",,,,"6,205,000,000","6,215,000,000","5,878,000,000",,"5,045,000,000","4,772,000,000","4,289,000,000",,"3,459,000,000","3,143,000,000","2,742,000,000",,"2,453,000,000","2,320,000,000","2,250,000,000","2,478,999,532.6",,
		OtherNonCurrentAssets,,"1,000,000","1,000,000",,,,,,,,,,,,,,,,,"3,892,000,000",,,,"3,439,000,000",,,,,,,,,,,,,,"19,338,000,000","8,909,000,000","7,528,000,000","8,350,000,000","9,158,000,000","9,646,000,000","8,886,000,000","6,976,000,000","45,354,000,000","6,219,000,000","6,504,000,000","6,406,000,000","43,933,000,000","5,903,000,000","5,548,000,000","5,285,000,000","34,627,000,000","4,598,000,000","8,481,000,000","4,667,000,000","27,154,000,000","4,102,000,000","28,811,000,000","30,924,000,000","5,792,999,730.7",,
TotalLiabilitiesNetMinorityInterest,"210,583,000,000","213,873,000,000","203,194,000,000","212,637,000,000","211,569,000,000","196,660,000,000","206,503,000,000","205,994,000,000","209,406,000,000","209,285,000,000","214,549,000,000","214,528,000,000","218,198,000,000","222,764,000,000","230,919,000,000","224,935,000,000","218,290,000,000","176,036,000,000","181,219,000,000","178,320,000,000","173,010,000,000","180,330,000,000","178,419,000,000","184,603,000,000","183,463,000,000","176,364,000,000","174,207,000,000","167,287,000,000","175,755,000,000","170,398,000,000","175,167,000,000","167,756,000,000","180,108,000,000",,"181,279,000,000","183,508,000,000","183,644,000,000","172,780,000,000","166,209,000,000","158,094,000,000","157,465,000,000","154,046,000,000","158,742,000,000","156,615,000,000","153,379,000,000","153,535,000,000","161,706,000,000","200,770,000,000","162,257,000,000","143,502,000,000","131,553,000,000","127,196,000,000","127,621,000,000","120,331,000,000","123,153,000,000","122,317,000,000","117,062,000,000","121,592,000,000","141,425,000,000","108,428,000,000","106,160,000,000","96,063,000,256.9","98,642,000,000","90,079,000,000"
	CurrentLiabilities,"76,243,000,000","79,624,000,000","75,165,000,000","84,317,000,000","82,845,000,000","77,813,000,000","89,746,000,000","81,521,000,000","81,589,000,000","79,767,000,000","74,920,000,000","71,245,000,000","70,783,000,000","73,825,000,000","74,937,000,000","77,465,000,000","78,465,000,000","70,948,000,000","76,669,000,000","78,495,000,000","79,502,000,000","86,212,000,000","88,429,000,000","94,904,000,000","92,381,000,000","93,258,000,000","93,782,000,000","91,269,000,000","99,621,000,000","96,979,000,000","104,229,000,000","97,666,000,000","108,489,000,000",,"107,528,000,000","108,881,000,000","111,440,000,000","100,552,000,000","92,786,000,000","84,432,000,000","84,353,000,000","84,789,000,000","89,143,000,000","93,755,000,000","100,711,000,000","105,529,000,000","112,728,000,000","150,599,000,000","112,897,000,000","94,384,000,000","82,515,000,000","80,858,000,000","81,642,000,000","76,748,000,000","83,566,000,000","82,235,000,000","80,470,000,000","84,964,000,000","103,692,000,000","70,676,000,000","66,592,000,000","54,852,001,326.5","56,043,000,000","50,220,000,000"
		CurrentProvisions,"2,769,000,000","2,811,000,000","2,960,000,000","3,455,000,000","3,129,000,000","3,659,000,000","3,814,000,000","3,409,000,000","3,398,000,000","3,465,000,000","3,755,000,000","3,622,000,000","3,390,000,000","3,784,000,000","5,036,000,000","5,250,000,000","3,777,000,000","4,065,000,000","5,553,000,000",,"3,538,000,000","3,966,000,000","3,226,000,000","3,257,000,000","3,275,000,000","3,247,000,000","3,195,000,000","2,979,000,000","3,097,000,000","3,221,000,000","3,131,000,000","2,814,000,000","2,951,000,000",,"3,224,000,000","3,322,000,000","3,144,000,000","3,368,000,000","3,046,000,000","2,890,000,000","3,419,000,000","3,807,000,000","2,566,000,000","2,221,000,000","2,229,000,000",,"2,356,000,000","2,687,000,000","2,815,000,000",,"2,126,000,000","2,076,000,000","1,932,000,000",,"1,763,000,000","1,612,000,000","1,599,000,000",,"1,254,000,000","1,430,000,000","1,576,000,000","1,812,000,656.8",,
		PensionandOtherPostRetirementBenefitPlansCurrent,"402,000,000","419,000,000","394,000,000","417,000,000","438,000,000","451,000,000","411,000,000","431,000,000","454,000,000","594,000,000","422,000,000","446,000,000","443,000,000","455,000,000","373,000,000","392,000,000","401,000,000","350,000,000","359,000,000","367,000,000","361,000,000","377,000,000","364,000,000","389,000,000","387,000,000","382,000,000","383,000,000","383,000,000","376,000,000","402,000,000","399,000,000","403,000,000","408,000,000",,"374,000,000","395,000,000","393,000,000",,"397,000,000",,,"461,000,000","435,000,000",,,,"369,000,000","419,000,000","455,000,000",,"338,000,000","324,000,000","326,000,000",,"284,000,000","285,000,000","289,000,000",,"302,000,000","300,000,000","308,000,000",,,
		CurrentDebtAndCapitalLeaseObligation,"15,767,000,000","15,064,000,000","12,812,000,000","16,617,000,000","15,381,000,000","10,134,000,000","13,923,000,000","9,924,000,000","14,392,000,000","11,795,000,000","8,675,000,000","9,616,000,000","8,620,000,000","9,484,000,000","11,192,000,000","10,863,000,000","7,868,000,000","5,530,000,000","5,149,000,000","7,366,000,000","8,137,000,000","7,208,000,000","5,917,000,000","5,221,000,000","4,493,000,000","8,344,000,000","5,106,000,000","4,954,000,000","8,461,000,000","7,833,000,000","8,280,000,000","4,597,000,000","5,657,000,000",,"8,268,000,000","11,022,000,000","10,839,000,000","9,951,000,000","9,932,000,000","4,505,000,000","2,422,000,000","4,171,000,000","4,774,000,000","4,621,000,000","6,693,000,000","9,497,000,000","5,984,000,000","5,352,000,000","5,684,000,000","5,736,000,000","4,683,000,000","5,266,000,000","5,393,000,000","6,060,000,000","6,395,000,000","6,112,000,000","5,185,000,000","5,338,000,000","6,714,000,000","5,479,000,000","5,755,000,000","5,734,000,610","7,173,000,000",
			CurrentDebt,,"10,108,000,000",,,,"9,112,000,000",,,,"10,711,000,000",,,,,,,,,,,,,,,,"8,344,000,000","5,106,000,000",,"8,461,000,000",,,,,,,"11,022,000,000","10,839,000,000","9,951,000,000","9,932,000,000","4,505,000,000","2,422,000,000","4,171,000,000","4,774,000,000","4,621,000,000","6,693,000,000","9,497,000,000","5,984,000,000","5,352,000,000","5,684,000,000","5,736,000,000","4,683,000,000","5,266,000,000","5,393,000,000","6,060,000,000","6,395,000,000","6,112,000,000","5,185,000,000","5,338,000,000","6,714,000,000","5,479,000,000","5,755,000,000","5,734,000,610","7,173,000,000",
			CurrentCapitalLeaseObligation,,"4,956,000,000",,,,"1,022,000,000",,,,"1,084,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,"1,000,000","-1,000,000",,"1,000,000",,,,,,,,,,,,,,,"3,976,000,000",,,,,,,,,,,,,,,,,,"377,000,000",,"388,000,000","405,000,000",,,"410,000,000","386,000,000","10,941,000,000",,,,"41,812,000,000",,,,"8,132,000,000",,,,"10,613,000,000",,"12,519,000,000","15,145,000,000",,,"50,220,000,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"134,340,000,000","134,249,000,000","128,029,000,000","128,320,000,000","128,724,000,000","118,847,000,000","116,757,000,000","124,473,000,000","127,817,000,000","129,518,000,000","139,629,000,000","143,283,000,000","147,415,000,000","148,939,000,000","155,982,000,000","147,470,000,000","139,825,000,000","105,088,000,000","104,550,000,000","99,825,000,000","93,508,000,000","94,118,000,000","89,990,000,000","89,699,000,000","91,082,000,000","83,106,000,000","80,425,000,000","76,018,000,000","76,134,000,000","73,419,000,000","70,938,000,000","70,090,000,000","71,619,000,000",,"73,751,000,000","74,627,000,000","72,204,000,000","72,228,000,000","73,423,000,000","73,662,000,000","73,112,000,000","69,257,000,000","69,599,000,000","62,860,000,000","52,668,000,000","48,006,000,000","48,978,000,000","50,171,000,000","49,360,000,000","49,118,000,000","49,038,000,000","46,338,000,000","45,979,000,000","43,583,000,000","39,587,000,000","40,082,000,000","36,592,000,000","36,628,000,000","37,733,000,000","37,752,000,000","39,568,000,000","41,210,998,930.4","42,599,000,000","39,859,000,000"
		LongTermProvisions,"21,562,000,000","21,799,000,000","19,849,000,000","21,345,000,000","21,173,000,000","21,533,000,000","23,206,000,000","23,888,000,000","24,723,000,000","24,966,000,000","28,083,000,000","29,480,000,000","29,770,000,000","29,618,000,000","31,981,000,000","31,825,000,000","32,710,000,000","26,148,000,000","25,110,000,000",,"25,154,000,000","23,834,000,000","22,156,000,000","22,714,000,000","22,298,000,000","19,698,000,000","18,839,000,000","17,909,000,000","18,054,000,000","17,435,000,000","16,262,000,000","15,805,000,000","16,010,000,000",,"15,442,000,000","15,063,000,000","14,321,000,000","14,285,000,000","14,352,000,000","13,322,000,000","13,535,000,000","14,048,000,000","13,523,000,000","13,259,000,000","12,444,000,000",,"13,499,000,000","14,086,000,000","14,016,000,000",,"12,467,000,000","10,877,000,000","10,514,000,000",,"8,793,000,000","8,682,000,000","7,708,000,000",,"7,114,000,000","6,781,000,000","6,821,000,000","6,827,999,119.8","6,653,000,000",
		LongTermDebtAndCapitalLeaseObligation,"79,298,000,000","81,360,000,000","76,112,000,000","76,029,000,000","77,160,000,000","66,690,000,000","64,455,000,000","70,547,000,000","73,630,000,000","73,870,000,000","79,681,000,000","80,731,000,000","83,009,000,000","82,992,000,000","86,637,000,000","79,466,000,000","73,005,000,000","52,849,000,000","50,438,000,000","45,575,000,000","35,703,000,000","38,332,000,000","37,065,000,000","38,901,000,000","41,236,000,000","36,218,000,000","31,972,000,000","28,017,000,000","27,329,000,000","29,921,000,000","28,078,000,000","28,383,000,000","29,116,000,000",,"31,092,000,000","36,812,000,000","31,788,000,000","34,381,000,000","35,148,000,000","35,796,000,000","34,889,000,000","30,862,000,000","31,522,000,000","25,469,000,000","18,341,000,000","13,772,000,000","10,742,000,000","11,072,000,000","11,378,000,000","12,363,000,000","12,660,000,000","12,236,000,000","11,978,000,000","9,713,000,000","7,665,000,000","8,472,000,000","7,347,000,000","7,578,000,000","7,795,000,000","7,905,000,000","7,977,000,000","8,857,999,313.5","9,638,000,000",
