name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,12/31/2007,06/30/2007,12/31/2006,06/30/2006,12/31/2005,06/30/2005,12/31/2004,06/30/2004,12/31/2003,06/30/2003,12/31/2002,06/30/2002,12/31/2001,06/30/2001,12/31/2000
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,827,064,500","4,733,691,840","4,600,117,500","2,838,290,000","4,061,693,680","3,027,562,500","3,832,783,450","4,826,161,450","4,544,704,350","2,417,219,800","4,114,240,550","2,541,370,560","3,629,256,900",,,
			NotesReceivable,"5,430,000,000","7,016,000,000","9,558,000,000","9,022,000,000","11,678,000,000","16,308,000,000","17,939,000,000","23,317,000,000","20,013,000,000","19,215,000,000","14,724,000,000","13,375,000,000","12,560,000,000","11,285,000,000","8,671,000,000","8,940,000,000","8,488,000,000","8,233,000,000","8,918,000,000","7,401,000,000","10,750,000,000","12,827,000,000","16,361,000,000","15,540,000,000","14,628,000,000","14,360,000,000","15,649,000,000","14,299,000,000","11,279,000,000","9,981,000,000","10,321,000,000","11,548,000,000","15,025,000,000","12,688,000,000","14,117,000,000","14,949,000,000","11,579,000,000","5,955,000,000","5,753,000,000","5,742,000,000","5,144,000,000","4,268,000,000","4,639,000,000","4,165,000,000","4,563,000,000","4,314,000,000","5,633,000,000",,,,,,,,,,,,,,,,
			TaxesReceivable,,"48,560,000,000",,,,"42,153,000,000",,,,"39,203,000,000",,,,"36,010,000,000",,,,"37,600,000,000",,,,"37,485,000,000",,,,"33,484,000,000",,,,"29,557,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,"23,072,000,000",,,,"18,888,000,000",,,,"16,535,000,000",,,,"13,206,000,000",,,,"17,124,000,000",,,,"19,564,000,000",,,,"20,328,000,000",,,,"16,708,000,000",,,,,,,,,,,,,,,,,,,"35,531,909,120",,"16,468,320,000",,"9,405,627,500",,"33,220,215,950","37,466,906,900","24,221,866,900","19,851,003,700","9,784,690,560","6,936,096,900","13,551,216,960","3,447,213,900",
			ReceivablesAdjustmentsAllowances,,"-3,413,000,000",,,,"-3,412,000,000",,,,"-2,824,000,000",,,,"-2,386,000,000",,,,"-2,432,000,000",,,,"-2,488,000,000",,,,"-2,543,000,000",,,,"-2,557,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"185,870,000,000","181,921,000,000","167,973,000,000","175,364,000,000","169,947,000,000","174,586,000,000","176,950,000,000","159,808,000,000","145,707,000,000","144,669,000,000","136,057,000,000","139,230,000,000","147,855,000,000","146,865,000,000","131,784,000,000","144,482,000,000","119,186,000,000","126,877,000,000","140,785,000,000","172,925,000,000","157,446,000,000","165,977,000,000","209,051,000,000","233,193,000,000","248,170,000,000","227,017,000,000","216,651,000,000","211,999,000,000","241,732,000,000","214,117,000,000","195,028,000,000","214,603,000,000","213,615,000,000","182,253,000,000","183,763,000,000","174,718,000,000","158,123,000,000","134,888,000,000","113,956,000,000","121,066,000,000","123,452,000,000","114,781,000,000","101,921,000,000","87,600,000,000","82,071,000,000","90,670,000,000","110,878,000,000","98,511,666,900","88,471,823,880","84,185,952,000","75,893,067,500","80,842,096,060","62,755,315,500","52,210,292,050","45,769,891,350","34,942,071,150","28,874,187,200","28,029,815,900","28,435,204,800","30,150,113,700","23,840,870,400","33,711,602,600","31,473,991,800"
			RawMaterials,,"56,254,000,000",,,,"56,601,000,000",,"58,109,000,000",,"49,106,000,000",,,,"55,422,000,000",,"43,008,000,000",,"42,650,000,000",,"55,070,000,000",,"59,909,000,000",,,,"94,872,000,000",,,,"77,495,000,000",,,,"61,644,000,000",,"61,100,000,000",,"39,574,000,000",,"35,435,000,000",,"30,928,000,000",,,,"31,305,000,000",,,"30,308,776,920","31,683,784,500","24,094,275,000","33,564,941,080","22,403,962,500","20,231,798,600","13,899,013,850","13,162,258,500","9,552,985,100","9,933,780,000","8,989,994,880","7,878,546,300","4,966,848,000","727,469,600","644,857,200"
			WorkInProcess,,"15,159,000,000",,,,"13,773,000,000",,"13,987,000,000",,"12,811,000,000",,,,"10,336,000,000",,"8,202,000,000",,"8,426,000,000",,"9,909,000,000",,"13,165,000,000",,,,"17,529,000,000",,,,"16,280,000,000",,,,"16,924,000,000",,"16,603,000,000",,"13,652,000,000",,"11,159,000,000",,"7,006,000,000",,,,"3,472,000,000",,,"6,085,131,640","5,816,677,500","5,481,642,500","7,083,977,560","5,934,022,500","5,322,850,450","5,322,850,450","3,584,438,950","3,650,664,150","3,799,670,850","3,783,082,560","3,844,201,500","3,435,403,200",,
			FinishedGoods,,"112,003,000,000",,,,"109,067,000,000",,"88,660,000,000",,"83,908,000,000",,,,"84,473,000,000",,"95,035,000,000",,"79,502,000,000",,"108,838,000,000",,"95,154,000,000",,,,"115,247,000,000",,,,"120,987,000,000",,,,"104,545,000,000",,"98,011,000,000",,"82,384,000,000",,"75,249,000,000",,"77,713,000,000",,,,"65,103,000,000",,,"52,793,813,160","47,316,580,500","47,174,875,000","40,840,809,680","35,143,945,500","27,442,067,250","27,392,398,350","18,890,738,300","16,365,902,550","14,875,835,550","16,249,871,040","18,857,255,100","15,802,854,720","33,670,269,100","32,284,197,000"
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,220,320","38,017,500","38,987,500","39,977,300","40,367,500","41,390,750","49,668,900","74,503,350","74,503,350","57,947,050","66,224,640","272,814,300","66,224,640",,
			InventoriesAdjustmentsAllowances,,"-1,495,000,000",,,,"-4,855,000,000",,"-948,000,000",,"-1,156,000,000",,,,"-3,366,000,000",,"-1,763,000,000",,"-3,701,000,000",,"-892,000,000",,"-2,251,000,000",,,,"-631,000,000",,,,"-645,000,000",,,,"-860,000,000",,"-996,000,000",,"-722,000,000",,"-777,000,000",,"-866,000,000",,,,"-9,210,000,000",,,"-745,118,160","-669,108,000","-896,712,500","-687,609,560","-766,982,500","-827,815,000","-894,040,200","-769,867,950","-769,867,950","-637,417,550","-653,968,320","-702,703,500","-430,460,160","-686,136,100","-1,455,062,400"
		PrepaidAssets,"117,303,000,000","23,756,000,000","117,878,000,000","110,424,000,000","113,529,000,000","20,126,000,000","103,258,000,000","88,933,000,000","83,856,000,000","11,335,000,000","96,373,000,000","94,578,000,000","87,967,000,000","22,865,000,000","91,892,000,000","88,172,000,000","92,096,000,000","31,406,000,000","94,810,000,000","99,340,000,000","94,704,000,000","23,966,000,000","87,826,000,000","85,075,000,000","91,252,000,000","12,407,000,000","124,223,000,000","120,089,000,000","102,832,000,000","34,056,000,000","104,404,000,000","99,143,000,000","90,333,000,000","72,358,000,000","74,450,000,000","66,838,000,000","66,622,000,000","51,822,000,000","66,538,000,000","77,513,000,000","63,119,000,000","59,595,000,000","79,560,000,000","74,743,000,000","67,990,000,000","69,364,000,000","80,511,000,000","68,286,340,570","306,813,360","39,553,407,000","327,495,000","32,557,513,120","282,572,500","26,572,861,500","17,566,234,300","20,521,533,850","13,526,497,100","18,907,294,600","15,728,352,000","27,215,293,200","26,994,818,880","28,024,113,000","248,022,000"
		OtherCurrentAssets,,"11,152,000,000",,,,"10,839,000,000",,,,"7,765,000,000",,,,"7,888,000,000",,,,"4,582,000,000",,,,"4,852,000,000",,,,"4,623,000,000",,,,"1,775,000,000",,,,,,,,,,,,,,,,,,,"182,627,000",,"6,432,937,500","-7,995,460","13,216,319,500","438,741,950","-16,556,300","-16,556,300",,"8,278,150",,"-8,267,100","-8,278,080","-8,266,700","11,127,920,400"
	TotalNonCurrentAssets,"2,239,614,000,000","2,265,997,000,000","2,180,132,000,000","2,156,097,000,000","2,135,022,000,000","1,999,138,000,000","1,948,357,000,000","1,943,534,000,000","1,948,312,000,000","1,979,450,000,000","1,965,403,000,000","1,968,919,000,000","1,977,967,000,000","2,014,986,000,000","1,990,602,000,000","2,011,820,000,000","2,015,200,000,000","2,044,500,000,000","1,962,609,000,000","1,979,011,000,000","1,989,067,000,000","2,014,165,000,000","1,926,292,000,000","1,916,998,000,000","1,897,556,000,000","1,911,157,000,000","1,783,277,000,000","1,752,579,000,000","1,750,604,000,000","1,754,564,000,000","1,605,992,000,000","1,575,077,000,000","1,542,279,000,000","1,534,875,000,000","1,408,543,000,000","1,377,676,000,000","1,360,924,000,000","1,370,095,000,000","1,252,722,000,000","1,188,384,000,000","1,170,772,000,000","1,155,905,000,000","1,055,792,000,000","1,006,550,000,000","970,420,000,000","969,701,000,000","880,733,000,000","853,198,784,090","829,009,698,720","720,705,351,000","708,582,217,500","618,904,572,220","602,363,835,000","496,415,821,050","493,187,342,550","447,227,053,750","445,563,145,600","410,894,253,400","407,885,835,840","375,723,160,800","364,748,760,960","347,573,401,500","348,148,481,400"
		NetPPE,"2,002,949,000,000","2,037,960,000,000","1,950,212,000,000","1,932,198,000,000","1,916,628,000,000","1,705,901,000,000","1,658,442,000,000","1,657,639,000,000","1,669,990,000,000","1,702,813,000,000","1,681,790,000,000","1,686,890,000,000","1,700,630,000,000","1,739,545,000,000","1,719,739,000,000","1,735,832,000,000","1,752,908,000,000","1,784,905,000,000","1,699,221,000,000","1,710,408,000,000","1,718,942,000,000","1,747,691,000,000","1,654,147,000,000","1,645,267,000,000","1,629,198,000,000","1,648,823,000,000","1,553,363,000,000","1,531,825,000,000","1,562,302,000,000","1,569,888,000,000","1,431,778,000,000","1,404,928,000,000","1,378,896,000,000","1,372,007,000,000","1,256,492,000,000","1,234,391,000,000","1,224,982,000,000","1,238,599,000,000","1,132,696,000,000","1,100,847,000,000","1,085,430,000,000","1,075,467,000,000","968,266,000,000","928,401,000,000","901,153,000,000","898,909,000,000","810,882,000,000","782,705,014,380","762,935,250,120","655,946,341,500","644,096,892,500","579,031,213,200","564,063,151,000","471,457,198,800","468,518,455,550","434,387,643,100","433,419,099,550","400,538,287,750","397,703,797,440","366,001,051,200","261,744,611,520","338,926,433,300","340,782,228,000"
			GrossPPE,"2,002,949,000,000","4,255,417,000,000","1,950,212,000,000","1,932,198,000,000","1,916,628,000,000","3,729,849,000,000",,"3,618,778,000,000",,"3,556,941,000,000",,,,"3,395,621,000,000",,"3,301,213,000,000",,"3,245,830,000,000",,"3,072,043,000,000",,"3,023,911,000,000",,,,"2,766,183,000,000",,,,"2,565,001,000,000",,,,"2,234,859,000,000",,"2,036,746,000,000",,"1,979,408,000,000",,"1,791,503,000,000",,"1,709,037,000,000",,,,"1,454,532,000,000",,"1,249,644,831,190","1,230,131,641,520","1,093,056,349,500","1,055,251,270,000","964,916,099,180","921,888,744,500","800,356,376,450","772,036,825,300","721,755,342,200","699,503,675,000","660,331,469,200","642,403,842,240","599,596,228,800","416,395,702,080","551,942,758,900","537,562,882,800"
				LandAndImprovements,,"172,897,000,000",,,,"58,858,000,000",,,,,,,,"53,653,000,000",,,,"52,710,000,000",,,,"48,702,000,000",,,,"45,194,000,000",,,,"39,693,000,000",,,,,,,,,,,,,,,,,,,"668,750,853,680",,"574,215,697,500",,"497,787,789,500",,"408,551,536,950",,"430,281,680,700",,"393,324,693,120",,"230,312,741,760",,"321,362,105,400"
				BuildingsAndImprovements,,"344,094,000,000",,,,"236,132,000,000",,,,"226,107,000,000",,,,"214,710,000,000",,,,"205,204,000,000",,,,"192,026,000,000",,,,"177,705,000,000",,,,"164,233,000,000",,,,"146,674,000,000",,,,"129,385,000,000",,,,"110,910,000,000",,,,"99,299,000,000",,,"90,400,365,000",,"79,986,755,000",,"73,153,983,500",,"63,435,463,450",,,,,,,,
				MachineryFurnitureEquipment,,"1,183,698,000,000",,,,"1,119,677,000,000",,,,"1,087,001,000,000",,,,"1,020,059,000,000",,,,"982,917,000,000",,,,"878,292,000,000",,,,"787,154,000,000",,,,"763,825,000,000",,,,"646,858,000,000",,,,"572,053,000,000",,,,"472,748,000,000",,,,"383,022,000,000",,,"348,824,875,080",,"319,331,017,500",,"288,280,464,500",,"256,986,888,600",,"230,513,364,900",,"205,917,240,000",,"162,333,148,800",,"182,370,576,600"
				OtherProperties,"2,002,949,000,000","38,223,000,000","1,950,212,000,000","1,932,198,000,000","1,916,628,000,000","34,080,000,000",,,,"32,631,000,000",,,,"22,268,000,000",,,,"21,018,000,000",,,,"19,345,000,000",,,,"17,412,000,000",,,,"15,991,000,000",,,,"14,184,000,000",,,,"12,768,000,000",,,,"11,051,000,000",,,,"799,927,000,000",,,"9,014,468,720",,"7,969,045,000",,"7,056,239,000",,"5,827,817,600",,"5,447,022,700",,"12,574,403,520",,"4,519,831,680",,"9,755,532,000"
				ConstructionInProgress,,"255,302,000,000",,,,"226,594,000,000",,,,"199,873,000,000",,,,"229,371,000,000",,,,"236,804,000,000",,,,"246,094,000,000",,,,"288,538,000,000",,,,"290,995,000,000",,,,"271,493,000,000",,,,"240,266,000,000",,,,"225,479,000,000",,,,"172,284,000,000",,,"113,141,079,040",,"73,748,755,000",,"55,610,268,000",,"37,235,118,700",,"33,261,606,700",,"30,587,505,600",,"19,229,979,840",,"24,074,668,800"
			AccumulatedDepreciation,,"-2,217,457,000,000",,,,"-2,023,948,000,000",,"-1,961,139,000,000",,"-1,854,128,000,000",,,,"-1,656,076,000,000",,"-1,565,381,000,000",,"-1,460,925,000,000",,"-1,361,635,000,000",,"-1,276,220,000,000",,,,"-1,117,360,000,000",,,,"-995,113,000,000",,,,"-862,852,000,000",,"-802,355,000,000",,"-740,809,000,000",,"-690,656,000,000",,"-633,570,000,000",,,,"-555,623,000,000",,"-466,939,816,810","-467,196,391,400","-437,110,008,000","-411,154,377,500","-385,884,885,980","-357,825,593,500","-328,899,177,650","-303,518,369,750","-287,367,699,100","-266,084,575,450","-259,793,181,450","-244,700,044,800","-233,595,177,600","-154,651,090,560","-213,016,325,600","-196,780,654,800"
		GoodwillAndOtherIntangibleAssets,"101,409,000,000","62,391,000,000","103,852,000,000","102,016,000,000","97,693,000,000","119,385,000,000","103,515,000,000","101,030,000,000","92,591,000,000","59,600,000,000","102,982,000,000","102,729,000,000","101,875,000,000","117,432,000,000","99,812,000,000","100,201,000,000","98,723,000,000","116,478,000,000","66,786,000,000","65,226,000,000","62,662,000,000","74,557,000,000","70,815,000,000","68,286,000,000","68,439,000,000","69,648,000,000","44,056,000,000","40,118,000,000","39,687,000,000","63,835,000,000","37,516,000,000","36,103,000,000","35,372,000,000","38,854,000,000","36,925,000,000","30,686,000,000","27,067,000,000","25,453,000,000","21,639,000,000","20,967,000,000","21,120,000,000","18,017,000,000","11,315,000,000","11,091,000,000","10,462,000,000","10,677,000,000","9,362,000,000","8,699,464,530","8,488,502,960","6,691,080,000","6,612,280,000","5,085,112,560","5,013,643,500","2,889,074,350","2,988,412,150","4,900,664,800","4,735,101,800","4,610,929,550","4,503,275,520","3,902,071,200","2,955,274,560","3,141,346,000","2,579,428,800"
			Goodwill,,"42,808,000,000",,,,"42,273,000,000",,,,"41,934,000,000",,,,"46,097,000,000",,,,"45,589,000,000",,,,"7,233,000,000",,,,"7,225,000,000",,,,"7,582,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,,"19,583,000,000",,,,"77,112,000,000",,,,"17,666,000,000",,,,"71,335,000,000",,,,"70,889,000,000",,,,"67,324,000,000",,,,"62,423,000,000",,,,"56,253,000,000","37,516,000,000","36,103,000,000","35,372,000,000","38,854,000,000","36,925,000,000","30,686,000,000","27,067,000,000","25,453,000,000","21,639,000,000","20,967,000,000","21,120,000,000","18,017,000,000","11,315,000,000","11,091,000,000","10,462,000,000","10,677,000,000","9,362,000,000","8,699,464,530","8,488,502,960","6,691,080,000","6,612,280,000","5,085,112,560","5,013,643,500","2,889,074,350","2,988,412,150","4,900,664,800","4,735,101,800","4,610,929,550","4,503,275,520","3,902,071,200","2,955,274,560","3,141,346,000","2,579,428,800"
		InvestmentsAndAdvances,"106,355,000,000","103,115,000,000","99,943,000,000","94,865,000,000","95,734,000,000","93,201,000,000","90,155,000,000","87,902,000,000","86,724,000,000","83,076,000,000","85,091,000,000","83,751,000,000","82,915,000,000","80,978,000,000","84,276,000,000","88,887,000,000","76,159,000,000","73,845,000,000","114,460,000,000","121,129,000,000","122,898,000,000","122,176,000,000","126,059,000,000","125,615,000,000","125,643,000,000","121,389,000,000","125,511,000,000","121,992,000,000","90,277,000,000","85,550,000,000","79,657,000,000","78,621,000,000","75,644,000,000","72,571,000,000","72,103,000,000","71,387,000,000","68,495,000,000","66,116,000,000","62,085,000,000","31,196,000,000","31,928,000,000","30,566,000,000","46,745,000,000","66,848,000,000","58,597,000,000","59,619,000,000","60,489,000,000",,,,,,,,,,,,,,,,
			LongTermEquityInvestment,"102,447,000,000","102,073,000,000","97,813,000,000","93,888,000,000","91,687,000,000","89,362,000,000","86,143,000,000","83,884,000,000","82,691,000,000","81,159,000,000","83,090,000,000","81,783,000,000","80,909,000,000","78,967,000,000","82,024,000,000","86,510,000,000","73,337,000,000","70,976,000,000","112,383,000,000","115,881,000,000","117,585,000,000","116,947,000,000","120,957,000,000","120,622,000,000","120,632,000,000","116,700,000,000","118,614,000,000","115,106,000,000","83,118,000,000","80,042,000,000","77,860,000,000",,"73,834,000,000","70,739,000,000","70,201,000,000",,"66,514,000,000",,"59,932,000,000",,"29,581,000,000",,"44,704,000,000",,,,,,,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,860,000,000",,"73,834,000,000","70,739,000,000","70,201,000,000",,"66,514,000,000",,"59,932,000,000",,"29,581,000,000",,"44,704,000,000",,,,,,,,,,,,,,,,,,,,
