name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
		HedgingAssetsCurrent,,,,,,,"13,748,000","8,991,000",,,,,,,,,,,
		OtherCurrentAssets,"1,368,000","1,522,000","1,258,000","909,000","679,000","5,949,000","9,035,000","7,337,000","22,655,000","24,622,000","13,654,000","5,338,000","13,547,000","5,877,000","3,239,000","6,650,000","72,504,000",,"38,830,000"
	TotalNonCurrentAssets,"3,122,935,000","3,023,181,000","3,054,443,000","2,776,722,000","2,807,891,000","3,079,425,000","2,551,611,000","2,562,010,000","2,311,554,000","1,961,614,000","1,590,715,000","1,431,761,000","1,271,515,000","964,364,000","732,119,000","546,015,000","488,392,000","352,995,000","231,081,000"
		NetPPE,"2,793,049,000","2,701,322,000","2,825,904,000","2,623,682,000","2,650,653,000","2,505,336,000","2,348,514,000","2,284,631,000","2,000,191,000","1,772,528,000","1,481,687,000","1,337,669,000","1,166,262,000","862,283,000","637,543,000","541,211,000","480,488,000","345,411,000","227,717,000"
			GrossPPE,"3,928,829,000","4,078,199,000","3,803,861,000","3,498,059,000","3,394,636,000","3,135,839,000","2,878,861,000","2,284,631,000","2,346,847,000","2,047,468,000","1,699,795,000","1,512,504,000","1,303,629,000","966,461,000","717,528,000","628,248,000","480,488,000","345,411,000","227,717,000"
				FlightFleetVehicleAndRelatedEquipments,"3,818,852,000","3,977,323,000","3,714,215,000","3,410,577,000","3,316,468,000","3,067,934,000","2,827,084,000","2,266,567,000","2,279,270,000","1,988,042,000",,,,,,,,,
				LandAndImprovements,"6,301,000","6,301,000","6,301,000","6,301,000","6,301,000","6,301,000",,,,,,,,,,,,,
				MachineryFurnitureEquipment,"32,798,000","30,918,000","27,524,000","29,607,000","25,947,000","25,308,000","23,524,000","5,319,000","67,577,000","69,252,000",,,,,,,,,
				OtherProperties,"2,823,245,000",,,,,,,,"2,279,270,000","59,426,000",,,,,,,,,
				ConstructionInProgress,"5,587,000","14,253,000","5,778,000","6,593,000","10,054,000","7,716,000","3,247,000","6,004,000",,,,,,,,,,,
				Leases,"65,291,000","49,404,000","50,043,000","44,981,000","35,866,000","28,580,000","25,006,000","6,741,000",,,,,,,,,,,
			AccumulatedDepreciation,"-1,135,780,000","-1,376,877,000","-977,957,000","-874,377,000","-743,983,000","-630,503,000","-530,347,000","-432,589,000","-346,656,000","-274,940,000","-218,108,000","-174,835,000","-137,367,000","-104,178,000","-79,985,000","-87,037,000",,,
		GoodwillAndOtherIntangibleAssets,"108,116,000","101,168,000","81,115,000","69,502,000","69,426,000","57,295,000","53,519,000","86,957,000","72,146,000","68,940,000","58,825,000","53,597,000","59,685,000","21,779,000","20,512,000",,,,
			Goodwill,"20,380,000","20,380,000","20,380,000","20,380,000","20,380,000","20,380,000","25,305,000","64,627,000","25,099,000","25,475,000","23,852,000","21,732,000","24,201,000","21,779,000","20,512,000",,,,
			OtherIntangibleAssets,"87,736,000","80,788,000","60,735,000","49,122,000","49,046,000","36,915,000","28,214,000","22,330,000","47,047,000","43,465,000","34,973,000","31,865,000","35,484,000",,,,,,
		InvestmentProperties,"30,196,000",,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"134,347,000","138,846,000","65,953,000","953,000","861,000","396,802,000","37,590,000","69,445,000","104,834,000","6,224,000","6,407,000","11,145,000","17,038,000","29,032,000","26,175,000",,,,
		NonCurrentAccountsReceivable,"2,139,000","1,177,000","2,444,000","28,355,000","16,593,000","1,116,000","4,365,000",,,,,,,,,,,,
		NonCurrentDeferredAssets,"19,215,000","16,041,000","18,572,000","18,339,000","12,708,000","17,235,000","7,453,000","3,655,000",,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"19,215,000","16,041,000","18,572,000","18,339,000","12,708,000","17,235,000","7,453,000","3,655,000",,,,,,,,,,,
		NonCurrentPrepaidAssets,"21,864,000","45,652,000","40,698,000","10,401,000","34,803,000","59,060,000","60,087,000","77,785,000","8,974,000","8,157,000","2,227,000","1,486,000",,,,,,,
		DefinedPensionBenefit,"249,000","5,091,000","3,185,000","8,826,000","6,050,000","13,784,000","11,114,000","10,009,000","8,974,000","2,505,000",,,,,,,,,
		OtherNonCurrentAssets,"13,760,000","13,884,000","16,572,000","16,664,000","16,797,000","28,797,000","28,969,000","29,528,000","125,409,000","105,765,000","41,569,000","27,864,000","28,530,000","51,270,000","47,889,000","4,804,000","7,904,000","7,584,000","3,364,000"
TotalLiabilitiesNetMinorityInterest,"2,422,472,000","2,246,571,000","2,141,436,000","2,003,842,000","2,128,054,000","2,015,766,000","2,050,858,000","1,942,956,000","1,676,265,000","1,446,028,000","1,227,241,000","1,321,793,000","1,175,614,000","883,346,000","671,045,000","527,895,000","476,332,000","354,841,000","253,695,000"
	CurrentLiabilities,"997,633,000","1,047,152,000","1,058,392,000","898,436,000","985,667,000","981,497,000","1,041,946,000","788,690,000","658,660,000","497,895,000","446,582,000","502,084,000","424,989,000","339,573,000","253,979,000","143,011,000",,,
		PayablesAndAccruedExpenses,"205,684,000","195,612,000","230,707,000","227,537,000","224,039,000","238,344,000","263,398,000","211,890,000","216,611,000","177,366,000","157,731,000","143,412,000","120,525,000","88,550,000","67,378,000","41,916,000",,,
			Payables,"194,712,000","185,175,000","214,574,000","185,934,000","170,419,000","196,533,000","224,320,000","211,890,000","186,139,000","129,752,000","108,673,000","102,770,000","68,292,000","56,446,000","52,598,000","41,916,000",,,
				AccountsPayable,"119,332,000","124,962,000","116,554,000","104,176,000","94,741,000","125,412,000","95,046,000","104,975,000","92,842,000","66,005,000","65,446,000","65,576,000","68,292,000","56,446,000","52,598,000","29,068,000",,,
				TotalTaxPayable,"61,294,000","44,749,000","85,140,000","69,884,000","67,242,000","63,110,000","113,541,000","85,436,000","71,223,000","49,852,000","43,227,000","37,194,000","36,644,000","31,490,000","27,450,000","16,269,000",,,
					IncomeTaxPayable,"9,683,000","0","3,700,000","22,495,000","24,066,000","31,572,000",,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,"14,086,000","15,464,000","12,880,000","8,681,000","5,605,000","6,749,000","14,483,000","20,255,000","22,074,000","13,895,000",,,,,,,,,
				OtherPayable,,,,"3,193,000","2,831,000","1,262,000","1,250,000","1,224,000",,,,,"-36,644,000","-31,490,000","-27,450,000","-3,421,000",,,
			CurrentAccruedExpenses,"10,972,000","10,437,000","16,133,000","41,603,000","53,620,000","41,811,000","39,078,000","48,047,000","30,472,000","47,614,000","49,058,000","40,642,000","52,233,000","32,104,000","14,780,000",,,,
		CurrentProvisions,,,,,,,,"18,027,000",,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"44,401,000","36,953,000","44,188,000","38,513,000","29,328,000","39,480,000","36,897,000","30,020,000",,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"214,970,000","311,965,000","298,462,000","222,718,000","245,514,000","187,646,000","156,329,000","136,268,000","131,069,000","100,860,000","94,550,000","115,833,000","110,658,000","91,453,000","67,905,000","30,573,000",,,
			CurrentDebt,"117,238,000","311,965,000","298,462,000","222,718,000","245,514,000","187,646,000","156,329,000","136,268,000","131,069,000","100,860,000","94,550,000","115,833,000","110,658,000","91,453,000","67,905,000","30,573,000",,,
				OtherCurrentBorrowings,"117,238,000",,"298,462,000","222,718,000","245,514,000","187,646,000","156,329,000","136,268,000",,,,,,,,,,,
			CurrentCapitalLeaseObligation,"97,732,000",,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"532,494,000","502,018,000","483,879,000","405,281,000","370,994,000","408,012,000","578,439,000","382,807,000","297,135,000","208,735,000",,,,,,,,,
			CurrentDeferredRevenue,"532,494,000","502,018,000","483,879,000","405,281,000","370,994,000","408,012,000","578,439,000","382,807,000","297,137,000",,,,,,,,,,
		OtherCurrentLiabilities,"84,000","604,000","1,156,000","4,387,000","115,792,000","108,015,000","6,883,000","9,678,000","13,845,000","10,934,000","194,301,000","242,839,000","193,806,000","159,570,000","118,696,000","70,522,000",,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,424,839,000","1,199,419,000","1,083,044,000","1,105,406,000","1,142,387,000","1,034,269,000","1,008,912,000","1,154,266,000","1,017,605,000","948,133,000","780,659,000","819,709,000","750,625,000","543,773,000","417,066,000","384,884,000",,,
		LongTermProvisions,"170,302,000","116,380,000","95,790,000","70,297,000","52,305,000","56,187,000","49,892,000","41,738,000",,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"1,145,015,000","975,283,000","876,119,000","961,414,000","1,055,183,000","928,964,000","913,507,000","1,069,836,000","936,657,000","888,681,000","750,971,000","800,196,000","732,209,000","529,802,000","402,954,000","380,827,000","311,991,000","211,698,000","111,125,000"
			LongTermDebt,"938,183,000","975,283,000","876,119,000","961,414,000","1,055,183,000","928,964,000","913,507,000","1,069,836,000","936,657,000","888,681,000","750,971,000","800,196,000","732,209,000","529,802,000","402,954,000","380,827,000","311,991,000","211,698,000","111,125,000"
			LongTermCapitalLeaseObligation,"206,832,000",,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"88,603,000","86,412,000","83,743,000","71,298,000","32,865,000","36,296,000","37,959,000","34,364,000","30,444,000","20,016,000","13,410,000","8,747,000","6,747,000","4,557,000","4,039,000","1,589,000",,,
			NonCurrentDeferredTaxesLiabilities,"43,397,000","48,940,000","50,628,000","44,974,000","32,865,000","36,296,000","37,959,000","34,364,000","30,444,000","20,016,000","13,410,000","8,747,000","6,747,000","4,557,000","4,039,000","1,589,000",,,
			NonCurrentDeferredRevenue,"45,206,000","37,472,000","33,115,000","26,324,000",,,,,,,,,,,,,,,
		EmployeeBenefits,,,,,"17,154,000","11,262,000","6,223,000","6,340,000","5,847,000","5,733,000","2,370,000","2,072,000","1,894,000","1,701,000","1,283,000","1,158,000",,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,,,,"17,154,000","11,262,000","6,223,000","6,340,000","5,847,000","5,733,000","2,370,000","2,072,000","1,894,000","1,701,000","1,283,000","1,158,000",,,
		OtherNonCurrentLiabilities,"20,919,000","21,344,000","27,392,000","2,397,000","2,034,000","1,560,000","1,331,000","1,988,000","44,657,000","33,703,000","13,908,000","8,694,000","9,775,000","7,713,000","8,790,000","1,310,000",,,
TotalEquityGrossMinorityInterest,"1,934,906,000","1,840,679,000","2,111,495,000","1,842,271,000","1,587,422,000","2,075,108,000","1,901,906,000","1,536,544,000","1,389,531,000","1,109,969,000","865,628,000","632,432,000","531,637,000","371,669,000","245,867,000","174,155,000","115,583,000","67,094,000","46,426,000"
	StockholdersEquity,"1,934,906,000","1,840,679,000","2,111,495,000","1,842,271,000","1,587,422,000","2,075,108,000","1,901,906,000","1,536,544,000","1,389,531,000","1,109,969,000","865,628,000","632,432,000","531,637,000","371,669,000","245,867,000","174,155,000","115,583,000","67,094,000","46,426,000"
		CapitalStock,"28,608,000","28,553,000","28,504,000","28,454,000","28,390,000","28,325,000","30,092,000","30,057,000","29,961,000","0","0","0","29,308,000","29,223,000","29,223,000","29,223,000",,,
			CommonStock,"28,608,000","28,553,000","28,504,000","28,454,000","28,390,000","28,325,000","30,092,000","30,057,000","29,961,000","0","0","0","29,308,000","29,223,000","29,223,000","29,223,000",,,
		RetainedEarnings,"1,965,179,000","1,872,700,000","2,150,322,000","1,887,091,000","1,638,733,000","2,011,485,000","1,820,583,000","1,458,258,000","1,324,394,000","1,051,692,000","817,649,000","594,004,000","491,599,000","343,390,000","217,862,000","144,932,000",,,
		AdditionalPaidInCapital,"86,135,000","80,041,000","72,945,000","64,986,000","57,455,000","53,486,000","47,031,000","40,660,000","33,567,000","55,867,000","48,244,000","42,964,000","8,064,000","3,340,000","29,223,000",,,,
		TreasuryStock,"136,388,000","136,388,000","136,388,000","136,388,000","136,388,000","18,426,000",,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-8,628,000","-4,227,000","-3,888,000","-1,872,000","-768,000","238,000","4,200,000","7,569,000","1,609,000","2,410,000","-265,000","-4,536,000","2,666,000","-4,284,000","-1,218,000",,,,
		OtherEquityInterest,"247,002,000","88,095,000","370,023,000",,,,,,,,,,,,"-29,223,000",,,,
TotalCapitalization,"2,873,089,000","2,815,962,000","2,987,614,000","2,803,685,000","2,642,605,000","3,004,072,000","2,815,413,000","2,606,380,000","2,326,188,000","1,998,650,000","1,616,599,000","1,432,628,000","1,263,846,000","901,471,000","648,821,000","554,982,000","427,574,000","278,792,000","157,551,000"
CommonStockEquity,"1,934,906,000","1,840,679,000","2,111,495,000","1,842,271,000","1,587,422,000","2,075,108,000","1,901,906,000","1,536,544,000","1,389,531,000","1,109,969,000","865,628,000","632,432,000","531,637,000","371,669,000","245,867,000","174,155,000","115,583,000","67,094,000","46,426,000"
CapitalLeaseObligations,"304,564,000",,,,,,,,,,,,,,,,,,
NetTangibleAssets,"1,826,790,000","1,739,511,000","2,030,380,000","1,772,769,000","1,517,996,000","2,017,813,000","1,848,387,000","1,449,587,000","1,317,385,000","1,041,029,000","806,803,000","578,835,000","471,952,000","349,890,000","225,355,000","174,155,000","115,583,000","67,094,000","46,426,000"
WorkingCapital,"236,810,000","16,917,000","140,096,000","170,955,000","-78,082,000","29,952,000","359,207,000","128,800,000","95,582,000","96,488,000","55,572,000","20,380,000","10,747,000","-48,922,000","-69,186,000","13,024,000",,,
InvestedCapital,"2,990,327,000","3,127,927,000","3,286,076,000","3,026,403,000","2,888,119,000","3,191,718,000","2,971,742,000","2,742,648,000","2,457,257,000","2,099,510,000","1,711,149,000","1,548,461,000","1,374,504,000","992,924,000","716,726,000","585,555,000","427,574,000","278,792,000","157,551,000"
TangibleBookValue,"1,826,790,000","1,739,511,000","2,030,380,000","1,772,769,000","1,517,996,000","2,017,813,000","1,848,387,000","1,449,587,000","1,317,385,000","1,041,029,000","806,803,000","578,835,000","471,952,000","349,890,000","225,355,000","174,155,000","115,583,000","67,094,000","46,426,000"
TotalDebt,"1,359,985,000","1,287,248,000","1,174,581,000","1,184,132,000","1,300,697,000","1,116,610,000","1,069,836,000","1,206,104,000","1,067,726,000","989,541,000","845,521,000","916,029,000","842,867,000","621,255,000","470,859,000","411,400,000","311,991,000","211,698,000","111,125,000"
NetDebt,"896,689,000","1,131,090,000","935,789,000","852,445,000","1,095,982,000","895,167,000","930,726,000","1,130,010,000","823,925,000","781,851,000","582,865,000","695,221,000","557,009,000","451,375,000","376,753,000","315,682,000","311,991,000","211,698,000","111,125,000"
ShareIssued,"44,773,872","44,754,401","44,714,605","44,681,411","44,393,982","44,359,102","44,346,001","44,329,262","44,281,289","43,959,250","43,344,978","43,194,566","42,937,844","42,812,500","42,812,500","42,812,500","42,812,500","42,812,500","42,812,500"
OrdinarySharesNumber,"42,275,981","42,195,811","42,123,766","42,050,481","41,955,227","43,988,423","44,098,620","44,036,470","43,895,888","43,593,523","43,344,978","43,194,566","42,937,844","42,812,500","42,812,500","42,812,500","42,812,500","42,812,500","42,812,500"
TreasurySharesNumber,"2,497,891","2,558,590","2,590,839","2,630,930","2,438,755","370,679","247,381","292,792","385,401","365,727",,,,,,,,,
