name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,06/30/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,"448,000,000",,,,,,,,"1,000,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"834,000,000","857,000,000","1,138,000,000","1,001,000,000","1,082,000,000","963,000,000","1,833,000,000","1,277,000,000","1,202,000,000","1,414,000,000","1,441,000,000","1,222,000,000","1,092,000,000","1,486,000,000","1,841,000,000","1,941,000,000","1,719,000,000","1,838,000,000","2,038,000,000","1,899,000,000","1,736,000,000","1,424,000,000","1,614,000,000","1,630,000,000","1,554,000,000","1,388,000,000","1,832,000,000","1,573,000,000","1,262,000,000","1,058,000,000","1,455,000,000","1,354,000,000","1,232,000,000","1,286,000,000","1,671,000,000","3,983,000,000","4,291,000,000","1,574,000,000","2,148,000,000","2,636,000,000","2,647,000,000","1,753,000,000","2,460,000,000","2,712,000,000","2,966,000,000","3,050,000,000","3,769,000,000","4,153,000,000","3,771,000,000","3,589,000,000","39,418,000,000","3,494,000,000","3,392,000,000","3,006,000,000","38,570,000,000","38,692,000,000","39,757,000,000","1,598,000,000","51,921,000,000","46,339,000,000",,"9,062,000,000",,,"44,282,000,000","12,282,000,000",,,,"8,386,000,000",,,,"6,471,000,000",,,,,,,,,,,,,"1,042,296,000","483,000,000","382,000,000",,"233,000,000","293,000,000","530,000,000","505,000,000",,,,,,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,"2,264,000,000",,,,"1,626,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,"6,212,000,000","7,465,000,000","8,149,000,000","721,000,000",,,"3,289,000,000","2,294,000,000",,,"1,892,000,000",,,,"632,000,000","4,380,000,000","641,000,000","578,000,000",,,,,"1,384,000,000","1,475,000,000","1,494,000,000","0","0","0","4,947,000,000","19,315,000,000","8,525,000,000","8,910,000,000","9,860,000,000","8,420,000,000","8,732,000,000","10,167,000,000","6,241,000,000","7,128,000,000",,,,,,,,,,,,,,,"1,113,000,000",,"1,104,000,000","1,078,000,000","1,160,000,000",,"11,379,000,000",,,,,,,,,,,,,,"1,467,697,000",,,"473,548,000","460,013,000",,"430,166,000",,"171,754,000",,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"8,224,000,000","4,153,000,000","3,346,000,000","3,384,000,000","3,004,000,000","3,846,000,000","3,751,000,000","3,614,000,000","3,191,000,000","3,032,000,000","2,248,000,000","2,218,000,000","2,467,000,000","3,016,000,000","3,012,000,000","2,934,000,000","3,962,000,000","4,242,000,000","3,824,000,000","3,599,000,000","4,103,000,000","5,165,000,000","2,551,000,000","2,852,000,000","2,886,000,000","2,675,000,000","2,877,000,000","2,748,000,000","2,967,000,000","4,507,000,000","3,231,000,000","3,770,000,000","4,424,000,000","3,857,000,000","3,739,000,000","3,796,000,000","4,741,000,000","4,356,000,000",,,,,,,,,"8,384,000,000","16,075,000,000","8,962,000,000",,"7,326,000,000","7,234,000,000","7,550,000,000",,"11,632,000,000","10,373,000,000","8,381,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,"1,154,000,000",,,,,,,,,,,,,,,,,"6,566,000,000","2,973,000,000",,,,,,"8,510,000,000","332,000,000","368,000,000","250,000,000","6,321,000,000","166,000,000","178,000,000","95,000,000","10,373,000,000","129,000,000","141,000,000","347,000,000","9,858,000,000",,,,"159,000,000",,"20,106,766,000","157,000,000","92,000,000","38,243,000,000","22,356,078,000","24,709,306,000",,"20,209,207,000","21,218,920,000","20,213,483,000",,"18,145,880,000","21,318,970,000","20,663,289,000","636,000,000","19,220,831,000","13,963,273,000","11,251,802,000",,,,,"470,000,000",,,,"301,400,000",,,,,,,,,,
	TotalNonCurrentAssets,"209,560,000,000","213,135,000,000","210,356,000,000","221,619,000,000","220,584,000,000","210,866,000,000","197,290,000,000","198,935,000,000","203,091,000,000","201,547,000,000","201,012,000,000","198,397,000,000","197,953,000,000","195,503,000,000","193,841,000,000","194,951,000,000","192,077,000,000","191,230,000,000","191,757,000,000","194,484,000,000","194,981,000,000","197,043,000,000","207,175,000,000","211,136,000,000","206,686,000,000","208,850,000,000","205,705,000,000","202,456,000,000","202,307,000,000","189,212,000,000","202,472,000,000","197,911,000,000","201,610,000,000","195,484,000,000","190,344,000,000","181,964,000,000","179,258,000,000","175,409,000,000","172,853,000,000","171,366,000,000","170,940,000,000","168,315,000,000","168,466,000,000","166,285,000,000","162,146,000,000","161,854,000,000","170,850,000,000","175,960,000,000","164,152,000,000","157,160,000,000","150,764,000,000","147,690,000,000","143,944,000,000","143,340,000,000","136,338,000,000","142,262,000,000","131,769,000,000","131,624,000,000","129,225,000,000","134,802,000,000","129,072,000,000","127,230,000,000","123,487,000,000","68,275,709,000","133,187,000,000","123,107,000,000","119,496,000,000","69,000,727,000","71,272,854,000","114,059,000,000","71,899,402,000","74,793,018,000","77,270,364,000","105,050,000,000","72,029,665,000","73,017,632,000","71,786,593,000","103,819,000,000","70,219,140,000","64,883,413,000","41,433,585,000","66,084,000,000","66,524,000,000","67,072,000,000","66,999,000,000","67,274,000,000","58,792,088,000","21,820,000,000","22,609,000,000","35,555,600,000","22,191,000,000","22,706,000,000","24,253,000,000","21,844,000,000","20,341,000,000","22,454,000,000","22,237,000,000","18,476,000,000","18,160,000,000","18,550,000,000"
		NetPPE,"130,226,000,000","146,733,000,000","134,661,000,000","145,291,000,000","144,625,000,000","135,261,000,000","122,661,000,000","124,390,000,000","129,002,000,000","129,471,000,000","130,651,000,000","130,715,000,000","129,817,000,000","129,757,000,000","128,262,000,000","125,946,000,000","129,253,000,000","129,758,000,000","130,124,000,000","130,659,000,000","129,113,000,000","130,692,000,000","134,726,000,000","135,854,000,000","133,199,000,000","154,555,000,000","130,153,000,000","128,370,000,000","126,848,000,000","120,448,000,000","119,687,000,000","117,565,000,000","119,991,000,000","119,214,000,000","114,809,000,000","112,205,000,000","111,476,000,000","110,163,000,000","107,396,000,000","106,494,000,000","108,232,000,000","108,275,000,000","106,692,000,000","105,779,000,000","103,316,000,000","103,200,000,000","102,889,000,000","101,787,000,000","99,512,000,000","97,989,000,000","96,934,000,000","95,193,000,000","92,307,000,000","90,999,000,000","87,584,000,000","90,999,000,000","85,487,000,000","85,947,000,000","84,489,000,000","90,947,000,000","98,757,000,000","96,748,000,000","91,917,000,000","50,492,338,000","97,616,000,000","91,911,000,000","88,930,000,000","54,105,563,000","55,812,615,000","87,682,000,000","54,381,916,000","56,148,395,000","57,544,943,000","77,410,000,000","52,670,613,000","53,828,213,000","52,173,454,000","75,173,000,000","50,844,098,000","44,309,399,000","32,557,512,000","52,631,000,000","52,616,000,000","53,831,000,000","53,947,000,000","54,465,000,000","49,804,504,000","18,805,000,000","19,538,000,000","30,644,700,000","19,393,000,000","19,954,000,000","20,864,000,000","18,681,000,000","17,481,000,000","19,285,000,000","18,926,000,000","15,472,000,000","15,697,000,000","15,904,000,000"
			GrossPPE,,"305,134,000,000",,,,,,,,,,,,,,,,,,,,"281,701,000,000",,,,"290,628,000,000",,,,"241,055,000,000",,,,"241,987,000,000",,,,"234,239,000,000",,,,"231,258,000,000",,,,"217,109,000,000","102,889,000,000","101,787,000,000","99,512,000,000","205,091,000,000","96,934,000,000","95,193,000,000","92,307,000,000","182,984,000,000","87,584,000,000","90,999,000,000","85,487,000,000","173,314,000,000","84,489,000,000","90,947,000,000","98,757,000,000","188,238,000,000","91,917,000,000","50,492,338,000","97,616,000,000","175,780,000,000","88,930,000,000","54,105,563,000","55,812,615,000","169,162,000,000","54,381,916,000","56,148,395,000","57,544,943,000","148,055,000,000","52,670,613,000","53,828,213,000","52,173,454,000","142,007,000,000","50,844,098,000","44,309,399,000","32,557,512,000","118,145,000,000","115,370,000,000","116,585,000,000","116,701,000,000","117,219,000,000","106,187,392,000","39,854,000,000","41,643,000,000","62,188,800,000","39,549,000,000","39,504,000,000","39,413,000,000","33,280,000,000","30,449,000,000",,,,,
				Properties,,"15,306,000,000",,,,,,,,,,,,,,,,,,,,"200,514,000,000",,,,"21,742,000,000",,,,"170,063,000,000",,,,"175,874,000,000",,,,"160,184,000,000",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,,,,,"1,585,000,000","650,000,000","713,000,000",,"741,000,000","771,000,000","835,000,000","727,000,000","614,000,000",,,,,
				LandAndImprovements,,"3,609,000,000",,,,,,,,,,,,,,,,,,,,"3,415,000,000",,,,"3,375,000,000",,,,"3,196,000,000",,,,"3,099,000,000",,,,"3,560,000,000",,,,"3,786,000,000",,,,"150,777,000,000",,,,"139,131,000,000",,,,"122,996,000,000",,,,"114,951,000,000",,,,"109,097,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,"2,618,000,000",,,,,,,,,,,,,,,,,,,,"3,061,000,000",,,,"3,027,000,000",,,,"2,713,000,000",,,,"2,846,000,000",,,,"2,835,000,000",,,,"2,918,000,000",,,,"2,742,000,000",,,,"3,150,000,000",,,,"3,129,000,000",,,,"1,954,000,000",,,,"3,522,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"57,372,000,000",,,,,,,,,,,,,,,,,,,,"65,665,000,000",,,,"65,402,000,000",,,,"56,024,000,000",,,,"51,557,000,000",,,,"55,444,000,000",,,,"54,916,000,000",,,,"40,950,000,000",,,,"39,534,000,000",,,,"44,859,000,000",,,,"43,160,000,000","0","90,947,000,000","0","60,581,000,000","0","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,,,,,"103,917,672,000","38,917,000,000","40,423,000,000",,"38,305,000,000","37,703,000,000","37,434,000,000","31,302,000,000","28,551,000,000",,,,,
				OtherProperties,,"226,229,000,000",,,,,,,,,,,,,,,,,,,,"9,046,000,000",,,,"197,082,000,000",,,,"9,059,000,000",,,,"8,611,000,000",,,,,,,,"157,197,000,000",,,,"22,640,000,000","102,889,000,000","101,787,000,000","99,512,000,000","23,276,000,000","96,934,000,000","95,193,000,000","92,307,000,000","12,000,000,000","87,584,000,000","90,999,000,000","85,487,000,000","13,249,000,000","84,489,000,000",,"98,757,000,000",,"91,917,000,000","50,492,338,000","97,616,000,000","161,823,000,000","88,930,000,000","54,105,563,000","55,812,615,000","157,035,000,000","54,381,916,000","56,148,395,000","57,544,943,000","139,729,000,000","52,670,613,000","53,828,213,000","52,173,454,000",,"50,844,098,000","44,309,399,000","32,557,512,000",,,,,,"684,720,000","287,000,000","507,000,000",,"503,000,000","1,030,000,000","1,144,000,000","1,251,000,000","1,284,000,000",,,,,
				ConstructionInProgress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,216,000,000",,,,"12,441,000,000",,,,,,,,,,,,,,,,,"0","0","0","15,038,000,000","0","0","0","13,957,000,000","0","0","0","12,127,000,000","0","0","0","8,326,000,000","0","0","0",,"0","0","0",,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-158,401,000,000",,,,,,,,,,,,,,,,,,,,"-151,009,000,000",,,,"-136,073,000,000",,,,"-120,607,000,000",,,,"-122,773,000,000",,,,"-124,076,000,000",,,,"-122,983,000,000",,,,"-113,909,000,000",,,,"-107,102,000,000",,,,"-91,985,000,000",,,,"-87,367,000,000",,,,"-91,490,000,000",,,,"-83,869,000,000",,,,"-81,480,000,000",,,,"-70,645,000,000",,,,"-66,834,000,000",,,,"-65,514,000,000","-62,754,000,000","-62,754,000,000","-62,754,000,000","-62,754,000,000","-56,382,888,000","-21,049,000,000","-22,105,000,000","-31,544,100,000","-20,156,000,000","-19,550,000,000","-18,549,000,000","-14,599,000,000","-12,968,000,000",,,,,
		GoodwillAndOtherIntangibleAssets,"27,247,000,000","13,316,000,000","26,796,000,000","27,789,000,000","28,782,000,000","29,488,000,000","29,126,000,000","29,127,000,000","29,713,000,000","29,906,000,000","30,100,000,000","28,794,000,000","29,622,000,000","29,377,000,000","28,367,000,000","29,732,000,000","30,423,000,000","30,287,000,000","30,924,000,000","31,248,000,000","32,442,000,000","32,775,000,000","33,454,000,000","34,128,000,000","33,864,000,000","13,355,000,000","37,897,000,000","37,296,000,000","36,902,000,000","35,902,000,000","35,168,000,000","34,176,000,000","34,210,000,000","33,202,000,000","31,565,000,000","26,238,000,000","23,203,000,000","22,896,000,000","23,628,000,000","22,448,000,000","21,084,000,000","20,168,000,000","21,449,000,000","21,255,000,000","20,296,000,000","20,138,000,000","20,606,000,000","18,402,000,000","17,741,000,000","17,658,000,000","17,109,000,000","16,790,000,000","16,658,000,000","16,026,000,000","15,728,000,000","16,026,000,000","15,209,000,000","15,143,000,000","15,202,000,000","15,073,000,000","14,986,000,000","12,076,000,000","12,741,000,000","7,253,969,000","15,062,000,000","13,642,000,000","13,631,000,000","8,420,797,000","8,977,035,000","15,566,000,000","10,111,916,000","10,603,555,000","11,298,455,000","15,593,000,000","11,219,296,000","11,265,642,000","11,546,036,000","16,893,000,000","11,425,769,000","9,726,534,000","2,081,113,000","3,344,000,000","3,637,000,000","3,489,000,000","3,310,000,000","3,037,000,000","2,865,680,000","959,000,000","878,000,000","1,251,700,000","750,000,000","777,000,000","1,285,000,000","1,309,000,000","1,447,000,000","1,672,000,000","1,874,000,000","1,031,000,000","1,035,000,000","1,295,000,000"
