name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
EarningsFromEquityInterestNetOfTax,"38,540,000","38,540,000","58,933,000","33,024,000","8,279,000","14,120,000","4,275,000","1,869,000","157,000","-1,358,000","-512,000","-191,000"
NetIncomeCommonStockholders,"3,379,330,000","3,379,330,000","1,641,958,000","2,493,235,000","1,523,918,000","1,033,243,000","1,064,472,000","477,727,000","904,298,000","-306,819,000","-2,047,710,000","-330,727,000"
	NetIncome,"3,445,235,000","3,445,235,000","2,209,007,000","2,493,235,000","1,523,918,000","1,033,243,000","1,064,472,000","477,727,000","89,177,000","-83,156,000","-238,857,000","-47,116,000"
		NetIncomeIncludingNoncontrollingInterests,"3,700,029,000","3,700,029,000","2,115,697,000","2,508,391,000","1,511,576,000","998,305,000","1,064,472,000","477,727,000","89,177,000","-83,156,000","-238,857,000","-47,116,000"
			NetIncomeContinuousOperations,"3,700,029,000","3,700,029,000","2,115,697,000","2,508,391,000","1,511,576,000","998,305,000","1,064,472,000","477,727,000","89,177,000","-83,156,000","-238,857,000","-47,116,000"
		MinorityInterests,"-254,794,000","-254,794,000","93,310,000","-15,156,000","12,342,000","34,938,000",,,,,,
	PreferredStockDividends,"27,559,000","27,559,000","493,890,000",,,,,,"478,754,000",,,
	OtherunderPreferredStockDividend,"38,346,000","38,346,000","73,159,000",,,,"0","0","-1,293,875,000","223,663,000","1,808,853,000","283,611,000"
DilutedNIAvailtoComStockholders,"3,379,330,000","3,379,330,000","1,641,958,000","2,493,235,000","1,523,918,000","1,033,243,000","1,064,472,000","477,727,000","904,298,000","-306,819,000","-2,047,710,000","-330,727,000"
BasicEPS,,,"25.6","42.03","27.04","18.37","18.46","8.51","29.91","-1.968","-45.407","-7.334"
DilutedEPS,,,"25.4","41.33","26.4","17.96","17.76","8.09","1.8","-1.968","-45.407","-7.334"
BasicAverageShares,,,"64,042,390","59,323,007","56,367,166","56,259,499","57,657,035","56,123,784","30,235,191","42,265,408","45,097,271","45,097,271"
DilutedAverageShares,,,"64,704,470","60,831,887","60,805,566","57,541,558","59,927,174","59,056,065","49,623,442","42,265,408","48,635,139","48,635,139"
TotalOperatingIncomeAsReported,"1,067,955,000","1,067,955,000","2,639,690,000","2,699,231,000","1,771,484,000","1,162,009,000","1,078,804,000","476,033,000","102,896,000","-99,488,000","-235,528,000","-46,565,000"
TotalExpenses,"24,665,635,000","24,665,635,000","13,153,239,000","8,955,337,000","6,519,815,000","4,720,346,000","2,600,313,000","1,349,157,000","717,135,000","421,125,000","363,866,000","79,275,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"3,445,235,000","3,445,235,000","2,209,007,000","2,493,235,000","1,523,918,000","1,033,243,000","1,064,472,000","477,727,000","89,177,000","-83,156,000","-238,857,000","-47,116,000"
NormalizedIncome,"1,047,692,480","1,047,692,480","2,680,092,860","2,425,485,168","1,429,068,698","1,080,464,944","1,072,678,200","452,871,245","90,044,854","-93,763,250","-238,443,750","-47,104,750"
InterestIncome,"733,576,000","733,576,000","485,552,000","180,384,000","67,193,000","137,892,000","164,969,000","60,221,000","16,316,000","4,890,000","56,000","46,000"
InterestExpense,"266,517,000","266,517,000","8,616,000","32,122,000","81,085,000","97,125,000","56,607,000",,,,,
NetInterestIncome,"467,059,000","467,059,000","476,936,000","148,262,000","-13,892,000","40,767,000","108,362,000","60,221,000","16,316,000","4,890,000","56,000","46,000"
EBIT,"4,474,628,000","4,474,628,000","2,543,087,000","2,923,300,000","1,864,896,000","1,259,637,000","1,271,087,000","474,311,000","102,896,000","-101,470,000","-235,528,000","-46,565,000"
EBITDA,"5,658,327,000"
ReconciledCostOfRevenue,"17,148,350,000","17,148,350,000","10,017,134,000","7,026,402,000","5,103,430,000","3,579,744,000","1,849,149,000","881,999,000","416,133,000","182,699,000","110,062,000","28,849,000"
ReconciledDepreciation,"1,183,699,000","1,183,699,000","220,086,000","239,134,000","274,517,000","186,299,000","80,633,000","49,670,000","32,443,000","14,099,000","5,314,000","2,662,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"3,445,235,000","3,445,235,000","2,209,007,000","2,493,235,000","1,523,918,000","1,033,243,000","1,064,472,000","477,727,000","89,177,000","-83,156,000","-238,857,000","-47,116,000"
TotalUnusualItemsExcludingGoodwill,"2,755,796,000","2,755,796,000","-580,155,000","79,147,000","112,514,000","-55,752,000","-9,400,000","29,555,000","-1,151,000","14,143,000","-551,000","-15,000"
TotalUnusualItems,"2,755,796,000","2,755,796,000","-580,155,000","79,147,000","112,514,000","-55,752,000","-9,400,000","29,555,000","-1,151,000","14,143,000","-551,000","-15,000"
NormalizedEBITDA,"2,902,531,000","2,902,531,000","3,343,328,000","3,083,287,000","2,026,899,000","1,501,688,000","1,361,120,000","494,426,000","136,490,000","-101,514,000","-229,663,000","-43,888,000"
TaxRateForCalcs,"0.13","0.13","0.188","0.144","0.157","0.153","0.127","0.159","0.246","0.25","0.25","0.25"
TaxEffectOfUnusualItems,"358,253,480","358,253,480","-109,069,140","11,397,168","17,664,698","-8,530,056","-1,193,800","4,699,245","-283,146","3,535,750","-137,750","-3,750"
