name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
		CurrentDeferredLiabilities,"312,668,000","358,586,000","327,706,000","273,350,000","122,049,000","60,327,000","41,306,000","17,602,000"
			CurrentDeferredRevenue,"312,668,000","358,586,000","327,706,000","273,350,000","122,049,000","60,327,000","41,306,000","17,602,000"
		OtherCurrentLiabilities,"52,052,000","30,907,000","16,172,000","15,795,000","3,342,000","7,061,000","10,144,000","5,605,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"693,530,000","332,090,000","269,041,000","161,634,000","136,727,000","110,992,000","77,444,000","154,894,000"
		LongTermDebtAndCapitalLeaseObligation,"83,022,000","35,431,000","37,673,000","39,593,000","41,210,000","42,547,000","43,152,000","122,926,000"
			LongTermDebt,,,,,,,,"97,673,000"
			LongTermCapitalLeaseObligation,"83,022,000","35,431,000","37,673,000","39,593,000","41,210,000","42,547,000","43,152,000","25,253,000"
		NonCurrentDeferredLiabilities,"517,330,000","228,641,000","187,556,000","99,585,000","74,759,000","46,141,000",,
			NonCurrentDeferredTaxesLiabilities,"254,710,000",,,,,,,
			NonCurrentDeferredRevenue,"262,620,000","228,641,000","187,556,000","99,585,000","74,759,000","46,141,000",,
		TradeandOtherPayablesNonCurrent,"55,485,000","36,167,000","34,067,000","14,498,000","14,060,000","17,323,000","14,716,000","23,928,000"
		OtherNonCurrentLiabilities,"37,693,000","31,851,000","9,745,000","7,958,000","6,698,000","4,981,000","19,576,000","8,040,000"
TotalEquityGrossMinorityInterest,"2,894,686,000","2,143,389,000","1,661,914,000","1,107,820,000","788,152,000","555,658,000","77,732,000","18,910,000"
	StockholdersEquity,"2,894,686,000","2,143,389,000","1,661,914,000","1,107,820,000","788,152,000","555,658,000","77,732,000","18,910,000"
		CapitalStock,"8,000","8,000","7,000","7,000","7,000","7,000","5,995,000","5,995,000"
			PreferredStock,"0","0","0","0","0","0","5,992,000","5,992,000"
			CommonStock,"8,000","8,000","7,000","7,000","7,000","7,000","3,000","3,000"
		AdditionalPaidInCapital,"1,106,305,000","956,572,000","804,731,000","674,183,000","537,904,000","426,171,000","28,737,000","12,373,000"
		RetainedEarnings,"1,788,230,000","1,190,803,000","859,114,000","435,105,000","250,916,000","129,814,000","42,964,000","504,000"
		GainsLossesNotAffectingRetainedEarnings,"143,000","-3,994,000","-1,938,000","-1,475,000","-675,000","-334,000","36,000","38,000"
TotalCapitalization,"2,894,686,000","2,143,389,000","1,661,914,000","1,107,820,000","788,152,000","555,658,000","77,732,000","116,583,000"
PreferredStockEquity,,,,,,,"5,992,000","5,992,000"
CommonStockEquity,"2,894,686,000","2,143,389,000","1,661,914,000","1,107,820,000","788,152,000","555,658,000","71,740,000","12,918,000"
CapitalLeaseObligations,"83,022,000","35,431,000","37,673,000","39,593,000","42,546,000","43,634,000","43,152,000","25,253,000"
NetTangibleAssets,"2,794,596,000","2,031,095,000","1,661,914,000","1,107,820,000","788,152,000","555,658,000","77,732,000","18,910,000"
WorkingCapital,"2,874,562,000","2,108,298,000","1,736,524,000","1,066,573,000","739,317,000","535,106,000","76,179,000","130,808,000"
InvestedCapital,"2,894,686,000","2,143,389,000","1,661,914,000","1,107,820,000","788,152,000","555,658,000","170,533,000","110,591,000"
TangibleBookValue,"2,794,596,000","2,031,095,000","1,661,914,000","1,107,820,000","788,152,000","555,658,000","71,740,000","12,918,000"
TotalDebt,"83,022,000","35,431,000","37,673,000","39,593,000","42,546,000","43,634,000","141,945,000","122,926,000"
NetDebt,,,,,,,,"9,018,000"
ShareIssued,"76,389,000","75,668,000","73,706,000","70,811,000","68,132,000","65,528,000","63,582,416","63,582,416"
OrdinarySharesNumber,"76,389,000","75,668,000","73,706,000","70,811,000","68,132,000","65,528,000","63,582,416","63,582,416"
