name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
	InterestIncomeNonOperating,"7,000,000","6,000,000","6,000,000","2,000,000","2,000,000","1,000,000","1,000,000","1,000,000","2,000,000","3,000,000","7,000,000","8,000,000",,,,,,,,
	InterestExpenseNonOperating,"112,000,000","115,000,000","125,000,000","122,000,000","120,000,000","119,000,000","147,000,000","172,000,000","185,000,000","221,000,000","204,000,000","207,000,000",,,,,,,,
	TotalOtherFinanceCost,,"4,000,000","1,000,000",,"6,000,000",,"29,000,000","1,000,000","3,000,000",,,,,,,,,,,
OtherIncomeExpense,"92,000,000","69,000,000","300,000,000","228,000,000","252,000,000","-76,000,000","364,000,000","844,000,000","311,000,000","281,000,000","232,000,000","150,000,000","104,000,000","-86,000,000","153,000,000","67,000,000","-67,000,000","-4,000,000",,"12,000,000"
	GainOnSaleOfSecurity,"119,000,000","120,000,000","117,000,000","107,000,000","107,000,000","111,000,000","114,000,000","87,000,000","81,000,000",,,,,,,,,"-4,000,000",,"1,000,000"
	EarningsFromEquityInterest,"189,000,000","182,000,000","233,000,000","183,000,000","155,000,000","181,000,000","246,000,000","180,000,000","242,000,000","192,000,000","168,000,000","48,000,000","54,000,000","82,000,000","86,000,000","61,000,000","36,000,000",,,
	SpecialIncomeCharges,,"-205,000,000","4,000,000","-65,000,000","-8,000,000","-360,000,000","8,000,000","577,000,000","-17,000,000","89,000,000","64,000,000","102,000,000","50,000,000","-168,000,000","67,000,000","6,000,000","-103,000,000",,,"11,000,000"
		RestructuringAndMergernAcquisition,,"27,000,000","-9,000,000","56,000,000","11,000,000","53,000,000","5,000,000","56,000,000","6,000,000",,,,,"5,000,000","15,000,000","107,000,000","92,000,000",,,
		WriteOff,,"83,000,000","0","0","2,000,000","126,000,000","0","81,000,000","8,000,000",,,,,,,,,,,
		OtherSpecialCharges,,"93,000,000",,,"-2,000,000","172,000,000","-20,000,000","8,000,000","-7,000,000",,,,,"163,000,000","-82,000,000","-113,000,000","11,000,000",,,
		GainOnSaleOfBusiness,,"-2,000,000","-5,000,000","-9,000,000","3,000,000","-9,000,000","-7,000,000","735,000,000","-3,000,000",,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,"0","0","-13,000,000","-7,000,000",,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-11,000,000","-28,000,000","-54,000,000","3,000,000","-2,000,000","-8,000,000","-4,000,000",,"5,000,000",,,,,,,,,,,
PretaxIncome,"895,000,000","988,000,000","1,510,000,000","1,075,000,000","1,030,000,000","488,000,000","941,000,000","1,609,000,000","657,000,000","755,000,000","538,000,000","241,000,000","434,000,000","447,000,000","664,000,000","362,000,000","-174,000,000","203,000,000","160,000,000","-378,000,000"
TaxProvision,"143,000,000","124,000,000","292,000,000","213,000,000","122,000,000","201,000,000","314,000,000","508,000,000","48,000,000","149,000,000","112,000,000","-243,000,000","63,000,000","110,000,000","253,000,000","57,000,000","70,000,000","60,000,000",,"-97,000,000"
NetIncomeCommonStockholders,"733,000,000","852,000,000","1,207,000,000","843,000,000","900,000,000","304,000,000","624,000,000","1,101,000,000","605,000,000","607,000,000","374,000,000","478,000,000","272,000,000","416,000,000","396,000,000","267,000,000","-253,000,000","148,000,000","168,000,000","-365,000,000"
	NetIncome,"733,000,000","852,000,000","1,207,000,000","843,000,000","900,000,000","304,000,000","624,000,000","1,101,000,000","605,000,000","607,000,000","377,000,000","488,000,000","282,000,000","426,000,000","406,000,000","277,000,000","-253,000,000","148,000,000","168,000,000","-365,000,000"
		NetIncomeIncludingNoncontrollingInterests,"740,000,000","858,000,000","1,213,000,000","849,000,000","906,000,000","285,000,000","620,000,000","1,101,000,000","605,000,000","607,000,000","377,000,000","488,000,000","283,000,000","427,000,000","410,000,000","314,000,000","-245,000,000","148,000,000","168,000,000","-365,000,000"
			NetIncomeContinuousOperations,"752,000,000","864,000,000","1,218,000,000","862,000,000","908,000,000","287,000,000","627,000,000","1,101,000,000","609,000,000","606,000,000","426,000,000","484,000,000","372,000,000","336,000,000","407,000,000","268,000,000","-252,000,000","143,000,000","107,000,000","-281,000,000"
			NetIncomeDiscontinuousOperations,"-12,000,000","-6,000,000","-5,000,000","-13,000,000","-2,000,000","-2,000,000","-7,000,000","0","-4,000,000","1,000,000","-49,000,000","4,000,000","-90,000,000","90,000,000","-1,000,000","9,000,000","-1,000,000","6,000,000","43,000,000","-84,000,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,"-1,000,000",,"0"
		MinorityInterests,"-7,000,000","-6,000,000","-6,000,000","-6,000,000","-6,000,000","19,000,000","4,000,000","0","0","0","0","0","-1,000,000","-1,000,000","-4,000,000","-37,000,000","-8,000,000",,,"0"
	PreferredStockDividends,,,,,,,,,,,"3,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000",,,,
DilutedNIAvailtoComStockholders,"733,000,000","852,000,000","1,207,000,000","843,000,000","900,000,000","304,000,000","624,000,000","1,101,000,000","605,000,000","607,000,000","374,000,000","478,000,000","272,000,000","416,000,000","396,000,000","267,000,000","-253,000,000","148,000,000","168,000,000","-365,000,000"
BasicEPS,,"6.88","8.99","6.11","6.21","2.02","4.03","6.93","3.82","3.89","2.41","3.33","1.83","2.69","2.5","1.73","-2.01","2.99","2.44","-7.25"
DilutedEPS,,"6.84","8.91","6.09","6.18","2","4","6.91","3.79","3.82","2.37","3.11","1.73","2.49","2.36","1.67","-2.01","2.99","2.44","-7.25"
BasicAverageShares,,"123,900,000","134,300,000","137,900,000","144,939,433","150,838,050","155,000,000","158,800,000","158,300,000","156,200,000","154,600,000","143,700,000","148,350,273","154,475,020","158,597,424","154,402,575","86,863,780","49,445,958","68,852,459","50,331,847"
DilutedAverageShares,,"124,700,000","135,400,000","138,300,000","145,668,181","152,287,955","156,200,000","159,300,000","159,800,000","158,900,000","158,400,000","157,100,000","163,471,873","171,227,997","171,807,599","166,200,048","86,961,518","49,457,145","68,852,459","50,331,847"
TotalOperatingIncomeAsReported,"708,000,000","834,000,000","1,334,000,000","901,000,000","893,000,000","326,000,000","758,000,000","1,508,000,000","511,000,000","690,000,000","503,000,000","290,000,000","440,000,000","748,000,000","747,000,000","561,000,000","78,000,000","118,000,000","153,000,000","-371,000,000"
TotalExpenses,"5,158,000,000","5,265,000,000","5,825,000,000","5,173,000,000","4,487,000,000","4,992,000,000","6,050,000,000","5,573,000,000","5,886,000,000","6,071,000,000","5,415,000,000","4,792,000,000","6,383,000,000","5,691,000,000","5,894,000,000","5,402,000,000","3,656,000,000","4,485,000,000",,"4,208,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"733,000,000","852,000,000","1,207,000,000","843,000,000","900,000,000","304,000,000","624,000,000","1,101,000,000","605,000,000","607,000,000","377,000,000","488,000,000","282,000,000","426,000,000","406,000,000","277,000,000","-253,000,000","149,000,000","168,000,000","-365,000,000"
NormalizedIncome,"645,013,407.821","931,950,000","1,113,990,000","822,400,000","814,880,000","455,400,000","549,260,000","649,480,000","549,480,000","534,564,238.411","375,323,420.074","417,700,000","329,258,064.516","462,657,718.121","365,528,614.458","262,944,751.381","-190,200,000","145,817,733.99","125,000,000","-289,920,634.921"
InterestIncome,"7,000,000","6,000,000","6,000,000","2,000,000","2,000,000","1,000,000","1,000,000","1,000,000","2,000,000","3,000,000","7,000,000","8,000,000",,,,,,,,
InterestExpense,"112,000,000","115,000,000","125,000,000","122,000,000","120,000,000","119,000,000","147,000,000","172,000,000","185,000,000","221,000,000","204,000,000","207,000,000",,,,,,,,
NetInterestIncome,"-109,000,000","-113,000,000","-120,000,000","-120,000,000","-124,000,000","-118,000,000","-175,000,000","-172,000,000","-186,000,000","-218,000,000","-197,000,000","-199,000,000",,,,,,,,
EBIT,"1,007,000,000","1,103,000,000","1,635,000,000","1,197,000,000","1,150,000,000","607,000,000","1,088,000,000","1,781,000,000","842,000,000","976,000,000","742,000,000","448,000,000","440,000,000","753,000,000","762,000,000","668,000,000","170,000,000","118,000,000","3,704,000,000","-371,000,000"
EBITDA,"1,365,000,000"
ReconciledCostOfRevenue,"4,234,000,000","4,359,000,000","4,858,000,000","4,335,000,000","3,698,000,000","4,004,000,000","4,908,000,000","4,858,000,000","4,957,000,000","5,080,000,000","4,499,000,000","3,837,000,000","5,283,000,000","4,793,000,000","4,984,000,000","4,773,000,000","3,092,000,000","3,883,000,000",,"3,277,000,000"
ReconciledDepreciation,"358,000,000","356,000,000","349,000,000","310,000,000","295,000,000","363,000,000","298,000,000","319,000,000","320,000,000","311,000,000","300,000,000","319,000,000","360,000,000","311,000,000","296,000,000","327,000,000","282,000,000","294,000,000","240,000,000","326,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"745,000,000","858,000,000","1,212,000,000","856,000,000","902,000,000","306,000,000","631,000,000","1,101,000,000","609,000,000","606,000,000","426,000,000","484,000,000","372,000,000","336,000,000","407,000,000","268,000,000","-252,000,000","143,000,000","125,000,000","-281,000,000"
TotalUnusualItemsExcludingGoodwill,"119,000,000","-85,000,000","121,000,000","42,000,000","99,000,000","-249,000,000","122,000,000","664,000,000","64,000,000","89,000,000","64,000,000","102,000,000","50,000,000","-168,000,000","67,000,000","6,000,000","-103,000,000","-4,000,000",,"12,000,000"
TotalUnusualItems,"119,000,000","-85,000,000","121,000,000","42,000,000","99,000,000","-249,000,000","122,000,000","664,000,000","64,000,000","89,000,000","64,000,000","102,000,000","50,000,000","-168,000,000","67,000,000","6,000,000","-103,000,000","-4,000,000",,"12,000,000"
NormalizedEBITDA,"1,246,000,000","1,544,000,000","1,863,000,000","1,465,000,000","1,346,000,000","1,219,000,000","1,264,000,000","1,436,000,000","1,098,000,000","1,198,000,000","978,000,000","665,000,000","750,000,000","1,232,000,000","991,000,000","989,000,000","555,000,000","416,000,000","3,944,000,000","-57,000,000"
TaxRateForCalcs,"0.16","0.13","0.19","0.2","0.12","0.4","0.33","0.32","0.07","0.197","0.208","0.35","0.145","0.246","0.381","0.157","0.4","0.296","0.4","0.257"
TaxEffectOfUnusualItems,"19,013,407.821","-11,050,000","22,990,000","8,400,000","11,880,000","-99,600,000","40,260,000","212,480,000","4,480,000","17,564,238.411","13,323,420.074","35,700,000","7,258,064.516","-41,342,281.879","25,528,614.458","944,751.381","-41,200,000","-1,182,266.01","0","3,079,365.079"
