name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
				AmortizationOfIntangiblesIncomeStatement,"60,800,000","15,000,000","15,500,000","14,900,000","15,400,000","15,300,000","15,500,000","15,300,000","18,200,000","15,700,000","15,500,000","14,300,000","13,800,000","13,400,000","15,900,000","12,900,000","11,400,000","11,000,000","10,500,000","10,800,000","10,900,000","10,500,000","10,600,000","10,400,000","10,000,000","10,000,000","11,900,000","11,800,000","12,100,000","12,000,000","12,400,000","12,200,000","12,500,000","12,200,000","7,500,000","4,800,000","4,900,000","4,400,000","4,600,000","5,000,000","4,300,000","4,500,000","4,700,000","4,600,000","4,600,000","4,100,000","4,200,000","5,000,000","5,000,000","4,900,000","4,800,000","4,500,000","4,400,000","4,200,000","4,300,000","4,300,000","4,200,000","4,100,000","4,100,000","4,100,000","4,100,000","4,200,000","4,100,000","3,900,000","3,800,000","4,000,000","400,000","500,000","400,000","400,000","400,000","300,000","400,000","300,000","4,900,000","4,900,000","4,800,000","3,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"343,800,000","84,900,000","89,100,000","82,300,000","87,500,000","84,500,000","88,000,000","83,300,000","93,000,000","90,900,000","93,400,000","80,000,000","76,700,000","73,000,000","81,800,000","66,000,000","77,100,000","71,200,000","71,700,000","70,000,000","71,700,000","68,800,000","84,100,000","78,200,000","92,500,000","82,200,000","86,700,000","87,300,000","91,400,000","88,000,000","89,600,000",,,,,,,,,,,,,,,,,"-72,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,400,000","4,500,000","13,100,000","1,900,000",,,,,,"13,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"547,800,000","103,000,000","136,500,000","108,000,000","200,300,000","94,700,000","162,700,000","114,600,000","173,300,000","56,800,000","145,000,000","100,000,000","148,800,000","20,700,000","97,800,000","60,500,000","120,700,000","21,300,000","93,000,000","79,100,000","153,900,000","57,400,000","158,900,000","111,600,000","266,700,000","155,700,000","197,200,000","199,000,000","327,100,000","177,400,000","141,300,000","139,600,000","264,800,000","169,800,000","185,700,000","114,300,000","200,700,000","108,900,000","143,500,000","77,100,000","97,000,000","11,000,000","58,300,000","35,000,000","80,600,000","58,600,000","139,900,000","213,800,000","189,200,000","94,300,000","128,100,000","107,900,000","110,900,000","45,600,000","-89,800,000","33,100,000","82,600,000","44,000,000","53,500,000","58,800,000","108,400,000","54,000,000","88,300,000","73,600,000","104,100,000","57,600,000","63,300,000","41,100,000","61,800,000","44,900,000","38,800,000","37,800,000","57,900,000","12,200,000","45,400,000","21,600,000","32,700,000","10,000,000","16,000,000","17,400,000","26,100,000","6,300,000","-25,400,000","30,200,000","43,600,000","9,300,000","-16,700,000","32,400,000","73,200,000","67,900,000","96,300,000","87,300,000","94,300,000","59,100,000","24,400,000","74,600,000","73,900,000","54,200,000","70,800,000","72,500,000","72,800,000","53,200,000","57,900,000","53,900,000","32,500,000","22,900,000","16,500,000","19,900,000","18,900,000","-7,400,000","4,300,000","5,400,000","2,600,000","2,000,000"
NetNonOperatingInterestIncomeExpense,"-19,800,000","-3,400,000","-4,000,000","-6,400,000","-6,000,000","-3,500,000","-15,300,000","-7,000,000","-21,200,000","-10,300,000","-11,500,000","-11,600,000","-11,300,000","-10,700,000","-17,600,000","-12,100,000","-11,900,000","-10,500,000","-13,300,000","-10,600,000","-11,300,000","-10,200,000","-14,900,000","-13,900,000","-15,700,000","-13,900,000","-17,800,000","-14,100,000","-13,500,000","-12,600,000","-14,100,000","-15,800,000","-14,700,000","-13,000,000","-9,100,000","-3,100,000","-12,500,000","-5,500,000","-9,600,000","-5,800,000","-8,300,000","-9,600,000","-9,400,000","-10,500,000","-11,700,000","-11,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"28,700,000","3,400,000","12,900,000","6,400,000","6,000,000","3,500,000","23,400,000","7,000,000","21,200,000","10,300,000","20,900,000","11,600,000","11,300,000","10,700,000","30,900,000","12,100,000","11,900,000","10,500,000","32,000,000","10,600,000","11,300,000","10,200,000","28,400,000","13,900,000","15,700,000","13,900,000","38,600,000","14,100,000","13,500,000","12,600,000","34,200,000","15,800,000",,,,,,"5,500,000",,,,"9,600,000",,,"11,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,"4,000,000","6,400,000","6,000,000","3,500,000","15,300,000","7,000,000","21,200,000","10,300,000","11,500,000","11,600,000","11,300,000","10,700,000","17,600,000","12,100,000","11,900,000","10,500,000","13,300,000","10,600,000","11,300,000","10,200,000","14,900,000","13,900,000","15,700,000","13,900,000","17,800,000","14,100,000","13,500,000","12,600,000","14,100,000",,"14,700,000","13,000,000",,"3,100,000","12,500,000","5,500,000",,"5,800,000","8,300,000","9,600,000",,"10,500,000","11,700,000","11,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-256,700,000","-15,100,000","-206,400,000","-22,900,000","-12,300,000","-16,900,000","-20,700,000","-22,400,000","-32,400,000","-17,800,000","-28,000,000","-21,400,000","-18,100,000","-18,100,000","-10,700,000","-1,300,000","-18,100,000","-13,200,000","-26,800,000","2,100,000","-13,500,000","-20,400,000","-58,400,000","-13,000,000","-12,900,000","-11,200,000","-14,900,000","-11,300,000","-10,200,000","-3,700,000","-32,900,000","-13,800,000","-6,000,000","-4,400,000","-1,800,000","-7,100,000","-7,000,000","-2,500,000","-7,400,000","-6,100,000","-7,800,000","900,000","-11,100,000","-6,700,000","-11,100,000","-6,500,000","-33,700,000","5,600,000","4,900,000","2,900,000","-4,700,000","-900,000","-3,500,000","-1,600,000","-171,200,000","-500,000","-5,300,000","-500,000","-1,500,000","-2,500,000","-4,800,000","-3,200,000","200,000","-3,800,000","-4,400,000","6,400,000","-3,400,000","-900,000","-22,400,000","-9,300,000","-12,100,000","-11,300,000","-23,300,000","-3,100,000","-1,100,000","-7,400,000","-10,200,000","-7,100,000","-11,000,000","-8,200,000","-18,900,000","-7,100,000","-29,800,000","-5,600,000","-5,100,000","-5,800,000","-43,800,000","-2,700,000","-5,600,000","-2,600,000","-8,100,000","-6,300,000","-6,500,000","-4,600,000","11,100,000","-8,200,000","-100,000","-7,700,000","-4,900,000","-1,500,000","-2,600,000","-2,100,000","-11,700,000","1,000,000","-800,000","-7,800,000","1,900,000","100,000","-500,000","2,600,000","1,100,000","1,100,000","1,200,000","800,000"
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,600,000","14,600,000","9,000,000","10,000,000","7,100,000","6,300,000","7,000,000","8,700,000","8,000,000","5,000,000","6,100,000","5,100,000","6,300,000","6,600,000","4,600,000","5,800,000","4,900,000","5,000,000","4,900,000","3,000,000","5,300,000","4,700,000","4,400,000","4,200,000","3,100,000","3,300,000","3,100,000","2,300,000","2,300,000","3,200,000","2,800,000","1,700,000","2,600,000","3,200,000","2,300,000","2,500,000","3,100,000","2,200,000","2,700,000","3,800,000","3,700,000","3,500,000","2,800,000","3,900,000","3,000,000","3,100,000","2,600,000","12,800,000","2,200,000","1,900,000","700,000",,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-191,700,000","-2,600,000","-186,300,000","-2,100,000","-700,000","-2,300,000","-3,600,000","-3,300,000","-5,200,000","-6,300,000","-2,700,000","-3,000,000","-400,000","-5,100,000","-6,400,000","-1,500,000","-2,100,000","-1,900,000","-7,700,000","0","-4,000,000","-10,600,000","-43,500,000","-2,900,000",,,"0",,,,"1,900,000","-13,800,000","-6,000,000","-4,400,000","-1,800,000","-7,100,000","-7,000,000","-2,500,000","-7,400,000","-6,100,000","-7,800,000","900,000","-11,100,000","-6,700,000","-11,100,000","-6,500,000","-1,500,000","-3,000,000","-9,700,000","-6,100,000","-14,700,000","-8,000,000","-9,800,000","-8,600,000","-179,900,000","-8,500,000","-10,300,000","-6,600,000","-6,600,000","-8,800,000","-11,400,000","-7,800,000","-5,600,000","-8,700,000","-9,400,000","1,500,000","-6,400,000","-6,200,000","-27,100,000","-13,700,000","-16,300,000","-14,400,000","-26,600,000","-6,200,000","-3,400,000","-9,700,000","-13,400,000","-9,900,000","-12,700,000","-10,800,000","-22,100,000","-9,400,000","-32,300,000","-8,700,000","-7,300,000","-8,500,000","-47,600,000","-6,400,000","-9,100,000","-5,400,000","-12,000,000","-9,300,000","-9,600,000","-7,200,000","-1,700,000","-10,400,000","-2,000,000","-8,400,000","-4,900,000","-1,500,000","-2,600,000","-2,100,000","-11,700,000","1,000,000","-800,000","-7,800,000","1,900,000","100,000","-500,000","2,600,000","1,100,000","1,100,000","1,200,000","800,000"
		RestructuringAndMergernAcquisition,"8,100,000","800,000","6,000,000","1,300,000","0","1,700,000","1,900,000","1,500,000","2,700,000","5,900,000","2,700,000","3,000,000","400,000","5,100,000","6,400,000","1,500,000","2,100,000","1,900,000","7,700,000","0","4,000,000","10,600,000","43,500,000","2,900,000",,,,,,,"0",,"-100,000","0","0","0","-900,000","200,000","1,100,000","1,200,000","500,000","1,600,000","9,400,000","1,000,000","2,800,000","0","-100,000","100,000","100,000","100,000","-100,000","-2,500,000","300,000",,"0","900,000",,"100,000",,,"-800,000","1,000,000","-1,000,000","1,700,000","6,000,000","-6,600,000","-200,000","1,600,000","19,200,000","7,000,000","9,400,000","9,700,000","22,700,000","900,000","2,500,000","4,900,000","3,300,000","2,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,"176,600,000",,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"22,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,"7,000,000","1,800,000","3,700,000","800,000","700,000","600,000","1,700,000","1,800,000","2,500,000","400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,100,000","4,400,000","1,800,000","7,100,000","7,900,000","2,300,000","6,300,000","4,900,000","7,300,000","-2,500,000","1,700,000","5,700,000","8,300,000","6,500,000","1,600,000","2,900,000","9,600,000","6,000,000","14,800,000","10,500,000","9,500,000",,"179,900,000","7,600,000",,"6,500,000",,,"12,200,000","6,800,000","6,600,000","7,000,000","3,400,000","5,100,000","6,600,000","4,600,000","7,900,000","6,700,000","6,900,000","4,700,000","3,900,000","5,300,000","900,000","4,800,000","10,100,000","7,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-65,000,000","-12,500,000","-20,100,000","-20,800,000","-11,600,000","-14,600,000","-17,100,000","-19,100,000","-27,200,000","-11,500,000","-25,300,000","-18,400,000","-17,700,000","-13,000,000","-4,300,000","200,000","-16,000,000","-11,300,000","-19,100,000","2,100,000","-9,500,000","-9,800,000","-14,900,000","-10,100,000","-12,900,000","-11,200,000","-14,900,000","-11,300,000","-10,200,000","-3,700,000","-10,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
