name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
		CapitalStock,"2,874,000","2,808,000","2,660,000","2,639,000","2,410,000","2,248,000","1,961,000","1,361,000","938,000","706,000","476,000"
			PreferredStock,"0","0","0",,,"0","0","0","0","0",
			CommonStock,"2,874,000","2,808,000","2,660,000","2,639,000","2,410,000","2,248,000","1,961,000","1,361,000","938,000","706,000","476,000"
		RetainedEarnings,"-381,719,000","-348,998,000","-217,312,000","-115,579,000","-12,286,000","-9,378,000","-84,719,000","-72,401,000","-55,129,000","-19,302,000","-8,366,000"
		AdditionalPaidInCapital,"5,132,532,000","4,995,156,000","4,715,246,000","4,691,180,000","4,192,844,000","3,835,725,000","4,300,479,000","2,721,353,000","1,828,319,000","1,337,953,000","895,857,000"
		TreasuryStock,"104,194,000","104,194,000","92,104,000","92,104,000","72,381,000","23,635,000","10,642,000","10,642,000","10,642,000",,
		GainsLossesNotAffectingRetainedEarnings,"50,932,000","58,660,000","69,924,000","36,138,000","29,729,000","55,896,000","75,449,000","79,675,000","-3,998,000","8,203,000",
	MinorityInterest,"436,589,000","296,757,000","100,787,000","37,799,000","30,627,000","22,056,000","44,605,000","77,859,000","5,659,000","9,669,000","8,068,000"
TotalCapitalization,"16,463,155,000","15,360,067,000","12,450,890,000","10,722,944,000","9,572,594,000","8,546,108,000","7,719,177,000","4,113,051,000",,,"1,059,361,000"
CommonStockEquity,"4,700,425,000","4,603,432,000","4,478,414,000","4,522,274,000","4,140,316,000","3,860,856,000","4,282,528,000","2,719,346,000","1,759,488,000","1,327,560,000","887,967,000"
CapitalLeaseObligations,,,,,,,,,"1,103,517,000","579,659,000",
NetTangibleAssets,"4,354,879,000","4,198,553,000","4,154,885,000","4,162,589,000","3,798,309,000","3,576,267,000","3,964,918,000","2,719,346,000","1,759,488,000","1,327,560,000","887,967,000"
InvestedCapital,"16,463,155,000","15,360,067,000","12,450,890,000","10,722,944,000","9,572,594,000","8,546,108,000","7,719,177,000","4,113,051,000",,,"1,059,361,000"
TangibleBookValue,"4,354,879,000","4,198,553,000","4,154,885,000","4,162,589,000","3,798,309,000","3,576,267,000","3,964,918,000","2,719,346,000","1,759,488,000","1,327,560,000","887,967,000"
TotalDebt,"11,762,730,000","10,756,635,000","7,972,476,000","6,200,670,000","5,432,278,000","4,685,252,000","3,436,649,000","1,393,705,000","1,103,517,000","579,659,000","171,394,000"
NetDebt,"11,284,342,000","10,516,811,000","7,603,028,000","5,585,148,000","5,063,463,000","4,430,065,000","3,119,022,000","1,216,034,000",,,
ShareIssued,"287,380,891","280,839,692","265,983,309","263,893,806","241,044,775","224,752,053","196,139,045","136,125,356","93,811,351","71,021,342","47,583,800"
OrdinarySharesNumber,"282,200,751","275,659,552","261,376,424","259,286,921","237,490,779","223,538,303","195,513,195","135,499,506","93,185,501","71,021,342","47,583,800"
TreasurySharesNumber,"5,180,140","5,180,140","4,606,885","4,606,885","3,553,996","1,213,750","625,850","625,850","625,850",,
