name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
	OtherTaxes,"178,000,000","50,000,000","46,000,000","43,000,000","39,000,000","41,000,000","45,000,000","41,000,000","30,000,000","34,000,000","26,000,000","23,000,000","19,000,000","19,000,000","14,000,000","16,000,000","11,000,000","17,000,000","17,000,000","19,000,000","22,000,000","5,000,000","40,000,000","42,000,000","47,000,000","34,000,000","36,000,000","36,000,000","35,000,000","33,000,000","23,000,000","25,000,000",,,"32,000,000","43,000,000",,,,,
	OtherOperatingExpenses,"95,000,000","25,000,000","22,000,000","24,000,000","24,000,000","21,000,000","18,000,000","17,000,000","19,000,000","21,000,000","20,000,000","21,000,000","39,000,000","11,000,000","10,000,000","12,000,000","9,000,000","42,000,000","56,000,000","6,000,000","7,000,000","72,000,000","29,000,000","57,000,000","15,000,000","371,000,000","21,000,000","20,000,000","19,000,000","15,000,000","27,000,000","17,000,000","24,000,000","319,000,000","73,000,000","18,000,000","16,000,000","15,000,000","18,000,000","13,000,000","8,000,000"
OperatingIncome,"318,000,000","73,000,000","79,000,000","106,000,000","60,000,000","81,000,000","166,000,000","152,000,000","78,000,000","68,000,000","-14,000,000","-46,000,000","-64,000,000","-74,000,000","-102,000,000","-147,000,000","-163,000,000","-244,000,000","-205,000,000","-139,000,000","-81,000,000","-115,000,000","-30,000,000","36,000,000","265,000,000","-423,000,000","-82,000,000","-26,000,000","-57,000,000","-82,000,000","-75,000,000","-38,000,000","-11,000,000","50,000,000","22,000,000","79,000,000","163,000,000","573,000,000","56,000,000","-58,000,000","257,000,000"
NetNonOperatingInterestIncomeExpense,"-159,000,000","-40,000,000","-38,000,000","-40,000,000","-41,000,000","-40,000,000","-38,000,000","-39,000,000","-46,000,000","-47,000,000","-48,000,000","-46,000,000","-47,000,000","-48,000,000","-49,000,000","-53,000,000","-57,000,000","-57,000,000","-65,000,000","-32,000,000","-33,000,000","-36,000,000","-30,000,000","-27,000,000","-29,000,000","-25,000,000","-26,000,000","-27,000,000","-25,000,000","-24,000,000","-23,000,000","-23,000,000","-24,000,000","-19,000,000","0","-44,000,000","-45,000,000","-32,000,000","-34,000,000","-21,000,000","-21,000,000"
	InterestExpenseNonOperating,"159,000,000","40,000,000","38,000,000","40,000,000","41,000,000","40,000,000","38,000,000","39,000,000","46,000,000","47,000,000","48,000,000","46,000,000","47,000,000","48,000,000","49,000,000","53,000,000","57,000,000","57,000,000","65,000,000","32,000,000","33,000,000","36,000,000","30,000,000","27,000,000","29,000,000","25,000,000","26,000,000","27,000,000","25,000,000","24,000,000","23,000,000","23,000,000","24,000,000","19,000,000","0","44,000,000","45,000,000","32,000,000","34,000,000","21,000,000","21,000,000"
OtherIncomeExpense,"169,000,000","-193,000,000","120,000,000","323,000,000","-81,000,000","442,000,000","-142,000,000","-225,000,000","-73,000,000","-198,000,000","-68,000,000","115,000,000","236,000,000","-147,000,000","-199,000,000","-153,000,000","255,000,000","-2,093,000,000","112,000,000","134,000,000","149,000,000","464,000,000","149,000,000","-210,000,000","-194,000,000","-1,107,000,000","-40,000,000","86,000,000","-94,000,000","-37,000,000","7,000,000","14,000,000","-28,000,000","-531,000,000","7,000,000","12,000,000","6,000,000","-19,000,000","-1,661,000,000","15,000,000","5,000,000"
	GainOnSaleOfSecurity,"-153,000,000","-206,000,000","179,000,000","79,000,000","-205,000,000","441,000,000","-141,000,000","-153,000,000","-70,000,000","-211,000,000","-104,000,000","116,000,000","205,000,000","-147,000,000","38,000,000","-155,000,000","59,000,000","174,000,000","206,000,000","-70,000,000","106,000,000","487,000,000","153,000,000","-12,000,000","-191,000,000","-108,000,000","-11,000,000","87,000,000","-87,000,000","20,000,000",,"71,000,000","14,000,000","9,000,000",,"6,000,000",,,"16,000,000",,
	EarningsFromEquityInterest,"389,000,000","16,000,000","0","247,000,000","126,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-50,000,000","-3,000,000","-47,000,000","0","126,000,000","2,000,000","1,000,000","-70,000,000","-1,000,000","13,000,000","39,000,000","7,000,000","35,000,000","2,000,000","-227,000,000","4,000,000","198,000,000","-2,238,000,000","-87,000,000","209,000,000","69,000,000","-20,000,000","-1,000,000","-195,000,000",,"-1,000,000,000","-19,000,000","0","0","-133,000,000","7,000,000","-57,000,000","-42,000,000","-540,000,000","7,000,000","6,000,000","6,000,000","6,000,000","-1,677,000,000","6,000,000","5,000,000"
		RestructuringAndMergernAcquisition,"3,000,000",,,,,,,,,,,,,,,,,"0","23,000,000",,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,"20,000,000","0",,,"1,036,000,000","19,000,000","0","0","108,000,000","0","65,000,000","52,000,000","547,000,000","0","0",,"0",,,
		OtherSpecialCharges,"47,000,000","0","47,000,000",,,"0",,"71,000,000",,"0","17,000,000",,,,,,,"0","65,000,000",,,,,,,,,,,,"-7,000,000","-8,000,000","-10,000,000","-7,000,000","-7,000,000","-6,000,000",,"-6,000,000",,,
		GainOnSaleOfBusiness,"380,000,000","7,000,000","0","247,000,000","126,000,000",,,,,,,,,,,,,,"0","0",,"0","-1,000,000","-195,000,000",,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"0",,,,,"2,000,000","1,000,000","1,000,000","-1,000,000","13,000,000","56,000,000","7,000,000","35,000,000","3,000,000","-227,000,000","4,000,000","198,000,000","70,000,000","1,000,000","209,000,000","69,000,000",,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-17,000,000","0","-12,000,000","-3,000,000","-2,000,000","-1,000,000","-2,000,000","-2,000,000","-2,000,000","0","-3,000,000","-8,000,000","-4,000,000","-2,000,000","-10,000,000","-2,000,000","-2,000,000","-29,000,000","-7,000,000","-5,000,000","-26,000,000","-3,000,000","-3,000,000","-3,000,000","-3,000,000","1,000,000","-10,000,000","-1,000,000","-7,000,000","-4,000,000",,,,,,,,,,,
PretaxIncome,"328,000,000","-160,000,000","161,000,000","389,000,000","-62,000,000","483,000,000","-14,000,000","-112,000,000","-41,000,000","-177,000,000","-130,000,000","23,000,000","125,000,000","-269,000,000","-350,000,000","-353,000,000","35,000,000","-2,394,000,000","-158,000,000","-37,000,000","35,000,000","313,000,000","89,000,000","-201,000,000","42,000,000","-1,555,000,000","-148,000,000","33,000,000","-176,000,000","-143,000,000","-91,000,000","-47,000,000","-63,000,000","-500,000,000","29,000,000","47,000,000","10,000,000","38,000,000","-1,639,000,000","50,000,000","127,000,000"
TaxProvision,"70,000,000","-39,000,000","39,000,000","84,000,000","-14,000,000","130,000,000","-8,000,000","-33,000,000","-15,000,000","-146,000,000","20,000,000","-53,000,000","31,000,000","-98,000,000","-132,000,000","-130,000,000","35,000,000","-862,000,000","-52,000,000","-14,000,000","13,000,000","106,000,000","28,000,000","-68,000,000","23,000,000","-571,000,000","-32,000,000","11,000,000","-63,000,000","-40,000,000","-28,000,000","-18,000,000","-25,000,000","-174,000,000","10,000,000","17,000,000","3,000,000","17,000,000","-229,000,000","18,000,000","44,000,000"
NetIncomeCommonStockholders,"256,000,000","-122,000,000","121,000,000","305,000,000","-48,000,000","354,000,000","-7,000,000","-85,000,000","-119,000,000","-42,000,000","-149,000,000","72,000,000","88,000,000","-175,000,000","-245,000,000","-204,000,000","-17,000,000","-1,539,000,000","-234,000,000","-30,000,000","67,000,000","219,000,000","62,000,000","-135,000,000","18,000,000","-973,000,000","-114,000,000","18,000,000","-116,000,000","-106,000,000","-64,000,000","-10,000,000","-43,000,000","-338,000,000","14,000,000","25,000,000","-3,000,000","13,000,000","-1,413,000,000","29,000,000","81,000,000"
	NetIncome,"256,000,000","-122,000,000","121,000,000","305,000,000","-48,000,000","354,000,000","-7,000,000","-81,000,000","-115,000,000","-38,000,000","-146,000,000","76,000,000","92,000,000","-172,000,000","-219,000,000","-198,000,000","-12,000,000","-1,534,000,000","-230,000,000","-30,000,000","67,000,000","219,000,000","62,000,000","-135,000,000","18,000,000","-973,000,000","-114,000,000","18,000,000","-116,000,000","-106,000,000","-64,000,000","-10,000,000","-43,000,000","-338,000,000","14,000,000","25,000,000","-3,000,000","13,000,000","-1,413,000,000","29,000,000","81,000,000"
		NetIncomeIncludingNoncontrollingInterests,"256,000,000","-122,000,000","121,000,000","305,000,000","-48,000,000","354,000,000","-7,000,000","-81,000,000","-115,000,000","-38,000,000","-146,000,000","76,000,000","92,000,000","-172,000,000","-219,000,000","-198,000,000","-12,000,000","-1,534,000,000","-230,000,000","-30,000,000","68,000,000","219,000,000","66,000,000","-133,000,000","19,000,000","-984,000,000","-116,000,000","22,000,000","-113,000,000","-104,000,000","-61,000,000","-6,000,000","-40,000,000","-335,000,000","16,000,000","28,000,000","-1,000,000","15,000,000","-1,411,000,000","31,000,000","83,000,000"
			NetIncomeContinuousOperations,"258,000,000","-121,000,000","122,000,000","305,000,000","-48,000,000","353,000,000","-6,000,000","-79,000,000","-26,000,000","-31,000,000","-150,000,000","76,000,000","94,000,000","-171,000,000","-218,000,000","-223,000,000","0","-1,532,000,000","-106,000,000","-23,000,000","22,000,000","207,000,000","61,000,000","-133,000,000","19,000,000","-984,000,000","-116,000,000","22,000,000","-113,000,000","-103,000,000","-63,000,000","-29,000,000","-38,000,000","-326,000,000","19,000,000","30,000,000","7,000,000","21,000,000","-1,410,000,000","32,000,000","83,000,000"
			NetIncomeDiscontinuousOperations,"-2,000,000","-1,000,000","-1,000,000","0","0","1,000,000","-1,000,000","-2,000,000","-89,000,000","-7,000,000","4,000,000","0","-2,000,000","-1,000,000","-1,000,000","25,000,000","-12,000,000","-2,000,000","-124,000,000","-7,000,000","46,000,000","12,000,000","5,000,000",,,"0","0","0","0","-1,000,000","2,000,000","23,000,000","-2,000,000","-9,000,000","-3,000,000","-2,000,000","-8,000,000","-6,000,000","-1,000,000","-1,000,000","0"
		MinorityInterests,,,,,,,,,,,,,,,,"0","0","0","0","0","-1,000,000","0","-4,000,000","-2,000,000","-1,000,000","11,000,000","2,000,000","-4,000,000","-3,000,000","-2,000,000","-3,000,000","-4,000,000","-3,000,000","-3,000,000","-2,000,000","-3,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000"
	PreferredStockDividends,,,,,,"0",,"4,000,000","4,000,000","4,000,000","3,000,000","4,000,000","4,000,000","3,000,000","4,000,000","6,000,000","5,000,000","5,000,000","4,000,000",,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,"0",,,"0","22,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"256,000,000","-122,000,000","121,000,000","305,000,000","-48,000,000","354,000,000","-7,000,000","-85,000,000","-119,000,000","-42,000,000","-149,000,000","72,000,000","88,000,000","-175,000,000","-245,000,000","-204,000,000","-17,000,000","-1,539,000,000","-234,000,000","-30,000,000","67,000,000","219,000,000","62,000,000","-135,000,000","18,000,000","-973,000,000","-114,000,000","18,000,000","-116,000,000","-106,000,000","-64,000,000","-10,000,000","-43,000,000","-338,000,000","14,000,000","25,000,000","-3,000,000","13,000,000","-1,413,000,000","29,000,000","81,000,000"
BasicEPS,,,"0.29","0.72","-0.11",,"-0.01","-0.21","-0.3",,"-0.38","0.18","0.23",,"-0.72","-0.68","-0.06",,"-0.93","-0.14","0.33",,"0.3","-0.66","0.09",,"-0.57","0.09","-0.58","-0.53","-0.32","-0.05","-0.216",,"0.07","0.13","-0.015",,,,"0.411"
DilutedEPS,,,"0.29","0.72","-0.11",,"-0.01","-0.21","-0.3",,"-0.38","0.18","0.22",,"-0.72","-0.68","-0.06",,"-0.93","-0.14","0.32",,"0.3","-0.66","0.09",,"-0.57","0.09","-0.58","-0.53","-0.32","-0.05","-0.216",,"0.07","0.13","-0.015",,,,"0.411"
BasicAverageShares,,,"420,800,000","422,500,000","421,000,000",,"414,000,000","400,000,000","398,600,000",,"398,100,000","397,800,000","386,300,000",,"341,500,000","300,700,000","276,100,000",,"251,200,000","205,000,000","204,100,000",,"203,300,000","202,700,000","201,500,000",,"200,700,000","200,400,000","199,900,000","199,200,000","199,100,000","198,900,000","198,700,000",,"197,100,000","197,100,000","197,100,000",,,,"197,100,000"
DilutedAverageShares,,,"421,800,000","423,500,000","421,000,000",,"414,000,000","400,000,000","398,600,000",,"398,100,000","423,200,000","410,400,000",,"341,500,000","300,700,000","276,100,000",,"251,200,000","205,000,000","205,900,000",,"207,500,000","202,700,000","205,200,000",,"200,700,000","203,800,000","199,900,000","199,200,000","199,100,000","198,900,000","198,700,000",,"197,100,000","197,100,000","197,100,000",,,,"197,100,000"
TotalOperatingIncomeAsReported,"144,000,000","-130,000,000","242,000,000","181,000,000","-149,000,000","525,000,000","26,000,000","-3,000,000","6,000,000","-129,000,000","-67,000,000","69,000,000","170,000,000","-221,000,000","-301,000,000","-299,000,000","90,000,000","-2,332,000,000","-29,000,000","-6,000,000","67,000,000","360,000,000","114,000,000","-179,000,000","67,000,000","-1,515,000,000","-126,000,000","51,000,000","-158,000,000","-124,000,000","-75,000,000","-32,000,000","-49,000,000","-488,000,000","22,000,000","85,000,000","49,000,000","64,000,000","-1,609,000,000","65,000,000","143,000,000"
RentExpenseSupplemental,"374,000,000","98,000,000","96,000,000","94,000,000","86,000,000","90,000,000","68,000,000","59,000,000","55,000,000","59,000,000","58,000,000","53,000,000","48,000,000","40,000,000","40,000,000","41,000,000","42,000,000","62,000,000","50,000,000","51,000,000","57,000,000","36,000,000","73,000,000","77,000,000","79,000,000","78,000,000","82,000,000","73,000,000","75,000,000","81,000,000",,,,,,,,,,,
TotalExpenses,"2,127,000,000","569,000,000","541,000,000","511,000,000","506,000,000","498,000,000","457,000,000","432,000,000","365,000,000","380,000,000","344,000,000","343,000,000","322,000,000","310,000,000","315,000,000","439,000,000","322,000,000","560,000,000","537,000,000","494,000,000","548,000,000","625,000,000","676,000,000","795,000,000","917,000,000","1,173,000,000","755,000,000","763,000,000","782,000,000","831,000,000","752,000,000","742,000,000","907,000,000","933,000,000","973,000,000","874,000,000","821,000,000","412,000,000","934,000,000","953,000,000","907,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"256,000,000","-122,000,000","121,000,000","305,000,000","-48,000,000","354,000,000","-7,000,000","-81,000,000","-115,000,000","-38,000,000","-146,000,000","76,000,000","92,000,000","-172,000,000","-219,000,000","-198,000,000","-12,000,000","-1,534,000,000","-230,000,000","-30,000,000","67,000,000","219,000,000","62,000,000","-135,000,000","18,000,000","-973,000,000","-114,000,000","18,000,000","-116,000,000","-106,000,000","-64,000,000","-10,000,000","-43,000,000","-338,000,000","14,000,000","25,000,000","-3,000,000","13,000,000","-1,413,000,000","29,000,000","81,000,000"
NormalizedIncome,"417,676,829.268","37,056,250","21,975,155.28","243,059,125.964","110,709,677.419","29,233,954.451","96,200,000","78,294,642.857","19,024,390.244","87,800,000","-111,000,000","2,200,000","-86,480,000","-78,825,278.81","-100,280,000","-127,609,065.156","-154,200,000","-211,177,944.862","-185,835,443.038","-109,405,405.405","-89,000,000","-101,846,645.367","-47,179,775.281","1,970,149.254","142,150,000","-271,860,450.161","-90,486,486.486","-40,000,000","-60,142,045.455","-9,202,797.203","-70,846,153.846","-41,638,297.872","-24,111,111.111","17,212,000","12,413,793.103","19,340,425.532","800,000","15,100,000","16,926,174.497","26,160,000","77,732,283.465"
InterestExpense,"159,000,000","40,000,000","38,000,000","40,000,000","41,000,000","40,000,000","38,000,000","39,000,000","46,000,000","47,000,000","48,000,000","46,000,000","47,000,000","48,000,000","49,000,000","53,000,000","57,000,000","57,000,000","65,000,000","32,000,000","33,000,000","36,000,000","30,000,000","27,000,000","29,000,000","25,000,000","26,000,000","27,000,000","25,000,000","24,000,000","23,000,000","23,000,000","24,000,000","19,000,000","0","44,000,000","45,000,000","32,000,000","34,000,000","21,000,000","21,000,000"
NetInterestIncome,"-159,000,000","-40,000,000","-38,000,000","-40,000,000","-41,000,000","-40,000,000","-38,000,000","-39,000,000","-46,000,000","-47,000,000","-48,000,000","-46,000,000","-47,000,000","-48,000,000","-49,000,000","-53,000,000","-57,000,000","-57,000,000","-65,000,000","-32,000,000","-33,000,000","-36,000,000","-30,000,000","-27,000,000","-29,000,000","-25,000,000","-26,000,000","-27,000,000","-25,000,000","-24,000,000","-23,000,000","-23,000,000","-24,000,000","-19,000,000","0","-44,000,000","-45,000,000","-32,000,000","-34,000,000","-21,000,000","-21,000,000"
EBIT,"487,000,000","-120,000,000","199,000,000","429,000,000","-21,000,000","523,000,000","24,000,000","-73,000,000","5,000,000","-130,000,000","-82,000,000","69,000,000","172,000,000","-221,000,000","-301,000,000","-300,000,000","92,000,000","-2,337,000,000","-93,000,000","-5,000,000","68,000,000","349,000,000","119,000,000","-174,000,000","71,000,000","-1,530,000,000","-122,000,000","60,000,000","-151,000,000","-119,000,000","-68,000,000","-24,000,000","-39,000,000","-481,000,000","29,000,000","91,000,000","55,000,000","70,000,000","-1,605,000,000","71,000,000","148,000,000"
EBITDA,"1,415,000,000"
ReconciledCostOfRevenue,"1,274,000,000","336,000,000","326,000,000","302,000,000","310,000,000","295,000,000","282,000,000","271,000,000","218,000,000","223,000,000","198,000,000","200,000,000","173,000,000","185,000,000","200,000,000","315,000,000","207,000,000","371,000,000","360,000,000","355,000,000","398,000,000","460,000,000","459,000,000","545,000,000","704,000,000","615,000,000","548,000,000","560,000,000","581,000,000","1,138,000,000","391,000,000","381,000,000","580,000,000","290,000,000","548,000,000","514,000,000","517,000,000","106,000,000","631,000,000","660,000,000","620,000,000"
ReconciledDepreciation,"928,000,000","247,000,000","241,000,000","221,000,000","219,000,000","226,000,000","194,000,000","197,000,000","168,000,000","186,000,000","169,000,000","171,000,000","147,000,000","157,000,000","150,000,000","163,000,000","161,000,000","255,000,000","242,000,000","227,000,000","216,000,000","225,000,000","216,000,000","215,000,000","207,000,000","241,000,000","241,000,000","227,000,000","231,000,000","246,000,000","244,000,000","248,000,000","235,000,000","247,000,000","250,000,000","236,000,000","218,000,000","221,000,000","224,000,000","219,000,000","218,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"258,000,000","-121,000,000","122,000,000","305,000,000","-48,000,000","353,000,000","-6,000,000","-79,000,000","-26,000,000","-31,000,000","-150,000,000","76,000,000","94,000,000","-171,000,000","-218,000,000","-223,000,000","0","-1,532,000,000","-106,000,000","-23,000,000","21,000,000","207,000,000","57,000,000","-135,000,000","18,000,000","-973,000,000","-114,000,000","18,000,000","-116,000,000","-105,000,000","-66,000,000","-33,000,000","-41,000,000","-329,000,000","17,000,000","27,000,000","5,000,000","19,000,000","-1,412,000,000","30,000,000","81,000,000"
TotalUnusualItemsExcludingGoodwill,"-203,000,000","-209,000,000","132,000,000","79,000,000","-205,000,000","443,000,000","-140,000,000","-223,000,000","-71,000,000","-198,000,000","-65,000,000","123,000,000","240,000,000","-145,000,000","-189,000,000","-151,000,000","257,000,000","-2,064,000,000","119,000,000","139,000,000","175,000,000","467,000,000","152,000,000","-207,000,000","-191,000,000","-1,108,000,000","-30,000,000","87,000,000","-87,000,000","-133,000,000","7,000,000","14,000,000","-28,000,000","-531,000,000","7,000,000","12,000,000","6,000,000","6,000,000","-1,661,000,000","6,000,000","5,000,000"
TotalUnusualItems,"-203,000,000","-209,000,000","132,000,000","79,000,000","-205,000,000","443,000,000","-140,000,000","-223,000,000","-71,000,000","-198,000,000","-65,000,000","123,000,000","240,000,000","-145,000,000","-189,000,000","-151,000,000","257,000,000","-2,064,000,000","119,000,000","139,000,000","175,000,000","467,000,000","152,000,000","-207,000,000","-191,000,000","-1,108,000,000","-30,000,000","87,000,000","-87,000,000","-133,000,000","7,000,000","14,000,000","-28,000,000","-531,000,000","7,000,000","12,000,000","6,000,000","6,000,000","-1,661,000,000","6,000,000","5,000,000"
NormalizedEBITDA,"1,618,000,000","336,000,000","308,000,000","571,000,000","403,000,000","306,000,000","358,000,000","347,000,000","244,000,000","254,000,000","152,000,000","117,000,000","79,000,000","81,000,000","38,000,000","14,000,000","-4,000,000","-18,000,000","30,000,000","83,000,000","109,000,000","107,000,000","183,000,000","248,000,000","469,000,000","-181,000,000","149,000,000","200,000,000","167,000,000","260,000,000","169,000,000","210,000,000","224,000,000","297,000,000","272,000,000","315,000,000","267,000,000","285,000,000","280,000,000","284,000,000","361,000,000"
TaxRateForCalcs,"0.213","0.244","0.242","0.216","0.226","0.269","0.27","0.295","0.366","0.4","0.4","0.4","0.248","0.364","0.377","0.368","0.4","0.36","0.329","0.378","0.371","0.339","0.315","0.338","0.35","0.367","0.216","0.333","0.358","0.28","0.308","0.383","0.397","0.348","0.345","0.362","0.3","0.35","0.14","0.36","0.346"
TaxEffectOfUnusualItems,"-43,323,170.732","-50,943,750","31,975,155.28","17,059,125.964","-46,290,322.581","119,233,954.451","-37,800,000","-65,705,357.143","-25,975,609.756","-79,200,000","-26,000,000","49,200,000","59,520,000","-52,825,278.81","-71,280,000","-55,609,065.156","102,800,000","-743,177,944.862","39,164,556.962","52,594,594.595","65,000,000","158,153,354.633","47,820,224.719","-70,029,850.746","-66,850,000","-406,860,450.161","-6,486,486.486","29,000,000","-31,142,045.455","-37,202,797.203","2,153,846.154","5,361,702.128","-11,111,111.111","-184,788,000","2,413,793.103","4,340,425.532","1,800,000","2,100,000","-232,073,825.503","2,160,000","1,732,283.465"
