name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
		Inventory,"381,432,000","362,957,000","353,003,000","348,309,000","339,882,000","341,028,000","361,679,000","370,555,000","373,121,000","358,183,000","375,098,000","359,635,000","342,114,000","330,815,000","359,095,000","364,362,000","372,616,000","344,583,000","366,775,000","396,423,000","398,179,000","401,613,000","420,082,000","431,529,000","410,521,000","65,133,000","71,280,000","63,114,000","62,664,000","65,065,000","63,515,000","56,160,000","58,481,000","50,830,000","66,546,000","63,137,000","49,765,000","45,606,000","26,570,000","24,723,000","20,698,000","19,057,000","20,436,000","20,073,000","18,142,000","22,182,000","29,623,000","30,300,000","27,959,000","22,481,000","20,623,000","19,552,000","18,248,000","14,562,000","14,356,000","16,517,000","6,829,000","6,601,000","7,700,000","8,630,000","7,591,000","6,000,000","8,053,000","7,494,000","7,735,000","7,837,000","7,560,000","8,917,000","10,984,000","7,006,000","7,471,000","8,289,000","7,874,000","7,698,000","8,937,000","6,794,000","7,443,000","8,300,000","8,981,000","8,167,000","8,471,000","9,600,000","8,500,000","10,300,000","9,100,000","11,700,000","13,000,000","12,600,000","12,800,000","13,900,000","14,500,000","11,800,000","17,000,000","12,600,000","15,300,000","11,800,000","10,800,000","11,600,000","12,200,000","10,200,000","11,700,000","13,700,000","10,200,000","7,500,000","9,000,000"
			RawMaterials,"78,719,000","81,317,000","72,926,000","68,551,000","82,189,000","86,343,000","88,617,000","86,555,000","88,279,000","85,366,000","90,173,000","83,409,000","82,545,000","86,989,000","91,691,000","90,444,000","49,347,000","47,280,000","48,395,000","48,270,000","47,478,000","47,547,000","50,019,000","49,824,000",,"7,452,000",,,,,,,,"4,724,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"87,291,000","81,841,000","80,313,000","82,650,000","81,242,000","78,501,000","88,073,000","97,172,000","107,910,000","101,540,000","100,147,000","95,750,000","93,859,000","87,284,000","92,677,000","91,626,000","91,164,000","84,474,000","91,671,000","95,282,000","95,663,000","98,936,000","87,693,000","85,718,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"215,422,000","199,799,000","199,764,000","197,108,000","176,451,000","176,184,000","184,989,000","186,828,000","176,932,000","171,277,000","184,778,000","180,476,000","165,710,000","156,542,000","174,727,000","182,292,000","232,105,000","212,829,000","226,709,000","252,871,000","255,038,000","255,130,000","282,370,000","295,987,000",,"57,681,000",,,,,,,,"46,106,000",,,,"40,927,000",,,,"16,211,000",,,,"19,380,000",,,,"19,678,000",,,,"11,909,000",,,,"4,904,000",,"8,630,000",,"4,099,000",,,,"6,303,000",,,,"5,084,000",,,,"6,117,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,679,000",,,,"2,846,000",,,,"2,802,000",,,,"2,803,000",,,,"2,653,000",,,,"1,697,000",,,,"1,901,000",,,,"1,534,000",,,,"1,922,000",,,,"1,581,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"45,107,000","46,599,000","46,378,000","44,363,000","39,070,000","35,247,000","43,305,000","43,965,000","40,707,000","38,326,000","39,272,000","37,750,000","32,852,000","29,984,000","40,341,000","43,131,000","40,279,000","36,175,000","47,086,000","53,218,000","54,848,000","44,629,000","46,470,000","26,296,000","30,479,000",,"14,267,000","15,087,000","12,047,000",,,,,,,,,,,,,,,,,,,,,,,,,,"6,527,000","5,249,000","5,726,000","6,231,000","4,524,000","4,907,000","3,252,000","3,740,000","4,365,000","5,101,000","4,636,000","4,509,000","6,116,000","7,118,000","5,575,000","4,975,000","6,341,000","7,602,000","5,316,000","4,394,000","3,492,000","3,461,000","4,508,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,"106,000","110,000","159,000","103,000","107,000","107,000","103,000","142,000","142,000","142,000","282,000","282,000","282,000","293,000","294,000","312,000","321,000","331,000","334,000","340,000","353,000","343,000","346,000","350,000","364,000","354,000","358,000","361,000","377,000","361,000","363,000","367,000","381,000","365,000","368,000","376,000","384,000","373,000","373,000","375,000","388,000","397,000","379,000","375,000","430,000","449,000","322,000","331,000","409,000","433,000","440,000","448,000","458,000","480,000","484,000","491,000","2,338,000","2,349,000","2,355,000","2,356,000","2,370,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,"29,795,000","43,114,000","45,139,000","45,001,000","15,653,000","18,955,000","19,933,000","17,289,000","14,358,000","13,621,000","11,235,000","12,609,000","10,116,000","8,394,000","8,050,000","7,465,000","6,785,000","5,356,000","6,567,000","6,376,000","6,826,000","6,787,000","6,813,000","7,216,000","7,515,000","6,969,000","6,430,000","6,656,000","5,098,000","4,128,000","4,302,000","8,026,000","8,274,000","8,464,000","8,317,000","6,921,000","8,420,000","7,879,000","6,594,000","6,002,000","4,409,000","4,825,000","4,224,000","4,080,000","3,672,000","3,371,000","3,937,000","3,937,000","3,447,000","2,637,000","2,637,000","3,659,000","4,070,000","2,571,000","2,203,000","2,203,000","3,081,000","3,081,000","3,081,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,"29,795,000","43,114,000","45,139,000","45,001,000","15,653,000","18,955,000","19,933,000","17,289,000","14,358,000","13,621,000","11,235,000","12,609,000","10,116,000","8,394,000","8,050,000","7,465,000","6,785,000","5,356,000","6,567,000","6,376,000","6,826,000","6,787,000","6,813,000","7,216,000","7,515,000","6,969,000","6,430,000","6,656,000","5,098,000","4,128,000","4,302,000","8,026,000","8,274,000","8,464,000","8,317,000","6,921,000","8,420,000","7,879,000","6,594,000","6,002,000","4,409,000","4,825,000","4,224,000","4,080,000","3,672,000","3,371,000","3,937,000","3,937,000","3,447,000","2,637,000","2,637,000","3,659,000","4,070,000","2,571,000","2,203,000","2,203,000","3,081,000","3,081,000","3,081,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"26,270,000","25,032,000","25,061,000","24,127,000","20,959,000","22,099,000","20,253,000","21,148,000","15,888,000","56,664,000","17,101,000","13,101,000","16,331,000","21,770,000","18,609,000","25,822,000","11,570,000","10,460,000","8,718,000","24,102,000","30,642,000","21,324,000","21,583,000","33,022,000","32,978,000","46,513,000","4,193,000","5,344,000","6,651,000","10,847,000","12,297,000","12,654,000","9,840,000","9,235,000","11,205,000","12,353,000","9,599,000","25,100,000","7,154,000","7,803,000","6,974,000","5,348,000","7,233,000","8,195,000","6,926,000","6,696,000","6,796,000","7,559,000","5,829,000","8,417,000","12,776,000","5,859,000","3,861,000","5,036,000","307,000","151,000","9,000","6,000","6,000","28,000","839,000","850,000","731,000","737,000","1,143,000","1,176,000","993,000","1,012,000","1,063,000","1,031,000","5,378,000","2,842,000","184,000","209,000","2,969,000","2,962,000","2,940,000","12,211,000","8,276,000","10,365,000","6,645,000","8,700,000","10,900,000","13,800,000","12,300,000","8,600,000","9,900,000","10,500,000","7,400,000","7,800,000","9,700,000","9,200,000","7,100,000","8,100,000","7,100,000","7,200,000","6,200,000","10,700,000","9,400,000","11,900,000","8,700,000","8,500,000","8,600,000","10,000,000","8,600,000"
	TotalNonCurrentAssets,"4,447,719,000","4,427,970,000","4,091,218,000","4,169,458,000","4,123,879,000","3,991,412,000","3,926,733,000","3,938,718,000","4,114,430,000","4,001,780,000","3,972,306,000","3,904,947,000","3,792,360,000","3,804,715,000","3,853,881,000","3,855,736,000","3,911,533,000","3,857,814,000","3,842,753,000","3,902,294,000","3,914,024,000","4,117,100,000","4,234,487,000","4,407,018,000","4,451,421,000","2,116,631,000","1,489,304,000","1,318,855,000","1,278,831,000","1,262,154,000","1,248,460,000","1,231,154,000","1,208,482,000","1,197,350,000","1,193,742,000","1,191,516,000","1,186,350,000","1,196,672,000","295,715,000","294,385,000","277,361,000","279,794,000","256,942,000","261,039,000","265,738,000","255,906,000","256,079,000","237,270,000","234,645,000","236,245,000","236,898,000","239,696,000","242,837,000","246,145,000","245,313,000","249,166,000","105,320,000","107,697,000","104,744,000","102,067,000","101,228,000","101,836,000","100,288,000","101,460,000","100,874,000","102,454,000","104,076,000","105,014,000","106,626,000","106,605,000","108,033,000","113,670,000","116,923,000","117,188,000","117,506,000","120,212,000","123,850,000","128,648,000","141,246,000","149,474,000","153,885,000","160,700,000","171,000,000","179,200,000","205,500,000","214,000,000","239,500,000","247,800,000","254,900,000","255,800,000","251,700,000","255,200,000","260,000,000","259,900,000","257,500,000","217,500,000","200,700,000","202,000,000","203,100,000","197,500,000","191,200,000","191,400,000","189,700,000","191,100,000","192,700,000"
		NetPPE,"1,887,979,000","1,927,137,000","1,833,831,000","1,843,246,000","1,821,279,000","1,687,858,000","1,631,036,000","1,624,354,000","1,657,609,000","1,645,822,000","1,621,867,000","1,584,735,000","1,532,583,000","1,515,575,000","1,535,185,000","1,528,387,000","1,535,521,000","1,508,167,000","1,516,598,000","1,515,573,000","1,507,625,000","1,574,116,000","1,638,126,000","1,697,058,000","1,681,636,000","666,573,000","522,262,000","478,967,000","462,754,000","453,927,000","438,969,000","422,664,000","408,547,000","400,222,000","399,320,000","396,004,000","393,313,000","393,420,000","158,761,000","158,859,000","150,612,000","151,982,000","144,016,000","146,477,000","147,692,000","143,291,000","138,993,000","132,698,000","128,703,000","128,685,000","128,675,000","128,724,000","130,015,000","132,149,000","134,440,000","136,507,000","84,505,000","85,178,000","81,773,000","77,650,000","75,671,000","75,398,000","72,514,000","71,828,000","71,994,000","73,274,000","73,460,000","73,172,000","73,570,000","72,954,000","71,868,000","76,064,000","75,064,000","74,744,000","78,214,000","81,399,000","84,397,000","88,242,000","99,703,000","105,593,000","108,982,000","113,800,000","121,300,000","128,500,000","133,300,000","140,100,000","159,900,000","164,400,000","169,200,000","170,600,000","168,200,000","169,900,000","175,500,000","175,800,000","169,400,000","158,000,000","155,000,000","155,100,000","155,200,000","148,900,000","146,100,000","145,700,000","143,100,000","144,000,000","144,300,000"
			GrossPPE,"3,368,223,000","3,365,525,000","3,203,976,000","3,186,987,000","3,102,394,000","2,933,953,000","2,827,716,000","2,771,703,000","2,790,672,000","2,721,270,000","2,641,712,000","2,541,752,000","2,424,034,000","2,357,761,000","2,337,357,000","2,284,827,000","2,249,272,000","2,161,042,000","2,139,831,000","2,097,110,000","2,047,952,000","2,099,815,000","2,148,260,000","2,164,807,000","2,106,660,000","1,047,887,000","883,847,000","827,479,000","799,391,000","780,128,000","752,687,000","723,987,000","697,398,000","678,622,000","666,700,000","653,571,000","641,002,000","631,685,000","396,910,000","392,133,000","378,729,000","375,547,000","363,723,000","365,200,000","361,981,000","354,597,000","346,858,000","338,757,000","327,860,000","327,842,000","323,831,000","319,972,000","317,856,000","316,210,000","314,597,000","312,969,000","259,214,000","258,449,000","253,311,000","246,510,000","243,909,000","241,751,000","236,078,000","234,059,000","234,879,000","234,325,000","232,213,000","229,806,000","227,967,000","225,983,000","221,569,000","237,836,000","233,453,000","230,299,000","232,126,000","232,033,000","229,960,000","229,186,000","233,988,000","238,018,000","236,677,000","236,500,000","238,000,000","241,300,000","239,800,000","240,800,000","263,000,000","260,400,000","257,900,000","252,200,000","242,800,000","238,300,000","237,700,000","231,800,000","219,300,000","202,400,000","194,300,000","189,300,000","171,100,000","173,600,000","166,200,000","161,600,000","154,900,000","151,700,000","148,100,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,"157,721,000",,,,"159,981,000",,,,"165,847,000",,,,"152,949,000",,,,"156,422,000",,,,"166,669,000",,,,"67,375,000",,,,"49,619,000",,,,"46,386,000",,,,"44,864,000",,,,"18,386,000",,,,"17,826,000",,,,"17,501,000",,,,"17,971,000",,,,"11,234,000",,,,"9,552,000",,,,"9,099,000",,,,"9,193,000",,,,"9,454,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,"619,212,000",,,,"548,394,000",,,,"513,078,000",,,,"464,957,000",,,,"448,620,000",,,,"443,081,000",,,,"163,523,000",,,,"129,243,000",,,,"117,505,000",,,,"110,988,000",,,,"52,059,000",,,,"48,623,000",,,,"45,684,000",,,,"44,450,000",,,,"31,149,000",,,,"28,627,000",,,,"27,499,000",,,,"26,893,000",,,,"25,906,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"2,281,474,000",,,,"2,011,925,000",,,,"1,860,507,000",,,,"1,604,193,000",,,,"1,414,530,000",,,,"1,294,418,000",,,,"681,755,000",,,,"530,198,000",,,,"475,289,000",,,,"439,521,000",,,,"301,183,000",,,,"272,106,000",,,,"259,858,000",,,,"250,662,000",,,,"209,930,000",,,,"202,969,000",,,,"151,986,000",,,"227,967,000","139,065,000",,,,"139,248,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"3,368,223,000","124,726,000","3,203,976,000","3,186,987,000","3,102,394,000","1,687,858,000",,,,"1,645,822,000",,,,"1,515,575,000",,,,"1,508,167,000",,,"1,507,625,000","1,574,116,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,942,000",,,,"49,544,000",,,,"49,084,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,"182,392,000",,,,"213,653,000",,,,"181,838,000",,,,"135,662,000",,,,"141,470,000",,,,"195,647,000",,,,"135,234,000",,,,"71,068,000",,,,"39,442,000",,,,"36,312,000",,,,"3,919,000",,,,"16,042,000",,,,"4,799,000",,,,"3,127,000",,,,"6,136,000",,,,"603,000",,,,"799,000",,,,"1,288,000",,,,"6,607,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
