name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
OtherIncomeExpense,"-24,900,000","-24,900,000","-39,900,000","8,200,000","-2,000,000","-107,300,000","-18,000,000","26,100,000","-5,700,000","-4,200,000","-4,900,000"
	GainOnSaleOfSecurity,,,,,"-1,300,000","-103,600,000",,,,,
	SpecialIncomeCharges,"-25,000,000","-25,000,000","-39,500,000","7,900,000","-600,000","-3,300,000","-17,700,000","27,300,000","-4,700,000","-5,000,000","-5,000,000"
		RestructuringAndMergernAcquisition,"300,000","300,000","2,100,000","6,400,000","2,500,000","2,600,000","20,200,000","0","2,500,000","3,000,000","3,900,000"
		ImpairmentOfCapitalAssets,"0","0","42,900,000",,,,,,,,
		OtherSpecialCharges,"28,500,000","28,500,000",,,,,,,,,
		GainOnSaleOfBusiness,"3,800,000","3,800,000","5,500,000","14,300,000","1,900,000","-700,000","2,500,000","27,300,000","-2,200,000","-2,000,000","-1,100,000"
	OtherNonOperatingIncomeExpenses,"100,000","100,000","-400,000","300,000","-100,000","-400,000","-300,000","-1,200,000","-1,000,000","800,000","100,000"
PretaxIncome,"145,800,000","145,800,000","108,700,000","125,100,000","91,000,000","-28,800,000","98,000,000","237,600,000","200,200,000","193,200,000","126,600,000"
TaxProvision,"10,900,000","10,900,000","4,900,000","4,100,000","5,400,000","5,400,000","-206,000,000","96,600,000","89,000,000","87,800,000","57,100,000"
EarningsFromEquityInterestNetOfTax,"5,700,000","5,700,000","4,100,000","4,800,000","5,300,000","4,800,000","2,900,000","2,500,000","2,200,000","1,700,000","1,800,000"
NetIncomeCommonStockholders,"138,200,000","138,200,000","105,200,000","124,400,000","90,900,000","-29,400,000","306,900,000","143,500,000","113,400,000","107,100,000","71,300,000"
	NetIncome,"140,100,000","140,100,000","107,900,000","125,800,000","90,900,000","-29,400,000","306,900,000","143,500,000","113,400,000","107,100,000","71,300,000"
		NetIncomeIncludingNoncontrollingInterests,"140,600,000","140,600,000","107,900,000","125,800,000","90,900,000","-29,400,000","306,900,000","143,500,000","113,400,000","107,100,000","71,300,000"
			NetIncomeContinuousOperations,"140,600,000","140,600,000","107,900,000","125,800,000","90,900,000","-29,400,000","306,900,000","143,500,000","113,400,000","107,100,000","71,300,000"
		MinorityInterests,"-500,000","-500,000",,,,,,,,,
	OtherunderPreferredStockDividend,"1,900,000","1,900,000","2,700,000","1,400,000",,,,,,,
DilutedNIAvailtoComStockholders,"138,200,000","138,200,000","105,200,000","124,400,000","90,900,000","-29,400,000","306,900,000","143,500,000","113,400,000","107,100,000","71,300,000"
BasicEPS,,,"0.76","0.9","0.66","-0.21","2.69","1.2","0.945","0.893","0.594"
DilutedEPS,,,"0.75","0.9","0.66","-0.21","2.67","1.2","0.945","0.893","0.594"
BasicAverageShares,,,"139,300,000","138,500,000","137,900,000","137,300,000","114,300,000","120,000,000","120,000,000","120,000,000","120,000,000"
DilutedAverageShares,,,"139,600,000","138,900,000","138,400,000","137,300,000","114,800,000","120,000,000","120,000,000","120,000,000","120,000,000"
TotalOperatingIncomeAsReported,"309,100,000","309,100,000","234,800,000","241,700,000","204,900,000","86,400,000","183,100,000","238,800,000","201,200,000","192,400,000","126,500,000"
TotalExpenses,"1,476,600,000","1,476,600,000","1,331,900,000","1,286,700,000","1,307,100,000","1,320,500,000","1,153,000,000","1,082,500,000","1,078,700,000","1,079,700,000","1,082,600,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"140,100,000","140,100,000","107,900,000","125,800,000","90,900,000","-29,400,000","306,900,000","143,500,000","113,400,000","107,100,000","71,300,000"
NormalizedIncome,"163,225,000","163,225,000","145,543,500","118,160,700","92,687,900","69,803,200","319,236,900","125,755,000","116,455,000","110,350,000","74,550,000"
NetInterestIncome,"-134,900,000","-134,900,000","-125,700,000","-116,900,000","-113,800,000","-114,800,000","-84,800,000",,,,
EBIT,"305,600,000","305,600,000","274,300,000","233,800,000","206,800,000","193,300,000","200,800,000","211,500,000","205,900,000","197,400,000","131,500,000"
EBITDA,"500,100,000"
ReconciledCostOfRevenue,"958,600,000","958,600,000","859,900,000","835,200,000","818,100,000","833,100,000","726,500,000","686,900,000","700,100,000","689,400,000","687,000,000"
ReconciledDepreciation,"194,500,000","194,500,000","185,000,000","189,800,000","224,200,000","229,100,000","202,200,000","195,800,000","196,800,000","211,900,000","214,200,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"140,100,000","140,100,000","107,900,000","125,800,000","90,900,000","-29,400,000","306,900,000","143,500,000","113,400,000","107,100,000","71,300,000"
TotalUnusualItemsExcludingGoodwill,"-25,000,000","-25,000,000","-39,500,000","7,900,000","-1,900,000","-106,900,000","-17,700,000","27,300,000","-4,700,000","-5,000,000","-5,000,000"
TotalUnusualItems,"-25,000,000","-25,000,000","-39,500,000","7,900,000","-1,900,000","-106,900,000","-17,700,000","27,300,000","-4,700,000","-5,000,000","-5,000,000"
NormalizedEBITDA,"525,100,000","525,100,000","498,800,000","415,700,000","432,900,000","529,300,000","420,700,000","380,000,000","407,400,000","414,300,000","350,700,000"
TaxRateForCalcs,"0.075","0.075","0.047","0.033","0.059","0.072","0.303","0.35","0.35","0.35","0.35"
TaxEffectOfUnusualItems,"-1,875,000","-1,875,000","-1,856,500","260,700","-112,100","-7,696,800","-5,363,100","9,555,000","-1,645,000","-1,750,000","-1,750,000"
