name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
			DuetoRelatedParties,,,,,,,,"53,510,000",,,,,
			OtherPayable,"278,412,000","76,313,000",,,,,,,"-430,551,000","-484,795,000","-491,785,000","587,878,000","693,608,000"
		CurrentAccruedExpenses,"322,390,000","345,345,000","323,614,000","334,274,000","360,416,000","350,078,000","380,441,000","309,377,000","569,480,000","547,165,000","504,049,000",,
	CurrentDebtAndCapitalLeaseObligation,"160,000,000","160,000,000","160,000,000","160,000,000",,,"0",,,,,,
		CurrentDebt,"160,000,000","160,000,000","160,000,000","160,000,000",,,"0",,,,,,
			LineOfCredit,"160,000,000","160,000,000","160,000,000","160,000,000",,,"0",,,,,,
	LongTermDebtAndCapitalLeaseObligation,"891,008,000","572,019,000","572,810,000","576,693,000","585,102,000","587,337,000","310,285,000","229,760,000","299,975,000","293,817,000","259,313,000","293,969,000","306,582,000"
		LongTermDebt,"568,232,000","572,019,000","572,810,000","576,693,000","585,102,000","587,337,000","310,285,000","229,760,000","299,975,000","293,817,000","259,313,000","293,969,000","306,582,000"
		LongTermCapitalLeaseObligation,"322,776,000",,,,,,,,,,,,
	CurrentDeferredLiabilities,,,,,,,,,"155,626,000","144,719,000","144,756,000","148,073,000","155,830,000"
		CurrentDeferredRevenue,,,,,,,,,"155,626,000","144,719,000","144,756,000","148,073,000","155,830,000"
	NonCurrentDeferredLiabilities,"518,439,000","460,377,000","460,129,000","471,063,000","341,026,000","297,892,000","246,963,000","207,650,000",,,,,
		NonCurrentDeferredTaxesLiabilities,"266,108,000","217,097,000","219,307,000","242,158,000","133,097,000","95,128,000","54,779,000","36,987,000",,,,,
		NonCurrentDeferredRevenue,"252,331,000","243,280,000","240,822,000","228,905,000","207,929,000","202,764,000","192,184,000","170,663,000",,,,,
	EmployeeBenefits,"439,390,000","386,264,000","401,083,000","400,412,000","459,873,000","477,763,000","388,993,000","483,272,000","569,480,000","547,165,000","504,049,000",,
		NonCurrentPensionAndOtherPostretirementBenefitPlans,"439,390,000","386,264,000","401,083,000","400,412,000","459,873,000","477,763,000","388,993,000","483,272,000","432,456,000","409,317,000","504,049,000",,
	OtherLiabilities,,,,,,,,,"35,951,000","155,889,000","163,766,000",,
TotalEquityGrossMinorityInterest,"4,425,002,000","3,745,388,000","3,483,025,000","3,014,349,000","2,761,665,000","2,576,044,000","2,456,243,000","2,351,769,000","2,034,939,000","1,993,721,000","2,032,851,000","1,974,265,000","2,040,458,000"
	StockholdersEquity,"4,420,484,000","3,741,881,000","3,479,955,000","3,008,179,000","2,758,502,000","2,572,917,000","2,453,049,000","2,348,065,000","2,028,600,000","1,980,017,000","2,019,800,000","1,891,841,000","1,930,774,000"
		CapitalStock,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","0",,
			PreferredStock,"0","0","0","0",,"0","0","0","0","0",,,
			CommonStock,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","0",,
		AdditionalPaidInCapital,"2,300,926,000","2,258,290,000","2,236,351,000","2,191,756,000","2,150,813,000","2,109,712,000","2,077,828,000","2,111,605,000","2,081,242,000","2,057,098,000",,,
		RetainedEarnings,"2,161,049,000","1,644,165,000","1,311,112,000","1,046,822,000","846,691,000","662,310,000","520,764,000","387,015,000","124,816,000","72,074,000",,,
		GainsLossesNotAffectingRetainedEarnings,"-41,492,000","-160,575,000","-67,509,000","-230,400,000","-239,003,000","-199,106,000","-145,544,000","-150,556,000","-177,459,000","-149,156,000","-147,491,000","-261,455,000","-95,297,000"
		OtherEquityInterest,,,,,,,,,,,"2,167,291,000","2,153,296,000","2,026,071,000"
	MinorityInterest,"4,518,000","3,507,000","3,070,000","6,170,000","3,163,000","3,127,000","3,194,000","3,704,000","6,339,000","13,704,000","13,051,000","82,424,000","109,684,000"
TotalCapitalization,"4,988,716,000","4,313,900,000","4,052,765,000","3,584,872,000","3,343,604,000","3,160,254,000","2,763,334,000","2,577,825,000","2,328,575,000","2,273,834,000","2,279,113,000","2,185,810,000","2,237,356,000"
CommonStockEquity,"4,420,484,000","3,741,881,000","3,479,955,000","3,008,179,000","2,758,502,000","2,572,917,000","2,453,049,000","2,348,065,000","2,028,600,000","1,980,017,000","2,019,800,000","1,891,841,000","1,930,774,000"
CapitalLeaseObligations,"322,776,000",,,,,,,,,,,,
NetTangibleAssets,"3,177,743,000","2,488,343,000","2,267,037,000","1,911,864,000","1,746,046,000","1,557,160,000","1,560,676,000","1,445,113,000","1,150,186,000","1,097,936,000","1,139,922,000","997,949,000","1,003,351,000"
InvestedCapital,"5,148,716,000","4,473,900,000","4,212,765,000","3,744,872,000","3,343,604,000","3,160,254,000","2,763,334,000","2,577,825,000","2,328,575,000","2,273,834,000","2,279,113,000","2,185,810,000","2,237,356,000"
TangibleBookValue,"3,177,743,000","2,488,343,000","2,267,037,000","1,911,864,000","1,746,046,000","1,557,160,000","1,560,676,000","1,445,113,000","1,150,186,000","1,097,936,000","1,139,922,000","997,949,000","1,003,351,000"
TotalDebt,"1,051,008,000","732,019,000","732,810,000","736,693,000","585,102,000","587,337,000","310,285,000","229,760,000","299,975,000","293,817,000","259,313,000","293,969,000","306,582,000"
ShareIssued,"112,476,000","111,496,000","110,925,000","109,944,000","109,098,000","107,541,000","105,900,000","107,239,000","105,410,000","104,457,000","104,132,000","104,132,000","104,132,000"
OrdinarySharesNumber,"112,476,000","111,496,000","110,925,000","109,944,000","109,098,000","107,541,000","105,900,000","107,239,000","105,410,000","104,457,000","104,132,000","104,132,000","104,132,000"
