name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,03/31/1989,03/31/1988,03/31/1987,03/31/1986
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,"0","33,528,000","32,229,000","35,117,000","31,810,000","119,755,000","129,469,000","158,103,000","210,553,000","253,514,000","288,132,000","297,129,000","294,853,000","290,653,000","292,795,000","298,282,000","312,765,000","288,749,000",,,,,,,,,"9,023,000","10,570,000","9,719,000","9,398,000","9,595,000","30,940,000","8,752,000","9,600,000","26,272,000","73,530,000","130,392,000","84,309,000","72,903,000","72,224,000","66,575,000","43,565,000","38,275,000","45,755,000","36,379,000","55,915,000","42,519,000","221,777,000","282,208,000","382,787,000","258,709,000","290,913,000","350,271,000","263,975,000","256,464,000","267,778,000","352,561,000","303,004,000","362,311,000","318,406,000",,,"161,228,000",,,,"112,310,000",,,,"145,845,000",,,,"167,716,000",,,,"74,002,000",,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,,,,,,,,,,,,,,,"0","33,528,000","32,229,000","35,117,000","31,810,000","119,755,000","129,469,000","158,103,000","210,553,000","253,514,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"193,792,000","193,311,000","194,814,000","199,717,000","189,867,000","194,352,000","199,431,000","202,068,000","204,787,000","204,787,000","202,823,000","202,843,000","209,293,000","209,334,000","208,034,000","206,797,000","175,479,000","164,221,000","164,116,000","161,978,000","167,295,000","166,843,000","163,655,000","165,705,000","216,593,000","247,347,000","276,279,000","279,361,000","259,748,000","168,319,000","193,833,000","142,706,000","201,580,000","197,524,000","220,810,000","232,394,000","242,363,000","271,553,000","321,672,000","752,154,000","753,474,000","848,488,000","184,719,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"193,792,000","193,311,000","194,814,000","199,717,000","189,867,000","194,352,000","199,431,000","202,068,000","204,787,000","204,787,000","202,823,000","202,843,000","209,293,000","209,334,000","208,034,000","206,797,000","175,479,000","164,221,000","164,116,000","161,978,000","167,295,000","166,843,000","163,655,000","165,705,000","216,593,000","247,347,000","276,279,000","279,361,000","259,748,000","168,319,000","193,833,000","142,706,000","201,580,000","197,524,000","220,810,000","232,394,000","242,363,000","271,553,000","321,672,000","752,154,000","753,474,000","848,488,000","184,719,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"161,880,000","162,825,000","152,862,000","154,247,000","160,231,000","157,189,000","154,476,000","143,664,000","146,227,000","155,465,000","166,260,000","166,894,000","165,460,000","169,555,000","170,571,000","139,215,000","121,227,000","141,108,000","144,130,000","157,514,000","155,055,000","157,984,000","164,862,000","183,914,000","184,538,000","185,328,000","186,486,000","188,338,000","184,373,000","251,144,000","284,362,000","289,072,000","261,046,000","250,080,000","231,153,000","240,909,000","233,642,000","203,675,000","145,067,000","144,342,000","146,677,000","136,888,000","133,319,000","176,164,000","145,810,000","142,224,000","145,030,000","131,803,000","128,274,000","125,700,000","135,631,000","2,570,370,000","148,476,000","169,763,000","226,910,000","103,303,000","107,827,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"299,500,000",,,,,,,,,,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"4,204,441,000","4,053,177,000","4,114,578,000","4,104,583,000","4,029,932,000","3,966,333,000","4,070,525,000","4,300,398,000","4,241,674,000","4,201,468,000","4,059,656,000","4,279,243,000","4,259,007,000","4,171,817,000","4,179,023,000","3,284,681,000","2,553,216,000","2,420,441,000","2,307,182,000","2,589,076,000","2,502,584,000","2,171,243,000","2,748,776,000","2,386,625,000","2,258,923,000","2,149,289,000","2,171,367,000","2,451,309,000","2,196,751,000","2,396,850,000","2,321,115,000","2,854,425,000","2,745,274,000","2,657,784,000","2,798,551,000","2,900,660,000","2,706,146,000","2,771,987,000","3,315,348,000","3,466,485,000","4,344,278,000","4,866,877,000","5,315,436,000","6,124,035,000","6,397,483,000","5,209,849,000","3,527,715,000","3,233,542,000","2,925,722,000","3,062,998,000","3,160,486,000","3,069,583,000","3,207,643,000","3,452,374,000","3,565,924,000","5,452,023,000","5,285,945,000","5,926,326,000","5,569,888,000","5,299,649,000","5,847,490,000","5,703,371,000","5,328,628,000","5,115,835,000","4,884,279,000","4,819,493,000","5,006,649,000","4,846,675,000","4,829,481,000","4,855,066,000","5,057,054,000","4,642,934,000","4,040,055,000","3,759,906,000","3,927,454,000","3,590,969,000","3,658,294,000","4,033,124,000","3,935,269,000","3,063,400,000","3,187,300,000","2,919,510,000","2,654,800,000","2,389,600,000","2,486,200,000","2,332,234,000","2,145,000,000","1,946,400,000","1,780,400,000","1,460,339,000","1,461,800,000","1,121,600,000","1,189,600,000","1,015,594,000","885,200,000","748,000,000","765,000,000","590,205,000","678,100,000","581,300,000","576,300,000","599,800,000","705,100,000","678,200,000","580,800,000","463,600,000","512,800,000","479,800,000","427,800,000","431,900,000","497,800,000","401,100,000","352,300,000","369,900,000","397,900,000","352,300,000","293,200,000","316,500,000","311,400,000","340,000,000","331,800,000","173,800,000"
	CurrentLiabilities,"930,859,000","785,733,000","866,881,000","1,109,744,000","1,081,281,000","969,907,000","720,312,000","982,042,000","932,588,000","699,018,000","586,384,000","809,387,000","747,369,000","681,345,000","1,116,111,000","841,553,000","688,571,000","596,459,000","514,548,000","815,046,000","711,121,000","581,981,000","1,134,722,000","821,245,000","729,478,000","614,670,000","549,597,000","702,466,000","518,297,000","599,314,000","507,214,000","975,782,000","900,938,000","820,373,000","915,357,000","968,972,000","802,975,000","1,045,355,000","1,608,046,000","1,064,630,000","994,280,000","1,281,193,000","2,030,094,000","2,417,887,000","2,743,026,000","2,739,447,000","2,155,457,000","1,849,761,000","1,173,817,000","1,312,061,000","1,223,891,000","1,164,092,000","1,356,415,000","1,597,706,000","1,809,783,000","4,583,631,000","4,351,201,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116,000,000",,,,,,,,,,,,,,,,,
		PayablesAndAccruedExpenses,"159,415,000","145,861,000","174,025,000","182,921,000","203,881,000","175,861,000","191,901,000","175,583,000","198,481,000","173,739,000","194,755,000","181,793,000","194,865,000","199,331,000","220,092,000","201,572,000","189,144,000","189,833,000","210,614,000","208,210,000","223,035,000","210,495,000","214,302,000","214,819,000","193,261,000","203,406,000","216,011,000","214,803,000","183,603,000","193,416,000","195,504,000","195,808,000","210,698,000","189,440,000","207,976,000","207,870,000","423,855,000","689,430,000","652,900,000","648,653,000","585,592,000","774,786,000","753,178,000","842,228,000","807,961,000","794,436,000","729,044,000","937,427,000","666,877,000","850,046,000","533,645,000","431,059,000","348,018,000","1,022,506,000","1,038,539,000","259,866,000","162,868,000","3,419,257,000","3,493,606,000","3,153,220,000","3,381,841,000","3,657,103,000","3,559,499,000","3,463,326,000","3,336,916,000","3,321,302,000","3,428,511,000","3,271,950,000","3,197,160,000","3,284,531,000","3,395,326,000","3,126,523,000","2,929,551,000","2,954,934,000","3,152,551,000","2,501,357,000","2,408,328,000","2,648,787,000","2,643,489,000",,,"2,181,018,000",,,,"1,568,281,000",,,,"967,758,000",,,,"568,552,000",,,,"324,759,000",,,,,,,,,,,,,,,,,,,,,,,,
			Payables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"219,801,000","400,574,000","395,873,000","389,758,000","396,908,000","400,761,000","425,923,000","464,301,000","521,537,000","185,971,000","184,724,000","440,174,000","308,637,000","290,656,000",,,,"435,607,000","443,386,000",,,"3,419,257,000","3,493,606,000","3,153,220,000","3,381,841,000","3,657,103,000","3,559,499,000","3,463,326,000","3,336,916,000","3,321,302,000","3,428,511,000","3,271,950,000","3,197,160,000","3,284,531,000","3,395,326,000","3,126,523,000","2,929,551,000","2,954,934,000","3,152,551,000","2,501,357,000","2,408,328,000","2,648,787,000","2,643,489,000",,,"2,181,018,000",,,,"1,568,281,000",,,,"967,758,000",,,,"568,552,000",,,,"324,759,000",,,,,,,,,,,,,,,,,,,,,,,,
				TotalTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"443,386,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"443,386,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"204,054,000","288,856,000","257,027,000","258,895,000","188,684,000","374,025,000","327,255,000","377,927,000","286,424,000","608,465,000","544,320,000","497,253,000","358,240,000","559,390,000","533,645,000","431,059,000","348,018,000","586,899,000","595,153,000","259,866,000","162,868,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"591,554,000","436,798,000","270,678,000","571,301,000","522,363,000","406,640,000","260,089,000","476,061,000","390,976,000","391,295,000","285,320,000","486,679,000","464,745,000","353,216,000","219,849,000","430,736,000","349,890,000","266,795,000","184,338,000","400,245,000","358,816,000","261,443,000","167,736,000","425,466,000","364,945,000","266,374,000","179,874,000","351,965,000","233,780,000","282,923,000","186,000,000","409,759,000","337,099,000","293,553,000","253,927,000","368,164,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"77,377,000","76,510,000","327,626,000","250,301,000","250,636,000","250,971,000","125,500,000","125,500,000","225,500,000",,,,,,"500,000,000","40,000,000","40,000,000",,,,,"219,000","645,502,000","438,000","50,438,000","50,218,000","50,210,000","50,438,000","50,438,000","58,372,000","51,066,000","251,278,000","251,266,000","251,008,000","250,996,000","250,792,000","253,852,000","255,154,000","808,087,000","258,990,000","257,964,000","258,188,000","509,138,000","508,358,000","931,679,000","932,119,000","941,010,000","431,459,000","6,300,000","5,117,000","4,160,000","66,114,000","66,067,000","120,110,000","184,560,000","103,358,000","103,322,000",,,,"21,100,000",,,,"58,675,000","29,478,000","112,207,000","118,547,000","159,993,000","3,560,000","100,367,000","89,431,000","128,349,000","4,900,000","161,410,000","93,814,000","98,763,000","23,290,000","152,583,000","112,300,000","113,700,000","49,262,000","55,600,000","90,300,000","115,800,000","13,880,000","80,500,000","93,600,000","96,600,000","13,400,000","68,700,000","38,600,000","133,900,000","6,800,000","70,200,000","100,600,000","69,100,000",,"54,400,000","74,600,000","61,600,000","15,500,000","55,000,000","83,100,000","101,200,000","59,100,000","81,600,000","117,800,000","74,800,000","89,900,000","120,200,000","78,200,000","93,700,000","76,000,000","73,200,000","50,400,000","15,300,000",,,,,
			CurrentDebt,,,"249,966,000","250,301,000","250,636,000","250,971,000","125,500,000","125,500,000","225,500,000",,,,,,"500,000,000","40,000,000","40,000,000",,,,,"219,000","645,502,000","438,000","50,438,000","50,218,000","50,210,000","50,438,000","50,438,000","58,372,000","51,066,000","251,278,000","251,266,000","251,008,000","250,996,000","250,792,000","253,852,000","255,154,000","808,087,000","258,990,000","257,964,000","258,188,000","509,138,000","508,358,000","931,679,000","932,119,000","941,010,000","431,459,000","6,300,000","5,117,000","4,160,000","66,114,000","66,067,000","120,110,000","184,560,000","103,358,000","103,322,000",,,,"21,100,000",,,,"58,675,000","29,478,000","112,207,000","118,547,000","159,993,000","3,560,000","100,367,000","89,431,000","128,349,000","4,900,000","161,410,000","93,814,000","98,763,000","23,290,000","152,583,000","112,300,000","113,700,000","49,262,000","55,600,000","90,300,000","115,800,000","13,880,000","80,500,000","93,600,000","96,600,000","13,400,000","68,700,000","38,600,000","133,900,000","6,800,000","70,200,000","100,600,000","69,100,000",,"54,400,000","74,600,000","61,600,000","15,500,000","55,000,000","83,100,000","101,200,000","59,100,000","81,600,000","117,800,000","74,800,000","89,900,000","120,200,000","78,200,000","93,700,000","76,000,000","73,200,000","50,400,000","15,300,000",,,,,
				LineOfCredit,,,,,"0","0","125,500,000","125,500,000","225,500,000",,,"0","0","0","500,000,000","40,000,000","40,000,000",,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,"249,966,000","250,301,000","250,636,000","250,971,000",,,,,,,,,,,,,,,,"219,000","645,502,000","438,000","50,438,000","50,218,000","50,210,000","50,438,000","50,438,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"77,377,000","76,510,000","77,660,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"102,513,000","126,564,000","94,552,000","105,221,000","104,401,000","136,435,000","142,822,000","204,898,000","117,631,000","133,984,000","106,309,000","140,915,000","87,759,000","128,798,000","176,170,000","169,245,000","109,537,000","139,831,000","119,596,000","206,591,000","129,270,000","109,824,000","107,182,000","180,522,000","120,834,000","94,672,000","103,502,000","85,260,000","50,476,000","64,603,000","74,644,000","118,937,000","101,875,000","86,372,000","202,458,000","142,146,000","125,268,000","100,771,000","147,059,000","156,987,000","150,724,000","248,219,000","767,778,000","1,067,301,000","1,003,386,000","1,012,892,000","485,403,000","480,875,000","500,640,000","456,898,000","686,086,000","666,919,000","942,330,000","455,090,000","586,684,000","4,220,407,000","4,085,011,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,800,000",,,,,,,,,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"3,273,582,000","3,267,444,000","3,247,697,000","2,994,839,000","2,948,651,000","2,996,426,000","3,350,213,000","3,318,356,000","3,309,086,000","3,502,450,000","3,473,272,000","3,469,856,000","3,511,638,000","3,490,472,000","3,062,912,000","2,443,128,000","1,864,645,000","1,823,982,000","1,792,634,000","1,774,030,000","1,791,463,000","1,589,262,000","1,614,054,000","1,565,380,000","1,529,445,000","1,534,619,000","1,621,770,000","1,748,843,000","1,678,454,000","1,797,536,000","1,813,901,000","1,878,643,000","1,844,336,000","1,837,411,000","1,883,194,000","1,931,688,000","1,903,171,000","1,726,632,000","1,707,302,000","2,401,855,000","3,349,998,000","3,585,684,000","3,285,342,000","3,706,148,000","3,654,457,000","2,470,402,000","1,372,258,000","1,383,781,000","1,751,905,000","1,750,937,000","1,936,595,000","1,905,491,000","1,851,228,000","1,854,668,000","1,756,141,000","868,392,000","934,744,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"464,800,000",,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"2,258,324,000","2,269,923,000","2,287,220,000","1,971,451,000","1,971,131,000","1,970,810,000","2,221,796,000","2,221,810,000","2,221,824,000","2,221,839,000","2,221,853,000","2,221,867,000","2,221,882,000","2,221,896,000","1,738,321,000","1,740,985,000","1,056,759,000","1,059,902,000","1,057,122,000","1,058,089,000","1,056,215,000","1,052,062,000","1,053,349,000","1,038,826,000","1,139,171,000","1,146,772,000","1,198,433,000","1,302,351,000","1,344,435,000","1,371,776,000","1,375,295,000","1,407,321,000","1,391,253,000","1,384,374,000","1,385,322,000","1,479,396,000","1,424,804,000","1,165,180,000","1,156,546,000","1,698,821,000","2,738,524,000","2,965,204,000","2,967,180,000","2,970,456,000","2,974,351,000","1,825,654,000","577,216,000","587,129,000","1,060,980,000","1,107,507,000","1,158,500,000","1,161,266,000","1,160,833,000","1,166,077,000","1,099,916,000","596,720,000","646,519,000","811,164,000","819,982,000","849,611,000","847,710,000","794,238,000","792,346,000","790,471,000","788,603,000","786,753,000","815,581,000","892,038,000","886,601,000","877,122,000","876,556,000","875,033,000","454,579,000","218,970,000","238,407,000","312,776,000","326,424,000","338,991,000","344,817,000","99,700,000","572,600,000","99,676,000","271,700,000","389,100,000","486,700,000","99,628,000","457,800,000","454,200,000","471,200,000","99,581,000","291,200,000","290,600,000","289,800,000","99,534,000","117,900,000","112,700,000","102,500,000","104,300,000","102,500,000","102,500,000","102,500,000","102,500,000","102,500,000","102,600,000","102,600,000","34,600,000","34,600,000",,,"35,000,000",,,,,,,,"35,100,000","35,500,000","36,400,000","36,400,000","2,000,000"
			LongTermDebt,"1,972,413,000","1,972,092,000","1,971,772,000","1,971,451,000","1,971,131,000","1,970,810,000","2,221,796,000","2,221,810,000","2,221,824,000","2,221,839,000","2,221,853,000","2,221,867,000","2,221,882,000","2,221,896,000","1,738,321,000","1,740,985,000","1,056,759,000","1,059,902,000","1,057,122,000","1,058,089,000","1,056,215,000","1,052,062,000","1,053,349,000","1,038,826,000","1,139,171,000","1,146,772,000","1,198,433,000","1,302,351,000","1,344,435,000","1,371,776,000","1,375,295,000","1,407,321,000","1,391,253,000","1,384,374,000","1,385,322,000","1,479,396,000","1,424,804,000","1,165,180,000","1,156,546,000","1,698,821,000","2,738,524,000","2,965,204,000","2,967,180,000","2,970,456,000","2,974,351,000","1,825,654,000","577,216,000","587,129,000","1,060,980,000","1,107,507,000","1,158,500,000","1,161,266,000","1,160,833,000","1,166,077,000","1,099,916,000","596,720,000","646,519,000","811,164,000","819,982,000","849,611,000","847,710,000","794,238,000","792,346,000","790,471,000","788,603,000","786,753,000","815,581,000","892,038,000","886,601,000","877,122,000","876,556,000","875,033,000","454,579,000","218,970,000","238,407,000","312,776,000","326,424,000","338,991,000","344,817,000","99,700,000","572,600,000","99,676,000","271,700,000","389,100,000","486,700,000","99,628,000","457,800,000","454,200,000","471,200,000","99,581,000","291,200,000","290,600,000","289,800,000","99,534,000","117,900,000","112,700,000","102,500,000","104,300,000","102,500,000","102,500,000","102,500,000","102,500,000","102,500,000","102,600,000","102,600,000","34,600,000","34,600,000",,,"35,000,000",,,,,,,,"35,100,000","35,500,000","36,400,000","36,400,000","2,000,000"
			LongTermCapitalLeaseObligation,"285,911,000","297,831,000","315,448,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"285,934,000","254,956,000","234,407,000","208,968,000","181,501,000","267,795,000","257,248,000","232,209,000","222,374,000","446,382,000","423,737,000","416,986,000","409,346,000","388,913,000","390,519,000","326,283,000","408,057,000","450,965,000","434,293,000","413,915,000","396,429,000","342,251,000","359,952,000","315,201,000","196,171,000","198,847,000","220,447,000","218,107,000","169,398,000","256,151,000","267,497,000","299,906,000","303,690,000","308,286,000","351,684,000","358,680,000","379,163,000","407,890,000","402,262,000","396,949,000","356,702,000","364,059,000","106,026,000","508,880,000","489,355,000","505,192,000","660,138,000","664,093,000","622,906,000","444,218,000","592,469,000","547,310,000","495,835,000",,"118,363,000","107,160,000","108,509,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesLiabilities,"181,115,000","152,385,000","136,767,000","123,420,000","99,544,000","166,543,000","155,990,000","139,787,000","123,788,000","347,079,000","320,113,000","329,229,000","321,815,000","301,215,000","304,779,000","260,386,000","343,416,000","387,136,000","369,105,000","362,209,000","344,191,000","290,461,000","297,154,000","265,583,000","147,907,000","146,822,000","171,054,000","161,298,000","126,698,000","211,395,000","225,717,000","242,567,000","247,936,000","247,933,000","284,983,000","266,193,000","269,045,000","270,578,000","275,819,000","262,756,000","256,812,000","258,944,000","0","371,666,000","348,070,000","355,239,000","496,548,000","474,925,000","466,365,000","444,218,000","453,095,000","404,362,000","391,281,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"493,113,000","396,630,000","298,228,000","216,345,000","355,268,000","278,000,000","219,998,000","153,344,000","235,971,000","191,812,000","152,500,000","117,811,000","202,433,000","167,169,000","135,775,000","108,434,000","146,279,000","146,988,000","126,811,000","101,321,000","144,521,000","140,450,000",,,"115,480,000",,,,"97,912,000",,,,"58,893,000",,,,"41,168,000",,,,"15,866,000",,,,,,,,,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,"668,353,000","683,021,000","664,757,000","692,376,000","676,950,000","632,295,000","747,697,000","732,295,000","727,706,000","698,774,000","684,203,000","677,772,000","696,800,000","676,164,000","722,562,000","175,785,000","158,531,000","78,478,000","55,513,000","45,520,000","73,090,000","47,449,000","46,970,000","45,144,000","21,058,000","18,743,000","20,482,000","21,009,000","21,676,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"60,971,000","59,544,000","61,313,000","122,044,000","119,069,000","125,526,000","123,472,000","132,042,000","137,182,000","135,455,000","143,479,000","153,231,000","183,610,000","203,499,000","211,510,000","200,075,000","241,298,000","234,637,000","245,706,000","256,506,000","265,729,000","147,500,000","153,783,000","166,209,000","173,045,000","170,257,000","182,408,000","207,376,000","142,945,000","169,609,000","171,109,000","171,416,000","149,393,000","144,751,000","146,188,000","93,612,000","99,204,000","153,562,000","148,494,000","306,085,000","254,772,000","256,421,000","212,136,000","226,812,000","190,751,000","139,556,000","134,904,000","132,559,000","68,019,000","199,212,000","185,626,000","196,915,000","194,560,000","688,591,000","537,862,000","164,512,000","179,716,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"362,200,000",,,,,,,,,,,,,,,,,
TotalEquityGrossMinorityInterest,"3,835,277,000","3,749,125,000","3,731,263,000","3,689,539,000","3,652,683,000","3,909,995,000","3,855,716,000","3,852,136,000","3,833,492,000","3,994,197,000","3,994,773,000","4,011,172,000","4,000,865,000","4,082,733,000","4,117,570,000","4,235,765,000","4,285,257,000","4,457,513,000","4,522,206,000","4,484,901,000","4,540,646,000","4,583,789,000","4,699,158,000","4,724,724,000","4,746,704,000","4,761,270,000","4,745,787,000","4,818,351,000","4,918,309,000","5,478,049,000","5,477,892,000","5,701,322,000","5,625,788,000","5,601,365,000","5,794,389,000","5,807,096,000","5,625,464,000","5,841,724,000","5,785,412,000","5,730,167,000","4,700,415,000","4,454,477,000","4,820,974,000","6,353,830,000","6,522,873,000","6,620,503,000","7,033,686,000","6,847,362,000","6,760,464,000","6,541,490,000","6,375,623,000","6,206,747,000","6,065,558,000","5,850,116,000","5,870,440,000","2,717,324,000","2,483,358,000","2,293,146,000","2,163,339,000","1,728,322,000","1,648,933,000","1,559,610,000","1,485,751,000","1,395,367,000","1,324,802,000","1,247,957,000","1,208,850,000","1,168,129,000","1,135,099,000","1,084,548,000","1,043,365,000","1,004,638,000","968,019,000","927,720,000","896,558,000","855,053,000","812,281,000","751,929,000","686,693,000","652,900,000","623,100,000","554,177,000","565,900,000","543,500,000","523,300,000","500,095,000","474,200,000","453,200,000","433,900,000","418,629,000","405,600,000","390,400,000","310,700,000","298,906,000","284,300,000","276,200,000","233,700,000","226,453,000","223,200,000","220,000,000","218,000,000","211,700,000","205,500,000","196,000,000","185,300,000","176,900,000","168,600,000","161,600,000","155,100,000","148,000,000","141,900,000","136,500,000","132,300,000","126,400,000","123,300,000","121,600,000","118,900,000","116,100,000","107,800,000","104,100,000","98,400,000","55,300,000"
