name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"636,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"29,237,524,000","29,421,379,000","29,516,777,000","29,671,815,000","28,891,610,000","29,661,245,000","29,447,342,000","29,964,495,000","29,448,467,000","29,837,388,000","29,837,272,000","29,811,093,000","29,427,443,000","30,227,678,000","29,894,685,000","30,020,167,000","28,939,358,000","29,220,098,000","28,980,702,000","28,918,061,000","27,967,534,000","28,337,310,000","28,432,758,000","31,211,752,000","30,529,377,000","30,482,195,000","30,427,920,000","30,602,047,000","30,421,210,000","31,068,868,000","30,924,167,000","31,119,831,000","24,280,544,000","23,934,469,000","22,711,414,000","22,909,573,000","23,633,975,000","19,964,253,000","18,053,559,000","19,504,130,000","20,955,819,000","21,242,273,000","21,452,522,000","21,489,065,000","21,887,572,000","22,218,732,000","22,274,764,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,611,000","39,453,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPE,"514,660,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,265,661,000","25,236,009,000","25,335,735,000","21,268,916,000","20,521,602,000","19,398,438,000","19,651,374,000","19,797,431,000","19,964,253,000","18,053,559,000","18,085,143,000","18,331,655,000","18,567,998,000","18,723,221,000","18,876,306,000","19,021,430,000","19,059,183,000","19,091,389,000","19,093,560,000","19,102,930,000","18,998,660,000","18,660,423,000","18,600,501,000","18,257,833,000","17,879,223,000","17,831,735,000","17,849,142,000","17,936,016,000","17,962,293,000","17,721,097,000","17,918,024,000","18,091,238,000","13,128,677,000","13,166,122,000","12,637,566,000","12,415,245,000","12,343,600,000","12,032,360,000","12,163,817,000","12,027,373,000","12,056,434,000","11,725,210,000","11,242,441,000","11,317,221,000","11,441,596,000","11,481,020,000","11,486,793,000","11,564,414,000",,,"11,677,462,000","11,703,171,000","11,616,200,000","11,489,400,000","11,341,600,000","11,127,643,000","11,034,500,000","6,505,100,000","6,495,400,000","6,405,600,000","5,125,200,000","5,087,800,000","5,037,700,000","5,021,900,000","4,989,900,000","2,154,500,000","2,015,900,000","2,009,300,000","1,985,800,000","1,872,200,000","1,876,200,000","1,829,100,000","1,632,100,000","1,407,400,000","1,339,500,000","1,350,400,000"
			GrossPPE,"514,660,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,366,668,000","34,063,214,000","33,923,326,000","29,657,046,000","28,761,004,000","27,496,266,000","27,522,185,000","27,508,735,000","27,432,323,000","25,296,870,000","25,111,988,000","25,336,189,000","25,405,801,000","25,327,605,000","25,250,451,000","25,205,715,000","24,992,727,000","24,807,528,000","24,592,802,000","24,415,025,000","24,138,267,000","23,631,847,000","23,400,940,000","22,863,963,000",,,,"21,745,309,000","21,600,472,000","21,161,935,000","21,246,010,000","21,253,761,000","16,109,979,000","16,021,671,000","15,344,494,000","14,971,823,000","14,822,113,000","14,404,054,000","14,451,360,000","14,249,615,000","14,193,533,000","13,735,067,000","13,192,591,000","13,194,396,000","13,215,751,000","13,148,889,000","13,034,425,000","13,045,133,000",,,"12,860,331,000","12,802,052,000",,,,"11,850,014,000",,,,,,,,,,,,,,,,,,,,
				Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,136,981,000",,,,"2,929,054,000",,,,"2,757,994,000",,,,"2,795,026,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,196,349,000",,,,"24,263,169,000",,,,"22,265,721,000",,,,"22,112,944,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"323,716,000",,,,"316,512,000",,,,"312,474,000",,,,"297,745,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"514,660,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-9,101,007,000","-8,827,205,000","-8,587,591,000","-8,388,130,000","-8,239,402,000","-8,097,828,000","-7,870,811,000","-7,711,304,000","-7,468,070,000","-7,243,311,000","-7,026,845,000","-7,004,534,000","-6,837,803,000","-6,604,384,000","-6,374,145,000","-6,184,285,000","-5,933,544,000","-5,716,139,000","-5,499,242,000","-5,312,095,000","-5,139,607,000","-4,971,424,000","-4,800,439,000","-4,606,130,000",,,,"-3,809,293,000","-3,638,179,000","-3,440,838,000","-3,327,986,000","-3,162,523,000","-2,981,302,000","-2,855,549,000","-2,706,928,000","-2,556,578,000","-2,478,513,000","-2,371,694,000","-2,287,543,000","-2,222,242,000","-2,137,099,000","-2,009,857,000","-1,950,150,000","-1,877,175,000","-1,774,155,000","-1,667,869,000","-1,547,632,000","-1,480,719,000",,,"-1,182,869,000","-1,098,881,000",,,,"-722,371,000",,,,,,,,,,,,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"95,852,000",,,,"150,736,000",,,,"208,557,000",,,,"285,137,000",,,,"275,680,000",,,,"311,794,000",,,,"409,385,000",,,,"507,132,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,212,000","37,212,000","37,212,000","37,212,000","37,212,000","37,212,000","37,212,000","37,212,000","37,505,000","37,798,000","38,091,000","38,384,000",,,"39,263,000","39,556,000","40,800,000","41,400,000","57,300,000","58,134,000","62,200,000",,,,,,,,,,,,,,,,,,,
			Goodwill,"20,098,000",,,,"20,098,000",,,,"20,098,000",,,,"20,098,000",,,,"20,098,000",,,,"20,098,000",,,,"20,098,000",,,,"20,098,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,212,000","37,212,000","37,212,000","37,212,000","37,212,000","37,212,000","37,212,000","37,212,000","37,505,000","37,798,000","38,091,000","38,384,000",,,"39,263,000","39,556,000",,,,"58,134,000",,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"75,754,000",,,,"130,638,000",,,,"188,459,000",,,,"265,039,000",,,,"255,582,000",,,,"291,696,000",,,,"389,287,000",,,,"487,034,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,800,000","41,400,000","57,300,000",,"62,200,000",,,,,,,,,,,,,,,,,,,
		InvestmentProperties,"23,898,719,000","23,882,229,000","24,014,634,000","24,073,903,000","24,208,131,000","24,304,890,000","24,074,637,000","24,308,980,000","24,457,515,000","24,259,384,000","24,317,052,000","24,229,739,000","24,360,335,000","24,531,361,000","23,988,129,000","24,083,169,000","23,547,738,000","23,543,734,000","23,489,673,000","23,391,309,000","22,367,785,000","22,293,799,000","22,382,863,000","25,288,470,000","25,058,601,000","24,960,600,000","25,091,157,000","25,088,923,000","25,184,133,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"4,519,016,000","3,735,667,000","3,860,147,000","3,873,944,000","4,283,733,000","4,058,343,000","4,074,988,000","4,280,875,000","4,531,953,000","4,239,170,000","4,151,595,000","4,196,687,000","4,531,710,000","4,336,649,000","4,569,572,000","4,469,384,000","4,790,220,000","4,282,190,000","4,157,085,000","3,674,954,000","4,975,386,000","4,327,165,000","4,526,018,000","4,358,294,000","4,716,421,000","3,963,130,000","3,862,342,000","3,993,039,000","4,395,608,000","3,958,779,000","3,942,662,000","3,985,300,000","1,378,084,000","1,461,694,000","1,345,912,000","1,379,112,000","1,390,105,000",,,"1,418,987,000","1,468,577,000","1,507,483,000","1,552,303,000","1,573,350,000","1,663,886,000","1,696,726,000","1,848,730,000","1,868,115,000","1,886,891,000","1,996,540,000","1,852,819,000","1,874,255,000","1,526,235,000","19,371,745,000","19,355,264,000","19,416,372,000","1,562,595,000","1,598,391,000","1,709,899,000","1,828,925,000","1,920,983,000","1,657,558,000","1,641,205,000","1,646,948,000","1,811,773,000","1,486,862,000","1,577,196,000","1,589,560,000","1,665,654,000","1,687,153,000","1,793,297,000","1,382,800,000","1,451,137,000","1,361,750,000","1,273,148,000","1,321,520,000","1,315,836,000","8,388,000","7,869,000","1,552,384,000","1,573,759,000",,,,"1,366,966,000",,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,"4,102,702,000","3,735,667,000","3,860,147,000","3,873,944,000","3,989,902,000","4,058,343,000","4,074,988,000","4,280,875,000","4,201,159,000","4,239,170,000","4,151,595,000","4,196,687,000","4,164,977,000","4,336,649,000","4,569,572,000","4,469,384,000","4,424,937,000","4,282,190,000","4,157,085,000","3,674,954,000","4,165,277,000","4,327,165,000","4,526,018,000","4,358,294,000","4,447,814,000","3,963,130,000","3,862,342,000","3,993,039,000","4,125,920,000","2,013,651,000","2,000,509,000","1,930,480,000","1,378,084,000","1,461,694,000","1,345,912,000","1,379,112,000","1,390,105,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsInOtherVenturesUnderEquityMethod,"2,371,053,000","2,121,558,000","2,141,745,000","2,197,309,000","2,220,414,000","2,281,688,000","2,302,833,000","2,268,956,000","2,266,483,000","2,331,538,000","2,321,111,000","2,374,693,000","2,367,583,000","2,439,554,000","2,690,821,000","2,442,442,000","2,481,574,000","2,480,603,000","2,353,339,000","2,158,205,000","2,378,800,000","2,458,704,000","2,523,431,000","2,347,523,000","2,433,399,000","1,991,900,000","1,958,503,000","2,001,506,000","2,108,966,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinJointVenturesatCost,"1,731,649,000","1,614,109,000","1,718,402,000","1,676,635,000","1,769,488,000","1,776,655,000","1,772,155,000","2,011,919,000","1,934,676,000","1,907,632,000","1,830,484,000","1,821,994,000","1,797,394,000","1,897,095,000","1,878,751,000","2,026,942,000","1,943,363,000","1,801,587,000","1,803,746,000","1,516,749,000","1,786,477,000","1,868,461,000","2,002,587,000","2,010,771,000","2,014,415,000","1,971,230,000","1,903,839,000","1,991,533,000","2,016,954,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"416,314,000",,,,"293,831,000",,,,"330,794,000",,,,"366,733,000",,,,"365,283,000",,,,"810,109,000",,,,"268,607,000",,,,"269,688,000","1,945,128,000","1,942,153,000","2,054,820,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"2,000,509,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"651,000,000","651,000,000","651,000,000",,,,,,,,,"530,700,000",,"540,000,000","548,000,000","1,539,160,000","1,065,160,000","2,947,080,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"209,277,000","1,803,483,000","1,641,996,000","1,723,968,000","249,010,000","1,298,012,000","1,297,717,000","1,374,640,000","250,442,000","1,338,834,000","1,368,625,000","1,384,667,000","250,261,000","1,359,668,000","1,336,984,000","1,467,614,000","325,720,000","1,394,174,000","1,333,944,000","1,851,798,000","312,569,000","1,716,346,000","1,523,877,000","1,564,988,000","344,970,000","1,558,465,000","1,474,421,000","1,520,085,000","334,337,000","1,844,428,000","1,745,496,000","1,798,796,000","1,633,544,000","1,951,173,000","1,967,064,000","1,879,087,000","1,795,439,000",,,,"1,155,587,000","1,166,792,000","1,176,998,000","1,039,409,000","1,202,256,000","1,462,823,000","1,334,645,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,223,000","31,584,000",,,,,,,,,,,,,,,,,,,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"28,320,380,000","30,764,074,000","27,369,243,000","27,141,834,000","26,889,267,000","27,182,192,000","26,964,512,000","26,984,524,000","28,018,874,000","26,789,804,000","26,674,807,000","26,217,088,000","26,143,666,000","26,342,035,000","26,062,406,000","26,035,957,000","25,434,304,000","25,520,924,000","24,904,382,000","24,510,464,000","23,580,825,000","23,805,508,000","24,470,806,000","25,891,318,000","26,501,942,000","25,306,916,000","25,208,890,000","25,062,844,000","25,693,517,000","25,156,936,000","24,855,984,000","25,123,931,000","20,672,637,000","20,063,198,000","18,964,921,000","19,009,206,000","19,223,677,000","19,180,425,000","18,599,115,000","19,835,749,000","20,765,304,000","20,875,631,000","20,084,347,000","19,612,948,000","20,556,489,000","20,451,184,000","20,287,417,000","19,079,210,000","19,003,160,000","18,811,699,000","17,973,187,000","18,671,036,000","16,909,517,000","15,691,793,000","15,511,677,000","15,516,453,000","15,958,178,000","15,723,553,000","15,538,848,000","15,735,118,000","16,049,369,000","11,975,658,000","11,982,029,000","11,294,924,000","11,228,824,000","10,827,247,000","10,471,246,000","10,538,342,000","10,412,992,000","10,126,194,000","10,268,017,000","9,505,133,000","9,628,915,000","9,450,317,000","9,368,009,000","9,365,701,000","10,533,608,000","38,066,000","33,978,000","9,104,374,000","9,155,988,000","10,290,700,000","9,824,000,000","9,743,200,000","9,867,791,000","9,345,100,000","5,582,500,000","5,681,300,000","6,105,800,000","5,870,600,000","4,195,600,000","4,643,400,000","4,591,000,000","4,480,900,000","2,477,900,000","2,238,000,000","2,323,500,000","2,167,900,000","1,990,600,000","2,231,100,000","2,219,900,000","1,941,700,000","1,717,200,000","1,632,700,000","1,727,200,000"
	CurrentLiabilities,"4,284,026,000","2,892,260,000","2,795,273,000","2,717,011,000","3,611,653,000","2,802,649,000","2,761,911,000","2,602,730,000","3,654,035,000","2,678,510,000","2,575,600,000","2,441,262,000","3,527,425,000","2,610,555,000","2,611,748,000","2,538,842,000","3,571,002,000","2,672,650,000","2,559,472,000","2,495,019,000","2,836,029,000","2,317,787,000","2,263,726,000","2,398,486,000","2,465,704,000","2,170,151,000","2,109,476,000","2,056,518,000","2,098,916,000","1,204,438,000","1,168,636,000","1,350,668,000","1,262,683,000","1,413,309,000","1,254,341,000","1,232,352,000","1,178,593,000","1,609,272,000","1,445,096,000","1,604,467,000","1,604,629,000","1,676,072,000","1,576,940,000","1,571,780,000","1,646,948,000","1,692,014,000","1,686,722,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,517,000","6,323,000",,,,,,,,,,,,,,,,,,,,,,,,,,
