name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,10/31/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996
		AdditionalPaidInCapital,"4,196,000,000","4,167,000,000","4,130,000,000","4,097,000,000","4,063,000,000","4,035,000,000","4,009,000,000","3,664,000,000","3,264,000,000","3,248,000,000","3,238,000,000","3,228,000,000","3,218,000,000","3,211,124,000","3,112,753,000","3,105,728,000","3,088,648,000","3,075,317,000","3,029,317,000","3,014,483,000","2,989,221,000","2,776,702,000","2,562,647,000","2,533,119,000","2,501,133,000","2,459,699,000","2,382,424,000","2,352,741,000","2,234,740,000","2,168,781,000","2,163,796,000","1,730,987,000","1,252,826,000","898,702,000","543,776,000","541,444,000","412,130,000","404,125,000","350,388,000","346,954,000","343,320,000","336,971,000","330,553,000","325,489,000","184,827,000","181,289,000","151,353,000","469,670,000","465,178,000","451,705,000","434,755,000","411,992,000","398,004,000","390,256,000","383,736,000","378,130,000","372,920,000","375,551,000","368,509,000","443,929,000","443,254,000","364,581,000","72,906,607","70,169,832","69,044,867","48,034,244","46,201,134","44,900,222","42,359,285","41,414,236","41,343,662","41,343,662","41,296,913","41,133,868","41,116,868","41,116,868","39,875,368","39,382,789","36,235,943","35,131,967","35,202,810","33,200,000","29,500,000","27,300,000",,,,,,,,,
		RetainedEarnings,"-3,133,000,000","-3,508,000,000","-4,447,000,000","-4,129,000,000","-4,015,000,000","-4,156,000,000","-4,223,000,000","-4,288,000,000","-4,270,000,000","-4,627,000,000","-4,754,000,000","-4,465,000,000","-4,180,000,000","-4,233,939,000","-4,343,646,000","-4,243,204,000","-3,944,786,000","-3,623,948,000","-3,332,851,000","-3,035,043,000","-2,916,548,000","-2,648,839,000","-2,490,226,000","-2,400,645,000","-2,198,717,000","-2,100,907,000","-1,965,677,000","-1,864,853,000","-1,710,090,000","-1,592,985,000","-1,498,661,000","-1,389,660,000","-1,316,620,000","-1,260,205,000","-1,202,396,000","-1,148,459,000","-1,101,287,000","-1,061,449,000","-975,316,000","-934,736,000","-1,020,413,000","-985,246,000","-962,045,000","-919,548,000","-868,131,000","-785,389,000","-678,605,000","-611,162,000","-478,829,000","-428,918,000","-376,270,000","-322,816,000","-281,697,000","-247,141,000","-153,824,000","-120,718,000","-117,099,000","-83,311,000","-64,887,000","-72,566,000","-62,728,000","-53,513,000","-43,711,965","-38,072,676","-30,019,769","-28,944,810","-24,546,747","-22,159,726","-20,535,484","-23,656,793","-24,396,453","-22,921,481","-20,555,452","-18,024,485","-15,687,936","-11,055,699","-7,270,074","-6,359,223","-5,603,616","-5,522,485","-5,880,620","-5,600,000","-4,800,000","-4,500,000","-4,200,000","-3,800,000","-3,300,000","-2,800,000","-2,100,000","-1,800,000","-900,000","-1,500,000","-1,400,000"
		TreasuryStock,"868,000,000","674,000,000","584,000,000","423,000,000","418,000,000","406,000,000","396,000,000","394,000,000","392,000,000","386,000,000","378,000,000","377,000,000","375,000,000","374,324,000","372,531,000","357,491,000","354,903,000","353,927,000","337,057,000","298,926,000","296,523,000","292,752,000","224,944,000","189,646,000","187,568,000","179,826,000","128,252,000","117,709,000","39,575,000","39,115,000","39,115,000","23,340,000","20,499,000","20,195,000","6,067,000","6,065,000","4,340,000","4,338,000","2,175,000","2,175,000","2,172,000","1,494,000","576,000","576,000","572,000","496,000",,"329,445,000","329,437,000","325,039,000","325,000,000","212,520,000","62,000",,,,"932,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","-135,000","-4,771,000","-27,351,000","-29,797,000","-274,000","-241,000","-258,000","-229,000","-259,000","-233,000","-173,000","-185,000","-203,000","-121,000","-133,000","-41,000","-112,000","-216,000","-154,000","-85,000","-68,000","-15,000","-5,000","-61,000","-67,000","-39,000","-34,000","-12,253,000","27,969,000","17,566,000","-5,886,000","-6,743,000","-20,642,000","-665,000","-6,543,000","-2,553,333","-3,032,083","-3,510,833",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000",,"22,200,000","20,100,000","18,800,000","17,900,000","15,300,000","14,800,000","12,800,000","11,000,000","6,800,000"
	MinorityInterest,"2,523,000,000","2,449,000,000","2,386,000,000","2,477,000,000","2,507,000,000","2,455,000,000","2,440,000,000","2,751,000,000","3,104,000,000","3,004,000,000","2,976,000,000","2,617,000,000","2,331,000,000","2,234,821,000","2,308,458,000","2,358,427,000","2,415,019,000","2,463,253,000","2,504,814,000","2,534,131,000","2,577,509,000","2,665,694,000","2,482,361,000","2,517,414,000","2,616,054,000","2,660,375,000","2,027,136,000","2,067,988,000","2,095,868,000","1,751,604,000","1,268,004,000","190,637,000","200,888,000","208,575,000","217,770,000","182,766,000","183,842,000","189,021,000","196,103,000","203,422,000","210,525,000","217,605,000","224,334,000","230,342,000","238,967,000","250,162,000","261,186,000","268,809,000","277,712,000","285,675,000","293,477,000","300,795,000","262,887,000",,,,,,,,,"338,000","288,720","72,653",,"120,032","122,022","89,233",,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"29,136,000,000","30,760,000,000","29,895,000,000","29,490,000,000","28,357,000,000","27,653,000,000","26,829,000,000","25,765,000,000","24,259,000,000","23,572,000,000","23,030,000,000","23,041,000,000","22,752,000,000","20,291,107,000","17,430,794,000","16,294,814,000","15,137,765,000","14,226,295,000","15,196,027,000","14,536,019,000","11,894,742,000","9,641,907,000","8,837,952,000","8,931,393,000","6,693,912,000","6,755,955,000","5,863,408,000","5,942,770,000","4,149,315,000","2,677,114,000","2,892,833,000","2,513,037,000","2,391,812,000","2,093,144,000","1,808,869,000","2,041,980,000","2,246,601,000","2,265,878,000","2,032,922,000","2,312,894,000","2,375,807,000","2,392,143,000","2,397,037,000","2,421,743,000","2,489,640,000","2,560,134,000","2,624,976,000","2,381,147,000","2,414,043,000","2,454,886,000","2,490,566,000","2,633,758,000","2,473,374,000","2,500,247,000","1,482,325,000","1,349,047,000","1,258,620,000","1,204,018,000","1,216,041,000","350,883,000","380,022,000","304,601,000","26,700,593","29,122,285","35,570,414","19,138,899","21,701,814","22,785,101","21,863,693","17,797,335","16,987,101","18,462,073","20,781,353","23,149,275","25,468,824","30,101,061","32,643,686","33,061,208","30,665,319","29,738,451","29,450,316","27,700,000","24,700,000","22,900,000","18,000,000","18,300,000","15,500,000","15,100,000","13,200,000","13,000,000","11,900,000","9,500,000","5,400,000"
CommonStockEquity,"196,000,000","-14,000,000","-900,000,000","-454,000,000","-369,000,000","-526,000,000","-609,000,000","-1,017,000,000","-1,397,000,000","-1,764,000,000","-1,893,000,000","-1,613,000,000","-1,336,000,000","-1,396,425,000","-1,602,719,000","-1,494,260,000","-1,210,334,000","-901,850,000","-639,883,000","-318,775,000","-223,138,000","-164,177,000","-151,808,000","-56,457,000","115,562,000","179,682,000","289,213,000","370,762,000","481,029,000","510,001,000","596,894,000","318,272,000","-84,073,000","-381,567,000","-664,668,000","-613,091,000","-693,520,000","-661,631,000","-627,115,000","-589,987,000","-679,214,000","-649,732,000","-631,939,000","-594,577,000","-683,935,000","-604,593,000","-527,185,000","-470,853,000","-342,957,000","-302,114,000","-266,434,000","-123,242,000","116,374,000","143,247,000","217,825,000","285,547,000","272,620,000","286,518,000","297,041,000","350,883,000","380,022,000","304,601,000","26,700,593","29,122,285","35,570,414","19,138,899","21,701,814","22,785,101","21,863,693","17,797,335","16,987,101","18,462,073","20,781,353","23,149,275","25,468,824","30,101,061","32,643,686","33,061,208","30,665,319","29,738,451","29,450,316","27,700,000","24,700,000","22,900,000","18,000,000","16,300,000","15,500,000","15,100,000","13,200,000","13,000,000","11,900,000","9,500,000","5,400,000"
CapitalLeaseObligations,"400,000,000","483,000,000","536,000,000","552,000,000","590,000,000","57,000,000","29,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"119,000,000","-91,000,000","-977,000,000","-531,000,000","-446,000,000","-603,000,000","-686,000,000","-1,094,000,000","-1,474,000,000","-1,841,000,000","-1,970,000,000","-1,690,000,000","-1,413,000,000","-1,473,244,000","-1,679,538,000","-1,571,079,000","-1,287,153,000","-978,669,000","-716,702,000","-395,594,000","-299,957,000","-240,996,000","-228,627,000","-133,276,000","35,377,000","99,497,000","208,028,000","289,577,000","399,854,000","428,826,000","515,719,000","237,097,000","-165,674,000","-463,168,000","-746,343,000","-695,977,000","-776,406,000","-744,517,000","-710,001,000","-672,873,000","-762,100,000","-732,639,000","-714,864,000","-677,527,000","-766,885,000","-687,543,000","-610,211,000","-553,879,000","-440,008,000","-399,360,000","-349,351,000","-204,534,000","35,199,000","62,072,000","139,698,000","207,023,000","195,536,000","209,581,000","220,104,000","273,945,000","303,005,000","304,513,000","26,619,923","29,042,615","35,490,744","19,059,229","21,701,814","22,785,101","21,863,693","17,797,335","16,987,101","18,462,073","20,781,353","23,149,275","25,468,824","30,101,061","32,643,686","33,061,208","30,665,319","29,738,451","29,450,316","27,700,000","24,700,000","22,900,000","18,000,000","16,300,000","15,500,000","15,100,000","13,200,000","13,000,000","11,900,000","9,500,000","5,400,000"
WorkingCapital,"280,000,000","2,338,000,000","2,293,000,000","2,218,000,000","2,237,000,000","2,492,000,000","2,320,000,000","2,238,000,000","2,373,000,000","2,118,000,000","2,020,000,000","1,528,000,000","1,548,000,000","1,161,649,000","-504,151,000","-424,039,000","-622,508,000","-405,500,000","1,556,053,000","1,622,523,000","2,381,592,000","2,026,402,000","1,071,074,000","1,200,601,000","1,273,760,000","1,354,169,000","795,823,000","805,606,000","634,216,000","588,800,000","599,292,000","357,189,000","276,853,000","6,492,000","-282,678,000","-103,151,000","87,443,000","99,276,000","-137,134,000","134,179,000","212,753,000","220,063,000","204,023,000","184,821,000","278,174,000","350,459,000","423,475,000","293,301,000","257,757,000","427,511,000","549,319,000","833,423,000","697,761,000","767,038,000","681,591,000","756,083,000","807,066,000","810,141,000","909,740,000","150,800,000","273,748,000","305,752,000","6,372,798","8,446,404","13,301,242","155,526","1,113,528","1,988,253","-751,825","-1,413,235","-2,017,813","-1,410,857","-1,574,355","-530,242","-441,017","-784,426","-1,634,608","1,234,390","-1,812,842","-2,841,566","-3,083,520","-3,300,000","-5,300,000","-2,000,000","-2,400,000","-1,700,000","-4,100,000","-3,200,000","-400,000","-600,000","1,900,000","2,300,000","-700,000"
InvestedCapital,"31,273,000,000","30,760,000,000","29,906,000,000","29,490,000,000","28,357,000,000","27,892,000,000","26,895,000,000","25,902,000,000","24,259,000,000","23,572,000,000","23,071,000,000","23,041,000,000","22,776,000,000","20,538,574,000","19,212,305,000","17,972,290,000","16,923,083,000","15,902,492,000","15,196,027,000","14,536,019,000","11,894,742,000","9,641,907,000","8,837,952,000","8,931,393,000","6,693,912,000","6,755,955,000","5,863,408,000","5,942,770,000","4,149,315,000","2,677,114,000","2,892,833,000","2,716,213,000","2,590,705,000","2,585,868,000","2,297,535,000","2,339,980,000","2,246,601,000","2,265,878,000","2,288,019,000","2,312,894,000","2,375,807,000","2,392,143,000","2,397,037,000","2,421,743,000","2,489,640,000","2,560,134,000","2,624,976,000","2,381,147,000","2,414,043,000","2,454,886,000","2,490,566,000","2,633,758,000","2,473,374,000","2,500,247,000","1,488,325,000","1,355,047,000","1,264,620,000","1,204,018,000","1,222,041,000","350,883,000","380,022,000","304,601,000","26,700,593","29,122,285","35,570,414","20,138,899","21,701,814","22,935,101","22,069,943","18,547,335","17,737,101","19,212,073","21,152,276","23,149,275","25,468,824","30,101,061","32,643,686","33,061,208","32,712,833","33,377,966","33,198,775","32,700,000","28,600,000","24,900,000","20,000,000","20,300,000","19,500,000","19,300,000","13,200,000","13,500,000","11,900,000","9,500,000","5,600,000"
TangibleBookValue,"119,000,000","-91,000,000","-977,000,000","-531,000,000","-446,000,000","-603,000,000","-686,000,000","-1,094,000,000","-1,474,000,000","-1,841,000,000","-1,970,000,000","-1,690,000,000","-1,413,000,000","-1,473,244,000","-1,679,538,000","-1,571,079,000","-1,287,153,000","-978,669,000","-716,702,000","-395,594,000","-299,957,000","-240,996,000","-228,627,000","-133,276,000","35,377,000","99,497,000","208,028,000","289,577,000","399,854,000","428,826,000","515,719,000","237,097,000","-165,674,000","-463,168,000","-746,343,000","-695,977,000","-776,406,000","-744,517,000","-710,001,000","-672,873,000","-762,100,000","-732,639,000","-714,864,000","-677,527,000","-766,885,000","-687,543,000","-610,211,000","-553,879,000","-440,008,000","-399,360,000","-349,351,000","-204,534,000","35,199,000","62,072,000","139,698,000","207,023,000","195,536,000","209,581,000","220,104,000","273,945,000","303,005,000","304,513,000","26,619,923","29,042,615","35,490,744","19,059,229","21,701,814","22,785,101","21,863,693","17,797,335","16,987,101","18,462,073","20,781,353","23,149,275","25,468,824","30,101,061","32,643,686","33,061,208","30,665,319","29,738,451","29,450,316","27,700,000","24,700,000","22,900,000","18,000,000","16,300,000","15,500,000","15,100,000","13,200,000","13,000,000","11,900,000","9,500,000","5,400,000"
TotalDebt,"31,477,000,000","31,257,000,000","31,342,000,000","30,496,000,000","29,316,000,000","28,475,000,000","27,533,000,000","26,919,000,000","25,656,000,000","25,336,000,000","24,964,000,000","24,654,000,000","24,112,000,000","21,934,999,000","20,815,024,000","19,466,550,000","18,133,417,000","16,804,342,000","15,835,910,000","14,854,794,000","12,117,880,000","9,806,084,000","8,989,760,000","8,987,850,000","6,578,350,000","6,576,273,000","5,574,195,000","5,572,008,000","3,668,286,000","2,167,113,000","2,295,939,000","2,397,941,000","2,674,778,000","2,967,435,000","2,962,203,000","2,953,071,000","2,940,121,000","2,927,509,000","2,915,134,000","2,902,881,000","3,055,021,000","3,041,875,000","3,028,976,000","3,016,320,000","3,173,575,000","3,164,727,000","3,152,161,000","2,852,000,000","2,757,000,000","2,757,000,000","2,757,000,000","2,757,000,000","2,357,000,000","2,357,000,000","1,270,500,000","1,069,500,000","992,000,000","917,500,000","925,000,000",,,,,,,"1,000,000",,"150,000","206,250","750,000","750,000","750,000","370,923",,,,,,"2,047,514","3,639,515","3,748,459","5,000,000","3,900,000","2,000,000","2,000,000","4,000,000","4,000,000","4,200,000",,"500,000",,,"200,000"
NetDebt,"28,678,000,000","28,300,000,000","28,267,000,000","27,665,000,000","27,633,000,000","27,437,000,000","26,515,000,000","26,045,000,000","24,941,000,000","24,614,000,000","24,045,000,000","23,858,000,000","23,189,000,000","21,059,163,000","19,824,892,000","18,417,072,000","17,038,584,000","15,603,230,000","14,495,648,000","13,384,587,000","9,959,542,000","8,058,501,000","8,198,104,000","8,097,963,000","5,663,747,000","5,615,431,000","5,200,031,000","5,175,087,000","3,490,245,000","1,965,402,000","2,080,944,000","2,260,056,000","2,234,951,000","2,508,275,000","2,830,891,000","2,790,510,000","2,915,648,000","2,853,348,000","2,833,619,000","2,828,941,000","2,959,915,000","2,953,503,000","2,941,622,000","2,927,374,000","3,092,093,000","3,062,535,000","3,023,824,000","2,689,385,000","2,615,455,000","2,460,470,000","2,310,421,000","2,046,198,000","1,773,380,000","1,894,037,000","683,713,000","411,892,000","313,902,000","224,908,000","186,054,000",,,,,,,,,,,"159,961",,,"345,330",,,,,,,"2,862,463","3,121,752","3,800,000","3,600,000","600,000","1,900,000","3,900,000","3,900,000","3,100,000",,"300,000",,,
ShareIssued,"272,800,000","270,700,000","270,600,000","270,500,000","270,400,000","269,800,000","269,634,336","260,700,000","250,500,000","250,100,000","250,100,000","250,100,000","250,100,000","250,200,000","247,200,000","247,500,000","247,200,000","247,200,000","247,200,000","247,300,000","247,400,000","247,300,000","247,400,000","247,300,000","246,700,000","247,100,000","246,600,000","245,900,000","246,100,000","228,100,000","228,000,000","190,000,000","157,200,000","132,900,000","84,500,000","84,400,000","71,600,000","69,300,000","58,600,000","58,551,000","58,176,000","57,348,000","344,529,000","56,806,000","56,507,098","52,391,143","50,715,638","60,082,592","48,543,932","47,730,869","47,494,577","47,275,468","56,266,353","55,212,771","55,109,038","54,935,191","54,768,837","54,521,131","54,043,808","53,901,374","53,578,484","50,918,582","39,522,308","38,140,918","37,432,850","32,976,374","31,618,188","29,736,570","26,594,786","26,594,786","26,594,786","26,594,786","26,594,786","26,594,786","26,594,786","26,594,786","25,594,786","25,094,786","21,994,786","21,494,786","21,354,320","20,106,000","14,599,000","13,654,000","10,893,000","9,487,000","8,553,500","8,103,541","7,179,000","7,080,500","6,739,000","5,879,000","5,312,397"
OrdinarySharesNumber,"252,100,000","253,600,000","255,000,000","257,500,000","257,400,000","257,000,000","257,071,158","248,100,000","237,900,000","237,600,000","237,800,000","237,800,000","237,900,000","238,000,000","235,100,000","235,700,000","235,500,000","235,600,000","236,000,000","236,600,000","236,700,000","236,700,000","237,700,000","238,100,000","237,700,000","238,100,000","238,800,000","238,900,000","241,300,000","223,400,000","223,300,000","186,400,000","153,800,000","129,500,000","82,800,000","82,700,000","70,100,000","67,800,000","57,600,000","57,627,000","57,263,000","56,651,000","56,529,000","56,539,000","56,241,098","52,212,143","50,685,412","50,630,482","48,543,932","47,730,869","47,494,577","47,275,468","56,266,353","55,212,771","55,109,038","54,935,191","54,768,837","54,521,131","54,043,808","53,901,374","53,578,484","50,918,582","39,522,308","38,140,918","37,432,850","32,976,374","31,618,188","29,736,570","26,594,786","26,594,786","26,594,786","26,594,786","26,594,786","26,594,786","26,594,786","26,594,786","25,594,786","25,094,786","21,994,786","21,494,786","21,354,320","20,106,000","14,599,000","13,654,000","10,893,000","9,487,000","8,553,500","8,103,541","7,179,000","7,080,500","6,739,000","5,879,000","5,312,397"
TreasurySharesNumber,"20,700,000","17,100,000","15,600,000","13,000,000","13,000,000","12,800,000","12,563,178","12,600,000","12,600,000","12,500,000","12,300,000","12,300,000","12,200,000","12,200,000","12,100,000","11,800,000","11,700,000","11,600,000","11,200,000","10,700,000","10,700,000","10,600,000","9,700,000","9,200,000","9,000,000","9,000,000","7,800,000","7,000,000","4,800,000","4,700,000","4,700,000","3,600,000","3,400,000","3,400,000","1,700,000","1,700,000","1,500,000","1,500,000","1,000,000","924,000","913,000","697,000","288,000,000","267,000","266,000","179,000","30,226","9,452,110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
