name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988
	DepreciationAmortizationDepletionIncomeStatement,"180,500,000","46,800,000","45,200,000","44,400,000","44,100,000","42,200,000","42,900,000","41,100,000","40,000,000","40,600,000","41,400,000","39,300,000","37,300,000","36,400,000","36,300,000","35,900,000","34,800,000","33,700,000","32,900,000","32,100,000","28,700,000","27,900,000","27,200,000","26,200,000","25,600,000","25,200,000","24,100,000","23,300,000","22,700,000","22,400,000","22,900,000","20,800,000","21,200,000","21,000,000","20,900,000","21,100,000","20,700,000","19,600,000","18,700,000","19,600,000","18,900,000","19,000,000","19,400,000","19,100,000","20,700,000","22,400,000","22,700,000","22,400,000","23,500,000","26,800,000","22,300,000","21,600,000","21,300,000","21,000,000","21,300,000","21,200,000","19,800,000","20,300,000","19,700,000","20,500,000","20,500,000","23,700,000","20,500,000","20,000,000","19,200,000","18,300,000","17,900,000","17,300,000","17,500,000","17,200,000","18,500,000","17,700,000","16,300,000","41,100,000","38,400,000","36,800,000","35,600,000","32,700,000","35,000,000","33,000,000","33,100,000","35,100,000","32,000,000","208,600,000","264,500,000","197,000,000","311,400,000","288,600,000","254,600,000","49,900,000","497,900,000","252,700,000","203,100,000","512,600,000","11,100,000","10,100,000","6,700,000","16,200,000","2,000,000","1,400,000","1,400,000","-500,000","1,700,000","1,700,000","1,700,000","2,100,000","1,500,000","1,400,000","1,500,000","1,100,000","1,400,000","1,600,000","1,500,000","800,000","900,000","100,000","900,000",,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"180,500,000","46,800,000","45,200,000","44,400,000","44,100,000","42,200,000","42,900,000","41,100,000","40,000,000","40,600,000","41,400,000","39,300,000","37,300,000","36,400,000","36,300,000","35,900,000","34,800,000","33,700,000","32,900,000","32,100,000","28,700,000","27,900,000","27,200,000","26,200,000","25,600,000","25,200,000","24,100,000","23,300,000","22,700,000","22,400,000","22,900,000","20,800,000","21,200,000","21,000,000","20,900,000","21,100,000","20,700,000","19,600,000","18,700,000","19,600,000","18,900,000","19,000,000","19,400,000","19,100,000","20,700,000","22,400,000","22,700,000","22,400,000","23,500,000","26,800,000","22,300,000","21,600,000","21,300,000","21,000,000","21,300,000","21,200,000","19,800,000","20,300,000","19,700,000","20,500,000","20,500,000","23,700,000","20,500,000","20,000,000","19,200,000","18,300,000","17,900,000","17,300,000","17,500,000","17,200,000","18,500,000","17,700,000","16,300,000","41,100,000","38,400,000","36,800,000","35,600,000","32,700,000","35,000,000","33,000,000","33,100,000","35,100,000","32,000,000","208,600,000","264,500,000","197,000,000","311,400,000","288,600,000","254,600,000","49,900,000","497,900,000","252,700,000","203,100,000","512,600,000","11,100,000","10,100,000","6,700,000","16,200,000","2,000,000","1,400,000","1,400,000","-500,000","1,700,000","1,700,000","1,700,000","2,100,000","1,500,000","1,400,000","1,500,000","1,100,000","1,400,000","1,600,000","1,500,000","800,000","900,000","100,000","900,000",,,,,,,,,,,,
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,400,000","20,200,000","19,700,000","18,900,000","18,000,000","17,600,000","16,900,000","16,900,000","16,700,000","18,000,000","16,900,000","15,700,000","20,700,000","18,000,000","16,400,000","15,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,000","300,000","300,000","300,000","300,000","300,000","400,000","600,000","500,000","500,000","800,000","600,000","20,400,000","20,400,000","20,400,000","20,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,000","300,000","300,000","300,000","300,000","300,000","400,000","600,000","500,000","500,000","800,000","600,000","20,400,000","20,400,000","20,400,000","20,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"-49,300,000","-31,800,000","-5,100,000","-3,700,000","-8,700,000","-23,100,000","-17,400,000","-13,900,000","-10,300,000","-24,800,000","-14,200,000","-20,700,000","-19,500,000","-48,100,000","-10,200,000","-5,800,000","-5,000,000","-5,800,000","-7,000,000","-3,800,000","-1,300,000","-2,900,000","-4,000,000","-3,700,000","-8,000,000","-7,300,000","200,000","-2,200,000","-1,400,000","-500,000",,,,"2,000,000","-1,200,000",,,"-2,500,000","2,900,000","500,000","1,200,000","-1,200,000","-3,100,000","-10,500,000","-3,500,000","-1,746,500,000","1,754,200,000",,"300,000","100,000","100,000","1,600,000",,"200,000","-400,000","100,000",,"-100,000","1,200,000","-700,000","100,000","2,600,000","1,000,000","-1,400,000","1,800,000","23,800,000","-710,750,000","-1,000,000","-2,600,000","-6,300,000","-3,800,000","-2,000,000","200,000","89,600,000","-300,000","-19,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"833,200,000","235,800,000","193,500,000","213,100,000","190,800,000","197,300,000","203,600,000","199,300,000","185,800,000","229,300,000","211,200,000","196,200,000","206,700,000","236,600,000","219,000,000","226,500,000","207,400,000","215,800,000","235,700,000","222,100,000","214,900,000","226,500,000","207,400,000","197,800,000","189,100,000","202,800,000","187,200,000","180,900,000","169,400,000","168,100,000","163,900,000","168,600,000","148,900,000","143,500,000","144,100,000","144,700,000","137,800,000","134,700,000","120,900,000","125,900,000","114,700,000","95,000,000","118,600,000","103,800,000","88,800,000","1,821,100,000","-1,637,700,000","131,100,000","147,100,000","147,700,000","186,300,000","184,800,000","187,400,000","177,200,000","204,000,000","213,200,000","203,200,000","177,900,000","219,700,000","209,600,000","199,200,000","194,500,000","195,100,000","195,100,000","181,000,000","130,700,000","916,850,000","206,900,000","170,200,000","210,700,000","180,700,000","179,300,000","157,100,000","-67,000,000","166,400,000","193,000,000","152,900,000","132,100,000","202,100,000","161,500,000","126,300,000","11,800,000","141,400,000","154,900,000","83,900,000","-104,100,000","304,500,000","210,700,000","124,100,000","32,300,000","194,700,000","103,300,000","40,000,000","-13,300,000","18,000,000","24,500,000","16,300,000","26,500,000","3,900,000","3,300,000","2,800,000","400,000","3,600,000","3,600,000","2,100,000","2,200,000","2,900,000","2,200,000","1,000,000","2,000,000","3,000,000","3,100,000","1,900,000","3,200,000","3,500,000","1,700,000","2,100,000","-25,800,000","16,000,000","1,400,000","100,000","-800,000","100,000","100,000","100,000","-700,000","200,000","100,000","100,000"
NetNonOperatingInterestIncomeExpense,"-244,600,000","-54,000,000","-59,000,000","-65,000,000","-66,600,000","-65,700,000","-60,800,000","-61,800,000","-60,400,000","-58,300,000","-54,900,000","-53,100,000","-49,900,000","-49,400,000","-46,800,000","-47,600,000","-47,100,000","-42,700,000","-36,100,000","-35,800,000","-34,500,000","-35,800,000","-34,700,000","-34,500,000","-34,800,000","-35,900,000","-34,900,000","-35,600,000","-35,100,000","-34,200,000","-33,600,000","-33,200,000","-31,100,000","-28,200,000","-26,100,000","-26,500,000","-27,200,000","-28,000,000","-26,600,000","-24,200,000","-18,500,000","-19,300,000","-17,500,000","-19,500,000","-21,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"500,000","100,000","100,000","100,000","200,000","300,000","300,000","300,000","200,000","200,000","200,000","200,000","400,000","300,000","300,000","400,000","100,000","0","0","0","100,000","0","100,000","100,000","0","0","100,000","0","100,000","100,000","0","100,000","100,000","100,000","0","300,000","300,000","600,000","300,000","300,000","200,000","200,000","300,000","300,000","300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"245,100,000","54,100,000","59,100,000","65,100,000","66,800,000","66,000,000","61,100,000","62,100,000","60,600,000","58,500,000","55,100,000","53,300,000","50,300,000","49,700,000","47,100,000","48,000,000","47,200,000","42,700,000","36,100,000","35,800,000","34,600,000","35,800,000","34,800,000","34,600,000","34,800,000","35,900,000","35,000,000","35,600,000","35,200,000","34,300,000","33,600,000","33,300,000","31,200,000","28,300,000","26,100,000","26,800,000","27,500,000","28,600,000","26,900,000","24,500,000","18,700,000","19,500,000","17,800,000","19,800,000","21,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"24,000,000","29,400,000","2,600,000","-9,900,000","1,900,000","-3,100,000","2,300,000","-7,900,000","800,000","2,900,000","1,600,000","1,800,000","3,000,000","300,000","2,600,000","4,200,000","-3,400,000","-14,000,000","-4,300,000","500,000","1,100,000","-2,200,000","1,100,000","900,000","1,500,000","3,400,000","-700,000","1,300,000","1,600,000","1,100,000","2,300,000","-5,800,000","-200,000","-2,500,000","-2,400,000","200,000","3,900,000","2,600,000","-700,000","-300,000","-200,000","1,400,000","2,700,000","2,600,000","11,900,000","40,700,000","-1,744,400,000","900,000","-2,100,000","-1,700,000","-1,000,000","-800,000","200,000","3,200,000","900,000","600,000",,"100,000","-1,300,000","1,400,000","-1,100,000","-4,400,000","-2,900,000","400,000","-2,300,000","-11,900,000","-1,200,000","6,200,000","3,700,000","10,900,000","6,300,000","100,000","-400,000","-88,100,000","-700,000","8,800,000","-100,000","47,800,000","5,500,000","-1,500,000","-14,600,000","-419,000,000","1,700,000","6,700,000","5,300,000","4,300,000","6,500,000","-300,000","-1,000,000","-73,900,000","4,700,000","12,000,000","9,200,000","-25,700,000","7,100,000","3,600,000","2,400,000","4,100,000","1,500,000","100,000",,"-100,000",,"100,000","100,000","-24,800,000","100,000","100,000","100,000","-200,000","400,000","1,200,000","-1,700,000","200,000","100,000","-5,200,000",,,,"400,000",,,,,,,,,
	SpecialIncomeCharges,"-9,600,000","0","0","-9,600,000",,"0","0","-8,100,000",,,,,,"0",,,,"-15,400,000",,,,"-1,600,000",,,,"0","0","0",,"-2,500,000","2,300,000","-5,800,000","-200,000","-2,500,000","-2,400,000","200,000","3,900,000","2,600,000","-700,000","-300,000","-200,000","1,400,000","2,700,000","2,600,000","11,900,000","40,700,000","-1,744,400,000","900,000","-2,100,000","-1,700,000","-1,000,000","-800,000","200,000","3,200,000","900,000","600,000",,"100,000","-1,300,000","1,400,000","-1,100,000","-4,400,000","-2,900,000","400,000","-2,300,000","-11,900,000","-1,200,000","6,200,000","3,700,000","10,900,000","6,300,000","100,000","-400,000","-88,100,000","-700,000","8,800,000","-100,000","47,800,000","5,500,000","-1,500,000","-14,600,000","-419,000,000","1,700,000","6,700,000","5,300,000","4,300,000","6,500,000","-300,000","-1,000,000","-73,900,000","4,700,000","12,000,000","9,200,000","-25,700,000","7,100,000","3,600,000","2,400,000","4,100,000","1,500,000","100,000",,"-100,000",,"100,000","100,000","-24,800,000","100,000","100,000","100,000","-200,000","400,000","1,200,000","-1,700,000","200,000","100,000","-5,200,000",,,,"400,000",,,,,,,,,
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200,000",,"1,200,000",,"-3,600,000","-600,000","9,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
