name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,06/30/2002,12/31/2001,06/30/2001,12/31/2000,06/30/2000,12/31/1999,06/30/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992
		Inventory,"11,556,000,000","17,132,000,000","16,226,000,000","16,410,000,000","17,075,000,000","14,880,000,000","19,689,000,000","18,392,000,000","17,006,000,000","16,520,000,000","14,769,000,000","14,273,000,000","14,985,000,000","15,247,000,000","14,635,000,000","15,021,000,000","13,887,000,000","13,116,000,000","14,773,000,000","17,373,000,000","15,393,000,000","15,196,000,000","20,873,000,000","23,484,000,000","21,755,000,000","22,125,714,601.342","21,451,414,846.101","20,088,728,143.214","21,891,968,036.062","23,007,644,087.074","22,169,720,470.975","21,662,509,969.743","25,193,762,256.046","23,487,784,330.244","21,763,459,553.431","23,090,843,286.283","21,907,209,216.954","20,747,439,819.125","19,312,327,945.706","18,435,931,179.022","19,043,080,186.336","19,867,900,739.297","17,575,047,591.155","16,483,809,416.915","13,395,688,225.539","13,393,379,179.776","21,829,000,000","27,068,000,000","21,939,702,143.117","20,227,000,000","17,957,000,000","16,255,397,485.009","15,194,000,000","15,502,000,000","14,619,000,000","15,619,000,000","15,352,000,000","15,019,000,000","15,565,000,000","13,894,000,000","13,553,000,000","9,554,000,000","8,758,000,000","7,631,000,000","7,465,000,000","7,715,000,000","7,179,000,000","6,867,000,000","6,518,000,000","6,843,000,000","6,345,000,000","5,902,000,000","7,910,000,000","8,853,000,000","8,273,000,000","7,935,000,000","3,671,000,000","2,182,300,000","2,415,300,000","2,896,200,000","2,386,400,000","2,222,700,000","1,994,900,000","2,340,300,000"
			RawMaterials,,"2,381,000,000",,,,"2,382,000,000",,,,"2,658,000,000",,,,"2,215,000,000",,,,"1,788,000,000",,,,"2,697,000,000",,,,"4,496,119,749.234",,,,"4,003,226,915.651",,,,"6,105,890,739.421",,,,"6,636,520,813.938",,,,"6,563,413,376.125",,,,"3,858,896,901.189",,,,,,,,,,,,,,,,"3,577,000,000",,,,"2,409,000,000",,,,"2,164,000,000",,"1,455,000,000",,"2,163,000,000",,,,,,,,,,
			WorkInProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,062,000,000",,,,"3,833,000,000",,,,"3,213,000,000",,"2,443,000,000",,,,,,,,,,,,
			FinishedGoods,,"12,274,000,000",,,,"10,469,000,000",,,,"11,143,000,000",,,,"10,067,000,000",,,,"8,334,000,000",,,,"9,991,000,000",,,,"14,642,768,372.504",,,,"16,149,125,823.26",,,,"14,329,596,267.254",,,,"10,365,740,125.017",,,,"11,291,478,021.663",,,,"8,871,843,416.766",,,,,,,,,,,,,,,,"3,231,000,000",,,,"2,757,000,000",,,,"2,867,000,000",,"2,601,000,000",,"6,249,000,000",,,,,,,,,,
			OtherInventories,,"3,651,000,000",,,,"3,372,000,000",,,,"2,719,000,000",,,,"3,936,000,000",,,,"4,062,000,000",,,,"3,903,000,000",,,,"2,986,826,479.605",,,,"2,855,291,348.163",,,,"3,052,297,323.569",,,,"4,337,012,900.652",,,,"2,610,464,783.082",,,,"2,214,828,632.681",,,,"20,702,000,000",,,,,,,,,,,,"732,000,000",,,,"672,000,000",,,,"533,000,000",,"473,000,000",,"441,000,000",,,,,,,,,,
			InventoriesAdjustmentsAllowances,,"-1,174,000,000",,,,"-1,343,000,000",,,,,,,,"-971,000,000",,,,"-1,068,000,000",,,,"-1,395,000,000",,,,"-1,023,226,269.712",,,,,,,,,,,,"-591,834,020.481",,,,"-597,455,441.573",,,,"-1,552,189,770.861",,,,"-475,000,000",,,,,,,,,,,,"-3,048,000,000",,,,"-1,956,000,000",,,,"-1,934,000,000",,"-1,070,000,000",,,,,,,,,,,,
		PrepaidAssets,,"1,336,000,000",,,,"837,000,000",,,,"786,000,000",,,,"1,399,000,000",,,,"1,554,000,000",,,,"1,609,000,000",,,,"1,484,437,570.77",,,,"1,434,919,459.359",,,,"1,088,717,516.687",,,,"873,786,407.767",,,,"914,092,498.137",,,,,,,,"1,003,000,000","10,194,000,000","9,685,016,987.696","8,566,000,000","983,000,000","9,105,000,000","8,480,000,000","8,443,000,000","946,000,000","7,565,000,000","6,696,000,000","6,813,000,000","643,000,000","5,794,000,000","5,739,000,000","5,840,000,000","570,000,000","5,890,000,000","5,685,000,000","5,052,000,000","5,507,000,000","5,868,000,000","6,474,000,000","4,292,000,000","4,667,000,000",,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,"200,824,577.736",,,,"306,607,828.529",,,,,,,,"164,000,000",,,,"124,000,000",,,,"149,000,000",,,,"314,000,000",,,,"272,000,000",,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,"200,824,577.736",,,,"306,607,828.529",,,,,,,,"164,000,000",,,,"124,000,000",,,,"149,000,000",,,,"314,000,000",,,,"272,000,000",,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,"421,000,000","1,288,000,000","418,000,000","0","314,000,000","1,364,000,000","207,000,000",,"0","2,747,000,000","997,000,000","421,000,000","413,000,000","1,077,000,000","1,045,000,000","1,257,000,000","724,000,000","1,189,000,000","3,734,000,000","2,754,000,000","3,257,000,000","4,901,000,000","5,327,000,000","4,317,000,000","2,472,000,000","3,257,477,422.74","3,109,018,041.481","5,076,498,751.041","5,833,162,585.801","5,021,556,854.551","0",,"0",,"2,213,831,694.464",,"6,938,130,065.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,,"0",,,,"45,000,000",,,,"172,000,000",,,,"41,000,000",,,,"220,000,000",,,,"460,000,000",,,,"469,496,534.011",,,,"568,677,758.087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"19,429,000,000","57,000,000","14,925,000,000","15,958,000,000","16,237,000,000","64,000,000","18,613,000,000","14,408,000,000","14,824,000,000","59,000,000","13,944,000,000","14,034,000,000","13,955,000,000","38,000,000","14,927,000,000","14,850,000,000","15,827,000,000","52,000,000","15,102,000,000","15,072,000,000","14,576,000,000","59,000,000","15,798,000,000","16,519,000,000","15,873,000,000","69,043,607.943","15,172,655,754.517","14,770,243,547.044","13,956,049,585.083","62,157,801.465","14,608,184,281.147","13,210,700,224.082","13,801,475,394.528","80,357,721.47","10,781,224,534.145","12,267,824,828.085","12,376,810,775.704","54,528,527.73",,"10,100,160,842.228","10,494,166,923.975","64,473,608.803","11,921,218,333.577","12,981,929,401.201","12,002,653,399.668","13,422,613,247.209","13,173,000,000","15,542,000,000","13,046,636,870.45","1,907,000,000",,,"14,596,000,000","3,210,000,000","176,000,000","204,000,000","247,000,000","5,532,000,000",,"2,000,000",,"4,478,000,000",,"1,000,000","1,000,000","1,799,000,000","-1,000,000","-1,000,000","2,000,000","-1,000,000",,"-1,000,000","-1,000,000",,"3,905,000,000","3,889,000,000","2,307,500,000","1,970,400,000","1,755,100,000","1,664,100,000","1,470,100,000","1,458,500,000","1,269,300,000","1,407,700,000"
	TotalNonCurrentAssets,"185,099,000,000","188,029,000,000","186,069,000,000","184,524,000,000","183,111,000,000","176,963,000,000","176,978,000,000","172,147,000,000","175,031,000,000","157,683,000,000","161,898,000,000","159,916,000,000","157,924,000,000","158,461,000,000","160,841,000,000","157,614,000,000","157,492,000,000","154,248,000,000","153,904,000,000","155,101,000,000","151,722,000,000","151,821,000,000","158,555,000,000","159,583,000,000","156,274,000,000","154,856,527,382.695","145,041,628,995.911","139,917,256,452.956","137,639,586,107.981","137,953,289,073.452","136,300,252,950.013","134,935,244,147.919","134,521,030,374.985","130,109,519,797.81","124,261,150,649.21","132,202,678,248.281","115,190,749,159.913","115,416,943,742.519","115,391,534,247.322","107,744,796,997.612","110,196,136,342.279","111,748,524,270.732","108,611,802,606.531","103,783,882,372.748","99,688,225,538.972","99,189,798,702.564","97,412,000,000","101,792,000,000","100,729,638,812.995","95,362,000,000","91,545,000,000","86,510,009,881.289","83,964,000,000","82,403,000,000","78,676,000,000","77,630,000,000","76,883,000,000","73,839,000,000","70,837,000,000","68,635,000,000","69,902,000,000","71,161,000,000","64,825,000,000","63,805,000,000","63,999,000,000","63,425,000,000","60,649,000,000","59,152,000,000","57,693,000,000","56,727,000,000","53,509,000,000","50,483,000,000","48,562,000,000","50,725,000,000","50,419,000,000","51,830,000,000","23,651,200,000","16,813,000,000","15,033,800,000","15,174,100,000","14,246,900,000","13,410,600,000","12,388,100,000","11,188,800,000"
		NetPPE,"113,254,000,000","116,408,000,000","116,900,000,000","118,063,000,000","117,881,000,000","113,324,000,000","115,136,000,000","114,047,000,000","116,181,000,000","109,397,000,000","113,491,000,000","112,659,000,000","111,100,000,000","111,971,000,000","113,433,000,000","111,420,000,000","111,636,000,000","109,518,000,000","108,886,000,000","110,023,000,000","105,806,000,000","106,876,000,000","109,437,000,000","108,468,000,000","106,377,000,000","104,613,493,882.736","97,054,259,381.705","92,887,437,552.04","90,513,267,083.291","91,692,014,706.271","90,629,293,409.176","88,452,822,544.911","86,818,830,623.107","83,542,220,206.079","81,122,670,723.094","80,091,205,211.726","77,591,562,420.58","73,100,146,296.05","74,056,256,643.681","70,459,862,553.005","71,888,466,753.48","73,915,410,625.251","72,180,407,087.421","68,412,930,018.52","64,707,131,011.609","64,234,206,643.094","63,375,000,000","65,770,000,000","63,860,768,489.711","60,554,000,000","60,106,000,000","56,973,076,871.015","54,821,000,000","53,552,000,000","50,470,000,000","49,767,000,000","48,756,000,000","48,012,000,000","47,187,000,000","46,266,000,000","46,887,000,000","49,337,000,000","46,497,000,000","45,751,000,000","45,898,000,000","45,619,000,000","43,268,000,000","42,101,000,000","41,157,000,000","40,533,000,000","38,951,000,000","36,788,000,000","34,238,000,000","35,505,000,000","34,915,000,000","36,126,000,000","18,033,600,000","11,677,400,000","10,192,400,000","10,476,000,000","9,762,900,000","8,708,500,000","7,471,000,000","7,325,600,000"
			GrossPPE,,"287,017,000,000",,,,"273,412,000,000",,,,"262,941,000,000",,,,"248,967,000,000",,,,"241,015,000,000",,,,"231,975,000,000",,,,"229,052,169,350.162",,,,"207,218,240,008.464",,,,"190,712,202,708.833",,,,"175,448,862,880.702",,,,"173,966,989,512.293",,,,"151,490,937,439.096","149,813,000,000","155,400,000,000",,"150,184,000,000","148,084,000,000",,"136,167,000,000","134,898,000,000","133,468,000,000","133,478,000,000","128,068,000,000","125,491,000,000","129,035,000,000","128,114,000,000","128,735,000,000","131,185,000,000","118,827,000,000","118,081,000,000","118,228,000,000","117,949,000,000","105,236,000,000","104,069,000,000","103,125,000,000","102,501,000,000","90,670,000,000","88,507,000,000","84,414,000,000","85,681,000,000","84,520,000,000","87,790,000,000","37,729,600,000","23,604,300,000","21,169,200,000","22,425,800,000","20,570,200,000","17,769,100,000","15,190,100,000","15,279,400,000"
				Properties,,"224,287,000,000",,,,"216,498,000,000",,,,"206,602,000,000",,,,"199,716,000,000",,,,"192,199,000,000",,,,"180,145,000,000",,,,"170,827,694,772.018",,,,"151,784,061,152.697",,,,"0",,,,"0",,,,"0",,,,"99,422,279,143.581",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"0",,"0",,,,,,,,,,
				LandAndImprovements,,"2,826,000,000",,,,"1,775,000,000",,,,"1,809,000,000",,,,"1,578,000,000",,,,"1,551,000,000",,,,"1,683,000,000",,,,"1,848,987,820.708",,,,"1,790,673,684.767",,,,"1,744,540,211.263",,,,"1,734,273,174.624",,,,"2,088,944,925.211",,,,"2,012,974,357.547",,,,"100,238,000,000",,,,"90,687,000,000",,,,"79,022,000,000",,,,"76,573,000,000",,,,"70,275,000,000",,,,"61,729,000,000",,"1,543,000,000",,"48,225,000,000",,,,,,,,,,
				BuildingsAndImprovements,,"10,519,000,000",,,,"8,864,000,000",,,,"9,203,000,000",,,,"7,977,000,000",,,,"7,655,000,000",,,,"8,141,000,000",,,,"9,062,663,978.569",,,,"8,581,744,121.459",,,,"8,088,911,930.529",,,,"8,018,353,504.455",,,,"8,799,931,228.151",,,,"7,989,252,999.972",,,,"8,039,000,000",,,,"7,116,000,000",,,,"7,626,000,000",,,,"8,213,000,000",,,,"7,541,000,000",,,,"6,120,000,000",,"5,206,000,000",,"5,724,000,000",,,,,,,,,,
				MachineryFurnitureEquipment,,"36,747,000,000",,,,"34,564,000,000",,,,"33,554,000,000",,,,"28,620,000,000",,,,"28,723,000,000",,,,"30,966,000,000",,,,"35,263,332,320.694",,,,"33,725,236,067.395",,,,"33,488,432,376.385",,,,"31,694,374,251.895",,,,"32,848,587,311.594",,,,"30,255,867,694.963",,,,"30,046,000,000",,,,"27,351,000,000",,,,"27,851,000,000",,,,"28,284,000,000",,,,"25,618,000,000",,,,"22,530,000,000",,"18,947,000,000",,"18,224,000,000",,,,,,,,,,
