name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
			CurrentAccruedExpenses,"592,000,000","639,686,000","281,449,000","99,759,000","89,419,000","148,704,000","104,821,000","40,046,000","18,727,001","6,084,329","2,646,780"
				InterestPayable,"27,000,000","25,748,000","6,770,000","5,445,000","8,606,000","8,861,000","9,918,000",,,,
		CurrentProvisions,,"60,000","1,163,000","1,288,000","193,000","39,000","40,000",,,,
		CurrentDebtAndCapitalLeaseObligation,,,,,,,,"145,000",,,"7,650,000"
			CurrentDebt,,,,,,,,"145,000",,,"7,650,000"
				CurrentNotesPayable,,,,,,,,"145,000",,"0","7,650,000"
		CurrentDeferredLiabilities,,,,,,"39,953,000",,,,,
			CurrentDeferredTaxesLiabilities,,,,,,"39,953,000",,,,,
		OtherCurrentLiabilities,"27,000,000",,"100,367,000","22,608,000",,,,"4,817,000","8,320,351",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"7,362,000,000","6,409,813,000","1,611,820,000","1,122,046,000","508,018,000","843,539,000","554,753,000","65,401,000","92,218,298","46,868,377","1,898,318"
		LongTermProvisions,"94,000,000","136,181,000","20,122,000","16,134,000","12,518,000","8,447,000","2,989,000","2,125,000","1,079,725","727,826","481,887"
		LongTermDebtAndCapitalLeaseObligation,"5,371,000,000","4,464,338,000","1,477,347,000","1,105,912,000","495,500,000","673,500,000","460,000,000","193,000","85,000,000","44,766,687",
			LongTermDebt,"5,371,000,000","4,464,338,000","1,477,347,000","1,105,912,000","495,500,000","673,500,000","460,000,000","193,000","85,000,000","44,766,687",
		NonCurrentDeferredLiabilities,"1,886,000,000","1,784,532,000","108,048,000",,,"161,592,000","91,764,000","62,695,000",,,
			NonCurrentDeferredTaxesLiabilities,"1,886,000,000","1,784,532,000","108,048,000",,,"161,592,000","91,764,000","62,695,000",,,
		DerivativeProductLiabilities,"0","15,192,000","6,303,000",,,,"0","388,000","6,138,573","1,373,864","1,416,431"
		OtherNonCurrentLiabilities,"11,000,000","9,570,000",,,,,,,,,
TotalEquityGrossMinorityInterest,"14,906,000,000","14,166,262,000","5,581,737,000","4,018,292,000","2,108,973,000","1,985,213,000","845,541,000","462,068,000","114,847,282","105,638,043","84,202,211"
	StockholdersEquity,"13,249,000,000","13,699,287,000","5,254,860,000","3,697,462,000","1,875,972,000","1,751,011,000","845,541,000","462,068,000","114,847,282","105,638,043","84,202,211"
		CapitalStock,"2,000,000","1,643,000","982,000","901,000","668,000","569,000","471,000","370,000",,,
			CommonStock,"2,000,000","1,643,000","982,000","901,000","668,000","569,000","471,000","370,000",,,
		RetainedEarnings,"890,000,000","761,759,000","-37,133,000","-519,394,000","-354,360,000","196,268,000","2,513,000","-52,074,000",,,
		AdditionalPaidInCapital,"12,357,000,000","12,935,885,000","5,291,011,000","4,215,955,000","2,229,664,000","1,554,174,000","842,557,000","513,772,000",,,
	MinorityInterest,"1,657,000,000","466,975,000","326,877,000","320,830,000","233,001,000","234,202,000",,,,,
TotalCapitalization,"18,620,000,000","18,163,625,000","6,732,207,000","4,803,374,000","2,371,472,000","2,424,511,000","1,305,541,000","462,261,000","199,847,282","150,404,730","84,202,211"
CommonStockEquity,"13,249,000,000","13,699,287,000","5,254,860,000","3,697,462,000","1,875,972,000","1,751,011,000","845,541,000","462,068,000","114,847,282","105,638,043","84,202,211"
NetTangibleAssets,"13,249,000,000","13,699,287,000","5,254,860,000","3,697,462,000","1,875,972,000","1,751,011,000","845,541,000","462,068,000","114,847,282","105,638,043","84,202,211"
WorkingCapital,"-394,000,000","-94,591,000","-218,827,000","1,582,824,000","-32,676,000","-15,018,000","-59,352,000","-28,957,000","-11,485,466","5,027,128","-9,278,675"
InvestedCapital,"18,620,000,000","18,163,625,000","6,732,207,000","4,803,374,000","2,371,472,000","2,424,511,000","1,305,541,000","462,406,000","199,847,282","150,404,730","91,852,211"
TangibleBookValue,"13,249,000,000","13,699,287,000","5,254,860,000","3,697,462,000","1,875,972,000","1,751,011,000","845,541,000","462,068,000","114,847,282","105,638,043","84,202,211"
TotalDebt,"5,371,000,000","4,464,338,000","1,477,347,000","1,105,912,000","495,500,000","673,500,000","460,000,000","338,000","85,000,000","44,766,687","7,650,000"
NetDebt,"5,248,000,000","4,249,822,000","1,364,901,000",,"475,385,000","643,317,000","444,445,000",,"78,197,611","40,676,942","5,219,692"
ShareIssued,"159,002,338","164,273,447","98,167,289","90,143,934","66,797,041","56,887,583","47,106,216","36,986,532","35,111,532","35,111,532","35,111,532"
OrdinarySharesNumber,"159,002,338","164,273,447","98,167,289","90,143,934","66,797,041","56,887,583","47,106,216","36,986,532","35,111,532","35,111,532","35,111,532"
