name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989
			CurrentAccruedExpenses,"45,451,000","140,589,000","138,278,000","114,062,000","48,475,000","141,849,000","131,263,000","102,602,000","42,138,000","131,357,000","116,492,000","95,397,000","44,269,000","116,778,000","108,796,000","96,275,000","45,366,000","124,670,000","112,304,000","109,893,000","50,095,000","134,048,000","128,611,000","125,020,000","50,201,000","136,506,000","120,723,000","119,231,000","54,315,000","117,523,000","96,077,000","104,673,000","105,196,000","102,465,000","85,112,000","78,422,000","99,966,000","97,088,000","90,625,000","77,153,000","90,855,000","92,304,000","84,140,000","77,918,000","103,976,000","91,449,000","93,073,000","78,958,000","103,207,000","89,584,000","83,513,000","67,139,000","81,532,000","68,800,000","68,245,000","56,779,000","74,252,000","58,766,000","62,054,000","47,245,000","63,413,000","47,441,000","49,144,000","39,966,000","44,938,000","36,867,000","33,064,000","29,132,000","32,321,000","29,544,000","28,866,000","21,650,000","23,163,000",,"15,769,000","17,969,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InterestPayable,"8,982,000",,,,"8,944,000",,,,"9,894,000",,,,"9,817,000",,,,"9,900,000",,,,"9,688,000",,,,"9,730,000",,,,"4,994,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,"17,512,000",,,,"19,780,000",,,,"15,630,000",,,,"13,430,000",,,,"17,764,000",,,,"18,667,000",,,,"21,769,000",,,,"24,815,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"125,983,000",,,,"125,007,000",,,,"113,328,000",,,,"91,301,000",,,,"91,057,000",,,,"100,963,000",,,,"92,388,000",,,,"77,807,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"26,773,000","80,000",,"161,000","243,000","1,023,000","959,000","982,000","150,000","150,408,000","150,820,000","150,579,000","150,668,000","802,000","1,113,000","919,000","1,259,000","1,394,000","1,039,000","965,000","1,069,000","606,000","775,000","705,000","1,334,000","1,227,000","126,089,000","126,396,000","128,225,000","127,501,000","2,466,000","2,466,000","2,502,000","227,240,000","2,641,000","2,590,000","2,602,000","2,551,000","77,704,000","77,633,000","80,981,000","77,649,000","1,951,000","3,197,000","3,249,000","987,000","981,000","1,036,000","923,000","902,000","846,000","892,000","5,874,000","5,941,000","5,937,000","5,916,000","885,000","909,000","934,000","981,000","1,630,000","957,000","1,002,000","1,034,000","997,000","907,000","32,887,000","32,874,000","32,837,000",,,,,,,"1,300,000","5,347,000","4,047,000","4,047,000","4,047,000","4,000,000","19,300,000","20,500,000","20,500,000","20,500,000",,,,,,,,,,,,,"4,000,000","4,000,000",,"5,400,000","1,400,000","1,400,000",,"100,000","500,000","500,000","1,400,000","2,500,000","1,000,000",,,"5,000,000","5,100,000","5,100,000","2,000,000","3,000,000",,,,,,"10,100,000"
			CurrentDebt,,"80,000",,"161,000","243,000","1,023,000","959,000","982,000","150,000","150,408,000","150,820,000","150,579,000","150,668,000","802,000","1,113,000","919,000","1,259,000","1,394,000","1,039,000","965,000","1,069,000","606,000","775,000","705,000","1,334,000","1,227,000","126,089,000","126,396,000","128,225,000","127,501,000","2,466,000","2,466,000","2,502,000","227,240,000","2,641,000","2,590,000","2,602,000","2,551,000","77,704,000","77,633,000","80,981,000","77,649,000","1,951,000","3,197,000","3,249,000","987,000","981,000","1,036,000","923,000","902,000","846,000","892,000","5,874,000","5,941,000","5,937,000","5,916,000","885,000","909,000","934,000","981,000","1,630,000","957,000","1,002,000","1,034,000","997,000","907,000","32,887,000","32,874,000","32,837,000",,,,,,,"1,300,000","5,347,000","4,047,000","4,047,000","4,047,000","4,000,000","19,300,000","20,500,000","20,500,000","20,500,000",,,,,,,,,,,,,"4,000,000","4,000,000",,"5,400,000","1,400,000","1,400,000",,"100,000","500,000","500,000","1,400,000","2,500,000","1,000,000",,,"5,000,000","5,100,000","5,100,000","2,000,000","3,000,000",,,,,,"10,100,000"
			CurrentCapitalLeaseObligation,"26,773,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,633,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"276,115,000","256,327,000","243,053,000","225,925,000","236,508,000","223,686,000","231,187,000","217,959,000","214,891,000","189,788,000","183,955,000","176,274,000","170,143,000","196,609,000","190,825,000","183,177,000","183,633,000","148,932,000","154,578,000","150,655,000","179,141,000","168,384,000","184,219,000","155,430,000","167,518,000","158,321,000","167,614,000","171,701,000","173,383,000","199,254,000","197,850,000","217,804,000","200,268,000","168,357,000","147,576,000","152,351,000","146,770,000","142,782,000","158,025,000","159,690,000","167,683,000","162,925,000","162,236,000","130,425,000","138,753,000","129,879,000","131,375,000","94,867,000","105,421,000","104,392,000","110,222,000","62,253,000","57,305,000",,,,,,,,"26,575,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,"1,962,000",,,,"2,448,000",,,,"3,175,000",,,,"1,759,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"276,115,000","256,327,000","243,053,000","225,925,000","236,508,000","223,686,000","231,187,000","217,959,000","214,891,000","189,788,000","183,955,000","176,274,000","170,143,000","196,609,000","190,825,000","183,177,000","181,671,000","148,932,000","154,578,000","150,655,000","176,693,000","168,384,000","184,219,000","155,430,000","164,343,000","158,321,000","167,614,000","171,701,000","171,624,000","199,254,000","197,850,000","217,804,000","200,268,000","168,357,000","147,576,000","152,351,000","146,770,000","142,782,000","158,025,000","159,690,000","167,683,000","162,925,000","162,236,000","130,425,000","138,753,000","129,879,000","131,375,000","94,867,000","105,421,000","104,392,000","110,222,000","62,253,000","57,305,000",,,,,,,,"26,575,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"23,227,000","73,349,000","74,226,000","72,973,000","18,288,000","48,747,000","47,752,000","45,519,000","13,179,000","36,946,000","34,858,000","35,501,000","7,281,000","34,264,000","41,500,000","36,928,000","11,983,000","44,119,000","52,949,000","84,398,000","45,581,000","121,642,000","46,494,000","41,930,000","3,777,000","31,992,000","38,086,000","42,532,000","4,201,000","36,066,000","38,566,000","41,942,000","42,976,000","49,855,000","42,683,000","44,813,000","42,310,000","40,928,000","38,715,000","49,195,000","50,708,000","40,404,000","44,426,000","54,209,000","64,752,000","49,893,000","49,429,000","54,271,000","51,663,000","43,408,000","52,351,000","44,991,000","51,391,000","61,344,000","58,647,000","59,598,000","65,906,000","60,696,000","64,283,000","71,317,000","40,113,000","52,007,000","50,636,000","48,535,000","46,172,000","47,682,000","53,294,000","62,088,000","58,103,000","21,103,000","17,243,000","19,771,000","33,571,000","17,382,000","13,208,000","15,022,000","33,180,000","16,255,000","13,954,000","14,419,000","38,600,000","19,000,000","18,900,000","19,500,000","33,900,000","16,600,000","15,500,000","17,000,000","28,700,000","15,600,000","21,300,000","21,300,000","29,300,000","16,100,000","16,000,000","17,600,000","26,800,000","12,700,000","15,100,000","21,900,000","25,100,000","21,400,000","22,100,000","23,600,000","39,600,000","18,800,000","19,600,000","20,100,000","31,000,000","21,600,000","23,200,000","26,500,000","32,300,000","24,000,000","22,600,000","15,700,000","33,000,000","20,500,000","19,700,000","20,100,000","29,300,000","16,700,000","19,100,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,245,158,000","1,133,064,000","1,136,475,000","1,139,954,000","1,037,276,000","1,057,352,000","1,058,408,000","1,058,799,000","1,117,524,000","1,077,510,000","1,074,318,000","1,068,701,000","1,071,328,000","1,238,954,000","1,222,591,000","1,219,766,000","1,248,768,000","1,236,084,000","1,238,870,000","1,241,351,000","1,349,085,000","1,280,151,000","1,325,398,000","1,362,666,000","1,370,976,000","1,335,418,000","1,235,769,000","1,296,272,000","1,162,248,000","775,837,000","914,092,000","912,986,000","918,414,000","543,062,000","711,936,000","693,984,000","653,976,000","757,341,000","677,596,000","638,653,000","590,965,000","704,387,000","785,584,000","818,952,000","723,584,000","673,054,000","667,070,000","703,197,000","672,160,000","727,471,000","555,145,000","502,760,000","537,957,000","558,973,000","565,144,000","554,769,000","540,562,000","581,420,000","579,972,000","595,179,000","505,731,000","488,818,000","439,517,000","413,901,000","358,901,000","343,418,000","261,546,000","243,800,000","237,247,000","98,417,000","102,224,000","74,777,000","74,378,000","66,525,000","67,872,000","68,211,000","66,899,000","66,383,000","65,769,000","72,298,000","72,800,000","58,700,000","55,100,000","57,200,000","55,300,000","42,300,000","41,900,000","41,600,000","41,200,000","41,700,000","41,000,000","41,500,000","41,400,000","39,900,000","40,500,000","40,600,000","40,900,000","43,600,000","44,400,000","43,600,000","43,900,000","46,800,000","47,700,000","49,600,000","49,200,000","47,800,000","48,500,000","47,900,000","45,900,000","49,700,000","53,400,000","51,900,000","49,900,000","49,400,000","52,700,000","64,700,000","63,900,000","60,300,000","48,700,000","47,600,000","47,200,000","38,100,000","38,900,000"
		LongTermProvisions,"15,026,000","15,923,000","16,411,000","15,847,000","15,777,000","15,087,000","14,757,000","14,681,000","14,546,000","14,956,000","16,091,000","14,250,000","14,024,000","14,534,000","14,512,000","14,193,000","14,017,000","14,568,000","14,606,000","14,024,000","14,911,000","15,204,000","15,147,000","14,874,000","15,498,000","15,397,000","15,138,000","15,162,000","14,905,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"905,763,000","877,709,000","879,265,000","885,908,000","762,313,000","812,731,000","813,150,000","813,576,000","813,989,000","814,400,000","814,810,000","815,220,000","815,630,000","966,040,000","966,451,000","966,861,000","953,083,000","957,511,000","948,957,000","965,189,000","953,279,000","936,006,000","933,489,000","971,330,000","958,604,000","918,778,000","821,893,000","861,524,000","751,990,000","460,612,000","585,660,000","571,186,000","583,928,000","283,957,000","458,986,000","447,014,000","413,133,000","543,155,000","459,084,000","452,467,000","384,112,000","470,645,000","559,449,000","609,455,000","513,460,000","518,467,000","508,972,000","547,476,000","510,981,000","571,986,000","408,991,000","358,996,000","359,000,000","385,004,000","389,010,000","377,513,000","364,017,000","409,060,000","402,561,000","419,083,000","340,860,000","348,226,000","300,999,000","276,508,000","224,151,000","222,704,000","142,055,000","123,045,000","119,041,000","47,036,000","47,446,000","20,183,000","21,361,000","22,083,000","21,208,000","22,847,000","24,730,000","26,867,000","27,565,000","33,319,000","34,200,000","20,100,000","20,200,000","20,200,000","20,200,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","9,000,000","9,000,000","13,000,000","13,000,000","14,400,000","14,400,000","14,400,000","14,700,000","14,700,000","16,300,000","22,900,000","23,300,000","21,900,000","22,300,000","22,300,000","22,700,000","26,900,000","27,300,000","27,400,000","27,700,000","28,100,000","28,400,000","28,500,000","26,700,000"
			LongTermDebt,"760,639,000","761,057,000","761,476,000","761,894,000","762,313,000","812,731,000","813,150,000","813,576,000","813,989,000","814,400,000","814,810,000","815,220,000","815,630,000","966,040,000","966,451,000","966,861,000","953,083,000","957,511,000","948,957,000","965,189,000","953,279,000","936,006,000","933,489,000","971,330,000","958,604,000","918,778,000","821,893,000","861,524,000","751,990,000","460,612,000","585,660,000","571,186,000","583,928,000","283,957,000","458,986,000","447,014,000","394,042,000","524,071,000","459,084,000","434,098,000","384,112,000","470,645,000","559,449,000","609,455,000","513,460,000","518,467,000","508,972,000","547,476,000","510,981,000","571,986,000","408,991,000","358,996,000","359,000,000","385,004,000","389,010,000","377,513,000","364,017,000","409,060,000","402,561,000","419,083,000","340,860,000","348,226,000","300,999,000","276,508,000","224,151,000","222,704,000","142,055,000","123,045,000","119,041,000","47,036,000","47,446,000","20,183,000","21,361,000","22,083,000","21,208,000","22,847,000","24,730,000","26,867,000","27,565,000","33,319,000","34,200,000","20,100,000","20,200,000","20,200,000","20,200,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","9,000,000","9,000,000","13,000,000","13,000,000","14,400,000","14,400,000","14,400,000","14,700,000","14,700,000","16,300,000","22,900,000","23,300,000","21,900,000","22,300,000","22,300,000","22,700,000","26,900,000","27,300,000","27,400,000","27,700,000","28,100,000","28,400,000","28,500,000","26,700,000"
			LongTermCapitalLeaseObligation,"145,124,000","116,652,000","117,789,000","124,014,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,122,000","19,091,000","19,084,000","18,186,000","18,369,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"80,159,000","48,809,000","49,929,000","49,305,000","47,121,000","56,862,000","56,143,000","58,486,000","49,360,000","57,918,000","55,675,000","53,092,000","49,722,000","73,650,000","58,870,000","56,912,000","91,115,000","101,418,000","105,844,000","105,328,000","51,554,000","111,325,000","142,104,000","128,227,000","123,644,000","88,694,000","67,660,000","64,216,000","50,450,000","25,514,000","24,759,000","25,575,000","24,980,000","35,795,000","26,968,000","25,975,000","26,815,000","30,230,000","28,284,000","22,530,000","25,549,000","27,866,000","26,173,000","24,839,000","26,850,000","57,118,000","60,881,000","60,595,000","62,416,000","58,808,000","53,747,000","52,670,000","57,055,000","51,512,000","50,643,000","53,253,000","53,570,000","49,050,000","48,317,000","46,934,000","40,043,000","20,618,000","20,318,000","20,660,000","21,798,000","5,399,000","5,425,000","8,429,000","6,605,000","28,912,000","26,566,000","26,484,000","26,043,000","21,812,000","24,567,000","22,996,000","21,689,000","17,908,000","17,061,000","16,477,000","14,100,000","10,700,000","10,300,000","10,300,000","9,700,000","9,900,000","9,400,000","9,100,000","8,800,000","8,600,000","9,200,000","9,000,000","8,700,000","8,300,000","7,900,000","7,400,000","7,400,000","7,000,000","6,700,000","7,000,000","6,400,000","7,100,000","6,800,000","6,500,000","6,400,000","3,300,000","3,500,000","3,400,000","9,500,000","5,900,000","8,900,000","9,200,000","6,500,000","100,000","1,600,000","8,900,000","7,500,000","7,400,000","14,900,000","13,500,000",,"9,600,000","12,200,000"
			NonCurrentDeferredTaxesLiabilities,"80,159,000","48,809,000","49,929,000","49,305,000","47,121,000","56,862,000","56,143,000","58,486,000","49,360,000","57,918,000","55,675,000","53,092,000","49,722,000","73,650,000","58,870,000","56,912,000","91,115,000","101,418,000","105,844,000","105,328,000","51,554,000","111,325,000","142,104,000","128,227,000","123,644,000","88,694,000","67,660,000","64,216,000","50,450,000","25,514,000","24,759,000","25,575,000","24,980,000","35,795,000","26,968,000","25,975,000","26,815,000","30,230,000","28,284,000","22,530,000","25,549,000","27,866,000","26,173,000","24,839,000","26,850,000","57,118,000","60,881,000","60,595,000","62,416,000","58,808,000","53,747,000","52,670,000","57,055,000","51,512,000","50,643,000","53,253,000","53,570,000","49,050,000","48,317,000","46,934,000","40,043,000","20,618,000","20,318,000","20,660,000","21,798,000","5,399,000","5,425,000","8,429,000","6,605,000","28,912,000","26,566,000","26,484,000","26,043,000","21,812,000","24,567,000","22,996,000","21,689,000","17,908,000","17,061,000","16,477,000","14,100,000","10,700,000","10,300,000","10,300,000","9,700,000","9,900,000","9,400,000","9,100,000","8,800,000","8,600,000","9,200,000","9,000,000","8,700,000","8,300,000","7,900,000","7,400,000","7,400,000","7,000,000","6,700,000","7,000,000","6,400,000","7,100,000","6,800,000","6,500,000","6,400,000","3,300,000","3,500,000","3,400,000","9,500,000","5,900,000","8,900,000","9,200,000","6,500,000","100,000","1,600,000","8,900,000","7,500,000","7,400,000","14,900,000","13,500,000",,"9,600,000","12,200,000"
		NonCurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,989,000","20,124,000","19,978,000",,,,,,,,"125,966,000",,"141,533,000","134,392,000","128,573,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,"138,635,000","94,629,000","97,334,000","99,389,000","101,227,000","63,141,000","65,698,000","67,984,000","121,043,000","101,827,000","103,181,000","103,967,000","107,151,000","100,999,000","101,720,000","103,392,000","103,723,000","75,564,000","71,463,000","68,860,000","226,687,000","105,826,000","122,804,000","134,288,000","138,904,000","193,293,000","222,281,000","270,609,000","264,047,000","214,855,000","231,302,000","233,397,000","232,794,000","151,309,000","158,023,000","155,665,000","166,591,000","136,941,000","130,912,000","125,966,000","120,930,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"138,635,000","94,629,000","97,334,000","99,389,000","101,227,000","63,141,000","65,698,000","67,984,000","121,043,000","101,827,000","103,181,000","103,967,000","107,151,000","100,999,000","101,720,000","103,392,000","103,723,000","75,564,000","71,463,000","68,860,000","226,687,000","105,826,000","122,804,000","134,288,000","138,904,000","193,293,000","222,281,000","270,609,000","264,047,000","214,855,000","231,302,000","233,397,000","232,794,000","151,309,000","158,023,000","155,665,000","166,591,000","136,941,000","130,912,000","125,966,000","120,930,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"105,575,000","95,994,000","93,536,000","89,505,000","110,838,000","109,531,000","108,660,000","104,072,000","118,586,000","88,409,000","84,561,000","82,172,000","84,801,000","83,731,000","81,038,000","78,408,000","86,830,000","87,023,000","98,000,000","87,950,000","102,654,000","111,790,000","111,854,000","113,947,000","134,326,000","119,256,000","108,797,000","84,761,000","80,856,000","54,867,000","52,247,000","62,850,000","76,712,000","72,001,000","67,959,000","65,330,000","47,437,000","47,015,000","59,316,000","37,690,000","60,374,000","64,343,000","65,570,000","56,085,000","183,274,000","97,469,000","97,217,000","95,126,000","98,763,000","96,677,000","92,407,000","91,094,000","121,902,000","122,457,000","125,491,000","124,003,000","122,975,000","123,310,000","129,094,000","129,162,000","124,828,000","119,974,000","118,200,000","116,733,000","112,952,000","115,315,000","114,066,000","112,326,000","111,601,000","22,469,000","28,212,000","28,110,000","26,974,000","22,630,000","22,097,000","22,368,000","20,480,000","21,608,000","21,143,000","22,502,000","24,500,000","27,900,000","24,600,000","26,700,000","25,400,000","22,100,000","22,200,000","22,200,000","22,100,000","22,800,000","21,500,000","22,200,000","22,400,000","21,300,000","22,300,000","22,900,000","23,200,000","26,300,000","27,400,000","27,600,000","28,500,000","26,700,000","27,900,000","28,700,000","28,400,000","30,100,000","30,300,000","29,800,000","20,100,000","20,900,000","21,200,000","20,800,000","21,100,000","27,000,000","28,400,000","28,900,000","29,100,000","25,500,000","6,100,000","6,000,000","18,800,000",,
TotalEquityGrossMinorityInterest,"1,774,372,000","1,701,140,000","1,652,296,000","1,585,580,000","1,530,781,000","1,621,277,000","1,576,096,000","1,578,975,000","1,527,800,000","1,474,476,000","1,393,165,000","1,324,355,000","1,291,191,000","1,287,015,000","1,274,271,000","1,286,707,000","1,255,423,000","1,320,061,000","1,408,600,000","1,400,707,000","1,478,433,000","1,597,592,000","1,634,573,000","1,596,344,000","1,552,705,000","1,452,157,000","1,383,888,000","1,310,478,000","1,312,592,000","1,314,770,000","1,298,360,000","1,299,532,000","1,229,039,000","1,241,837,000","1,247,026,000","1,208,141,000","1,160,103,000","1,127,446,000","1,068,679,000","1,063,679,000","1,026,757,000","970,896,000","935,976,000","873,655,000","866,762,000","968,652,000","965,929,000","938,102,000","914,785,000","863,657,000","821,842,000","786,768,000","762,074,000","715,003,000","692,879,000","657,472,000","638,220,000","617,412,000","595,378,000","589,755,000","575,614,000","539,110,000","522,558,000","496,888,000","478,881,000","454,136,000","440,849,000","424,761,000","411,228,000","391,305,000","379,473,000","358,739,000","349,954,000","314,307,000","304,804,000","296,548,000","290,224,000","284,101,000","273,964,000","265,983,000","258,400,000","253,000,000","239,200,000","233,400,000","229,600,000","222,200,000","217,100,000","210,500,000","204,900,000","197,700,000","191,200,000","185,500,000","183,400,000","180,600,000","177,300,000","173,900,000","172,200,000","168,700,000","165,300,000","162,300,000","158,800,000","154,900,000","151,500,000","146,800,000","144,200,000","158,800,000","157,600,000","154,900,000","155,200,000","153,400,000","150,200,000","144,800,000","140,100,000","135,800,000","132,100,000","127,900,000","123,200,000","120,400,000","279,900,000","274,300,000","269,400,000","268,800,000","256,400,000"
	StockholdersEquity,"1,774,372,000","1,701,140,000","1,652,296,000","1,585,580,000","1,530,781,000","1,621,277,000","1,576,096,000","1,578,975,000","1,527,800,000","1,474,476,000","1,393,165,000","1,324,355,000","1,291,191,000","1,287,015,000","1,274,271,000","1,286,707,000","1,255,423,000","1,320,061,000","1,408,600,000","1,400,707,000","1,478,433,000","1,597,592,000","1,634,573,000","1,596,344,000","1,552,705,000","1,452,157,000","1,383,888,000","1,310,478,000","1,312,592,000","1,314,770,000","1,298,360,000","1,299,532,000","1,229,039,000","1,241,837,000","1,247,026,000","1,208,141,000","1,160,103,000","1,127,446,000","1,068,679,000","1,063,679,000","1,026,757,000","970,896,000","935,976,000","873,655,000","866,762,000","968,652,000","965,929,000","938,102,000","914,785,000","863,657,000","821,842,000","786,768,000","762,074,000","715,003,000","692,879,000","657,472,000","638,220,000","617,412,000","595,378,000","589,755,000","575,614,000","539,110,000","522,558,000","496,888,000","478,881,000","454,136,000","440,849,000","424,761,000","411,228,000","391,305,000","379,473,000","358,739,000","349,954,000","314,307,000","304,804,000","296,548,000","290,224,000","284,101,000","273,964,000","265,983,000","258,400,000","253,000,000","239,200,000","233,400,000","229,600,000","222,200,000","217,100,000","210,500,000","204,900,000","197,700,000","191,200,000","185,500,000","183,400,000","180,600,000","177,300,000","173,900,000","172,200,000","168,700,000","165,300,000","162,300,000","158,800,000","154,900,000","151,500,000","146,800,000","144,200,000","158,800,000","157,600,000","154,900,000","155,200,000","153,400,000","150,200,000","144,800,000","140,100,000","135,800,000","132,100,000","127,900,000","123,200,000","120,400,000","279,900,000","274,300,000","269,400,000","268,800,000","256,400,000"
		CapitalStock,"49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,190,000","49,190,000","49,190,000","49,190,000","49,190,000","49,190,000","49,190,000","49,190,000","49,190,000","49,190,000","49,341,000","49,341,000","49,190,000","49,190,000","49,021,000","49,021,000","48,879,000","48,879,000","48,717,000","48,717,000","48,558,000","48,558,000","48,394,000","48,394,000","48,214,000","48,214,000","48,042,000","48,042,000","47,903,000","47,903,000","47,798,000","47,798,000","47,715,000","47,715,000","47,626,000","47,626,000","47,533,000","47,533,000","47,435,000","25,542,000","25,493,000","25,493,000","25,447,000","25,447,000","25,411,000","25,411,000","25,376,000","25,376,000","25,376,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,187,000","49,190,000","49,190,000","49,190,000","49,190,000","49,190,000","49,190,000","49,190,000","49,190,000","49,190,000","49,190,000","49,341,000","49,341,000","49,190,000","49,190,000","49,021,000","49,021,000","48,879,000","48,879,000","48,717,000","48,717,000","48,558,000","48,558,000","48,394,000","48,394,000","48,214,000","48,214,000","48,042,000","48,042,000","47,903,000","47,903,000","47,798,000","47,798,000","47,715,000","47,715,000","47,626,000","47,626,000","47,533,000","47,533,000","47,435,000","25,542,000","25,493,000","25,493,000","25,447,000","25,447,000","25,411,000","25,411,000","25,376,000","25,376,000","25,376,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
