name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
DilutedEPS,,,"2.32","1.32","1.06","1.29","-0.83","-1.573","-0.047"
BasicAverageShares,,,"64,123,000","62,437,000","60,759,000","59,965,000","42,897,000","57,262,377","57,262,377"
DilutedAverageShares,,,"66,341,000","65,773,000","64,452,000","63,207,000","42,897,000","57,262,377","57,262,377"
TotalOperatingIncomeAsReported,"348,382,000","363,925,000","281,312,000","176,225,000","162,349,000","164,298,000","56,839,000",,"45,610,000"
TotalExpenses,"2,778,615,000","2,701,279,000","2,590,490,000","2,082,806,000","1,648,609,000","1,448,933,000","1,402,742,000",,"652,566,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"239,596,000","243,020,000","153,905,000","86,927,000","68,175,000","81,765,000","-35,742,000",,"-2,707,000"
NormalizedIncome,"244,057,883.661","248,778,185","155,379,155","119,928,800","78,561,694","71,865,356","-24,067,085",,"9,697,600"
InterestExpense,"53,105,000","51,987,000","57,399,000","46,729,000","54,913,000","61,747,000","81,939,000",,"32,823,000"
NetInterestIncome,"-53,105,000","-51,987,000","-57,399,000","-46,729,000","-54,913,000","-61,747,000","-81,939,000",,"-32,823,000"
EBIT,"344,169,000","357,914,000","278,946,000","121,276,000","148,807,000","176,912,000","40,087,000",,"28,269,000"
EBITDA,"463,737,000"
ReconciledCostOfRevenue,"2,251,816,000","2,189,621,000","2,070,631,000","1,594,883,000","1,264,376,000","1,124,564,000","1,052,208,000",,"461,236,000"
ReconciledDepreciation,"119,568,000","114,898,000","112,247,000","78,227,000","69,506,000","77,952,000","96,564,000","50,477,000","30,687,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"239,596,000","243,020,000","153,905,000","86,927,000","68,175,000","81,765,000","-35,742,000",,"-2,707,000"
TotalUnusualItemsExcludingGoodwill,"-5,422,000","-7,243,000","-2,115,000","-55,003,000","-14,902,000","13,396,000","-14,503,000",,"-19,084,000"
TotalUnusualItems,"-5,422,000","-7,243,000","-2,115,000","-55,003,000","-14,902,000","13,396,000","-14,503,000",,"-19,084,000"
NormalizedEBITDA,"469,159,000","480,055,000","393,308,000","254,506,000","233,215,000","241,468,000","151,154,000",,"78,040,000"
TaxRateForCalcs,"0.177","0.205","0.303","0.4","0.303","0.261","0.195",,"0.35"
TaxEffectOfUnusualItems,"-960,116.339","-1,484,815","-640,845","-22,001,200","-4,515,306","3,496,356","-2,828,085",,"-6,679,400"
